,what,was,sadat,seeking,by,releasing,islamists,from,prison,?
transferring,0.2779305875301361,0.2066807746887207,0.133295476436615,0.29001736640930176,0.20586517453193665,0.346047967672348,0.1908242553472519,0.30614593625068665,0.20597092807292938,0.17889004945755005
egypt,0.1976596713066101,0.20915520191192627,0.50239098072052,0.22001221776008606,0.1705920398235321,0.1856483817100525,0.41131311655044556,0.18771670758724213,0.22923140227794647,0.17769601941108704
's,0.02692362666130066,0.008974763564765453,-0.013392134569585323,0.037819892168045044,-0.010884488001465797,-0.07351263612508774,0.018581682816147804,-0.01936490088701248,0.004809945356100798,-0.023395681753754616
allegiance,0.19455353915691376,0.22959114611148834,0.2793482542037964,0.23780865967273712,0.19246992468833923,0.08110985159873962,0.3260659873485565,0.21547062695026398,0.24309107661247253,0.10591092705726624
from,0.2737620174884796,0.31171464920043945,0.13697431981563568,0.22488252818584442,0.3373257517814636,0.2108202874660492,0.17279808223247528,1.0,0.2283817082643509,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,0.274522602558136,0.27082350850105286,0.4408751428127289,0.2737254500389099,0.2982981204986572,0.40150508284568787,0.19548384845256805,0.22068053483963013
soviet,0.12922172248363495,0.259528785943985,0.34597495198249817,0.14215098321437836,0.18171028792858124,0.17152532935142517,0.29127734899520874,0.19734857976436615,0.23132790625095367,0.08693568408489227
union,0.1396910548210144,0.23276571929454803,0.20196551084518433,0.15553200244903564,0.14484883844852448,0.10680346935987473,0.25117939710617065,0.19356246292591095,0.12777096033096313,0.07797172665596008
to,0.455847829580307,0.3636345863342285,0.16968092322349548,0.3810454308986664,0.33534231781959534,0.2933552861213684,0.28735893964767456,0.4069952368736267,0.2410142868757248,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.274522602558136,0.27082350850105286,0.4408751428127289,0.2737254500389099,0.2982981204986572,0.40150508284568787,0.19548384845256805,0.22068053483963013
united,0.20036718249320984,0.31727492809295654,0.23959621787071228,0.21839570999145508,0.23958808183670044,0.12643170356750488,0.2243039757013321,0.27339106798171997,0.23084551095962524,0.17266890406608582
states,0.21526020765304565,0.2847922146320343,0.22747701406478882,0.2341664433479309,0.23827408254146576,0.10817714035511017,0.23710742592811584,0.24283263087272644,0.222130686044693,0.16272737085819244
;,0.10986888408660889,0.0754367932677269,-0.032308969646692276,0.011388957500457764,0.10469875484704971,0.052007272839546204,0.05586666613817215,0.07524215430021286,-0.004186541307717562,0.10349778085947037
and,0.31309178471565247,0.3740963041782379,0.2117219865322113,0.2602940499782562,0.4289871156215668,0.2849873900413513,0.24194714426994324,0.3601827025413513,0.2446625977754593,0.20544172823429108
making,0.30777570605278015,0.28285154700279236,0.12173553556203842,0.2741338312625885,0.2781944274902344,0.34889259934425354,0.2284749299287796,0.217311292886734,0.1278243064880371,0.2539324164390564
peace,0.18390877544879913,0.20237044990062714,0.3994894325733185,0.26276466250419617,0.12830504775047302,0.1675575077533722,0.2744706869125366,0.12772627174854279,0.26400846242904663,0.1404135823249817
with,0.2464839518070221,0.27411898970603943,0.15747910737991333,0.2619200050830841,0.39731505513191223,0.3032415211200714,0.1667894423007965,0.26272761821746826,0.10253287106752396,0.2433311939239502
israel,0.1839018315076828,0.20472826063632965,0.4157402813434601,0.1958417445421219,0.19110596179962158,0.19620651006698608,0.32063522934913635,0.15425781905651093,0.13956189155578613,0.15015864372253418
–,0.13008765876293182,0.30754852294921875,0.30356717109680176,0.13494083285331726,0.22072714567184448,0.1304551362991333,0.09364371001720428,0.1996118724346161,0.10600794106721878,0.2714554965496063
released,0.20228935778141022,0.32720035314559937,0.1730271577835083,0.164045512676239,0.31595227122306824,0.6654567122459412,0.14959245920181274,0.19112130999565125,0.2893100082874298,0.20329579710960388
islamists,0.26342982053756714,0.20672175288200378,0.4798591136932373,0.2871411144733429,0.2683607339859009,0.17564858496189117,1.0000001192092896,0.17279808223247528,0.2306993305683136,0.17165705561637878
from,0.2737620174884796,0.31171464920043945,0.13697431981563568,0.22488252818584442,0.3373257517814636,0.2108202874660492,0.17279808223247528,1.0,0.2283817082643509,0.19969791173934937
prison,0.16782958805561066,0.31356486678123474,0.29157552123069763,0.12360242009162903,0.16567334532737732,0.22312031686306,0.2306993305683136,0.2283817082643509,0.9999999403953552,0.13522469997406006
and,0.31309178471565247,0.3740963041782379,0.2117219865322113,0.2602940499782562,0.4289871156215668,0.2849873900413513,0.24194714426994324,0.3601827025413513,0.2446625977754593,0.20544172823429108
welcomed,0.2282586544752121,0.20872600376605988,0.21075579524040222,0.19949568808078766,0.2594505548477173,0.1470462679862976,0.2162725031375885,0.12677161395549774,0.19929255545139313,0.24655763804912567
home,0.1608789712190628,0.25139835476875305,0.18533942103385925,0.14169226586818695,0.16632650792598724,0.14011135697364807,0.13968098163604736,0.29297688603401184,0.2265758067369461,0.0757145956158638
exiles,0.19255948066711426,0.18422561883926392,0.3567070960998535,0.24751095473766327,0.25465694069862366,0.20829562842845917,0.3511224091053009,0.26861950755119324,0.3472064137458801,0.08683447539806366
in,0.30808621644973755,0.45514053106307983,0.21590189635753632,0.21344146132469177,0.370934396982193,0.22374720871448517,0.19650150835514069,0.4274188280105591,0.2624509334564209,0.20430970191955566
tacit,0.3320208191871643,0.107033371925354,0.23143401741981506,0.28595399856567383,0.19281001389026642,0.15262766182422638,0.20439016819000244,0.09210174530744553,0.09735935926437378,0.2941465675830841
exchange,0.11323627829551697,0.15612690150737762,0.14094506204128265,0.16831308603286743,0.19334429502487183,0.2669132351875305,0.15397290885448456,0.1460694819688797,0.16353170573711395,0.048212938010692596
for,0.3017193675041199,0.3863949179649353,0.24794068932533264,0.32114171981811523,0.3248702883720398,0.2353367954492569,0.1905992031097412,0.314039945602417,0.30049607157707214,0.264628142118454
political,0.21846716105937958,0.24282537400722504,0.3360617160797119,0.23049336671829224,0.22635963559150696,0.14163634181022644,0.4060049057006836,0.20812924206256866,0.2743663489818573,0.17130474746227264
support,0.2797985076904297,0.2208256870508194,0.22240005433559418,0.32769161462783813,0.16184203326702118,0.19033338129520416,0.24298857152462006,0.17207206785678864,0.1594129204750061,0.22626608610153198
in,0.30808621644973755,0.45514053106307983,0.21590189635753632,0.21344146132469177,0.370934396982193,0.22374720871448517,0.19650150835514069,0.4274188280105591,0.2624509334564209,0.20430970191955566
his,0.26976513862609863,0.4405253231525421,0.29460886120796204,0.2810019254684448,0.3107621967792511,0.23735353350639343,0.1916450709104538,0.3195365369319916,0.30507415533065796,0.18075084686279297
struggle,0.23432134091854095,0.17799381911754608,0.2744036614894867,0.3243437707424164,0.17115847766399384,0.07920326292514801,0.2754135727882385,0.2216411530971527,0.2220727801322937,0.1330908089876175
against,0.24561616778373718,0.22972732782363892,0.19953235983848572,0.2451988011598587,0.24816733598709106,0.13466615974903107,0.29776129126548767,0.2447778731584549,0.30099934339523315,0.18095137178897858
leftists,0.3067791759967804,0.20784755051136017,0.38700056076049805,0.2203885167837143,0.25997307896614075,0.16848106682300568,0.712877631187439,0.1767001897096634,0.21684955060482025,0.1720363050699234
.,0.3567904531955719,0.40146201848983765,0.2527462840080261,0.23147916793823242,0.3936232924461365,0.24108050763607025,0.22075964510440826,0.41536515951156616,0.24161510169506073,0.4130953550338745
