,what,did,the,new,mass,allow,as,regards,ceremony,?
while,0.35511791706085205,0.3330625295639038,0.39804592728614807,0.21558766067028046,0.14153893291950226,0.3201269209384918,0.4165958762168884,0.24022731184959412,0.22041599452495575,0.21076419949531555
trappings,0.2160760909318924,0.1355256289243698,0.21098068356513977,0.15976937115192413,0.2542330026626587,0.2838680148124695,0.24046292901039124,0.18439209461212158,0.09380581229925156,0.2439282387495041
such,0.23989605903625488,0.24497397243976593,0.3575236201286316,0.22539585828781128,0.22491741180419922,0.329960435628891,0.6207084655761719,0.24274984002113342,0.1015673503279686,0.17851735651493073
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.24585270881652832,0.20994383096694946,0.25002720952033997,1.0,0.26237887144088745,0.12634551525115967,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,1.0,0.3845241069793701,0.2284930944442749,0.27822166681289673,0.48381632566452026,0.2506358325481415,0.27631378173828125,0.22068053483963013
mass,0.23905135691165924,0.1598033756017685,0.2284930944442749,0.1902189999818802,1.0000001192092896,0.2268703579902649,0.20994383096694946,0.15256361663341522,0.1862570196390152,0.2076406031847
vestments,0.18924938142299652,0.14949162304401398,0.22623524069786072,0.12792648375034332,0.1835370808839798,0.2374056875705719,0.16529782116413116,0.2481524646282196,0.1044289693236351,0.18381179869174957
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.36073189973831177,0.2439754158258438,0.24557842314243317,0.48816442489624023,0.3487640917301178,0.23101258277893066,0.31091248989105225
altar,0.18033336102962494,0.19655688107013702,0.28602269291877747,0.06512106209993362,0.20021840929985046,0.11120100319385529,0.21633274853229523,0.113511823117733,0.2323189675807953,0.11924824118614197
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.36073189973831177,0.2439754158258438,0.24557842314243317,0.48816442489624023,0.3487640917301178,0.23101258277893066,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.31402453780174255,0.21843883395195007,0.3380379378795624,0.49487000703811646,0.24990680813789368,0.19817329943180084,0.20544172823429108
candles,0.19485586881637573,0.14146676659584045,0.2488098293542862,0.0689917728304863,0.2367582768201828,0.17222119867801666,0.25541019439697266,0.1923900693655014,0.3388157784938812,0.15584522485733032
were,0.22298263013362885,0.4162326455116272,0.3906462490558624,0.21711495518684387,0.2088848054409027,0.2939520478248596,0.3025437891483307,0.17176809906959534,0.20741769671440125,0.17890112102031708
made,0.23419176042079926,0.3068731725215912,0.3885267674922943,0.20649032294750214,0.14009134471416473,0.21326056122779846,0.40740177035331726,0.13987606763839722,0.16061782836914062,0.17218779027462006
optional,0.18392537534236908,0.10915781557559967,0.23922429978847504,0.18793195486068726,0.08068361133337021,0.3067951798439026,0.22493980824947357,0.25016289949417114,0.12276813387870789,0.2415110170841217
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.36073189973831177,0.2439754158258438,0.24557842314243317,0.48816442489624023,0.3487640917301178,0.23101258277893066,0.31091248989105225
allowing,0.21854478120803833,0.34487593173980713,0.3440283536911011,0.21485450863838196,0.13458634912967682,0.7338253259658813,0.28820809721946716,0.23105652630329132,0.14813663065433502,0.1434045135974884
freedom,0.21405836939811707,0.21706336736679077,0.24307598173618317,0.19506357610225677,0.15571558475494385,0.26744335889816284,0.1729598343372345,0.1785794347524643,0.21445637941360474,0.1626027375459671
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.343457967042923,0.26915112137794495,0.28057926893234253,0.3886612355709076,0.19263862073421478,0.2303226888179779,0.1826142966747284
ceremony,0.16581441462039948,0.15907002985477448,0.27631378173828125,0.1580517590045929,0.1862570196390152,0.153628408908844,0.12634551525115967,0.19956648349761963,0.9999999403953552,0.1873435080051422
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.35031336545944214,0.25224974751472473,0.28562283515930176,0.515582263469696,0.2782854437828064,0.19551832973957062,0.4130953550338745
,what,did,the,new,mass,allow,as,regards,ceremony,?
luther,0.2134782373905182,0.23667675256729126,0.1759674996137619,0.14555130898952484,0.14408515393733978,0.13273698091506958,0.20242992043495178,0.18154004216194153,0.128327876329422,0.1732746809720993
based,0.274813175201416,0.15722841024398804,0.29860720038414,0.20658165216445923,0.13194973766803741,0.19076547026634216,0.2264380156993866,0.14232885837554932,0.01414315216243267,0.134929820895195
his,0.26976513862609863,0.3546801507472992,0.4394008219242096,0.24132801592350006,0.171666219830513,0.1637401282787323,0.3146366477012634,0.22213611006736755,0.29844895005226135,0.18075084686279297
order,0.16634008288383484,0.22891858220100403,0.3284194767475128,0.1788160651922226,0.17471052706241608,0.3052630126476288,0.21579164266586304,0.14868472516536713,0.22687648236751556,0.13725648820400238
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.31106263399124146,0.18456357717514038,0.27814438939094543,0.36047765612602234,0.2900480628013611,0.21723879873752594,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,1.0,0.3845241069793701,0.2284930944442749,0.27822166681289673,0.48381632566452026,0.2506358325481415,0.27631378173828125,0.22068053483963013
catholic,0.1882777214050293,0.16203826665878296,0.26391419768333435,0.20539364218711853,0.22295920550823212,0.15635600686073303,0.2185802161693573,0.18373389542102814,0.21837902069091797,0.16609853506088257
service,0.16857224702835083,0.14130860567092896,0.22661015391349792,0.21442657709121704,0.1616123616695404,0.22857451438903809,0.21829554438591003,0.20371592044830322,0.2293204963207245,0.1676298975944519
but,0.5029441118240356,0.49033689498901367,0.4859698414802551,0.2431885451078415,0.2302476018667221,0.41632333397865295,0.4864770472049713,0.33089596033096313,0.1950577050447464,0.27921953797340393
omitted,0.19127024710178375,0.1348419040441513,0.28597038984298706,0.20293399691581726,0.11755232512950897,0.31318986415863037,0.28292879462242126,0.18975810706615448,0.13817010819911957,0.2292177826166153
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,-0.03575563058257103,0.05638721585273743,0.06685326993465424,0.03910288214683533,0.03148198500275612,-0.002193709136918187,0.0685480609536171
everything,0.5900073051452637,0.38332322239875793,0.33579888939857483,0.22750239074230194,0.2359122335910797,0.2767220139503479,0.28860920667648315,0.3553033173084259,0.19238102436065674,0.37031570076942444
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.29177987575531006,0.2827543616294861,0.4246886968612671,0.4735107421875,0.29621562361717224,0.17357061803340912,0.32716336846351624
smacks,0.2958681881427765,0.2151588648557663,0.17629946768283844,0.15455465018749237,0.11770428717136383,0.259660542011261,0.22330830991268158,0.37281933426856995,0.11239170283079147,0.28665998578071594
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.343457967042923,0.26915112137794495,0.28057926893234253,0.3886612355709076,0.19263862073421478,0.2303226888179779,0.1826142966747284
sacrifice,0.13651041686534882,0.16800463199615479,0.1856338083744049,0.10963103920221329,0.14703847467899323,0.1626458615064621,0.21857285499572754,0.2136780321598053,0.23111911118030548,0.16962945461273193
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,-0.021915066987276077,-0.0022249165922403336,0.011344759725034237,0.006628023460507393,0.026493636891245842,-0.0165084321051836,0.018684765323996544
;,0.10986888408660889,0.10727239400148392,0.09152708947658539,0.021862374618649483,-0.026996124535799026,0.01770295761525631,0.05586666986346245,0.14761894941329956,0.05433610454201698,0.10349778085947037
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.31402453780174255,0.21843883395195007,0.3380379378795624,0.49487000703811646,0.24990680813789368,0.19817329943180084,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,1.0,0.3845241069793701,0.2284930944442749,0.27822166681289673,0.48381632566452026,0.2506358325481415,0.27631378173828125,0.22068053483963013
mass,0.23905135691165924,0.1598033756017685,0.2284930944442749,0.1902189999818802,1.0000001192092896,0.2268703579902649,0.20994383096694946,0.15256361663341522,0.1862570196390152,0.2076406031847
became,0.1434093862771988,0.3632316589355469,0.36325156688690186,0.22970440983772278,0.07801727950572968,0.17321288585662842,0.3482101261615753,0.07962772250175476,0.17549370229244232,0.11374033987522125
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.3214259147644043,0.21558082103729248,0.27607089281082153,0.39550232887268066,0.25495272874832153,0.16241572797298431,0.23916715383529663
celebration,0.20844492316246033,0.17503295838832855,0.30612465739250183,0.223866268992424,0.2552238404750824,0.15405584871768951,0.2001909613609314,0.24137206375598907,0.5235205888748169,0.1872778683900833
where,0.4457937180995941,0.24159270524978638,0.5003893971443176,0.26026442646980286,0.18837785720825195,0.328766793012619,0.35409465432167053,0.2013125717639923,0.1974978893995285,0.24793872237205505
everyone,0.47400328516960144,0.28544723987579346,0.26820138096809387,0.17321160435676575,0.24809056520462036,0.25534629821777344,0.2521965503692627,0.39966487884521484,0.22343496978282928,0.3412931561470032
received,0.1010502278804779,0.3125181496143341,0.24890556931495667,0.16968829929828644,0.11821642518043518,0.18561281263828278,0.24595820903778076,0.15319684147834778,0.2805444002151489,0.11905962228775024
the,0.42745697498321533,0.34736719727516174,1.0,0.3845241069793701,0.2284930944442749,0.27822166681289673,0.48381632566452026,0.2506358325481415,0.27631378173828125,0.22068053483963013
wine,0.17754630744457245,0.1488095074892044,0.2768833041191101,0.07456594705581665,0.1528950333595276,0.13849835097789764,0.1773652285337448,0.16790148615837097,0.18235430121421814,0.12747588753700256
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.24585270881652832,0.20994383096694946,0.25002720952033997,1.0,0.26237887144088745,0.12634551525115967,0.27043893933296204
well,0.4154493808746338,0.4341743588447571,0.42630070447921753,0.22021858394145966,0.18064218759536743,0.3490574359893799,0.5532534718513489,0.35601869225502014,0.13129830360412598,0.24815571308135986
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.24585270881652832,0.20994383096694946,0.25002720952033997,1.0,0.26237887144088745,0.12634551525115967,0.27043893933296204
the,0.42745697498321533,0.34736719727516174,1.0,0.3845241069793701,0.2284930944442749,0.27822166681289673,0.48381632566452026,0.2506358325481415,0.27631378173828125,0.22068053483963013
bread,0.218822181224823,0.18966102600097656,0.19539521634578705,0.18418221175670624,0.22863055765628815,0.17854173481464386,0.19269385933876038,0.1387651562690735,0.19058522582054138,0.16616880893707275
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.35031336545944214,0.25224974751472473,0.28562283515930176,0.515582263469696,0.2782854437828064,0.19551832973957062,0.4130953550338745
