,colonialism,as,a,policy,is,caused,by,financial,and,what,other,reasons,?
policy,0.35145220160484314,0.2869105041027069,0.17720282077789307,0.9999998807907104,0.15952111780643463,0.19308783113956451,0.13463684916496277,0.3052203357219696,0.2148873209953308,0.3869883120059967,0.20964810252189636,0.3662075102329254,0.30462446808815
and,0.22906047105789185,0.49487000703811646,0.3739250600337982,0.2148873209953308,0.3859752118587494,0.2892237603664398,0.4289871156215668,0.26681631803512573,1.0,0.31309178471565247,0.5504306554794312,0.31014180183410645,0.20544172823429108
is,0.15186980366706848,0.43216490745544434,0.658733606338501,0.15952111780643463,1.0,0.16288428008556366,0.3899846076965332,0.1937110424041748,0.3859752118587494,0.28837618231773376,0.25895947217941284,0.25412559509277344,0.22961433231830597
developed,0.24443209171295166,0.21440666913986206,0.286296546459198,0.14672407507896423,0.21550270915031433,0.22085532546043396,0.2796236276626587,0.14873743057250977,0.25542938709259033,0.15555569529533386,0.22444479167461395,0.15561972558498383,0.10763012617826462
for,0.17468242347240448,0.44774648547172546,0.44038116931915283,0.2759707272052765,0.43268078565597534,0.1862620860338211,0.3248702883720398,0.311439573764801,0.5064792633056641,0.3017193675041199,0.3273986279964447,0.418081134557724,0.264628142118454
ideological,0.5014304518699646,0.24038535356521606,0.22521239519119263,0.37103337049484253,0.174928680062294,0.2017710953950882,0.19090230762958527,0.26094675064086914,0.2470436990261078,0.30338922142982483,0.18310005962848663,0.3155236840248108,0.1390949934720993
as,0.18886442482471466,1.0,0.39550232887268066,0.2869105041027069,0.43216490745544434,0.16101646423339844,0.3815547823905945,0.23751989006996155,0.49487000703811646,0.31749409437179565,0.42805421352386475,0.3391221761703491,0.27043893933296204
well,0.18257682025432587,0.5532534718513489,0.320642352104187,0.247156023979187,0.33406564593315125,0.12451107054948807,0.2519793212413788,0.20420272648334503,0.5258845686912537,0.4154493808746338,0.46553051471710205,0.3623380661010742,0.24815571308135986
as,0.18886442482471466,1.0,0.39550232887268066,0.2869105041027069,0.43216490745544434,0.16101646423339844,0.3815547823905945,0.23751989006996155,0.49487000703811646,0.31749409437179565,0.42805421352386475,0.3391221761703491,0.27043893933296204
financial,0.25339406728744507,0.23751989006996155,0.2513774335384369,0.3052203357219696,0.1937110424041748,0.21799860894680023,0.19205018877983093,1.0,0.26681631803512573,0.1900392472743988,0.23077227175235748,0.2277749627828598,0.06444920599460602
reasons,0.2083798497915268,0.3391221761703491,0.29420214891433716,0.3662075102329254,0.25412559509277344,0.3332788348197937,0.19373157620429993,0.2277749627828598,0.31014180183410645,0.3640104830265045,0.3225803077220917,1.0,0.248102068901062
",",0.25518688559532166,0.48816442489624023,0.427140474319458,0.2903050184249878,0.4691906273365021,0.2600580155849457,0.3680937886238098,0.25465908646583557,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.31034985184669495,0.31091248989105225
colonialism,0.9999999403953552,0.18886442482471466,0.19192901253700256,0.35145220160484314,0.15186980366706848,0.161912739276886,0.1683255285024643,0.25339406728744507,0.22906047105789185,0.27914220094680786,0.23627415299415588,0.2083798497915268,0.1519109606742859
is,0.15186980366706848,0.43216490745544434,0.658733606338501,0.15952111780643463,1.0,0.16288428008556366,0.3899846076965332,0.1937110424041748,0.3859752118587494,0.28837618231773376,0.25895947217941284,0.25412559509277344,0.22961433231830597
simply,0.23387573659420013,0.3997967541217804,0.3719869554042816,0.2540122866630554,0.39395248889923096,0.16322454810142517,0.2540944516658783,0.16808639466762543,0.2689659595489502,0.4566527307033539,0.26587310433387756,0.3819291293621063,0.2984147369861603
the,0.25141018629074097,0.48381632566452026,0.5829201340675354,0.2358427494764328,0.5823672413825989,0.24990202486515045,0.4408751428127289,0.29952070116996765,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.2951921820640564,0.22068053483963013
development,0.2607499957084656,0.22143439948558807,0.2762584090232849,0.3096007704734802,0.2293442040681839,0.13527190685272217,0.19329734146595,0.3022278845310211,0.26069340109825134,0.19014155864715576,0.2599644660949707,0.2205752581357956,0.1211358830332756
for,0.17468242347240448,0.44774648547172546,0.44038116931915283,0.2759707272052765,0.43268078565597534,0.1862620860338211,0.3248702883720398,0.311439573764801,0.5064792633056641,0.3017193675041199,0.3273986279964447,0.418081134557724,0.264628142118454
settlement,0.356252521276474,0.19149957597255707,0.24842394888401031,0.2534509599208832,0.24221304059028625,0.1604750007390976,0.1356453001499176,0.2328975945711136,0.24081379175186157,0.2558431327342987,0.15999440848827362,0.16822394728660583,0.12535437941551208
or,0.17756415903568268,0.4400654137134552,0.48853766918182373,0.2344270497560501,0.41870999336242676,0.34061622619628906,0.30274316668510437,0.1830461323261261,0.4713204801082611,0.33867141604423523,0.5325124859809875,0.36825650930404663,0.32389625906944275
commercial,0.2014600783586502,0.2411440908908844,0.2696971893310547,0.22588509321212769,0.2402932196855545,0.11363126337528229,0.16044467687606812,0.4417368769645691,0.240259051322937,0.12070754915475845,0.2547304034233093,0.24794137477874756,0.04216946288943291
intentions,0.2481621652841568,0.257102906703949,0.2538142800331116,0.3284969925880432,0.16790933907032013,0.22400987148284912,0.2115057110786438,0.22270609438419342,0.24226772785186768,0.40177711844444275,0.2760029137134552,0.4504675269126892,0.2824881970882416
.,0.22091162204742432,0.515582263469696,0.50484299659729,0.25152966380119324,0.4569662809371948,0.2413787543773651,0.3936232924461365,0.22828321158885956,0.588965117931366,0.3567904531955719,0.41511186957359314,0.298481822013855,0.4130953550338745
