,what,did,luther,call,the,consecrated,bread,and,wine,?
consecrated,0.17245787382125854,0.17055682837963104,0.2255089432001114,0.09842246770858765,0.2520894706249237,1.0000001192092896,0.29689696431159973,0.1487535536289215,0.2605561316013336,0.21307595074176788
bread,0.218822181224823,0.18966102600097656,0.16235698759555817,0.19623751938343048,0.19539521634578705,0.29689696431159973,0.9999999403953552,0.22956383228302002,0.44892004132270813,0.16616880893707275
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.237839937210083,0.5171257257461548,0.1487535536289215,0.22956383228302002,1.0,0.2789568305015564,0.20544172823429108
wine,0.17754630744457245,0.1488095074892044,0.18267135322093964,0.14605258405208588,0.2768833041191101,0.2605561316013336,0.44892004132270813,0.2789568305015564,1.0,0.12747588753700256
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4933079481124878,0.20846880972385406,0.2806640565395355,0.6633074283599854,0.2325778752565384,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.17501473426818848,0.25027644634246826,0.6521818041801453,0.20957477390766144,0.236795112490654,0.506277859210968,0.2145105004310608,0.25814583897590637
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.15517276525497437,0.4571082592010498,0.23005366325378418,0.1545906960964203,0.45427167415618896,0.21294580399990082,0.2089974731206894
called,0.3235960602760315,0.277748167514801,0.09754475206136703,0.4729457497596741,0.489897221326828,0.1999693661928177,0.23148608207702637,0.3251761794090271,0.16283351182937622,0.18963319063186646
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.26640447974205017,1.0,0.2520894706249237,0.19539521634578705,0.5171257257461548,0.2768833041191101,0.22068053483963013
sacramental,0.26630717515945435,0.22325678169727325,0.3835672438144684,0.1375959813594818,0.3087221086025238,0.38265371322631836,0.28006982803344727,0.27438074350357056,0.28765442967414856,0.18376803398132324
union,0.1396910548210144,0.185054212808609,0.10393895208835602,0.0958244800567627,0.24421639740467072,0.19184252619743347,0.15374882519245148,0.2594362497329712,0.13514408469200134,0.07797172665596008
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.2670435905456543,0.4933079481124878,0.20846880972385406,0.2806640565395355,0.6633074283599854,0.2325778752565384,0.31091248989105225
while,0.35511791706085205,0.3330625295639038,0.16301193833351135,0.19721099734306335,0.39804592728614807,0.167480006814003,0.16078625619411469,0.45699796080589294,0.1780218929052353,0.21076419949531555
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.08363278955221176,0.4394008219242096,0.27686676383018494,0.11196848005056381,0.4234102666378021,0.16052863001823425,0.18075084686279297
opponents,0.18805594742298126,0.26735401153564453,0.22608257830142975,0.13721445202827454,0.2483137845993042,0.17238903045654297,0.1562124341726303,0.21922188997268677,0.1321794092655182,0.12975426018238068
believed,0.32626157999038696,0.3807709813117981,0.19700083136558533,0.2452826052904129,0.324635773897171,0.30178263783454895,0.16166085004806519,0.280531644821167,0.21040059626102448,0.17606885731220245
god,0.3127830922603607,0.2420882135629654,0.2238161414861679,0.2529895007610321,0.24689088761806488,0.3398885726928711,0.2930058538913727,0.23257656395435333,0.23020268976688385,0.23396754264831543
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.27641981840133667,0.535392165184021,0.22172778844833374,0.1766994744539261,0.48971283435821533,0.19043289124965668,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.26608726382255554,0.4248143136501312,0.20340339839458466,0.2360009253025055,0.41766801476478577,0.18620572984218597,0.3324260413646698
only,0.41415658593177795,0.4039593040943146,0.10428047180175781,0.20238633453845978,0.5497692227363586,0.21265418827533722,0.19153492152690887,0.4542345404624939,0.19052033126354218,0.2767370045185089
spiritually,0.3063187599182129,0.25459131598472595,0.30625832080841064,0.17363068461418152,0.25396624207496643,0.32620319724082947,0.23279820382595062,0.2937191426753998,0.2178986370563507,0.20542939007282257
or,0.33867141604423523,0.28211739659309387,0.14215725660324097,0.27637729048728943,0.4174870550632477,0.1409621685743332,0.2583465874195099,0.4713204801082611,0.1916147768497467,0.32389625906944275
symbolically,0.25148558616638184,0.13593679666519165,0.19218958914279938,0.1820826679468155,0.3218812942504883,0.3830116391181946,0.23692744970321655,0.2515098452568054,0.25915393233299255,0.09040768444538116
present,0.30940163135528564,0.1261267513036728,0.10244696587324142,0.1314956545829773,0.2829846143722534,0.21942771971225739,0.03918120265007019,0.2790124714374542,0.06322550773620605,0.21759982407093048
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2601918876171112,0.5934505462646484,0.2153298705816269,0.22695080935955048,0.588965117931366,0.23560354113578796,0.4130953550338745
