,when,b,cells,and,t,cells,begin,to,replicate,",",what,do,some,of,their,offspring,cells,become,?
to,0.5423505902290344,0.08878466486930847,0.26320719718933105,0.48971283435821533,0.30417174100875854,0.26320719718933105,0.33302420377731323,1.0,0.3117429316043854,0.44245919585227966,0.455847829580307,0.38876664638519287,0.4636894166469574,0.41548454761505127,0.44619059562683105,0.22547681629657745,0.26320719718933105,0.36996012926101685,0.29463258385658264
replicate,0.25625085830688477,0.09219559282064438,0.42174285650253296,0.20882341265678406,0.2050541192293167,0.42174285650253296,0.2634965777397156,0.3117429316043854,1.0,0.1797264814376831,0.2939890921115875,0.3099149465560913,0.40531468391418457,0.18285323679447174,0.27351054549217224,0.3204784393310547,0.42174285650253296,0.23309262096881866,0.23391039669513702
",",0.36674630641937256,0.32954633235931396,0.20582014322280884,0.6633074283599854,0.31002363562583923,0.20582014322280884,0.27304404973983765,0.44245919585227966,0.1797264814376831,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.42400437593460083,0.4946078956127167,0.3045167922973633,0.2129228562116623,0.20582014322280884,0.29676204919815063,0.31091248989105225
some,0.386913925409317,0.14643828570842743,0.24649012088775635,0.5337774157524109,0.281677782535553,0.24649012088775635,0.2786189913749695,0.4636894166469574,0.40531468391418457,0.42400437593460083,0.4491020441055298,0.4725562036037445,0.9999999403953552,0.4300730526447296,0.5109887719154358,0.20983624458312988,0.24649012088775635,0.3464999496936798,0.2562315762042999
of,0.3757161796092987,0.22055713832378387,0.21305565536022186,0.5116966962814331,0.14617829024791718,0.21305565536022186,0.24830074608325958,0.41548454761505127,0.18285323679447174,0.4946078956127167,0.33290785551071167,0.26150479912757874,0.4300730526447296,1.0,0.4329940676689148,0.21753741800785065,0.21305565536022186,0.31678006052970886,0.1826142966747284
their,0.3682888448238373,0.10292249172925949,0.2534589171409607,0.45114588737487793,0.2115638256072998,0.2534589171409607,0.33574771881103516,0.44619059562683105,0.27351054549217224,0.3045167922973633,0.35142919421195984,0.35424983501434326,0.5109887719154358,0.4329940676689148,1.0,0.374647319316864,0.2534589171409607,0.28348976373672485,0.1898253709077835
offspring,0.2442089021205902,0.12406285107135773,0.33532461524009705,0.2433483898639679,0.16738258302211761,0.33532461524009705,0.2451101541519165,0.22547681629657745,0.3204784393310547,0.2129228562116623,0.1627689003944397,0.1896522343158722,0.20983624458312988,0.21753741800785065,0.374647319316864,0.9999999403953552,0.33532461524009705,0.20870113372802734,0.12044695019721985
become,0.4120000898838043,0.16222023963928223,0.16453738510608673,0.3416603207588196,0.12504787743091583,0.16453738510608673,0.381168007850647,0.36996012926101685,0.23309262096881866,0.29676204919815063,0.27134042978286743,0.2936500906944275,0.3464999496936798,0.31678006052970886,0.28348976373672485,0.20870113372802734,0.16453738510608673,1.0,0.19511328637599945
long-lived,0.2776408791542053,0.2711155414581299,0.16953180730342865,0.34082338213920593,0.263467013835907,0.16953180730342865,0.17796707153320312,0.24575208127498627,0.12920935451984406,0.3769347667694092,0.19078990817070007,0.18094703555107117,0.2442922741174698,0.3074536621570587,0.26987984776496887,0.21516112983226776,0.16953180730342865,0.2129882574081421,0.25594082474708557
memory,0.20389844477176666,0.12379411607980728,0.2407664954662323,0.20261503756046295,0.1367805302143097,0.2407664954662323,0.05539833754301071,0.19370511174201965,0.2690873444080353,0.14977091550827026,0.20690667629241943,0.1446990817785263,0.1760147660970688,0.17919406294822693,0.13212566077709198,0.14820830523967743,0.2407664954662323,0.12265878170728683,0.1397676020860672
cells,0.2794494032859802,0.1588091403245926,1.0,0.24033623933792114,0.25527921319007874,1.0,0.18836453557014465,0.26320719718933105,0.42174285650253296,0.20582014322280884,0.1758001297712326,0.2676107585430145,0.24649012088775635,0.21305565536022186,0.2534589171409607,0.33532461524009705,1.0,0.16453738510608673,0.1898086667060852
.,0.475719153881073,0.27596476674079895,0.2868211269378662,0.588965117931366,0.3410096764564514,0.2868211269378662,0.24827922880649567,0.4645031690597534,0.216623917222023,0.6812511086463928,0.3567904531955719,0.3613996207714081,0.40663889050483704,0.5352458953857422,0.34427863359451294,0.2270447015762329,0.2868211269378662,0.32859939336776733,0.4130953550338745
