,what,can,concentrate,wealth,",",pass,environmental,costs,on,to,society,and,abuse,both,workers,and,consumers,?
wealth,0.2415573000907898,0.13289016485214233,0.2396038919687271,0.9999998807907104,0.22482609748840332,0.05224712938070297,0.3016678988933563,0.332032710313797,0.1212598904967308,0.30562296509742737,0.28868359327316284,0.29316192865371704,0.16993698477745056,0.16738663613796234,0.2812187373638153,0.29316192865371704,0.39886409044265747,0.1624586433172226
",",0.3087472915649414,0.3139454126358032,0.30280089378356934,0.22482609748840332,1.0000001192092896,0.22301842272281647,0.2779713571071625,0.15185250341892242,0.49057599902153015,0.44245919585227966,0.20629194378852844,0.6633074283599854,0.25228556990623474,0.38080528378486633,0.17716385424137115,0.6633074283599854,0.23251329362392426,0.31091248989105225
pass,0.24105259776115417,0.24173884093761444,0.11305860430002213,0.05224712938070297,0.22301842272281647,1.0000001192092896,0.08533747494220734,0.13473813235759735,0.13331516087055206,0.28446894884109497,0.016440795734524727,0.2433357536792755,0.15457287430763245,0.1986711174249649,0.16656434535980225,0.2433357536792755,0.11582022160291672,0.09478675574064255
environmental,0.16198831796646118,0.26355448365211487,0.21457889676094055,0.3016678988933563,0.2779713571071625,0.08533747494220734,1.0,0.3226151466369629,0.20105937123298645,0.22996102273464203,0.30014193058013916,0.2944156229496002,0.21602854132652283,0.22163614630699158,0.3197647035121918,0.2944156229496002,0.41795429587364197,0.19728143513202667
costs,0.21587958931922913,0.28352540731430054,0.23136667907238007,0.332032710313797,0.15185250341892242,0.13473813235759735,0.3226151466369629,0.9999998807907104,0.15592291951179504,0.30544713139533997,0.19568251073360443,0.27548927068710327,0.1708325892686844,0.22872470319271088,0.34489917755126953,0.27548927068710327,0.4636893570423126,0.19150719046592712
on,0.34226128458976746,0.2772369682788849,0.26941370964050293,0.1212598904967308,0.49057599902153015,0.13331516087055206,0.20105937123298645,0.15592291951179504,0.9999999403953552,0.41031414270401,0.15271499752998352,0.4077630043029785,0.21494251489639282,0.3685423731803894,0.14091183245182037,0.4077630043029785,0.21401947736740112,0.2714994251728058
to,0.455847829580307,0.4979398250579834,0.3929895758628845,0.30562296509742737,0.44245919585227966,0.28446894884109497,0.22996102273464203,0.30544713139533997,0.41031414270401,1.0,0.20199917256832123,0.48971283435821533,0.263949990272522,0.3897709250450134,0.2307046800851822,0.48971283435821533,0.3506639003753662,0.29463258385658264
society,0.23231269419193268,0.1367422491312027,0.14860551059246063,0.28868359327316284,0.20629194378852844,0.016440795734524727,0.30014193058013916,0.19568251073360443,0.15271499752998352,0.20199917256832123,0.9999998807907104,0.24110737442970276,0.14194343984127045,0.19454431533813477,0.25019165873527527,0.24110737442970276,0.25104743242263794,0.1373005360364914
",",0.3087472915649414,0.3139454126358032,0.30280089378356934,0.22482609748840332,1.0000001192092896,0.22301842272281647,0.2779713571071625,0.15185250341892242,0.49057599902153015,0.44245919585227966,0.20629194378852844,0.6633074283599854,0.25228556990623474,0.38080528378486633,0.17716385424137115,0.6633074283599854,0.23251329362392426,0.31091248989105225
and,0.31309178471565247,0.3675691485404968,0.34679681062698364,0.29316192865371704,0.6633074283599854,0.2433357536792755,0.2944156229496002,0.27548927068710327,0.4077630043029785,0.48971283435821533,0.24110737442970276,1.0,0.19682516157627106,0.5503310561180115,0.22632038593292236,1.0,0.29973074793815613,0.20544172823429108
abuse,0.32149311900138855,0.27596840262413025,0.1946881264448166,0.16993698477745056,0.25228556990623474,0.15457287430763245,0.21602854132652283,0.1708325892686844,0.21494251489639282,0.263949990272522,0.14194343984127045,0.19682516157627106,0.9999999403953552,0.23592545092105865,0.16365383565425873,0.19682516157627106,0.21342460811138153,0.30148282647132874
workers,0.21390831470489502,0.15436972677707672,0.20148707926273346,0.2812187373638153,0.17716385424137115,0.16656434535980225,0.3197647035121918,0.34489917755126953,0.14091183245182037,0.2307046800851822,0.25019165873527527,0.22632038593292236,0.16365383565425873,0.157095268368721,1.0000001192092896,0.22632038593292236,0.339214026927948,0.1706571877002716
and,0.31309178471565247,0.3675691485404968,0.34679681062698364,0.29316192865371704,0.6633074283599854,0.2433357536792755,0.2944156229496002,0.27548927068710327,0.4077630043029785,0.48971283435821533,0.24110737442970276,1.0,0.19682516157627106,0.5503310561180115,0.22632038593292236,1.0,0.29973074793815613,0.20544172823429108
consumers,0.2625035345554352,0.3620449900627136,0.2603132128715515,0.39886409044265747,0.23251329362392426,0.11582022160291672,0.41795429587364197,0.4636893570423126,0.21401947736740112,0.3506639003753662,0.25104743242263794,0.29973074793815613,0.21342460811138153,0.27494147419929504,0.339214026927948,0.29973074793815613,0.9999998807907104,0.23383185267448425
.,0.3567904531955719,0.35783761739730835,0.2625633776187897,0.1815606653690338,0.6812511086463928,0.1901644617319107,0.2907167375087738,0.22994452714920044,0.49257001280784607,0.4645031690597534,0.18022798001766205,0.588965117931366,0.2698535919189453,0.42281273007392883,0.17509925365447998,0.588965117931366,0.2588340938091278,0.4130953550338745
'',0.08143015950918198,0.008988718502223492,0.013141543604433537,0.0916694775223732,-0.037358131259679794,0.04135062173008919,-0.04774055629968643,-0.03944307565689087,0.04238596186041832,-0.009905828163027763,-0.0438835434615612,0.021612688899040222,0.04348085820674896,-0.011287134140729904,-0.03997763991355896,0.021612688899040222,0.025476375594735146,0.018684765323996544
