,what,do,radical,islamist,organizations,reject,entirely,?
as,0.31749409437179565,0.38329678773880005,0.25565287470817566,0.17964394390583038,0.26520437002182007,0.2381637543439865,0.24206675589084625,0.27043893933296204
kuffar,0.30028748512268066,0.15159930288791656,0.23681826889514923,0.45666372776031494,0.18507999181747437,0.22264377772808075,0.1985234022140503,0.2347215712070465
those,0.44466671347618103,0.43052518367767334,0.2542358338832855,0.20067396759986877,0.3474939465522766,0.29321160912513733,0.3648097515106201,0.3328189253807068
muslims,0.26523277163505554,0.2774776518344879,0.26271507143974304,0.5776523947715759,0.2799628973007202,0.2793579697608948,0.2015179991722107,0.18742211163043976
who,0.40942975878715515,0.2662210166454315,0.2508828043937683,0.2584798336029053,0.30136746168136597,0.2572021782398224,0.21506370604038239,0.26220351457595825
support,0.2797985076904297,0.3117796778678894,0.29798004031181335,0.23209555447101593,0.26451390981674194,0.3031226396560669,0.2714686691761017,0.22626608610153198
it,0.45803478360176086,0.337066113948822,0.1730409860610962,0.1596301794052124,0.18700218200683594,0.2099103182554245,0.40766391158103943,0.25732165575027466
(,0.2411840260028839,0.24216170608997345,0.1716337352991104,0.12686777114868164,0.16571606695652008,0.1294759064912796,0.17978374660015106,0.40561532974243164
see,0.44941186904907227,0.4088582396507263,0.16642895340919495,0.16802425682544708,0.2186015397310257,0.33296826481819153,0.2423912137746811,0.42005208134651184
takfirism,0.36042720079421997,0.29446911811828613,0.4230932593345642,0.5079749822616577,0.37275588512420654,0.37685686349868774,0.22822070121765137,0.27176037430763245
),0.26259949803352356,0.24460165202617645,0.18791987001895905,0.16155245900154114,0.17612864077091217,0.13289830088615417,0.21150660514831543,0.42300865054130554
",",0.3087472915649414,0.3283645510673523,0.2340504378080368,0.18959079682826996,0.21690145134925842,0.19701142609119415,0.3141396641731262,0.31091248989105225
as,0.31749409437179565,0.38329678773880005,0.25565287470817566,0.17964394390583038,0.26520437002182007,0.2381637543439865,0.24206675589084625,0.27043893933296204
well,0.4154493808746338,0.367764413356781,0.2536453902721405,0.1552698314189911,0.2774546146392822,0.1799863576889038,0.33889639377593994,0.24815571308135986
as,0.31749409437179565,0.38329678773880005,0.25565287470817566,0.17964394390583038,0.26520437002182007,0.2381637543439865,0.24206675589084625,0.27043893933296204
calling,0.28107601404190063,0.21688628196716309,0.14242932200431824,0.18633835017681122,0.22317081689834595,0.2714235484600067,0.16208207607269287,0.23612231016159058
for,0.3017193675041199,0.29510271549224854,0.15379466116428375,0.11837603896856308,0.3069128394126892,0.20745126903057098,0.26198264956474304,0.264628142118454
violent/offensive,0.2907470166683197,0.2638213634490967,0.3098049461841583,0.37285754084587097,0.2683526873588562,0.20231911540031433,0.13598984479904175,0.29264137148857117
jihad,0.24871385097503662,0.1612415760755539,0.33837658166885376,0.6852618455886841,0.337014377117157,0.29056477546691895,0.19912764430046082,0.21031080186367035
or,0.33867141604423523,0.39439281821250916,0.1519842892885208,0.21816089749336243,0.31885844469070435,0.2542027533054352,0.3430088460445404,0.32389625906944275
urging,0.13587170839309692,0.1521725356578827,0.252831369638443,0.11876887083053589,0.2720271944999695,0.28913819789886475,0.11980944871902466,0.11504565179347992
and,0.31309178471565247,0.276123583316803,0.248888298869133,0.19843706488609314,0.2811741828918457,0.22020676732063293,0.350101500749588,0.20544172823429108
conducting,0.18511110544204712,0.20919527113437653,0.15722230076789856,0.1771724373102188,0.1935940533876419,0.14991293847560883,0.19642114639282227,0.06755834817886353
attacks,0.19946885108947754,0.16204015910625458,0.21122071146965027,0.3652808368206024,0.2583213746547699,0.17839130759239197,0.19112306833267212,0.14532065391540527
on,0.34226128458976746,0.3025321364402771,0.19962751865386963,0.15223444998264313,0.21576854586601257,0.1621386706829071,0.32423076033592224,0.2714994251728058
a,0.3320399522781372,0.26237669587135315,0.2166643589735031,0.2404065877199173,0.21523034572601318,0.20497900247573853,0.33139389753341675,0.23916715383529663
religious,0.26794421672821045,0.21927370131015778,0.35685431957244873,0.4408053159713745,0.33753183484077454,0.28231772780418396,0.2409050315618515,0.15727058053016663
basis,0.27055948972702026,0.2216377854347229,0.27920424938201904,0.15520475804805756,0.2731229066848755,0.3705044090747833,0.33349210023880005,0.14255106449127197
.,0.3567904531955719,0.3613996207714081,0.20326311886310577,0.20264555513858795,0.2218165397644043,0.2242186963558197,0.3153672218322754,0.4130953550338745
