,what,were,the,names,of,tesla,'s,new,partners,?
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.24237842857837677,0.41548454761505127,0.17548894882202148,0.03782717138528824,0.33159172534942627,0.17785939574241638,0.29463258385658264
finance,0.20704226195812225,0.12146911770105362,0.26623332500457764,0.14599144458770752,0.3119599521160126,0.18976029753684998,0.051388636231422424,0.19511841237545013,0.29797032475471497,0.1273542046546936
an,0.2821882665157318,0.08893381804227829,0.4207492768764496,0.13063324987888336,0.32280945777893066,0.13714656233787537,0.025255560874938965,0.19160676002502441,0.07931413501501083,0.19793890416622162
electric,0.15451551973819733,0.18160271644592285,0.21345196664333344,0.10755174607038498,0.17329032719135284,0.3824412524700165,-0.0115516884252429,0.1046885997056961,0.14681266248226166,0.15674720704555511
lighting,0.2408788651227951,0.20502902567386627,0.2831954061985016,0.11177249997854233,0.22980383038520813,0.23439070582389832,0.02080150507390499,0.2852366864681244,0.1696280837059021,0.13502714037895203
company,0.2333769053220749,0.1783226877450943,0.26591673493385315,0.1542157083749771,0.20467796921730042,0.23045730590820312,0.003266559913754463,0.16146139800548553,0.31292855739593506,0.12195809185504913
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.19826655089855194,0.5696388483047485,0.17097744345664978,-0.037580832839012146,0.3758552670478821,0.20128825306892395,0.20430970191955566
tesla,0.23221199214458466,0.1222306564450264,0.1324402391910553,0.12333448976278305,0.18837453424930573,0.9999999403953552,0.06449045985937119,0.15999311208724976,0.12841634452342987,0.10250775516033173
's,0.02692362666130066,0.007088581565767527,-0.01540423184633255,0.06940026581287384,-0.03817026689648628,0.06449045985937119,0.9999999403953552,-0.008355522528290749,-0.058358486741781235,-0.023395681753754616
name,0.18623162806034088,0.1580192744731903,0.3171212375164032,0.7021182179450989,0.24075818061828613,0.15570181608200073,0.08507627248764038,0.19623230397701263,0.12981410324573517,0.15381577610969543
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.2669545114040375,0.4946078956127167,0.20599327981472015,-0.0016132977325469255,0.36073189973831177,0.2323409467935562,0.31091248989105225
tesla,0.23221199214458466,0.1222306564450264,0.1324402391910553,0.12333448976278305,0.18837453424930573,0.9999999403953552,0.06449045985937119,0.15999311208724976,0.12841634452342987,0.10250775516033173
electric,0.15451551973819733,0.18160271644592285,0.21345196664333344,0.10755174607038498,0.17329032719135284,0.3824412524700165,-0.0115516884252429,0.1046885997056961,0.14681266248226166,0.15674720704555511
light,0.22953972220420837,0.19235341250896454,0.2649136185646057,0.09239159524440765,0.18257063627243042,0.15772268176078796,0.047048170119524,0.15100477635860443,0.09362886101007462,0.17429810762405396
&,0.11141876131296158,0.1205248013138771,0.14992168545722961,0.12816886603832245,0.19900451600551605,0.12341691553592682,-0.02038128487765789,0.14465460181236267,0.1762068122625351,0.12596383690834045
manufacturing,0.1945977807044983,0.1887539178133011,0.25165510177612305,0.06911816447973251,0.26644885540008545,0.350337952375412,-0.030407974496483803,0.1267179399728775,0.27800753712654114,0.11596895009279251
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.18628843128681183,0.5352458953857422,0.17949827015399933,-0.003708066651597619,0.35031336545944214,0.2235448807477951,0.4130953550338745
