,after,apollo,missions,18,and,19,were,cancelled,",",what,happened,to,the,saturn,vs,that,were,never,used,?
f.,0.16957636177539825,0.03540044650435448,0.1952579915523529,-0.0705658346414566,0.11574654281139374,-0.017270252108573914,0.14214543998241425,0.16670915484428406,0.0956224724650383,0.18076683580875397,0.04796963930130005,0.1367449164390564,0.18440215289592743,0.03492019698023796,0.0614093616604805,0.12489675730466843,0.14214543998241425,0.13390544056892395,0.06693857163190842,0.11007396876811981
kennedy,0.22713129222393036,0.2971155047416687,0.1877259910106659,-0.09242125600576401,0.22218705713748932,-0.07484158128499985,0.186554417014122,0.16640418767929077,0.3363509774208069,0.2125646471977234,0.2126610428094864,0.2569362223148346,0.20303435623645782,0.09487316012382507,0.09998628497123718,0.26946479082107544,0.186554417014122,0.2620609402656555,0.12539151310920715,0.21965277194976807
space,0.15923935174942017,0.3076713979244232,0.35818853974342346,-0.051027875393629074,0.22901733219623566,0.08908963948488235,0.15497688949108124,0.16344313323497772,0.2285580337047577,0.20525942742824554,0.11252196878194809,0.22712917625904083,0.24495907127857208,0.2759999632835388,0.0962628647685051,0.2368461638689041,0.15497688949108124,0.16046124696731567,0.18470054864883423,0.1885536164045334
center,0.15279123187065125,0.14340820908546448,0.21486391127109528,-0.04333478957414627,0.28670641779899597,-0.04166392236948013,0.13921807706356049,0.12348052859306335,0.1905742734670639,0.1908310204744339,0.1715482771396637,0.17764393985271454,0.29064592719078064,0.12212789803743362,0.09798645228147507,0.22661058604717255,0.13921807706356049,0.13207635283470154,0.1282791942358017,0.12538520991802216
on,0.39330315589904785,0.16069947183132172,0.2538504898548126,-0.049966923892498016,0.4077630043029785,-0.15028570592403412,0.2774328887462616,0.3109901547431946,0.49057599902153015,0.34226128458976746,0.33553147315979004,0.41031414270401,0.5107308030128479,0.18330253660678864,0.18654438853263855,0.42569106817245483,0.2774328887462616,0.2923509478569031,0.24785758554935455,0.2714994251728058
merritt,0.29153475165367126,0.2393399477005005,0.21812914311885834,-0.02525317668914795,0.2991456985473633,-0.2217918187379837,0.2735041379928589,0.20035932958126068,0.34643644094467163,0.18907175958156586,0.18626488745212555,0.2793647348880768,0.25879278779029846,0.19779500365257263,0.13656707108020782,0.22023186087608337,0.2735041379928589,0.20485185086727142,0.09135403484106064,0.19843789935112
island,0.2512034773826599,0.11887595802545547,0.12858815491199493,-0.1521540880203247,0.25724759697914124,-0.274351567029953,0.2040926069021225,0.11212345212697983,0.2801448106765747,0.1299295574426651,0.191375270485878,0.18618161976337433,0.2837921977043152,0.1305885761976242,0.09962961822748184,0.21356694400310516,0.2040926069021225,0.12063748389482498,0.11823662370443344,0.0887429490685463
",",0.38860568404197693,0.19808128476142883,0.2626538574695587,-0.03270421177148819,0.6633074283599854,-0.22645433247089386,0.36755475401878357,0.21998357772827148,1.0000001192092896,0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.22104106843471527,0.23677702248096466,0.4137537479400635,0.36755475401878357,0.25679776072502136,0.3120402991771698,0.31091248989105225
florida,0.22783660888671875,0.24154357612133026,0.15569238364696503,-0.029646286740899086,0.22456413507461548,-0.18044142425060272,0.14142651855945587,0.216718852519989,0.21896368265151978,0.14450381696224213,0.2296062707901001,0.20760414004325867,0.24091358482837677,0.1506044715642929,0.07903352379798889,0.17380806803703308,0.14142651855945587,0.11002291738986969,0.1475348323583603,0.13469882309436798
",",0.38860568404197693,0.19808128476142883,0.2626538574695587,-0.03270421177148819,0.6633074283599854,-0.22645433247089386,0.36755475401878357,0.21998357772827148,1.0000001192092896,0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.22104106843471527,0.23677702248096466,0.4137537479400635,0.36755475401878357,0.25679776072502136,0.3120402991771698,0.31091248989105225
george,0.18871039152145386,0.15020567178726196,0.11796578764915466,-0.017752081155776978,0.22245058417320251,-0.09778747707605362,0.1725086271762848,0.1764819473028183,0.24972979724407196,0.22000353038311005,0.11423273384571075,0.17226167023181915,0.2510760426521301,0.12438590079545975,0.12131185084581375,0.16321812570095062,0.1725086271762848,0.22000044584274292,0.10511785000562668,0.1479024887084961
c.,-0.08270108699798584,-0.046337272971868515,-0.018128665164113045,-0.0069460817612707615,-0.0882335752248764,0.2141800969839096,-0.033603355288505554,-0.0491335354745388,-0.16526339948177338,0.03813721984624863,-0.022938841953873634,-0.015615013428032398,-0.23451577126979828,-0.18994753062725067,-0.05385257303714752,-0.01804785244166851,-0.033603355288505554,0.005799115169793367,0.01487952470779419,0.019047532230615616
marshall,0.16641491651535034,0.2361048012971878,0.15245245397090912,-0.05432610586285591,0.2677270174026489,-0.08573009073734283,0.20137357711791992,0.18721652030944824,0.28719857335090637,0.17371580004692078,0.06265439838171005,0.21343639492988586,0.22928133606910706,0.08421124517917633,0.10162430256605148,0.18976223468780518,0.20137357711791992,0.20987944304943085,0.14601995050907135,0.18167579174041748
space,0.15923935174942017,0.3076713979244232,0.35818853974342346,-0.051027875393629074,0.22901733219623566,0.08908963948488235,0.15497688949108124,0.16344313323497772,0.2285580337047577,0.20525942742824554,0.11252196878194809,0.22712917625904083,0.24495907127857208,0.2759999632835388,0.0962628647685051,0.2368461638689041,0.15497688949108124,0.16046124696731567,0.18470054864883423,0.1885536164045334
center,0.15279123187065125,0.14340820908546448,0.21486391127109528,-0.04333478957414627,0.28670641779899597,-0.04166392236948013,0.13921807706356049,0.12348052859306335,0.1905742734670639,0.1908310204744339,0.1715482771396637,0.17764393985271454,0.29064592719078064,0.12212789803743362,0.09798645228147507,0.22661058604717255,0.13921807706356049,0.13207635283470154,0.1282791942358017,0.12538520991802216
in,0.44050168991088867,0.1461767554283142,0.2733149528503418,-0.061147160828113556,0.4954058527946472,-0.1978580802679062,0.3815755248069763,0.2391979694366455,0.5201468467712402,0.30808621644973755,0.3302023410797119,0.45010748505592346,0.6662389636039734,0.16002382338047028,0.15920493006706238,0.435920387506485,0.3815755248069763,0.3081892728805542,0.3090210556983948,0.20430970191955566
huntsville,0.2650313079357147,0.29723086953163147,0.29389679431915283,0.009657558053731918,0.2679608464241028,-0.13217104971408844,0.20036929845809937,0.25222423672676086,0.336800217628479,0.20472951233386993,0.22980818152427673,0.20737376809120178,0.264528751373291,0.24689912796020508,0.11708107590675354,0.19995757937431335,0.20036929845809937,0.20150353014469147,0.17334771156311035,0.16104386746883392
",",0.38860568404197693,0.19808128476142883,0.2626538574695587,-0.03270421177148819,0.6633074283599854,-0.22645433247089386,0.36755475401878357,0.21998357772827148,1.0000001192092896,0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.22104106843471527,0.23677702248096466,0.4137537479400635,0.36755475401878357,0.25679776072502136,0.3120402991771698,0.31091248989105225
alabama,0.20200058817863464,0.13238170742988586,0.09556480497121811,0.016357405111193657,0.21019232273101807,-0.14837928116321564,0.15877729654312134,0.1674337387084961,0.22847679257392883,0.17742304503917694,0.1478736847639084,0.16401195526123047,0.2128913402557373,0.13620252907276154,0.0732378363609314,0.20296360552310944,0.15877729654312134,0.19175416231155396,0.14124932885169983,0.1207156553864479
",",0.38860568404197693,0.19808128476142883,0.2626538574695587,-0.03270421177148819,0.6633074283599854,-0.22645433247089386,0.36755475401878357,0.21998357772827148,1.0000001192092896,0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.22104106843471527,0.23677702248096466,0.4137537479400635,0.36755475401878357,0.25679776072502136,0.3120402991771698,0.31091248989105225
michoud,0.29275941848754883,0.22463178634643555,0.17952845990657806,-0.08128548413515091,0.28696945309638977,-0.19683502614498138,0.23194125294685364,0.11534158885478973,0.3395596146583557,0.21433410048484802,0.2060564160346985,0.19705526530742645,0.2583148777484894,0.188824862241745,0.21949166059494019,0.21835823357105255,0.23194125294685364,0.1974228322505951,0.1491164267063141,0.20515301823616028
assembly,0.15339656174182892,0.10069054365158081,0.17339883744716644,-0.14282000064849854,0.19149640202522278,-0.05469357967376709,0.1051781103014946,0.20810841023921967,0.21222424507141113,0.21462371945381165,0.14491818845272064,0.19874803721904755,0.2524827718734741,0.06660916656255722,0.025464702397584915,0.18815302848815918,0.1051781103014946,0.14329084753990173,0.1046011820435524,0.1488889455795288
facility,0.15242895483970642,0.22050733864307404,0.3168724775314331,-0.08140521496534348,0.2123740017414093,0.022439202293753624,0.10887175798416138,0.2295190989971161,0.17779797315597534,0.13735945522785187,0.20635747909545898,0.22308982908725739,0.19252020120620728,0.13312281668186188,0.10514147579669952,0.17660683393478394,0.10887175798416138,0.1051080971956253,0.2626993656158447,0.12783357501029968
in,0.44050168991088867,0.1461767554283142,0.2733149528503418,-0.061147160828113556,0.4954058527946472,-0.1978580802679062,0.3815755248069763,0.2391979694366455,0.5201468467712402,0.30808621644973755,0.3302023410797119,0.45010748505592346,0.6662389636039734,0.16002382338047028,0.15920493006706238,0.435920387506485,0.3815755248069763,0.3081892728805542,0.3090210556983948,0.20430970191955566
new,0.2620960772037506,0.15333262085914612,0.17422537505626678,-0.0464940071105957,0.31402453780174255,-0.10611706227064133,0.21711495518684387,0.15235859155654907,0.36073189973831177,0.2130378633737564,0.21083304286003113,0.33159172534942627,0.3845241069793701,0.1703554093837738,0.18098096549510956,0.29177987575531006,0.21711495518684387,0.19724337756633759,0.154256209731102,0.14782847464084625
orleans,0.23654408752918243,0.2141818404197693,0.21569278836250305,-0.01988658495247364,0.2771657407283783,-0.16558782756328583,0.1871853917837143,0.1956099420785904,0.2922953963279724,0.14538788795471191,0.234747976064682,0.17485511302947998,0.22309443354606628,0.14615783095359802,0.09181877225637436,0.22187167406082153,0.1871853917837143,0.10542374849319458,0.12835069000720978,0.13097690045833588
",",0.38860568404197693,0.19808128476142883,0.2626538574695587,-0.03270421177148819,0.6633074283599854,-0.22645433247089386,0.36755475401878357,0.21998357772827148,1.0000001192092896,0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.22104106843471527,0.23677702248096466,0.4137537479400635,0.36755475401878357,0.25679776072502136,0.3120402991771698,0.31091248989105225
louisiana,0.18183229863643646,0.17520378530025482,0.1850098967552185,-0.016410043463110924,0.2639060318470001,-0.16744749248027802,0.16448849439620972,0.1803259253501892,0.22241710126399994,0.1141376793384552,0.17674612998962402,0.18400363624095917,0.21666446328163147,0.16939039528369904,0.030150514096021652,0.15635134279727936,0.16448849439620972,0.14474444091320038,0.15839450061321259,0.12383037805557251
",",0.38860568404197693,0.19808128476142883,0.2626538574695587,-0.03270421177148819,0.6633074283599854,-0.22645433247089386,0.36755475401878357,0.21998357772827148,1.0000001192092896,0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.22104106843471527,0.23677702248096466,0.4137537479400635,0.36755475401878357,0.25679776072502136,0.3120402991771698,0.31091248989105225
and,0.3765919506549835,0.15251155197620392,0.2856438457965851,-0.07680561393499374,1.0,-0.17724736034870148,0.42175528407096863,0.1996309906244278,0.6633074283599854,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.18160289525985718,0.16781768202781677,0.4731321930885315,0.42175528407096863,0.31667500734329224,0.3150506615638733,0.20544172823429108
lyndon,0.21286112070083618,0.3187386691570282,0.25556984543800354,-0.03630915284156799,0.2218979299068451,-0.05594607815146446,0.1731809824705124,0.2506113648414612,0.22589010000228882,0.16950061917304993,0.18155686557292938,0.20490413904190063,0.23384392261505127,0.10380939394235611,0.14051669836044312,0.21350683271884918,0.1731809824705124,0.22713597118854523,0.15858742594718933,0.20257863402366638
b.,-0.027281221002340317,0.07690232992172241,-0.038145627826452255,0.01618487387895584,-0.07499837130308151,-0.06941889971494675,0.017800886183977127,0.07171714305877686,0.0028943277429789305,-0.08520887047052383,-0.0238921158015728,-0.025171726942062378,-0.008502916432917118,0.002135954098775983,0.008543395437300205,-0.045166391879320145,0.017800886183977127,0.0497150756418705,-0.001259363372810185,-0.032647255808115005
johnson,0.1800188422203064,0.2630887031555176,0.1903485208749771,-0.06612587720155716,0.24726895987987518,-0.07126384228467941,0.1583571434020996,0.1487703025341034,0.2783930003643036,0.15453879535198212,0.12981705367565155,0.18891119956970215,0.2214501053094864,0.10367099940776825,0.10107201337814331,0.21526092290878296,0.1583571434020996,0.24853649735450745,0.1533813774585724,0.1463736891746521
space,0.15923935174942017,0.3076713979244232,0.35818853974342346,-0.051027875393629074,0.22901733219623566,0.08908963948488235,0.15497688949108124,0.16344313323497772,0.2285580337047577,0.20525942742824554,0.11252196878194809,0.22712917625904083,0.24495907127857208,0.2759999632835388,0.0962628647685051,0.2368461638689041,0.15497688949108124,0.16046124696731567,0.18470054864883423,0.1885536164045334
center,0.15279123187065125,0.14340820908546448,0.21486391127109528,-0.04333478957414627,0.28670641779899597,-0.04166392236948013,0.13921807706356049,0.12348052859306335,0.1905742734670639,0.1908310204744339,0.1715482771396637,0.17764393985271454,0.29064592719078064,0.12212789803743362,0.09798645228147507,0.22661058604717255,0.13921807706356049,0.13207635283470154,0.1282791942358017,0.12538520991802216
in,0.44050168991088867,0.1461767554283142,0.2733149528503418,-0.061147160828113556,0.4954058527946472,-0.1978580802679062,0.3815755248069763,0.2391979694366455,0.5201468467712402,0.30808621644973755,0.3302023410797119,0.45010748505592346,0.6662389636039734,0.16002382338047028,0.15920493006706238,0.435920387506485,0.3815755248069763,0.3081892728805542,0.3090210556983948,0.20430970191955566
houston,0.19706478714942932,0.2332242876291275,0.22020560503005981,-0.04889385402202606,0.2272186279296875,-0.09295760095119476,0.2305242419242859,0.160016268491745,0.2510128915309906,0.16980771720409393,0.1944466084241867,0.19219763576984406,0.24086737632751465,0.13606731593608856,0.16473443806171417,0.19446513056755066,0.2305242419242859,0.2616570293903351,0.1110851988196373,0.14217448234558105
",",0.38860568404197693,0.19808128476142883,0.2626538574695587,-0.03270421177148819,0.6633074283599854,-0.22645433247089386,0.36755475401878357,0.21998357772827148,1.0000001192092896,0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.22104106843471527,0.23677702248096466,0.4137537479400635,0.36755475401878357,0.25679776072502136,0.3120402991771698,0.31091248989105225
texas,0.16999602317810059,0.1560267210006714,0.13758212327957153,-0.07906613498926163,0.20330673456192017,-0.15248818695545197,0.16410817205905914,0.1407359391450882,0.20570588111877441,0.1829363852739334,0.20914226770401,0.19232459366321564,0.2597190737724304,0.13888685405254364,0.12124145030975342,0.19795459508895874,0.16410817205905914,0.1680915355682373,0.13766567409038544,0.13821813464164734
.,0.35870397090911865,0.22384987771511078,0.2895781993865967,-0.05821654945611954,0.588965117931366,-0.14419695734977722,0.3378238379955292,0.23111961781978607,0.6812511086463928,0.3567904531955719,0.29012542963027954,0.4645031690597534,0.5934505462646484,0.23308148980140686,0.2081184834241867,0.4460422694683075,0.3378238379955292,0.33196645975112915,0.33111312985420227,0.4130953550338745
