,what,index,is,an,indicator,of,the,effects,of,taxes,applied,to,social,spending,?
taxation,0.25329726934432983,0.20271393656730652,0.17580538988113403,0.16883617639541626,0.20193250477313995,0.31190910935401917,0.2914186716079712,0.30274611711502075,0.31190910935401917,0.6459814310073853,0.2729598581790924,0.2542955279350281,0.3369854688644409,0.4612053334712982,0.16318899393081665
and,0.31309178471565247,0.14331957697868347,0.3859752118587494,0.2838519215583801,0.2561950385570526,0.5116966962814331,0.5171257257461548,0.26666516065597534,0.5116966962814331,0.26607903838157654,0.26963624358177185,0.48971283435821533,0.38231831789016724,0.348084956407547,0.20544172823429108
the,0.42745697498321533,0.21882164478302002,0.5823672413825989,0.4207492768764496,0.29087164998054504,0.733189046382904,1.0,0.25316479802131653,0.733189046382904,0.23899468779563904,0.22842662036418915,0.535392165184021,0.21797899901866913,0.30911970138549805,0.22068053483963013
gini,0.2035973072052002,0.22153204679489136,0.12038367241621017,0.2008848786354065,0.2715654671192169,0.12587128579616547,0.14085043966770172,0.2333519011735916,0.12587128579616547,0.23210275173187256,0.1666959971189499,0.17757387459278107,0.063750721514225,0.10040619969367981,0.19409923255443573
index,0.21440383791923523,0.9999999403953552,0.20617040991783142,0.14160682260990143,0.2980848550796509,0.20335990190505981,0.21882164478302002,0.19346918165683746,0.20335990190505981,0.2370835393667221,0.13793408870697021,0.198527991771698,0.18474674224853516,0.2088623344898224,0.2477751076221466
after,0.21973377466201782,0.08655700087547302,0.2835143506526947,0.20180045068264008,0.1326824426651001,0.3867455720901489,0.4565047025680542,0.1702844202518463,0.3867455720901489,0.18311254680156708,0.21367515623569489,0.37890323996543884,0.12644502520561218,0.33829057216644287,0.16608688235282898
taxation,0.25329726934432983,0.20271393656730652,0.17580538988113403,0.16883617639541626,0.20193250477313995,0.31190910935401917,0.2914186716079712,0.30274611711502075,0.31190910935401917,0.6459814310073853,0.2729598581790924,0.2542955279350281,0.3369854688644409,0.4612053334712982,0.16318899393081665
is,0.28837618231773376,0.20617040991783142,1.0,0.4654068350791931,0.28645625710487366,0.4854315221309662,0.5823672413825989,0.1956818550825119,0.4854315221309662,0.1368921399116516,0.21050988137722015,0.42745086550712585,0.15944984555244446,0.2149174064397812,0.22961433231830597
an,0.2821882665157318,0.14160682260990143,0.4654068350791931,1.0,0.2969004809856415,0.32280945777893066,0.4207492768764496,0.23655571043491364,0.32280945777893066,0.09877585619688034,0.22066234052181244,0.3138085603713989,0.1521279513835907,0.16079100966453552,0.19793890416622162
indicator,0.27311187982559204,0.2980848550796509,0.28645625710487366,0.2969004809856415,1.0,0.30623510479927063,0.29087164998054504,0.289383202791214,0.30623510479927063,0.14566543698310852,0.26401814818382263,0.2300722599029541,0.23466165363788605,0.1433687061071396,0.2145715057849884
for,0.3017193675041199,0.186046302318573,0.43268078565597534,0.3236706852912903,0.2892799973487854,0.4185989499092102,0.4739971458911896,0.28118398785591125,0.4185989499092102,0.25136372447013855,0.28770551085472107,0.4451248347759247,0.2460131198167801,0.40498724579811096,0.264628142118454
the,0.42745697498321533,0.21882164478302002,0.5823672413825989,0.4207492768764496,0.29087164998054504,0.733189046382904,1.0,0.25316479802131653,0.733189046382904,0.23899468779563904,0.22842662036418915,0.535392165184021,0.21797899901866913,0.30911970138549805,0.22068053483963013
effects,0.22572848200798035,0.19346918165683746,0.1956818550825119,0.23655571043491364,0.289383202791214,0.21244898438453674,0.25316479802131653,1.0000001192092896,0.21244898438453674,0.2014726996421814,0.25255173444747925,0.2419324368238449,0.257942795753479,0.27093660831451416,0.16749060153961182
of,0.33290785551071167,0.20335990190505981,0.4854315221309662,0.32280945777893066,0.30623510479927063,1.0,0.733189046382904,0.21244898438453674,1.0,0.24622385203838348,0.2825285494327545,0.41548454761505127,0.2605111300945282,0.3114427626132965,0.1826142966747284
such,0.23989605903625488,0.14075995981693268,0.23545363545417786,0.2025681436061859,0.29040658473968506,0.3209529519081116,0.3575236201286316,0.29920950531959534,0.3209529519081116,0.20655223727226257,0.23916633427143097,0.2871878743171692,0.23924921452999115,0.24116940796375275,0.17851735651493073
taxation,0.25329726934432983,0.20271393656730652,0.17580538988113403,0.16883617639541626,0.20193250477313995,0.31190910935401917,0.2914186716079712,0.30274611711502075,0.31190910935401917,0.6459814310073853,0.2729598581790924,0.2542955279350281,0.3369854688644409,0.4612053334712982,0.16318899393081665
.,0.3567904531955719,0.17970989644527435,0.4569662809371948,0.3581749200820923,0.26492640376091003,0.5352458953857422,0.5934505462646484,0.21454407274723053,0.5352458953857422,0.21144090592861176,0.2685256898403168,0.4645031690597534,0.2614770531654358,0.2863371968269348,0.4130953550338745
