,who,put,on,a,doctor,who,exhibition,in,1991,?
moving,0.19655439257621765,0.3167233169078827,0.2886088788509369,0.2806239426136017,0.0684342235326767,0.19655439257621765,0.16967247426509857,0.2693832814693451,0.016389992088079453,0.21667467057704926
image,0.09531126171350479,0.15965600311756134,0.2003762274980545,0.199119433760643,0.12730459868907928,0.09531126171350479,0.15593090653419495,0.1773042231798172,-0.09884621948003769,0.14968013763427734
in,0.2792111933231354,0.26728662848472595,0.46853652596473694,0.539380669593811,0.25567495822906494,0.2792111933231354,0.28266429901123047,1.0,0.0019440409960225224,0.20430970191955566
london,0.20960183441638947,0.19517260789871216,0.22955816984176636,0.1934366375207901,0.17792820930480957,0.20960183441638947,0.23442214727401733,0.2785358726978302,0.061028268188238144,0.11278104782104492
named,0.38541290163993835,0.1991012841463089,0.19771578907966614,0.3292267918586731,0.20224881172180176,0.38541290163993835,0.1938042938709259,0.28130269050598145,-0.04457448050379753,0.1297498345375061
their,0.3767721951007843,0.30584999918937683,0.3598666191101074,0.29698723554611206,0.16057325899600983,0.3767721951007843,0.16331902146339417,0.34976133704185486,0.013071776367723942,0.1898253709077835
exhibition,0.1821725070476532,0.165948748588562,0.22463302314281464,0.18410839140415192,0.1388820856809616,0.1821725070476532,1.0000001192092896,0.28266429901123047,0.032459456473588943,0.11494685709476471
celebrating,0.228361576795578,0.17722995579242706,0.2552366852760315,0.22266748547554016,0.10534439980983734,0.228361576795578,0.2744511663913727,0.29873713850975037,0.08579474687576294,0.19182899594306946
the,0.3733934462070465,0.34150463342666626,0.5107308030128479,0.5829201340675354,0.2820442318916321,0.3733934462070465,0.22614671289920807,0.6662389636039734,0.002508036559447646,0.22068053483963013
programme,0.2317163497209549,0.20893554389476776,0.27731919288635254,0.22703689336776733,0.2561369240283966,0.2317163497209549,0.22314204275608063,0.249719500541687,0.04273895174264908,0.139840766787529
``,0.02397952415049076,-0.0100547531619668,-0.03274054825305939,0.07272057235240936,0.03718610852956772,0.02397952415049076,-0.06502063572406769,0.04765888676047325,0.03681303188204765,0.0685480609536171
behind,0.2240559607744217,0.2977198660373688,0.32823121547698975,0.26228266954421997,0.1363207995891571,0.2240559607744217,0.15529341995716095,0.3174246549606323,-0.031016213819384575,0.19274599850177765
the,0.3733934462070465,0.34150463342666626,0.5107308030128479,0.5829201340675354,0.2820442318916321,0.3733934462070465,0.22614671289920807,0.6662389636039734,0.002508036559447646,0.22068053483963013
sofa,0.1817593276500702,0.2359401136636734,0.1982177495956421,0.24649693071842194,0.10834526270627975,0.1817593276500702,0.17546851933002472,0.18474552035331726,-0.0823485404253006,0.2114148586988449
'',0.024401003494858742,0.07894747704267502,0.04238596186041832,0.04890415817499161,0.06782495975494385,0.024401003494858742,0.08171174675226212,0.07432962208986282,-0.03950487822294235,0.018684765323996544
.,0.3541337847709656,0.32595527172088623,0.49257001280784607,0.50484299659729,0.22361043095588684,0.3541337847709656,0.16661708056926727,0.5591574311256409,0.07545287907123566,0.4130953550338745
