,who,presents,different,ideas,about,how,to,accomplish,goals,?
list,0.22655591368675232,0.14107608795166016,0.2374749779701233,0.15881876647472382,0.16572074592113495,0.1892312467098236,0.17417719960212708,0.13318386673927307,0.1056973859667778,0.23630984127521515
of,0.2827862501144409,0.2723850905895233,0.3747533857822418,0.22676146030426025,0.40939709544181824,0.2480744868516922,0.41548454761505127,0.22183531522750854,0.10088890790939331,0.1826142966747284
requirements,0.23744942247867584,0.13601061701774597,0.3289148509502411,0.2833182215690613,0.22024139761924744,0.35140863060951233,0.33546167612075806,0.34749504923820496,0.24285303056240082,0.2940613329410553
for,0.37110671401023865,0.33654582500457764,0.34825223684310913,0.2671806216239929,0.3312419354915619,0.3308170735836029,0.4451248347759247,0.33869093656539917,0.22178436815738678,0.264628142118454
a,0.36608949303627014,0.2874411344528198,0.29175353050231934,0.2439810186624527,0.34171196818351746,0.29312583804130554,0.45503583550453186,0.24860933423042297,0.10896897315979004,0.23916715383529663
project,0.2255522608757019,0.2035689502954483,0.15129777789115906,0.26573923230171204,0.18787367641925812,0.24153687059879303,0.28750085830688477,0.28123894333839417,0.18753303587436676,0.30569031834602356
",",0.3365725874900818,0.22769708931446075,0.32220861315727234,0.26492518186569214,0.3877100944519043,0.22659391164779663,0.44245919585227966,0.2638448178768158,0.18402206897735596,0.31091248989105225
giving,0.2905098795890808,0.31419992446899414,0.23922458291053772,0.21435213088989258,0.31323060393333435,0.295897513628006,0.36088186502456665,0.2820054590702057,0.1382371038198471,0.2052922248840332
an,0.2848317325115204,0.21664509177207947,0.20424599945545197,0.19882963597774506,0.2700941264629364,0.2520636022090912,0.3138085603713989,0.2750469446182251,0.10663053393363953,0.19793890416622162
overall,0.16858626902103424,0.2033650279045105,0.2569659352302551,0.2052454948425293,0.22296686470508575,0.25038012862205505,0.2557717263698578,0.27538225054740906,0.17103837430477142,0.18573027849197388
view,0.16007070243358612,0.2116774320602417,0.20138464868068695,0.2401636838912964,0.21541373431682587,0.17303749918937683,0.229315847158432,0.20074167847633362,0.12596017122268677,0.17672975361347198
of,0.2827862501144409,0.2723850905895233,0.3747533857822418,0.22676146030426025,0.40939709544181824,0.2480744868516922,0.41548454761505127,0.22183531522750854,0.10088890790939331,0.1826142966747284
the,0.3733934462070465,0.3075920641422272,0.36412742733955383,0.22381870448589325,0.37995871901512146,0.33890387415885925,0.535392165184021,0.21775546669960022,0.11426310986280441,0.22068053483963013
project,0.2255522608757019,0.2035689502954483,0.15129777789115906,0.26573923230171204,0.18787367641925812,0.24153687059879303,0.28750085830688477,0.28123894333839417,0.18753303587436676,0.30569031834602356
's,0.05599616840481758,0.045088235288858414,0.05519130453467369,0.054914966225624084,-0.020936643704771996,-0.026164190843701363,0.03782717138528824,0.039184801280498505,0.06642255187034607,-0.023395681753754616
goals,0.17941707372665405,0.14724275469779968,0.1472005546092987,0.24911461770534515,0.10473937541246414,0.11521609872579575,0.20219381153583527,0.232697531580925,1.0,0.16318443417549133
.,0.3541337847709656,0.22113972902297974,0.31511759757995605,0.27593380212783813,0.42038556933403015,0.3287222981452942,0.4645031690597534,0.21241043508052826,0.16114914417266846,0.4130953550338745
