,how,many,people,were,on,the,test,flight,of,the,as-206,?
ii,0.1703149676322937,0.19337168335914612,0.14668135344982147,0.20646095275878906,0.1556067317724228,0.2631464898586273,0.13031356036663055,0.14408613741397858,0.2844806909561157,0.2631464898586273,0.12452539056539536,0.11928234249353409
csm,0.1352749764919281,0.027502095326781273,0.0809594914317131,0.07520177215337753,0.19010058045387268,0.15609420835971832,0.3201984465122223,0.3374354839324951,0.15882812440395355,0.15609420835971832,0.2370532751083374,0.19925744831562042
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.42175528407096863,0.4077630043029785,0.5171257257461548,0.22158049046993256,0.1828005611896515,0.5116966962814331,0.5171257257461548,0.1253027766942978,0.20544172823429108
lm,0.21407321095466614,0.14888298511505127,0.11306852102279663,0.1915794014930725,0.21269403398036957,0.25534775853157043,0.2792564630508423,0.2774704098701477,0.15462981164455414,0.25534775853157043,0.2382434606552124,0.2270602136850357
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3815755248069763,0.46853652596473694,0.6662389636039734,0.1630522608757019,0.24918575584888458,0.5696388483047485,0.6662389636039734,0.07618371397256851,0.20430970191955566
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.17203083634376526,0.3848365545272827,0.5829201340675354,0.2521366477012634,0.23704352974891663,0.5052502155303955,0.5829201340675354,0.13344579935073853,0.23916715383529663
dual,0.17575588822364807,0.1709054559469223,0.10853519290685654,0.13564640283584595,0.1464511603116989,0.18420051038265228,0.16362544894218445,0.19092822074890137,0.19118990004062653,0.18420051038265228,0.19786058366298676,0.14500975608825684
mission,0.17383652925491333,0.160925030708313,0.18269939720630646,0.16210246086120605,0.21317659318447113,0.22673439979553223,0.236023411154747,0.3072848320007324,0.20170781016349792,0.22673439979553223,0.20461635291576385,0.19506393373012543
known,0.16194356977939606,0.30594465136528015,0.13246847689151764,0.2330206036567688,0.19541868567466736,0.3624623417854309,0.09228421747684479,0.08368278294801712,0.35814476013183594,0.3624623417854309,0.13667258620262146,0.18314571678638458
as,0.33782753348350525,0.4070141911506653,0.15704652667045593,0.3025437891483307,0.36047765612602234,0.48381632566452026,0.21085862815380096,0.14144399762153625,0.3886612355709076,0.48381632566452026,0.28493595123291016,0.27043893933296204
as-207/208,0.15508785843849182,0.12895707786083221,0.02169613167643547,0.022029655054211617,0.09483593702316284,0.11561394482851028,0.18417954444885254,0.07497324049472809,0.11600812524557114,0.11561394482851028,0.7665435075759888,0.18173697590827942
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.36755475401878357,0.49057599902153015,0.4933079481124878,0.17614826560020447,0.23669111728668213,0.4946078956127167,0.4933079481124878,0.16434866189956665,0.31091248989105225
or,0.3378981947898865,0.36905089020729065,0.335800439119339,0.3389680087566376,0.2897229492664337,0.4174870550632477,0.20949269831180573,0.1360173225402832,0.3792596757411957,0.4174870550632477,0.23863345384597778,0.32389625906944275
as-278,0.22102192044258118,0.17277824878692627,0.07763481140136719,0.12523752450942993,0.19590182602405548,0.23780229687690735,0.2996009290218353,0.11100458353757858,0.20987004041671753,0.23780229687690735,0.827598512172699,0.18366634845733643
(,0.1676948219537735,0.1455259770154953,0.17817604541778564,0.14743882417678833,0.28656116127967834,0.33289089798927307,0.1613779515028,0.17603589594364166,0.35032153129577637,0.33289089798927307,0.19563432037830353,0.40561532974243164
each,0.4183253347873688,0.35348209738731384,0.24383090436458588,0.23227569460868835,0.30782750248908997,0.470844566822052,0.17890849709510803,0.11538128554821014,0.38460010290145874,0.470844566822052,0.0942966490983963,0.21173812448978424
spacecraft,0.22779840230941772,0.15773004293441772,0.1556299775838852,0.17363768815994263,0.20470470190048218,0.21476294100284576,0.2871377766132355,0.4420528709888458,0.16566437482833862,0.21476294100284576,0.1778833568096161,0.17708687484264374
would,0.43239715695381165,0.33440667390823364,0.3082716464996338,0.37426912784576416,0.35589995980262756,0.4133751392364502,0.2052721232175827,0.12406906485557556,0.3353942930698395,0.4133751392364502,0.19907130300998688,0.37178951501846313
be,0.4158933162689209,0.3961109519004822,0.2593584358692169,0.4064064621925354,0.37900757789611816,0.4248143136501312,0.25003713369369507,0.1368449181318283,0.33904364705085754,0.4248143136501312,0.17652501165866852,0.3324260413646698
launched,0.07401483505964279,0.12117727845907211,0.12068864703178406,0.19473113119602203,0.3055371642112732,0.2547066807746887,0.25046366453170776,0.26627299189567566,0.20039688050746918,0.2547066807746887,0.2224138230085373,0.1803835779428482
on,0.32655060291290283,0.32520127296447754,0.2559742033481598,0.2774328887462616,0.9999999403953552,0.5107308030128479,0.22242271900177002,0.23161520063877106,0.3966929316520691,0.5107308030128479,0.14843834936618805,0.2714994251728058
a,0.29312583804130554,0.2872205972671509,0.3483705520629883,0.17203083634376526,0.3848365545272827,0.5829201340675354,0.2521366477012634,0.23704352974891663,0.5052502155303955,0.5829201340675354,0.13344579935073853,0.23916715383529663
separate,0.21848078072071075,0.33082273602485657,0.23833152651786804,0.3257561922073364,0.29721102118492126,0.3612915575504303,0.20880120992660522,0.1684243381023407,0.33388569951057434,0.3612915575504303,0.0834965854883194,0.16835719347000122
saturn,0.1258738934993744,0.1221894845366478,0.09814238548278809,0.17961199581623077,0.18330253660678864,0.24189656972885132,0.13741494715213776,0.20594844222068787,0.19011574983596802,0.24189656972885132,0.18599723279476166,0.1619711071252823
ib,0.15913702547550201,0.09705726057291031,0.10850608348846436,0.07926353067159653,0.12955495715141296,0.14590691030025482,0.23362363874912262,0.2199019342660904,0.1537172794342041,0.14590691030025482,0.29359766840934753,0.23230938613414764
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3378238379955292,0.49257001280784607,0.5934505462646484,0.23588362336158752,0.23302660882472992,0.5352458953857422,0.5934505462646484,0.2424161285161972,0.4130953550338745
),0.17939934134483337,0.16602720320224762,0.18634183704853058,0.1566188633441925,0.29937487840652466,0.3456730246543884,0.16846168041229248,0.1913425475358963,0.3680361211299896,0.3456730246543884,0.21115954220294952,0.42300865054130554
