,what,seldom,used,term,of,a,unit,of,force,equal,to,1000,pound,s,of,force,?
n,0.16510315239429474,0.1560056209564209,0.1592366248369217,0.1186005175113678,0.18925218284130096,0.25362148880958557,0.1453373283147812,0.18925218284130096,0.22438351809978485,0.23031927645206451,0.16421891748905182,0.06227661296725273,0.11431841552257538,0.3199646770954132,0.18925218284130096,0.22438351809978485,0.19161871075630188
",",0.3087472915649414,0.23801246285438538,0.3120402991771698,0.21599270403385162,0.4946078956127167,0.427140474319458,0.22452907264232635,0.4946078956127167,0.22091743350028992,0.2120320051908493,0.44245919585227966,0.1874498575925827,0.22972439229488373,0.361433744430542,0.4946078956127167,0.22091743350028992,0.31091248989105225
and,0.31309178471565247,0.3308003842830658,0.3150506615638733,0.22272127866744995,0.5116966962814331,0.3739250600337982,0.19952000677585602,0.5116966962814331,0.24372100830078125,0.26747193932533264,0.48971283435821533,0.20309972763061523,0.19615335762500763,0.36742347478866577,0.5116966962814331,0.24372100830078125,0.20544172823429108
the,0.42745697498321533,0.2849511206150055,0.3718377649784088,0.2740369141101837,0.733189046382904,0.5829201340675354,0.24230392277240753,0.733189046382904,0.2800885736942291,0.21154357492923737,0.535392165184021,0.17211811244487762,0.20860230922698975,0.46610721945762634,0.733189046382904,0.2800885736942291,0.22068053483963013
kip,0.1385980248451233,0.17687740921974182,0.17845967411994934,0.11231689155101776,0.0943242534995079,0.17875760793685913,0.07581166177988052,0.0943242534995079,0.1696903109550476,0.12373959273099899,0.13532978296279907,0.09085787832736969,0.2244565188884735,0.15349523723125458,0.0943242534995079,0.1696903109550476,0.1946587860584259
",",0.3087472915649414,0.23801246285438538,0.3120402991771698,0.21599270403385162,0.4946078956127167,0.427140474319458,0.22452907264232635,0.4946078956127167,0.22091743350028992,0.2120320051908493,0.44245919585227966,0.1874498575925827,0.22972439229488373,0.361433744430542,0.4946078956127167,0.22091743350028992,0.31091248989105225
which,0.5261979103088379,0.3776809573173523,0.414506196975708,0.3138839900493622,0.5011631846427917,0.56894451379776,0.2437334656715393,0.5011631846427917,0.22571609914302826,0.26968082785606384,0.5345056653022766,0.1123858168721199,0.24646368622779846,0.3599644899368286,0.5011631846427917,0.22571609914302826,0.25814583897590637
is,0.28837618231773376,0.21450664103031158,0.3288823366165161,0.270183801651001,0.4854315221309662,0.658733606338501,0.1913307011127472,0.4854315221309662,0.22036980092525482,0.20287640392780304,0.42745086550712585,0.07894288003444672,0.18582355976104736,0.3467119336128235,0.4854315221309662,0.22036980092525482,0.22961433231830597
equivalent,0.1903919279575348,0.19995373487472534,0.32193461060523987,0.3175031244754791,0.294894814491272,0.2775270342826843,0.29942455887794495,0.294894814491272,0.2235725373029709,0.4044036865234375,0.2572562098503113,0.09476996958255768,0.33705902099609375,0.1942204236984253,0.294894814491272,0.2235725373029709,0.19755122065544128
to,0.455847829580307,0.3013942539691925,0.40058770775794983,0.3310292959213257,0.41548454761505127,0.45503583550453186,0.19828897714614868,0.41548454761505127,0.24496492743492126,0.28325995802879333,1.0,0.15657290816307068,0.2141701877117157,0.35941416025161743,0.41548454761505127,0.24496492743492126,0.29463258385658264
1000,0.1520967036485672,0.1688094288110733,0.1104561910033226,0.12785394489765167,0.24938245117664337,0.20077547430992126,-0.015775319188833237,0.24938245117664337,0.06897513568401337,0.09155474603176117,0.15657290816307068,1.0000001192092896,0.05618450045585632,0.18374167382717133,0.24938245117664337,0.06897513568401337,0.13314302265644073
lbf,0.19555744528770447,0.23265482485294342,0.3213808238506317,0.2008952796459198,0.20131079852581024,0.3047179579734802,0.43609049916267395,0.20131079852581024,0.3822190463542938,0.399812787771225,0.2429865449666977,-0.06517726927995682,0.4904659390449524,0.22029848396778107,0.20131079852581024,0.3822190463542938,0.25105881690979004
.,0.3567904531955719,0.2292267084121704,0.33111312985420227,0.18456575274467468,0.5352458953857422,0.50484299659729,0.2251177579164505,0.5352458953857422,0.2783275842666626,0.25790271162986755,0.4645031690597534,0.17431899905204773,0.20959427952766418,0.43327459692955017,0.5352458953857422,0.2783275842666626,0.4130953550338745
