,what,antibody,is,transported,from,the,mother,to,baby,across,the,placenta,?
have,0.39808809757232666,0.23942723870277405,0.3613572418689728,0.25653573870658875,0.30702701210975647,0.40389683842658997,0.12952126562595367,0.4544740617275238,0.27316033840179443,0.26921841502189636,0.40389683842658997,0.30415451526641846,0.32991164922714233
high,0.20466077327728271,0.09252189844846725,0.2383800595998764,0.1548747718334198,0.193696990609169,0.28034812211990356,0.1696448177099228,0.28947713971138,0.08729979395866394,0.23569531738758087,0.28034812211990356,0.11909894645214081,0.11137914657592773
levels,0.21641245484352112,0.26259714365005493,0.2141042947769165,0.1760309636592865,0.19019560515880585,0.286034494638443,0.0521954707801342,0.29053324460983276,0.1792411506175995,0.20091348886489868,0.286034494638443,0.23293401300907135,0.1541307419538498
of,0.33290785551071167,0.2244306057691574,0.4854315221309662,0.26284846663475037,0.4249346852302551,0.733189046382904,0.2170739620923996,0.41548454761505127,0.13266463577747345,0.2936134934425354,0.733189046382904,0.22885462641716003,0.1826142966747284
antibodies,0.2190079689025879,0.9126604199409485,0.22437100112438202,0.26581713557243347,0.14417976140975952,0.25005820393562317,0.1605299413204193,0.2543680965900421,0.24277520179748535,0.1828659325838089,0.25005820393562317,0.4211616516113281,0.2315049171447754
even,0.40872135758399963,0.2166193723678589,0.28202980756759644,0.2518134117126465,0.2615048885345459,0.37996912002563477,0.22689561545848846,0.46467068791389465,0.24043382704257965,0.26357564330101013,0.37996912002563477,0.2777543067932129,0.30082517862319946
at,0.2838611304759979,0.14317911863327026,0.25906258821487427,0.17554588615894318,0.3447161316871643,0.457212895154953,0.20430272817611694,0.36524343490600586,0.15154892206192017,0.3065246641635895,0.457212895154953,0.17682845890522003,0.21978627145290375
birth,0.17344997823238373,0.15594789385795593,0.1743355095386505,0.09020437300205231,0.16608008742332458,0.21280217170715332,0.45764589309692383,0.22512221336364746,0.42219969630241394,0.06498239189386368,0.21280217170715332,0.4579031467437744,0.10080231726169586
",",0.3087472915649414,0.13419312238693237,0.4691906273365021,0.250394731760025,0.39760664105415344,0.4933079481124878,0.30403390526771545,0.44245919585227966,0.23778453469276428,0.22515052556991577,0.4933079481124878,0.19092057645320892,0.31091248989105225
with,0.2464839518070221,0.1950981318950653,0.3250955045223236,0.18865029513835907,0.26272761821746826,0.4223487675189972,0.215022474527359,0.4239959120750427,0.19201666116714478,0.28731417655944824,0.4223487675189972,0.15388686954975128,0.2433311939239502
the,0.42745697498321533,0.23062217235565186,0.5823672413825989,0.2550795376300812,0.40150508284568787,1.0,0.22516992688179016,0.535392165184021,0.2021849900484085,0.3816230297088623,1.0,0.30205047130584717,0.22068053483963013
same,0.3764382302761078,0.19629810750484467,0.31152886152267456,0.20366144180297852,0.29289567470550537,0.4583131968975067,0.1666460931301117,0.3205692768096924,0.19374066591262817,0.25027766823768616,0.4583131968975067,0.22773310542106628,0.22649677097797394
range,0.19613829255104065,0.23563605546951294,0.2467041313648224,0.16577351093292236,0.2519944906234741,0.2311336100101471,0.04741407558321953,0.2767433524131775,0.10830369591712952,0.28215518593788147,0.2311336100101471,0.16058436036109924,0.1204894632101059
of,0.33290785551071167,0.2244306057691574,0.4854315221309662,0.26284846663475037,0.4249346852302551,0.733189046382904,0.2170739620923996,0.41548454761505127,0.13266463577747345,0.2936134934425354,0.733189046382904,0.22885462641716003,0.1826142966747284
antigen,0.1935727745294571,0.7332086563110352,0.2092401683330536,0.1940532922744751,0.12281569838523865,0.2583788335323334,0.11358921229839325,0.2139984518289566,0.1506754755973816,0.16651451587677002,0.2583788335323334,0.3585498034954071,0.19160577654838562
specificities,0.36888644099235535,0.42851269245147705,0.2740350365638733,0.26078492403030396,0.23512724041938782,0.33869221806526184,0.17565703392028809,0.42045021057128906,0.12707839906215668,0.20195536315441132,0.33869221806526184,0.2852625846862793,0.29871904850006104
as,0.31749409437179565,0.1254999339580536,0.43216490745544434,0.21807539463043213,0.3251767158508301,0.48381632566452026,0.21466447412967682,0.42092081904411316,0.22823312878608704,0.23795689642429352,0.48381632566452026,0.13420085608959198,0.27043893933296204
their,0.35142919421195984,0.2266928255558014,0.2101074606180191,0.2055094689130783,0.3038119673728943,0.516537070274353,0.20826356112957,0.44619059562683105,0.1936301290988922,0.22395232319831848,0.516537070274353,0.2636468708515167,0.1898253709077835
mother,0.20282095670700073,0.14341606199741364,0.2014552503824234,0.13347911834716797,0.20262682437896729,0.22516992688179016,1.0,0.2733205258846283,0.4513326585292816,0.17653033137321472,0.22516992688179016,0.41309767961502075,0.15180644392967224
.,0.3567904531955719,0.21003389358520508,0.4569662809371948,0.2610073387622833,0.41536515951156616,0.5934505462646484,0.27072274684906006,0.4645031690597534,0.24387773871421814,0.26410314440727234,0.5934505462646484,0.19049611687660217,0.4130953550338745
