,from,whence,did,luther,want,to,expel,the,jews,?
urgency,0.1051783561706543,0.20106574892997742,0.2276572734117508,0.16434434056282043,0.33144691586494446,0.3107070326805115,0.2312113493680954,0.1994205117225647,0.21209196746349335,0.22992472350597382
to,0.4069952368736267,0.41763797402381897,0.4452643394470215,0.18029534816741943,0.4966742694377899,1.0,0.36155614256858826,0.535392165184021,0.22399327158927917,0.29463258385658264
expel,0.319806307554245,0.3019365966320038,0.19062280654907227,0.06284020841121674,0.24433349072933197,0.36155614256858826,0.9999998807907104,0.2922263443470001,0.332316517829895,0.042190879583358765
from,1.0,0.3660863935947418,0.20248863101005554,0.10716932266950607,0.20457862317562103,0.4069952368736267,0.319806307554245,0.40150508284568787,0.21353460848331451,0.19969791173934937
all,0.2866387963294983,0.37701964378356934,0.33943864703178406,0.1917443871498108,0.37847667932510376,0.42520734667778015,0.18250130116939545,0.4860881567001343,0.2895597815513611,0.29575422406196594
german,0.18661607801914215,0.13929133117198944,0.2048940509557724,0.28169330954551697,0.17045694589614868,0.15143753588199615,0.14190737903118134,0.256483793258667,0.286845862865448,0.13978645205497742
territory,0.25426751375198364,0.24021781980991364,0.14672954380512238,0.08734865486621857,0.1432189792394638,0.2642725706100464,0.2955886125564575,0.3000710904598236,0.2566642165184021,0.09435105323791504
",",0.39760664105415344,0.2885471284389496,0.3015086054801941,0.23255878686904907,0.30747702717781067,0.44245919585227966,0.19947537779808044,0.4933079481124878,0.27184903621673584,0.31091248989105225
'',-0.011389154009521008,-0.020760001614689827,0.01978493109345436,-0.04572787508368492,0.04822646081447601,-0.009905828163027763,-0.1308278888463974,0.041273195296525955,-0.06881692260503769,0.018684765323996544
according,0.24556046724319458,0.2125728726387024,0.19118738174438477,0.1085624098777771,0.1847410351037979,0.28520727157592773,0.18960317969322205,0.3202974498271942,0.22571232914924622,0.21173474192619324
to,0.4069952368736267,0.41763797402381897,0.4452643394470215,0.18029534816741943,0.4966742694377899,1.0,0.36155614256858826,0.535392165184021,0.22399327158927917,0.29463258385658264
léon,0.10293151438236237,0.1361156553030014,0.1391187310218811,0.20471781492233276,0.16782769560813904,0.14738260209560394,0.08840487152338028,0.25618597865104675,0.06876163929700851,0.14196829497814178
poliakov,0.1903064250946045,0.1734987497329712,0.2384956181049347,0.12741674482822418,0.17063696682453156,0.17467065155506134,0.13483616709709167,0.1641840934753418,0.26080167293548584,0.17066605389118195
.,0.41536515951156616,0.3266070783138275,0.35288307070732117,0.24907569587230682,0.31944841146469116,0.4645031690597534,0.19163653254508972,0.5934505462646484,0.2115412801504135,0.4130953550338745
,from,whence,did,luther,want,to,expel,the,jews,?
his,0.3195365369319916,0.3106401860713959,0.3546801507472992,0.27093374729156494,0.20445500314235687,0.3715193271636963,0.22248736023902893,0.4394008219242096,0.19577133655548096,0.18075084686279297
last,0.235591322183609,0.22895951569080353,0.30895525217056274,0.18467779457569122,0.2188500463962555,0.30156898498535156,0.137940913438797,0.3698786795139313,0.18272793292999268,0.22371746599674225
sermon,0.1456841677427292,0.23025596141815186,0.22592276334762573,0.36996790766716003,0.20897260308265686,0.2613533139228821,0.12529148161411285,0.2812419533729553,0.3548089861869812,0.24739065766334534
was,0.31171464920043945,0.26022788882255554,0.41399896144866943,0.19185513257980347,0.21886487305164337,0.3636345863342285,0.16281220316886902,0.48711544275283813,0.1935933530330658,0.18412111699581146
delivered,0.16400806605815887,0.209311380982399,0.20621825754642487,0.13911612331867218,0.11993946135044098,0.24276024103164673,0.22846457362174988,0.24479162693023682,0.0819544792175293,0.17044389247894287
at,0.3447161316871643,0.20552495121955872,0.28390252590179443,0.13834704458713531,0.22001895308494568,0.36524343490600586,0.16382615268230438,0.457212895154953,0.14798733592033386,0.21978627145290375
eisleben,0.18098166584968567,0.061156559735536575,0.19633826613426208,0.4205946624279022,0.19289721548557281,0.15732760727405548,0.13080854713916779,0.26362890005111694,0.3034353256225586,0.19898785650730133
",",0.39760664105415344,0.2885471284389496,0.3015086054801941,0.23255878686904907,0.30747702717781067,0.44245919585227966,0.19947537779808044,0.4933079481124878,0.27184903621673584,0.31091248989105225
his,0.3195365369319916,0.3106401860713959,0.3546801507472992,0.27093374729156494,0.20445500314235687,0.3715193271636963,0.22248736023902893,0.4394008219242096,0.19577133655548096,0.18075084686279297
place,0.31214648485183716,0.26202765107154846,0.24020224809646606,0.1430625468492508,0.23159536719322205,0.3346366882324219,0.17610237002372742,0.4179787337779999,0.22776344418525696,0.2455766350030899
of,0.4249346852302551,0.3510603606700897,0.2513895630836487,0.1719115972518921,0.2645295262336731,0.41548454761505127,0.26974937319755554,0.733189046382904,0.2207300066947937,0.1826142966747284
birth,0.16608008742332458,0.15959155559539795,0.1708407700061798,0.1007089912891388,0.19376687705516815,0.22512221336364746,0.15574289858341217,0.21280217170715332,0.14472146332263947,0.10080231726169586
",",0.39760664105415344,0.2885471284389496,0.3015086054801941,0.23255878686904907,0.30747702717781067,0.44245919585227966,0.19947537779808044,0.4933079481124878,0.27184903621673584,0.31091248989105225
on,0.36926645040512085,0.24374882876873016,0.2670976221561432,0.19090485572814941,0.2747430205345154,0.41031414270401,0.128118634223938,0.5107308030128479,0.13907738029956818,0.2714994251728058
15,-0.013154181651771069,-0.014129260554909706,0.03605250269174576,0.08575411885976791,-0.04800720885396004,-0.047946229577064514,-0.05577756464481354,-0.011810222640633583,-0.02598927915096283,-0.010706285014748573
february,0.20511531829833984,0.1346505582332611,0.25426602363586426,0.14333194494247437,0.19699695706367493,0.20325583219528198,0.06446246057748795,0.26483774185180664,0.09354446083307266,0.29594847559928894
1546,0.12979866564273834,0.008012603037059307,0.0356486514210701,0.03921762481331825,0.040349628776311874,0.04448734596371651,0.07202211767435074,0.1649978905916214,0.07076308876276016,-0.004786801990121603
",",0.39760664105415344,0.2885471284389496,0.3015086054801941,0.23255878686904907,0.30747702717781067,0.44245919585227966,0.19947537779808044,0.4933079481124878,0.27184903621673584,0.31091248989105225
three,0.22603893280029297,0.2482365369796753,0.2043166607618332,0.15010327100753784,0.16213925182819366,0.3043823838233948,0.11165428906679153,0.43452659249305725,0.1419636607170105,0.20928427577018738
days,0.1990787386894226,0.25009074807167053,0.2182302623987198,0.13727988302707672,0.24213828146457672,0.2942236363887787,0.1520031839609146,0.2574930489063263,0.24855370819568634,0.2198754847049713
before,0.38587698340415955,0.37916842103004456,0.33642593026161194,0.18152235448360443,0.2821175158023834,0.4190867841243744,0.22901186347007751,0.45900648832321167,0.16062262654304504,0.2507109045982361
his,0.3195365369319916,0.3106401860713959,0.3546801507472992,0.27093374729156494,0.20445500314235687,0.3715193271636963,0.22248736023902893,0.4394008219242096,0.19577133655548096,0.18075084686279297
death,0.22335824370384216,0.2354366034269333,0.2252790331840515,0.15764257311820984,0.17927466332912445,0.19568277895450592,0.1546170711517334,0.21438048779964447,0.17430907487869263,0.21149799227714539
.,0.41536515951156616,0.3266070783138275,0.35288307070732117,0.24907569587230682,0.31944841146469116,0.4645031690597534,0.19163653254508972,0.5934505462646484,0.2115412801504135,0.4130953550338745
