,2011-12,saw,abc,drop,to,4th,in,ratings,among,what,important,demographic,?
revenge,-0.017449725419282913,0.1689266413450241,0.14655731618404388,0.1742555946111679,0.23674631118774414,0.19168567657470703,0.17049701511859894,0.23802785575389862,0.07630005478858948,0.2564111649990082,0.0736442282795906,0.1456511914730072,0.19653472304344177
and,0.16522085666656494,0.2664891481399536,0.16453155875205994,0.2385902851819992,0.48971283435821533,0.16925321519374847,0.4954058527946472,0.24109064042568207,0.39211368560791016,0.31309178471565247,0.37549954652786255,0.27161845564842224,0.20544172823429108
once,0.0802970826625824,0.28403690457344055,0.1256604939699173,0.21256715059280396,0.41327327489852905,0.023689694702625275,0.33631399273872375,0.21048477292060852,0.2558401823043823,0.38428619503974915,0.18762525916099548,0.0893004834651947,0.17750471830368042
upon,0.0508829690515995,0.2803148627281189,0.09010414034128189,0.19017256796360016,0.2616317570209503,0.00592407863587141,0.20347267389297485,0.13731610774993896,0.17774827778339386,0.2878674864768982,0.08084071427583694,0.09998414665460587,0.13780277967453003
a,0.09352519363164902,0.2244260609149933,0.21331243216991425,0.26995548605918884,0.45503583550453186,0.13758724927902222,0.539380669593811,0.1921599805355072,0.1789381206035614,0.3320399522781372,0.2963852882385254,0.1824215203523636,0.23916715383529663
time,-0.005458303727209568,0.30257418751716614,0.17553414404392242,0.24017485976219177,0.3679993152618408,0.0979275107383728,0.3431483507156372,0.259071409702301,0.2540733516216278,0.36319252848625183,0.24338991940021515,0.12426082044839859,0.27391523122787476
),0.07083410024642944,0.12221162021160126,0.18381085991859436,0.2109098583459854,0.31236231327056885,0.11706796288490295,0.3326910734176636,0.20614363253116608,0.1445360779762268,0.26259949803352356,0.22956669330596924,0.20560982823371887,0.42300865054130554
for,0.14168542623519897,0.2966398596763611,0.22510288655757904,0.2267320305109024,0.4451248347759247,0.08939903974533081,0.4322226941585541,0.2655225098133087,0.2832789719104767,0.3017193675041199,0.3458578288555145,0.2425348162651062,0.264628142118454
second,0.0761394277215004,0.20193204283714294,0.18225866556167603,0.1840282827615738,0.3098561465740204,0.29760611057281494,0.34510284662246704,0.14679351449012756,0.15878309309482574,0.19948028028011322,0.20664995908737183,0.14961372315883636,0.17239587008953094
seasons,-0.026185421273112297,0.12479206174612045,0.31291383504867554,0.12887339293956757,0.19496004283428192,0.1993824988603592,0.2194332778453827,0.3091074824333191,0.18256720900535583,0.13544028997421265,0.16150662302970886,0.139088973402977,0.13766995072364807
.,0.16486886143684387,0.23244720697402954,0.2567209303379059,0.2864284813404083,0.4645031690597534,0.13960666954517365,0.5591574311256409,0.2822798490524292,0.22495509684085846,0.3567904531955719,0.33938494324684143,0.22963133454322815,0.4130953550338745
