,what,spelling,of,genghis,most,closely,matches,its,probable,pronunciation,?
'',0.08143015950918198,0.02806987427175045,0.13035868108272552,0.1005975604057312,0.01990530639886856,0.08609949052333832,0.024381019175052643,-0.001744768233038485,0.09305251389741898,0.1079711988568306,0.018684765323996544
",",0.3087472915649414,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.3636029064655304,0.24965941905975342,0.2568071782588959,0.33157986402511597,0.31275826692581177,0.265546053647995,0.31091248989105225
or,0.33867141604423523,0.20934022963047028,0.3792596757411957,0.1795828640460968,0.30746427178382874,0.2434776872396469,0.15979640185832977,0.30017510056495667,0.2919319272041321,0.18981774151325226,0.32389625906944275
``,0.008517155423760414,0.11693600565195084,0.06780257821083069,0.05644606053829193,0.08567854017019272,0.07522299140691757,0.09152770042419434,0.06146819889545441,0.14825505018234253,0.1837577223777771,0.0685480609536171
true,0.34890216588974,0.1252339482307434,0.21835467219352722,0.20114396512508392,0.20767371356487274,0.2680579423904419,0.17151059210300446,0.1696152538061142,0.32842886447906494,0.15540799498558044,0.22515304386615753
'',0.08143015950918198,0.02806987427175045,0.13035868108272552,0.1005975604057312,0.01990530639886856,0.08609949052333832,0.024381019175052643,-0.001744768233038485,0.09305251389741898,0.1079711988568306,0.018684765323996544
",",0.3087472915649414,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.3636029064655304,0.24965941905975342,0.2568071782588959,0.33157986402511597,0.31275826692581177,0.265546053647995,0.31091248989105225
would,0.45766422152519226,0.2174295336008072,0.3353942930698395,0.21521660685539246,0.3177604079246521,0.22718524932861328,0.17346757650375366,0.27556702494621277,0.33960598707199097,0.16054844856262207,0.37178951501846313
have,0.39808809757232666,0.20140030980110168,0.3802283704280853,0.19005528092384338,0.44364631175994873,0.32668817043304443,0.2116115838289261,0.3852778375148773,0.2924533188343048,0.15129555761814117,0.32991164922714233
received,0.1010502278804779,0.0815475657582283,0.2628524899482727,0.15053653717041016,0.18046130239963531,0.07668915390968323,0.1535704880952835,0.18516770005226135,0.1495397537946701,0.11938688158988953,0.11905962228775024
the,0.42745697498321533,0.23768942058086395,0.733189046382904,0.3448939025402069,0.47635307908058167,0.2750711441040039,0.23195119202136993,0.559237003326416,0.2891991138458252,0.21106497943401337,0.22068053483963013
mongolian,0.15557456016540527,0.22482731938362122,0.22608324885368347,0.463535338640213,0.18351437151432037,0.15157368779182434,0.03755716234445572,0.21263815462589264,0.1691674441099167,0.25370481610298157,0.13122369349002838
adjectival,0.28628024458885193,0.3261320888996124,0.19720812141895294,0.20851998031139374,0.17832113802433014,0.15502683818340302,0.14374256134033203,0.25957822799682617,0.2392856776714325,0.3902173936367035,0.24988962709903717
modifier,0.20533397793769836,0.27425268292427063,0.1443113386631012,0.05504261702299118,0.14907392859458923,0.15831531584262848,0.1370130181312561,0.26815173029899597,0.15851262211799622,0.36084243655204773,0.241756871342659
-s,0.32350659370422363,0.31247207522392273,0.11935508251190186,0.32026413083076477,0.12036790698766708,0.11457135528326035,0.11876456439495087,0.13534818589687347,0.13735331594944,0.36345306038856506,0.44469788670539856
",",0.3087472915649414,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.3636029064655304,0.24965941905975342,0.2568071782588959,0.33157986402511597,0.31275826692581177,0.265546053647995,0.31091248989105225
creating,0.28780505061149597,0.1709720939397812,0.29262492060661316,0.10103927552700043,0.2768849730491638,0.14967401325702667,0.17229272425174713,0.23521219193935394,0.18884088099002838,0.12053021043539047,0.2842518985271454
``,0.008517155423760414,0.11693600565195084,0.06780257821083069,0.05644606053829193,0.08567854017019272,0.07522299140691757,0.09152770042419434,0.06146819889545441,0.14825505018234253,0.1837577223777771,0.0685480609536171
jenggis,0.27142786979675293,0.29541900753974915,0.26918691396713257,0.45313629508018494,0.2372741848230362,0.23370449244976044,0.2268150895833969,0.2491062432527542,0.23391076922416687,0.2808827757835388,0.29608726501464844
'',0.08143015950918198,0.02806987427175045,0.13035868108272552,0.1005975604057312,0.01990530639886856,0.08609949052333832,0.024381019175052643,-0.001744768233038485,0.09305251389741898,0.1079711988568306,0.018684765323996544
",",0.3087472915649414,0.2965300381183624,0.4946078956127167,0.2891939878463745,0.3636029064655304,0.24965941905975342,0.2568071782588959,0.33157986402511597,0.31275826692581177,0.265546053647995,0.31091248989105225
which,0.5261979103088379,0.21177315711975098,0.5011631846427917,0.26472097635269165,0.4637843072414398,0.33799082040786743,0.2859236001968384,0.5154205560684204,0.3080002963542938,0.2030089646577835,0.25814583897590637
in,0.30808621644973755,0.20722772181034088,0.5696388483047485,0.224680557847023,0.41416558623313904,0.2138943076133728,0.26320886611938477,0.3793783485889435,0.19073645770549774,0.15624402463436127,0.20430970191955566
medieval,0.2230893075466156,0.17288422584533691,0.31686919927597046,0.2744162678718567,0.22641775012016296,0.10632717609405518,0.1587945967912674,0.2562898099422455,0.21427568793296814,0.13607561588287354,0.15571735799312592
romanization,0.19458593428134918,0.3928226828575134,0.21596549451351166,0.26470568776130676,0.14113935828208923,0.1457657814025879,0.06462220102548599,0.1818755567073822,0.0765133872628212,0.47837212681770325,0.272888720035553
would,0.45766422152519226,0.2174295336008072,0.3353942930698395,0.21521660685539246,0.3177604079246521,0.22718524932861328,0.17346757650375366,0.27556702494621277,0.33960598707199097,0.16054844856262207,0.37178951501846313
be,0.3929833769798279,0.24109573662281036,0.33904364705085754,0.16810378432273865,0.3381733000278473,0.27273544669151306,0.20246970653533936,0.2731834948062897,0.2965995669364929,0.19546669721603394,0.3324260413646698
written,0.25412634015083313,0.277146577835083,0.20874574780464172,0.17503853142261505,0.20129439234733582,0.13953644037246704,0.135620579123497,0.17657233774662018,0.2046079784631729,0.2468087375164032,0.21451954543590546
``,0.008517155423760414,0.11693600565195084,0.06780257821083069,0.05644606053829193,0.08567854017019272,0.07522299140691757,0.09152770042419434,0.06146819889545441,0.14825505018234253,0.1837577223777771,0.0685480609536171
genghis,0.24369274079799652,0.13183268904685974,0.2938849925994873,1.0,0.22644314169883728,0.18064412474632263,0.11614154279232025,0.24289198219776154,0.3325938880443573,0.19232313334941864,0.18813461065292358
'',0.08143015950918198,0.02806987427175045,0.13035868108272552,0.1005975604057312,0.01990530639886856,0.08609949052333832,0.024381019175052643,-0.001744768233038485,0.09305251389741898,0.1079711988568306,0.018684765323996544
.,0.3567904531955719,0.21416299045085907,0.5352458953857422,0.25373268127441406,0.35404038429260254,0.16596785187721252,0.27159059047698975,0.3566088080406189,0.251289963722229,0.16037994623184204,0.4130953550338745
