,which,episode,in,2008,was,over,an,hour,long,?
2008,-0.19497084617614746,0.015129940584301949,-0.0422978475689888,1.0,0.09246674180030823,-0.1416286677122116,-0.04887928068637848,-0.09166427701711655,-0.17101196944713593,-0.09852470457553864
and,0.506277859210968,0.2091434895992279,0.4954058527946472,-0.05681091174483299,0.3740963041782379,0.4021143913269043,0.2838519215583801,0.20754459500312805,0.3395216166973114,0.20544172823429108
``,0.05178012326359749,-0.035673100501298904,0.04765888676047325,-0.03293946012854576,-0.012679691426455975,-0.0124106016010046,0.03770720958709717,-0.002580168889835477,0.1858668327331543,0.0685480609536171
the,0.6521818041801453,0.25342556834220886,0.6662389636039734,-0.06530369818210602,0.48711544275283813,0.39856547117233276,0.4207492768764496,0.2386610209941864,0.3075225353240967,0.22068053483963013
eleventh,0.23803870379924774,0.3004342317581177,0.29234778881073,0.08536536991596222,0.32591482996940613,0.22733384370803833,0.25509801506996155,0.2147657871246338,0.09416664391756058,0.0976005420088768
hour,0.25083768367767334,0.3268273174762726,0.18130972981452942,-0.09166427701711655,0.1948726773262024,0.2640954852104187,0.13913916051387787,1.0,0.3117941915988922,0.18463996052742004
'',-0.03332270681858063,-0.014759616926312447,0.07432962208986282,-0.014141581952571869,0.04456103965640068,-0.03928302973508835,0.09471100568771362,-0.0685492679476738,0.020632827654480934,0.018684765323996544
from,0.38755592703819275,0.18589910864830017,0.4274188280105591,-0.025738153606653214,0.31171464920043945,0.37539660930633545,0.20876385271549225,0.18604634702205658,0.3109167516231537,0.19969791173934937
2010,0.18768779933452606,0.09708831459283829,0.2692960798740387,-0.06663809716701508,0.23825319111347198,0.19303981959819794,0.1573951095342636,0.041470520198345184,0.10279156267642975,0.21232788264751434
exceeded,0.3043419122695923,0.17726163566112518,0.18285571038722992,-0.17099061608314514,0.2876783013343811,0.35522153973579407,0.20389407873153687,0.28740376234054565,0.2471165508031845,0.10831913352012634
an,0.3611921966075897,0.14956113696098328,0.2605783939361572,-0.04887928068637848,0.3694365322589874,0.22070914506912231,1.0,0.13913916051387787,0.22368325293064117,0.19793890416622162
hour,0.25083768367767334,0.3268273174762726,0.18130972981452942,-0.09166427701711655,0.1948726773262024,0.2640954852104187,0.13913916051387787,1.0,0.3117941915988922,0.18463996052742004
in,0.4840516746044159,0.19184806942939758,1.0,-0.0422978475689888,0.45514053106307983,0.3605569899082184,0.2605783939361572,0.18130972981452942,0.2759332060813904,0.20430970191955566
length,0.26713311672210693,0.15387143194675446,0.1989525854587555,-0.13214416801929474,0.13514478504657745,0.23306074738502502,0.17284424602985382,0.28331464529037476,0.47154614329338074,0.16668567061424255
.,0.45942068099975586,0.23102888464927673,0.5591574311256409,-0.01312112994492054,0.40146201848983765,0.37877383828163147,0.3581749200820923,0.24835029244422913,0.3247973620891571,0.4130953550338745
