,what,is,the,example,of,another,problem,characterized,by,large,instances,that,is,routinely,solved,by,sat,handlers,employing,efficient,algorithms,?
sat,0.13994340598583221,0.14388950169086456,0.190852552652359,0.1726764738559723,0.161526158452034,0.17670705914497375,0.03255731984972954,-0.004937915597110987,0.07977159321308136,0.12763948738574982,0.15243081748485565,0.17298994958400726,0.14388950169086456,0.16513177752494812,0.05734436586499214,0.07977159321308136,1.0000001192092896,0.06629312038421631,0.1303224116563797,0.0912778377532959,0.17554306983947754,0.1426464170217514
solvers,0.2153213620185852,0.25442689657211304,0.17596015334129333,0.31506848335266113,0.12598811089992523,0.23869651556015015,0.4867616891860962,0.14289574325084686,0.24451828002929688,0.18718160688877106,0.36765721440315247,0.2686646580696106,0.25442689657211304,0.29368650913238525,0.6792672872543335,0.24451828002929688,0.0930553451180458,0.3672577440738678,0.34336546063423157,0.36294248700141907,0.5134559273719788,0.2729741930961609
routinely,0.39883649349212646,0.243712916970253,0.2951239049434662,0.2660466730594635,0.18741008639335632,0.30904537439346313,0.3163706958293915,0.24696536362171173,0.2935287654399872,0.27549153566360474,0.40719032287597656,0.4502188563346863,0.243712916970253,1.0000001192092896,0.2026827186346054,0.2935287654399872,0.16513177752494812,0.34586459398269653,0.2931767702102661,0.32248181104660034,0.2912883460521698,0.27604398131370544
handle,0.2843582332134247,0.2478855550289154,0.23661735653877258,0.27617761492729187,0.2300901859998703,0.20017693936824799,0.3652501106262207,0.13340646028518677,0.15860259532928467,0.2189815491437912,0.312544584274292,0.3289736807346344,0.2478855550289154,0.31887614727020264,0.2784757912158966,0.15860259532928467,0.15764258801937103,0.6878505349159241,0.3296201527118683,0.40678372979164124,0.2190963625907898,0.3016141355037689
large,0.2017821967601776,0.2971126437187195,0.3828733265399933,0.30934280157089233,0.3569655418395996,0.2984684705734253,0.2120939940214157,0.30414941906929016,0.2555539309978485,1.0000001192092896,0.24998371303081512,0.34200385212898254,0.2971126437187195,0.27549153566360474,0.19107601046562195,0.2555539309978485,0.12763948738574982,0.2002948820590973,0.29972517490386963,0.3202294409275055,0.1859096884727478,0.1355665624141693
instances,0.37020906805992126,0.25202253460884094,0.33414426445961,0.44540172815322876,0.305372416973114,0.38000980019569397,0.3573509752750397,0.2611197233200073,0.22814030945301056,0.24998371303081512,1.0,0.4536515772342682,0.25202253460884094,0.40719032287597656,0.34282341599464417,0.22814030945301056,0.15243081748485565,0.31967517733573914,0.36107197403907776,0.35710838437080383,0.30821818113327026,0.3098512887954712
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3570667505264282,1.0,0.38147079944610596,0.20464475452899933,0.30984818935394287,0.3646814823150635,0.3569655418395996,0.305372416973114,0.41498205065727234,0.4854315221309662,0.18741008639335632,0.17960071563720703,0.3646814823150635,0.161526158452034,0.17281103134155273,0.2763727903366089,0.22586165368556976,0.22317801415920258,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3755223751068115,0.733189046382904,0.5019711852073669,0.24928659200668335,0.30089181661605835,0.4408751428127289,0.3828733265399933,0.33414426445961,0.5473989248275757,0.5823672413825989,0.2951239049434662,0.21140827238559723,0.4408751428127289,0.190852552652359,0.22477637231349945,0.2282872349023819,0.22032952308654785,0.167828768491745,0.22068053483963013
np-complete,0.28050094842910767,0.22069956362247467,0.27450188994407654,0.23207968473434448,0.2697024643421173,0.24737785756587982,0.2782294750213623,0.17908787727355957,0.1839500069618225,0.18654559552669525,0.2544597089290619,0.316537469625473,0.22069956362247467,0.15248680114746094,0.24781180918216705,0.1839500069618225,0.14429636299610138,0.13309399783611298,0.19650417566299438,0.28011852502822876,0.2766904830932617,0.16391170024871826
boolean,0.27341124415397644,0.24110576510429382,0.15092404186725616,0.35336220264434814,0.15521764755249023,0.2463095784187317,0.39493268728256226,0.2018153965473175,0.10928058624267578,0.12484630197286606,0.33857956528663635,0.3180512487888336,0.24110576510429382,0.20507027208805084,0.38690248131752014,0.10928058624267578,0.12865778803825378,0.3377350866794586,0.28291890025138855,0.2957341969013214,0.48789647221565247,0.31161975860595703
satisfiability,0.38953596353530884,0.21485021710395813,0.20948947966098785,0.3362821340560913,0.23604930937290192,0.28339192271232605,0.5401816964149475,0.3221787214279175,0.1729307323694229,0.21211682260036469,0.3860292136669159,0.41838470101356506,0.21485021710395813,0.34936752915382385,0.3850480914115906,0.1729307323694229,0.24887317419052124,0.2764362394809723,0.35132506489753723,0.4952983558177948,0.4736196994781494,0.31815093755722046
problem,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.3561607897281647,0.20464475452899933,0.279262900352478,1.0,0.21800804138183594,0.2011435180902481,0.2120939940214157,0.3573509752750397,0.4416671693325043,0.23238427937030792,0.3163706958293915,0.5690774321556091,0.2011435180902481,0.03255731984972954,0.2156485766172409,0.2905995845794678,0.3783922493457794,0.40899839997291565,0.3762950301170349
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.41217929124832153,0.5352458953857422,0.3817248046398163,0.22562150657176971,0.20198658108711243,0.3936232924461365,0.2304532378911972,0.3342418670654297,0.4460422694683075,0.4569662809371948,0.20807449519634247,0.23306991159915924,0.3936232924461365,0.18873609602451324,0.27301502227783203,0.1993880569934845,0.2178027182817459,0.1675408035516739,0.4130953550338745
