,what,was,intended,for,the,site,of,the,former,boiler,house,?
boiler,0.23551298677921295,0.1288069188594818,0.16519275307655334,0.1533471941947937,0.2309672236442566,0.0459355004131794,0.16447360813617706,0.2309672236442566,0.08182140439748764,0.9999999403953552,0.1558133065700531,0.20881007611751556
house,0.200801283121109,0.28759756684303284,0.1601831316947937,0.20432360470294952,0.2847244441509247,0.19717395305633545,0.285114049911499,0.2847244441509247,0.16793283820152283,0.1558133065700531,0.9999998807907104,0.13736455142498016
",",0.3087472915649414,0.45456063747406006,0.18479764461517334,0.4464869201183319,0.4933079481124878,0.2036259025335312,0.4946078956127167,0.4933079481124878,0.2738454341888428,0.20319129526615143,0.28236111998558044,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.29853108525276184,0.4739971458911896,1.0,0.288954496383667,0.733189046382904,1.0,0.2251449078321457,0.2309672236442566,0.2847244441509247,0.22068053483963013
intended,0.32450535893440247,0.2740823030471802,1.0,0.31711438298225403,0.29853108525276184,0.15939903259277344,0.24364815652370453,0.29853108525276184,0.09660948812961578,0.16519275307655334,0.1601831316947937,0.21823447942733765
site,0.21561308205127716,0.24460934102535248,0.15939903259277344,0.26506415009498596,0.288954496383667,1.0000001192092896,0.24291633069515228,0.288954496383667,0.18284542858600616,0.0459355004131794,0.19717395305633545,0.2014765441417694
of,0.33290785551071167,0.4069072902202606,0.24364815652370453,0.4185989499092102,0.733189046382904,0.24291633069515228,1.0,0.733189046382904,0.30415382981300354,0.16447360813617706,0.285114049911499,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.29853108525276184,0.4739971458911896,1.0,0.288954496383667,0.733189046382904,1.0,0.2251449078321457,0.2309672236442566,0.2847244441509247,0.22068053483963013
spiral,0.1333327740430832,0.1024889126420021,0.1145576611161232,0.17245756089687347,0.19470536708831787,0.08658996969461441,0.1951429694890976,0.19470536708831787,0.01735256239771843,0.1385733187198639,0.1265200972557068,0.11197062581777573
",",0.3087472915649414,0.45456063747406006,0.18479764461517334,0.4464869201183319,0.4933079481124878,0.2036259025335312,0.4946078956127167,0.4933079481124878,0.2738454341888428,0.20319129526615143,0.28236111998558044,0.31091248989105225
between,0.2462156116962433,0.24048170447349548,0.20672528445720673,0.24671313166618347,0.39067012071609497,0.13470818102359772,0.3737983703613281,0.39067012071609497,0.2002568542957306,0.15206347405910492,0.1417616307735443,0.12887074053287506
1978,-0.04368842765688896,0.08774974942207336,0.02020859532058239,0.12267033010721207,0.1314823180437088,0.13531215488910675,0.13908278942108154,0.1314823180437088,-0.0016253540525212884,-0.003752473508939147,0.031994182616472244,0.06364871561527252
and,0.31309178471565247,0.3740963041782379,0.21507462859153748,0.5064792633056641,0.5171257257461548,0.19108152389526367,0.5116966962814331,0.5171257257461548,0.2516189515590668,0.20379866659641266,0.2552875876426697,0.20544172823429108
1982,0.007213894743472338,0.2388887107372284,0.06509851664304733,-0.00019035045988857746,0.09180720150470734,0.08934643119573593,0.04649703577160835,0.09180720150470734,0.15471385419368744,0.057597462087869644,0.20875652134418488,-0.028324265033006668
.,0.3567904531955719,0.40146201848983765,0.18925566971302032,0.4726039469242096,0.5934505462646484,0.22011229395866394,0.5352458953857422,0.5934505462646484,0.20895031094551086,0.23300080001354218,0.2607949376106262,0.4130953550338745
