,why,should,disobedience,by,the,general,public,be,avoided,?
general,0.13639043271541595,0.21871064603328705,0.2706870138645172,0.2654627859592438,0.28634732961654663,1.0000001192092896,0.26809161901474,0.1851358562707901,0.17217157781124115,0.1972234547138214
disobedience,0.22061246633529663,0.30054971575737,1.0,0.2563513219356537,0.30963727831840515,0.2706870138645172,0.3216745853424072,0.2944406270980835,0.33533433079719543,0.19890835881233215
which,0.4444611668586731,0.31937870383262634,0.3121037483215332,0.40543368458747864,0.6521818041801453,0.19923317432403564,0.2544276714324951,0.476310670375824,0.3015774190425873,0.25814583897590637
is,0.26410171389579773,0.33635082840919495,0.21453623473644257,0.3899846076965332,0.5823672413825989,0.20144300162792206,0.1980048567056656,0.4819129705429077,0.2064962536096573,0.22961433231830597
neither,0.3780602216720581,0.3468873202800751,0.24919457733631134,0.23491686582565308,0.34867867827415466,0.08339329063892365,0.13277865946292877,0.3912041485309601,0.2676871120929718,0.262674480676651
conscientious,0.3635209798812866,0.3408210277557373,0.4703051447868347,0.2031555324792862,0.2109108567237854,0.27921587228775024,0.25245001912117004,0.2984945476055145,0.3501555323600769,0.24232997000217438
nor,0.32894328236579895,0.36020389199256897,0.26482877135276794,0.1328336000442505,0.26533758640289307,0.12814436852931976,0.17250661551952362,0.3314928710460663,0.22806914150714874,0.2602383494377136
of,0.28464117646217346,0.23792634904384613,0.31932318210601807,0.3646814823150635,0.733189046382904,0.28352999687194824,0.2391265481710434,0.33904364705085754,0.2260015457868576,0.1826142966747284
social,0.20344845950603485,0.2230125218629837,0.323582261800766,0.17605063319206238,0.21797899901866913,0.19534485042095184,0.29011911153793335,0.1878766417503357,0.20151418447494507,0.1615191102027893
benefit,0.30531632900238037,0.3367747664451599,0.2706187963485718,0.20739291608333588,0.24974633753299713,0.09700707346200943,0.22287213802337646,0.39361342787742615,0.37260982394218445,0.31136202812194824
.,0.32909876108169556,0.3516756594181061,0.2603943943977356,0.3936232924461365,0.5934505462646484,0.2929490804672241,0.21888655424118042,0.4383580684661865,0.22245344519615173,0.4130953550338745
,why,should,disobedience,by,the,general,public,be,avoided,?
therefore,0.5313050746917725,0.48857998847961426,0.3259392976760864,0.2611038386821747,0.4141571819782257,0.1929345726966858,0.17148786783218384,0.5337756276130676,0.4008280634880066,0.3325358033180237
",",0.2827242314815521,0.2706286907196045,0.2878543734550476,0.3680937886238098,0.4933079481124878,0.3022127151489258,0.2588968276977539,0.39254459738731384,0.24417760968208313,0.31091248989105225
conscientious,0.3635209798812866,0.3408210277557373,0.4703051447868347,0.2031555324792862,0.2109108567237854,0.27921587228775024,0.25245001912117004,0.2984945476055145,0.3501555323600769,0.24232997000217438
lawbreakers,0.24923278391361237,0.1644548922777176,0.24123138189315796,0.2568579316139221,0.32188183069229126,0.15607145428657532,0.22283348441123962,0.23520947992801666,0.19457440078258514,0.20063912868499756
must,0.27111372351646423,0.5377094149589539,0.2450776845216751,0.2841154634952545,0.2713140547275543,0.14238542318344116,0.20053406059741974,0.4737209677696228,0.26926103234291077,0.23707495629787445
be,0.4042811989784241,0.6527681946754456,0.2944406270980835,0.43158695101737976,0.4248143136501312,0.1851358562707901,0.22898490726947784,1.0,0.4245990514755249,0.3324260413646698
punished,0.2429686188697815,0.24822258949279785,0.45828118920326233,0.227507084608078,0.21386884152889252,0.09248743951320648,0.1607304811477661,0.2941822409629822,0.3322550356388092,0.23893512785434723
.,0.32909876108169556,0.3516756594181061,0.2603943943977356,0.3936232924461365,0.5934505462646484,0.2929490804672241,0.21888655424118042,0.4383580684661865,0.22245344519615173,0.4130953550338745
