,how,high,on,the,charts,did,the,mankind,version,of,the,theme,go,?
the,0.33890387415885925,0.28034812211990356,0.5107308030128479,1.0,0.23570427298545837,0.34736719727516174,1.0,0.29311031103134155,0.27268242835998535,0.733189046382904,1.0,0.2470158040523529,0.29801803827285767,0.22068053483963013
theme,0.1570068746805191,0.12510362267494202,0.2474956214427948,0.2470158040523529,0.2232377678155899,0.12344229966402054,0.2470158040523529,0.25667333602905273,0.3038923144340515,0.17537155747413635,0.2470158040523529,0.9999998807907104,0.1367204338312149,0.21507632732391357
was,0.16678167879581451,0.19978567957878113,0.3909217119216919,0.48711544275283813,0.19046027958393097,0.41399896144866943,0.48711544275283813,0.237861767411232,0.297456830739975,0.4069072902202606,0.48711544275283813,0.21860456466674805,0.16801296174526215,0.18412111699581146
released,0.17113035917282104,0.17318227887153625,0.31313204765319824,0.24578391015529633,0.36725252866744995,0.20844610035419464,0.24578391015529633,0.15605288743972778,0.32352519035339355,0.17721395194530487,0.24578391015529633,0.25492361187934875,0.26286041736602783,0.20329579710960388
in,0.2601168751716614,0.2652597725391388,0.46853652596473694,0.6662389636039734,0.1871482878923416,0.2593238651752472,0.6662389636039734,0.19434411823749542,0.19599339365959167,0.5696388483047485,0.6662389636039734,0.21164380013942719,0.22233200073242188,0.20430970191955566
the,0.33890387415885925,0.28034812211990356,0.5107308030128479,1.0,0.23570427298545837,0.34736719727516174,1.0,0.29311031103134155,0.27268242835998535,0.733189046382904,1.0,0.2470158040523529,0.29801803827285767,0.22068053483963013
uk,0.14388126134872437,0.1431046575307846,0.2875306308269501,0.2143084555864334,0.4264759123325348,0.128135547041893,0.2143084555864334,0.09285736829042435,0.1834692358970642,0.21513383090496063,0.2143084555864334,0.19620655477046967,0.20279376208782196,0.20222434401512146
",",0.22659391164779663,0.27938312292099,0.49057599902153015,0.4933079481124878,0.24642802774906158,0.3015086054801941,0.4933079481124878,0.24492213129997253,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.21865783631801605,0.3043581247329712,0.31091248989105225
denmark,0.11527150869369507,0.11863233894109726,0.20964564383029938,0.2167552262544632,0.1889445036649704,0.1594432145357132,0.2167552262544632,0.14533071219921112,0.16573360562324524,0.23152917623519897,0.2167552262544632,0.18240730464458466,0.22763459384441376,0.12332404404878616
and,0.33647966384887695,0.2911888659000397,0.4077630043029785,0.5171257257461548,0.2500721514225006,0.34479495882987976,0.5171257257461548,0.2506116032600403,0.1978406310081482,0.5116966962814331,0.5171257257461548,0.2354547381401062,0.35260969400405884,0.20544172823429108
australia,0.18526475131511688,0.1617591828107834,0.2309362292289734,0.26828548312187195,0.2044156789779663,0.1948947310447693,0.26828548312187195,0.20258349180221558,0.13396959006786346,0.2669609785079956,0.26828548312187195,0.1778440922498703,0.14626774191856384,0.15702682733535767
by,0.34370526671409607,0.2159195840358734,0.33887791633605957,0.4408751428127289,0.20775413513183594,0.18574509024620056,0.4408751428127289,0.23406434059143066,0.21702225506305695,0.3646814823150635,0.4408751428127289,0.19824901223182678,0.1252865046262741,0.17966607213020325
the,0.33890387415885925,0.28034812211990356,0.5107308030128479,1.0,0.23570427298545837,0.34736719727516174,1.0,0.29311031103134155,0.27268242835998535,0.733189046382904,1.0,0.2470158040523529,0.29801803827285767,0.22068053483963013
group,0.15481124818325043,0.10578560829162598,0.22796137630939484,0.30795547366142273,0.1462710201740265,0.13719572126865387,0.30795547366142273,0.14599470794200897,0.14085935056209564,0.25542253255844116,0.30795547366142273,0.13971875607967377,0.1338316798210144,0.13827809691429138
mankind,0.26546019315719604,0.1448087841272354,0.2133425623178482,0.29311031103134155,0.12341470271348953,0.22354532778263092,0.29311031103134155,1.0000001192092896,0.18337176740169525,0.243864044547081,0.29311031103134155,0.25667333602905273,0.08682478219270706,0.20777957141399384
",",0.22659391164779663,0.27938312292099,0.49057599902153015,0.4933079481124878,0.24642802774906158,0.3015086054801941,0.4933079481124878,0.24492213129997253,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.21865783631801605,0.3043581247329712,0.31091248989105225
which,0.4852597713470459,0.25426656007766724,0.4245251417160034,0.6521818041801453,0.19746054708957672,0.2750149369239807,0.6521818041801453,0.2917868494987488,0.28911566734313965,0.5011631846427917,0.6521818041801453,0.25756725668907166,0.26887866854667664,0.25814583897590637
reached,0.12375093251466751,0.18973958492279053,0.321969211101532,0.29860952496528625,0.48470649123191833,0.24863581359386444,0.29860952496528625,0.1032864898443222,0.15573741495609283,0.18604008853435516,0.29860952496528625,0.1334511935710907,0.256486177444458,0.1518019139766693
number,0.2725796401500702,0.136027991771698,0.2978411018848419,0.35145696997642517,0.3858932852745056,0.19046731293201447,0.35145696997642517,0.146773561835289,0.1982547640800476,0.2778518795967102,0.35145696997642517,0.15484444797039032,0.17391230165958405,0.19256845116615295
24,-0.016954585909843445,0.007234938908368349,-0.03375906124711037,0.009148004464805126,-0.07366793602705002,-0.04566230997443199,0.009148004464805126,0.032518625259399414,-0.09476033598184586,-0.02356693148612976,0.009148004464805126,-0.07736188173294067,-0.1285230964422226,0.016154835000634193
in,0.2601168751716614,0.2652597725391388,0.46853652596473694,0.6662389636039734,0.1871482878923416,0.2593238651752472,0.6662389636039734,0.19434411823749542,0.19599339365959167,0.5696388483047485,0.6662389636039734,0.21164380013942719,0.22233200073242188,0.20430970191955566
the,0.33890387415885925,0.28034812211990356,0.5107308030128479,1.0,0.23570427298545837,0.34736719727516174,1.0,0.29311031103134155,0.27268242835998535,0.733189046382904,1.0,0.2470158040523529,0.29801803827285767,0.22068053483963013
uk,0.14388126134872437,0.1431046575307846,0.2875306308269501,0.2143084555864334,0.4264759123325348,0.128135547041893,0.2143084555864334,0.09285736829042435,0.1834692358970642,0.21513383090496063,0.2143084555864334,0.19620655477046967,0.20279376208782196,0.20222434401512146
charts,0.22686290740966797,0.14933545887470245,0.2610147297382355,0.23570427298545837,1.0,0.21653003990650177,0.23570427298545837,0.12341470271348953,0.19430312514305115,0.1726142019033432,0.23570427298545837,0.2232377678155899,0.19488127529621124,0.1633777916431427
.,0.3287222981452942,0.24301011860370636,0.49257001280784607,0.5934505462646484,0.23311200737953186,0.35288307070732117,0.5934505462646484,0.22246193885803223,0.2754054665565491,0.5352458953857422,0.5934505462646484,0.2135048359632492,0.3313661813735962,0.4130953550338745
