,which,country,was,thinking,about,going,to,war,to,forcibly,take,middle,eastern,oil,fields,?
so,0.5582591891288757,0.2178422212600708,0.2666010558605194,0.45960482954978943,0.35778719186782837,0.5441848039627075,0.5091881155967712,0.21567615866661072,0.5091881155967712,0.35256239771842957,0.4027177095413208,0.24017266929149628,0.1663064807653427,0.18296490609645844,0.2824210524559021,0.43163934350013733
distraught,0.2640361189842224,0.19435182213783264,0.2211233526468277,0.39322197437286377,0.2527310252189636,0.33316680788993835,0.3067808449268341,0.26061534881591797,0.3067808449268341,0.19931064546108246,0.2674994170665741,0.15111562609672546,0.10714786499738693,0.08159319311380386,0.12946709990501404,0.17517566680908203
by,0.40543368458747864,0.24224938452243805,0.4752357602119446,0.2517649531364441,0.30091190338134766,0.17666931450366974,0.33534231781959534,0.18974854052066803,0.33534231781959534,0.29806920886039734,0.1697900891304016,0.18733404576778412,0.17081402242183685,0.20634248852729797,0.1579877883195877,0.17966607213020325
the,0.6521818041801453,0.30432501435279846,0.48711544275283813,0.27663561701774597,0.37995871901512146,0.38693177700042725,0.535392165184021,0.366199791431427,0.535392165184021,0.3338332176208496,0.31620436906814575,0.3405749201774597,0.3928247392177582,0.21849922835826874,0.16397054493427277,0.22068053483963013
rise,0.2739121615886688,0.1554761379957199,0.1483619064092636,0.18974074721336365,0.23694458603858948,0.20873239636421204,0.23256368935108185,0.16131123900413513,0.23256368935108185,0.2153633087873459,0.2079317271709442,0.19926248490810394,0.12598375976085663,0.14491119980812073,0.09256113320589066,0.10799103230237961
in,0.4840516746044159,0.3040012717247009,0.45514053106307983,0.2148134559392929,0.39797019958496094,0.2837577760219574,0.45010748505592346,0.29904094338417053,0.45010748505592346,0.2590760886669159,0.21975718438625336,0.26767921447753906,0.3306356370449066,0.21800900995731354,0.19709080457687378,0.20430970191955566
oil,0.20154443383216858,0.17200785875320435,0.15102124214172363,0.10891847312450409,0.14841169118881226,0.15893130004405975,0.1619214415550232,0.18649207055568695,0.1619214415550232,0.12471751123666763,0.08294273912906647,0.1754237711429596,0.15446411073207855,1.0,0.23132498562335968,0.14867261052131653
prices,0.26882874965667725,0.2692386507987976,0.21450144052505493,0.17181037366390228,0.15454412996768951,0.2756284475326538,0.3313114047050476,0.25242772698402405,0.3313114047050476,0.1962950974702835,0.24277085065841675,0.15285678207874298,0.1461649239063263,0.39236316084861755,0.21059748530387878,0.14604969322681427
and,0.506277859210968,0.30884742736816406,0.3740963041782379,0.31624719500541687,0.3875081241130829,0.34511667490005493,0.48971283435821533,0.29695844650268555,0.48971283435821533,0.3080771267414093,0.296702116727829,0.2514324486255646,0.22891712188720703,0.19239190220832825,0.3074205219745636,0.20544172823429108
being,0.4268448054790497,0.2409067302942276,0.5201660394668579,0.3643953204154968,0.276187002658844,0.36636263132095337,0.4514104127883911,0.26798877120018005,0.4514104127883911,0.3760474920272827,0.25119996070861816,0.17508664727210999,0.19540460407733917,0.16502055525779724,0.1405472755432129,0.26743772625923157
challenged,0.22220197319984436,0.09706588089466095,0.28419938683509827,0.3291565775871277,0.17297877371311188,0.23064060509204865,0.2755841314792633,0.21340636909008026,0.2755841314792633,0.22259671986103058,0.19788219034671783,0.06021571531891823,0.15874642133712769,0.10609094053506851,0.0971771851181984,0.224136084318161
by,0.40543368458747864,0.24224938452243805,0.4752357602119446,0.2517649531364441,0.30091190338134766,0.17666931450366974,0.33534231781959534,0.18974854052066803,0.33534231781959534,0.29806920886039734,0.1697900891304016,0.18733404576778412,0.17081402242183685,0.20634248852729797,0.1579877883195877,0.17966607213020325
under-developed,0.43166303634643555,0.23493000864982605,0.32711127400398254,0.2737228572368622,0.2992944121360779,0.3144514262676239,0.32246118783950806,0.19597499072551727,0.32246118783950806,0.21735766530036926,0.24115760624408722,0.31339380145072937,0.2676717936992645,0.24015899002552032,0.2259647399187088,0.19992372393608093
countries,0.29131221771240234,0.5439597368240356,0.24139733612537384,0.1771375685930252,0.21191194653511047,0.23860929906368256,0.3111797273159027,0.2999389171600342,0.3111797273159027,0.22999928891658783,0.22537964582443237,0.28406983613967896,0.32335537672042847,0.24815769493579865,0.25324732065200806,0.15128466486930847
that,0.6894589066505432,0.210195854306221,0.33670201897621155,0.4971897304058075,0.4500710964202881,0.5067326426506042,0.5436353087425232,0.22443464398384094,0.5436353087425232,0.32202252745628357,0.3651382029056549,0.22241683304309845,0.23358812928199768,0.2114400863647461,0.20579737424850464,0.32716336846351624
they,0.5165667533874512,0.2384694516658783,0.3300964832305908,0.33196207880973816,0.34267860651016235,0.4282679557800293,0.5452046394348145,0.23408442735671997,0.5452046394348145,0.3245087265968323,0.3386363983154297,0.19944244623184204,0.24388904869556427,0.1968240588903427,0.2063075304031372,0.2753053903579712
briefly,0.2718057334423065,0.16917943954467773,0.3670034408569336,0.13270853459835052,0.17299294471740723,0.2267937958240509,0.2906911373138428,0.2701234817504883,0.2906911373138428,0.27677950263023376,0.17375831305980682,0.1450112760066986,0.16757991909980774,0.09504298120737076,0.15921707451343536,0.04666464775800705
considered,0.32509535551071167,0.19796866178512573,0.384328156709671,0.27419355511665344,0.2525787353515625,0.24879734218120575,0.2954166829586029,0.1903514564037323,0.2954166829586029,0.25150907039642334,0.18459485471248627,0.1612148880958557,0.2064499855041504,0.19280636310577393,0.14720287919044495,0.19909770786762238
military,0.18082310259342194,0.29486605525016785,0.24704936146736145,0.1972326636314392,0.16797523200511932,0.21224772930145264,0.2282337248325348,0.46499648690223694,0.2282337248325348,0.2570474445819855,0.18043076992034912,0.18443851172924042,0.23123320937156677,0.10677170008420944,0.14332284033298492,0.1890317052602768
action,0.3008856773376465,0.09857108443975449,0.17610664665699005,0.23371267318725586,0.1750698834657669,0.2662651538848877,0.24674110114574432,0.31950464844703674,0.24674110114574432,0.20676420629024506,0.2290688157081604,0.06105930358171463,0.10518409311771393,0.07727837562561035,0.11903861910104752,0.250188946723938
to,0.5345056653022766,0.31281599402427673,0.3636345863342285,0.30659791827201843,0.391953706741333,0.5117058157920837,1.0,0.2610234022140503,1.0,0.38062015175819397,0.4075521230697632,0.2015334814786911,0.1750476211309433,0.1619214415550232,0.24277333915233612,0.29463258385658264
forcibly,0.2975437045097351,0.16462111473083496,0.22755448520183563,0.24088014662265778,0.21475766599178314,0.2981116771697998,0.38062015175819397,0.25353196263313293,0.38062015175819397,1.0,0.27174168825149536,0.19747081398963928,0.2726250886917114,0.12471751123666763,0.15453146398067474,0.20553894340991974
seize,0.20048904418945312,0.15160925686359406,0.13730652630329132,0.16596966981887817,0.12907108664512634,0.1465892195701599,0.2586917579174042,0.2931852638721466,0.2586917579174042,0.35445335507392883,0.38178524374961853,0.12597692012786865,0.113713338971138,0.1455277055501938,0.09532492607831955,0.19219020009040833
middle,0.22406704723834991,0.154677152633667,0.21038298308849335,0.16565842926502228,0.2368152141571045,0.19014735519886017,0.2015334814786911,0.20318377017974854,0.2015334814786911,0.19747081398963928,0.1165722906589508,0.9999998807907104,0.31986919045448303,0.1754237711429596,0.12032172083854675,0.13139553368091583
eastern,0.26815342903137207,0.18891112506389618,0.23346775770187378,0.15468187630176544,0.1675158143043518,0.1897416114807129,0.1750476211309433,0.22577248513698578,0.1750476211309433,0.2726250886917114,0.12238463014364243,0.31986919045448303,1.0,0.15446411073207855,0.10253508388996124,0.20060817897319794
oilfields,0.21307729184627533,0.31384703516960144,0.25521644949913025,0.1751335710287094,0.13337290287017822,0.2136232852935791,0.25187256932258606,0.25710752606391907,0.25187256932258606,0.2921946942806244,0.14978231489658356,0.17810562252998352,0.2166963815689087,0.5014679431915283,0.6794130206108093,0.15769235789775848
in,0.4840516746044159,0.3040012717247009,0.45514053106307983,0.2148134559392929,0.39797019958496094,0.2837577760219574,0.45010748505592346,0.29904094338417053,0.45010748505592346,0.2590760886669159,0.21975718438625336,0.26767921447753906,0.3306356370449066,0.21800900995731354,0.19709080457687378,0.20430970191955566
late,0.2546604573726654,0.19707132875919342,0.4393066465854645,0.19886378943920135,0.1934886872768402,0.21973411738872528,0.25809016823768616,0.20084302127361298,0.25809016823768616,0.13686513900756836,0.10980438441038132,0.37859907746315,0.20130805671215057,0.10911301523447037,0.04382544755935669,0.11339222639799118
1973,-0.15690617263317108,-0.15410107374191284,-0.1900326907634735,-0.15077587962150574,-0.17869092524051666,-0.26852691173553467,-0.2857922613620758,-0.2094983458518982,-0.2857922613620758,-0.16670066118240356,-0.21965669095516205,-0.08369746804237366,-0.1210617646574974,-0.11623536795377731,-0.15238115191459656,-0.07644321769475937
.,0.45942068099975586,0.26130348443984985,0.40146201848983765,0.2937794327735901,0.42038556933403015,0.3473944664001465,0.4645031690597534,0.3000848889350891,0.4645031690597534,0.20167352259159088,0.3045158088207245,0.2989427447319031,0.2820250988006592,0.22117017209529877,0.23414810001850128,0.4130953550338745
