,who,threw,gold,into,the,rhine,",",according,to,legend,?
the,0.3733934462070465,0.28714463114738464,0.27136439085006714,0.39493247866630554,1.0,0.30735138058662415,0.4933079481124878,0.3202974498271942,0.535392165184021,0.19108377397060394,0.22068053483963013
hero,0.3189622759819031,0.2330763190984726,0.1124003455042839,0.12070882320404053,0.19534069299697876,0.12156961113214493,0.22340096533298492,0.19346317648887634,0.2137003242969513,0.3875654339790344,0.141077920794487
siegfried,0.26513513922691345,0.24241553246974945,0.1545408070087433,0.1952628493309021,0.2753113806247711,0.3929244875907898,0.20515313744544983,0.19904036819934845,0.22739364206790924,0.2427448332309723,0.20512576401233673
killing,0.22400251030921936,0.36451172828674316,0.08721139281988144,0.26221537590026855,0.2688891291618347,0.10651839524507523,0.3071345388889313,0.17337770760059357,0.2152041643857956,0.1559203863143921,0.13008421659469604
a,0.36608949303627014,0.2536541521549225,0.22218312323093414,0.3461161255836487,0.5829201340675354,0.1823403388261795,0.427140474319458,0.239227756857872,0.45503583550453186,0.21192191541194916,0.23916715383529663
dragon,0.21980597078800201,0.18585345149040222,0.23537492752075195,0.2050328254699707,0.2850968539714813,0.10154204070568085,0.25962120294570923,0.14156866073608398,0.18517206609249115,0.3081725835800171,0.1974911391735077
on,0.2340552806854248,0.20030541718006134,0.15932275354862213,0.30585673451423645,0.5107308030128479,0.20067645609378815,0.49057599902153015,0.2925943434238434,0.41031414270401,0.1266251802444458,0.2714994251728058
the,0.3733934462070465,0.28714463114738464,0.27136439085006714,0.39493247866630554,1.0,0.30735138058662415,0.4933079481124878,0.3202974498271942,0.535392165184021,0.19108377397060394,0.22068053483963013
drachenfels,0.2877472937107086,0.17770516872406006,0.2570441663265228,0.286173552274704,0.39601391553878784,0.5275524258613586,0.415554016828537,0.2108551263809204,0.2721066176891327,0.20970667898654938,0.23901787400245667
(,0.2443375140428543,0.12958259880542755,0.172476127743721,0.1606949418783188,0.33289089798927307,0.12381801009178162,0.6363511681556702,0.19962136447429657,0.30882009863853455,0.18799027800559998,0.40561532974243164
siebengebirge,0.2225571870803833,0.10195612162351608,0.20776470005512238,0.18064484000205994,0.31897008419036865,0.543897807598114,0.3467433750629425,0.19114363193511963,0.23304592072963715,0.23260734975337982,0.20031411945819855
),0.2457384318113327,0.13118569552898407,0.17736263573169708,0.1600802093744278,0.3456730246543884,0.12686386704444885,0.63033527135849,0.19621314108371735,0.31236231327056885,0.19802744686603546,0.42300865054130554
(,0.2443375140428543,0.12958259880542755,0.172476127743721,0.1606949418783188,0.33289089798927307,0.12381801009178162,0.6363511681556702,0.19962136447429657,0.30882009863853455,0.18799027800559998,0.40561532974243164
``,0.02397952415049076,-0.05172497779130936,-0.11425485461950302,0.02736244536936283,0.029072100296616554,0.031863048672676086,0.09681109338998795,0.008405309170484543,0.06720756739377975,-0.021260254085063934,0.0685480609536171
dragons,0.24425823986530304,0.19675083458423615,0.25890082120895386,0.1620970219373703,0.22489608824253082,0.09787695109844208,0.2546549439430237,0.11306172609329224,0.17589105665683746,0.26551148295402527,0.21608462929725647
rock,0.1515379399061203,0.22349490225315094,0.1931927502155304,0.2020813673734665,0.23786304891109467,0.17885208129882812,0.2775712311267853,0.1331247240304947,0.22657817602157593,0.18974581360816956,0.13172835111618042
'',0.024401003494858742,-0.012492213398218155,-7.126860873540863e-05,-0.043979667127132416,0.041273195296525955,-0.003653771709650755,-0.037358131259679794,0.06436512619256973,-0.009905828163027763,0.07939443737268448,0.018684765323996544
),0.2457384318113327,0.13118569552898407,0.17736263573169708,0.1600802093744278,0.3456730246543884,0.12686386704444885,0.63033527135849,0.19621314108371735,0.31236231327056885,0.19802744686603546,0.42300865054130554
",",0.3365725874900818,0.2009226679801941,0.28787803649902344,0.2826121151447296,0.4933079481124878,0.167837992310524,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.22192493081092834,0.31091248989105225
near,0.08319083601236343,0.22822590172290802,0.1269797384738922,0.27234160900115967,0.2879819869995117,0.2615382969379425,0.3141826391220093,0.1873689591884613,0.2456841915845871,0.10812309384346008,0.10734958201646805
bonn,0.195410817861557,0.06489410251379013,0.1439829170703888,0.14656808972358704,0.25680050253868103,0.5227794647216797,0.28043362498283386,0.13719777762889862,0.1628953218460083,0.07819698005914688,0.16948336362838745
at,0.22096660733222961,0.2434542030096054,0.22118139266967773,0.2095452845096588,0.457212895154953,0.19469857215881348,0.38314947485923767,0.25376394391059875,0.36524343490600586,0.18718762695789337,0.21978627145290375
the,0.3733934462070465,0.28714463114738464,0.27136439085006714,0.39493247866630554,1.0,0.30735138058662415,0.4933079481124878,0.3202974498271942,0.535392165184021,0.19108377397060394,0.22068053483963013
rhine,0.16740792989730835,0.134166419506073,0.1647106558084488,0.1991104632616043,0.30735138058662415,1.0,0.167837992310524,0.1310230940580368,0.1736302673816681,0.10425674915313721,0.13754533231258392
and,0.41279885172843933,0.23430587351322174,0.26129499077796936,0.36597734689712524,0.5171257257461548,0.22029656171798706,0.6633074283599854,0.30645591020584106,0.48971283435821533,0.19090360403060913,0.20544172823429108
of,0.2827862501144409,0.2293425351381302,0.2101457566022873,0.32255905866622925,0.733189046382904,0.2548927664756775,0.4946078956127167,0.3307822346687317,0.41548454761505127,0.22387516498565674,0.1826142966747284
the,0.3733934462070465,0.28714463114738464,0.27136439085006714,0.39493247866630554,1.0,0.30735138058662415,0.4933079481124878,0.3202974498271942,0.535392165184021,0.19108377397060394,0.22068053483963013
burgundians,0.29423797130584717,0.2207738757133484,0.1881464421749115,0.1723538041114807,0.3270890712738037,0.35547417402267456,0.2539825141429901,0.19596128165721893,0.27082881331443787,0.17657537758350372,0.16021956503391266
and,0.41279885172843933,0.23430587351322174,0.26129499077796936,0.36597734689712524,0.5171257257461548,0.22029656171798706,0.6633074283599854,0.30645591020584106,0.48971283435821533,0.19090360403060913,0.20544172823429108
their,0.3767721951007843,0.23201721906661987,0.14826741814613342,0.24211956560611725,0.516537070274353,0.13059040904045105,0.3045167922973633,0.22182291746139526,0.44619059562683105,0.08807676285505295,0.1898253709077835
court,0.24532970786094666,0.18721285462379456,0.09833195060491562,0.11514103412628174,0.2812081575393677,0.15217584371566772,0.24410836398601532,0.19761428236961365,0.24824365973472595,0.12832936644554138,0.17100423574447632
at,0.22096660733222961,0.2434542030096054,0.22118139266967773,0.2095452845096588,0.457212895154953,0.19469857215881348,0.38314947485923767,0.25376394391059875,0.36524343490600586,0.18718762695789337,0.21978627145290375
worms,0.15145674347877502,0.1626550853252411,0.08136273920536041,0.18931014835834503,0.22492028772830963,0.29185405373573303,0.25400060415267944,0.09979578852653503,0.18428558111190796,0.07210349291563034,0.18053190410137177
",",0.3365725874900818,0.2009226679801941,0.28787803649902344,0.2826121151447296,0.4933079481124878,0.167837992310524,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.22192493081092834,0.31091248989105225
at,0.22096660733222961,0.2434542030096054,0.22118139266967773,0.2095452845096588,0.457212895154953,0.19469857215881348,0.38314947485923767,0.25376394391059875,0.36524343490600586,0.18718762695789337,0.21978627145290375
the,0.3733934462070465,0.28714463114738464,0.27136439085006714,0.39493247866630554,1.0,0.30735138058662415,0.4933079481124878,0.3202974498271942,0.535392165184021,0.19108377397060394,0.22068053483963013
rhine,0.16740792989730835,0.134166419506073,0.1647106558084488,0.1991104632616043,0.30735138058662415,1.0,0.167837992310524,0.1310230940580368,0.1736302673816681,0.10425674915313721,0.13754533231258392
and,0.41279885172843933,0.23430587351322174,0.26129499077796936,0.36597734689712524,0.5171257257461548,0.22029656171798706,0.6633074283599854,0.30645591020584106,0.48971283435821533,0.19090360403060913,0.20544172823429108
kriemhild,0.3535286486148834,0.27077358961105347,0.18881535530090332,0.2788584232330322,0.30560582876205444,0.4153063893318176,0.25770285725593567,0.27889618277549744,0.3600650131702423,0.22300218045711517,0.22281241416931152
's,0.05599616840481758,0.04771614074707031,0.095478355884552,0.00961404386907816,-0.01540423184633255,0.0778765007853508,-0.0016132977325469255,-0.0037221983075141907,0.03782717138528824,0.01219833642244339,-0.023395681753754616
golden,0.21521420776844025,0.1809333860874176,0.36275357007980347,0.1772218644618988,0.28740859031677246,0.1410689353942871,0.26355642080307007,0.11938101798295975,0.17844271659851074,0.28279533982276917,0.1324693262577057
treasure,0.23424921929836273,0.15340466797351837,0.3784775733947754,0.12115196883678436,0.27999910712242126,0.12700672447681427,0.1907457560300827,0.17041143774986267,0.208397775888443,0.28658899664878845,0.1428249627351761
",",0.3365725874900818,0.2009226679801941,0.28787803649902344,0.2826121151447296,0.4933079481124878,0.167837992310524,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.22192493081092834,0.31091248989105225
which,0.3688730001449585,0.25778502225875854,0.2007036805152893,0.4405161738395691,0.6521818041801453,0.18744276463985443,0.3658004403114319,0.28790292143821716,0.5345056653022766,0.1827332079410553,0.25814583897590637
was,0.3318818509578705,0.28031083941459656,0.24345459043979645,0.2322220653295517,0.48711544275283813,0.18681856989860535,0.45456063747406006,0.31116798520088196,0.3636345863342285,0.23389975726604462,0.18412111699581146
thrown,0.23071284592151642,0.6022290587425232,0.18347682058811188,0.301429808139801,0.2739415764808655,0.1691276878118515,0.2260255068540573,0.11852706968784332,0.24596557021141052,0.15174618363380432,0.21178987622261047
into,0.16956904530525208,0.3031060993671417,0.1654365211725235,1.0,0.39493247866630554,0.1991104632616043,0.2826121151447296,0.19974836707115173,0.38810545206069946,0.1335395723581314,0.15662476420402527
the,0.3733934462070465,0.28714463114738464,0.27136439085006714,0.39493247866630554,1.0,0.30735138058662415,0.4933079481124878,0.3202974498271942,0.535392165184021,0.19108377397060394,0.22068053483963013
rhine,0.16740792989730835,0.134166419506073,0.1647106558084488,0.1991104632616043,0.30735138058662415,1.0,0.167837992310524,0.1310230940580368,0.1736302673816681,0.10425674915313721,0.13754533231258392
by,0.39727845788002014,0.23196102678775787,0.13893671333789825,0.30473223328590393,0.4408751428127289,0.18456800282001495,0.3680937886238098,0.2975466847419739,0.33534231781959534,0.12820111215114594,0.17966607213020325
hagen,0.21909116208553314,0.10498605668544769,0.15621417760849,0.20735740661621094,0.22946712374687195,0.36474689841270447,0.2488834708929062,0.13449624180793762,0.20555710792541504,0.2316596359014511,0.19509121775627136
.,0.3541337847709656,0.21666386723518372,0.22364865243434906,0.26250120997428894,0.5934505462646484,0.2089352011680603,0.6812511086463928,0.29052162170410156,0.4645031690597534,0.17981120944023132,0.4130953550338745
