,approximately,how,many,works,of,art,are,included,in,the,far,eastern,collections,?
art,0.11824912577867508,0.17110610008239746,0.24921295046806335,0.35882219672203064,0.22648051381111145,1.0,0.15355311334133148,0.15193471312522888,0.2282189577817917,0.20297785103321075,0.2209669053554535,0.1794656217098236,0.3595452308654785,0.138971745967865
from,0.302482545375824,0.22939439117908478,0.33099696040153503,0.16260115802288055,0.4249346852302551,0.2182932198047638,0.2674213647842407,0.2588649094104767,0.4274188280105591,0.40150508284568787,0.3038284182548523,0.2597717344760895,0.27473148703575134,0.19969791173934937
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.26337864995002747,0.733189046382904,0.20297785103321075,0.40399202704429626,0.3825419843196869,0.6662389636039734,1.0,0.38564538955688477,0.3928247392177582,0.27174001932144165,0.22068053483963013
countries,0.19128911197185516,0.22695748507976532,0.4298940598964691,0.2260522097349167,0.2800094783306122,0.13696043193340302,0.35174399614334106,0.28401389718055725,0.3027990758419037,0.33290645480155945,0.2930656969547272,0.32335537672042847,0.23736664652824402,0.15128466486930847
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.1964656114578247,1.0,0.22648051381111145,0.39081433415412903,0.4391688108444214,0.5696388483047485,0.733189046382904,0.3005201518535614,0.33281487226486206,0.3185039758682251,0.1826142966747284
east,0.23989662528038025,0.1773146688938141,0.20167402923107147,0.09388259053230286,0.314786434173584,0.1746879369020462,0.16636624932289124,0.16145534813404083,0.32659441232681274,0.3383176326751709,0.3195898234844208,0.6015186309814453,0.11118265986442566,0.10070597380399704
asia,0.19344057142734528,0.15617841482162476,0.3236691951751709,0.1605979949235916,0.2372564673423767,0.14643964171409607,0.21773061156272888,0.1556607335805893,0.26562291383743286,0.2838890850543976,0.23477455973625183,0.3259150981903076,0.1736319363117218,0.1340748518705368
:,0.0014460362726822495,-0.11215605586767197,-0.10786184668540955,-0.08595893532037735,-0.08807745575904846,-0.006715555675327778,-0.1189703419804573,-0.025355264544487,0.020521078258752823,-0.03403344005346298,-0.07478536665439606,-0.02672940120100975,-0.11548762768507004,-0.07156077772378922
china,0.20250791311264038,0.1747840791940689,0.30871403217315674,0.10152750462293625,0.27699828147888184,0.13821016252040863,0.21174804866313934,0.16390001773834229,0.267821341753006,0.3110525608062744,0.19558118283748627,0.3387964963912964,0.18003498017787933,0.18007943034172058
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.29211118817329407,0.4946078956127167,0.2700960636138916,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.346853643655777,0.3081906735897064,0.2696824073791504,0.31091248989105225
japan,0.1354023814201355,0.16129757463932037,0.24130243062973022,0.1121450811624527,0.2358245700597763,0.20885589718818665,0.14791998267173767,0.1530071198940277,0.23087722063064575,0.22735914587974548,0.19107116758823395,0.18312431871891022,0.2004651129245758,0.1312343180179596
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.33871909976005554,0.5116966962814331,0.2631918787956238,0.48576638102531433,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.3353408873081207,0.22891712188720703,0.2914140522480011,0.20544172823429108
korea,0.1929466873407364,0.17159973084926605,0.25818994641304016,0.08935326337814331,0.2644958198070526,0.14932669699192047,0.160377636551857,0.15939602255821228,0.2038920670747757,0.2667161226272583,0.21439747512340546,0.19322115182876587,0.1998588740825653,0.19150957465171814
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.28871041536331177,0.5352458953857422,0.21795564889907837,0.3452940285205841,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.3168189823627472,0.2820250988006592,0.30024775862693787,0.4130953550338745
