,disney,paid,for,the,jungle,book,",",alice,through,the,looking,glass,",",and,which,other,film,trailer,to,be,aired,during,the,game,?
lionsgate,0.5292616486549377,0.24763692915439606,0.2642984986305237,0.3558478355407715,0.36284342408180237,0.24329732358455658,0.30752867460250854,0.25319284200668335,0.29964590072631836,0.3558478355407715,0.19261319935321808,0.21164673566818237,0.30752867460250854,0.31437671184539795,0.3373672664165497,0.24453729391098022,0.43072059750556946,0.3649771511554718,0.27206581830978394,0.23594948649406433,0.40997809171676636,0.20490235090255737,0.3558478355407715,0.3011285066604614,0.20515874028205872
paid,0.17091912031173706,1.0,0.29203978180885315,0.22871042788028717,0.21308937668800354,0.1491771936416626,0.18092423677444458,0.11509614437818527,0.13909763097763062,0.22871042788028717,0.24992325901985168,0.14778639376163483,0.18092423677444458,0.23595960438251495,0.21827414631843567,0.20844975113868713,0.11198428273200989,0.17094449698925018,0.2345556914806366,0.23184046149253845,0.19972042739391327,0.26965436339378357,0.22871042788028717,0.21526460349559784,0.20964482426643372
for,0.16913838684558868,0.29203978180885315,0.9999999403953552,0.4739971458911896,0.19174140691757202,0.22091296315193176,0.4464869201183319,0.14588850736618042,0.3172857463359833,0.4739971458911896,0.3032892048358917,0.2755418121814728,0.4464869201183319,0.5064792633056641,0.44095608592033386,0.3273986279964447,0.24293163418769836,0.1980103701353073,0.4451248347759247,0.3801851272583008,0.14468124508857727,0.3448435664176941,0.4739971458911896,0.2608485519886017,0.264628142118454
gods,0.18187522888183594,0.1516438126564026,0.1709371656179428,0.2596609592437744,0.1553393006324768,0.20016536116600037,0.24534226953983307,0.1289328634738922,0.1290012001991272,0.2596609592437744,0.17944753170013428,0.14867256581783295,0.24534226953983307,0.23458963632583618,0.24062763154506683,0.22709648311138153,0.1502816379070282,0.163854718208313,0.2517090439796448,0.23981979489326477,0.10786674916744232,0.17104889452457428,0.2596609592437744,0.14596903324127197,0.16458383202552795
of,0.19926400482654572,0.22769756615161896,0.4185989499092102,0.733189046382904,0.1431581974029541,0.22602593898773193,0.4946078956127167,0.17534750699996948,0.3647414743900299,0.733189046382904,0.23140966892242432,0.24470314383506775,0.4946078956127167,0.5116966962814331,0.5011631846427917,0.38583824038505554,0.22166931629180908,0.1294957548379898,0.41548454761505127,0.33904364705085754,0.15519371628761292,0.3869180977344513,0.733189046382904,0.2298848181962967,0.1826142966747284
egypt,0.1969664990901947,0.20187725126743317,0.17121455073356628,0.2536296546459198,0.21019728481769562,0.21321487426757812,0.2490617334842682,0.1155942901968956,0.1452580690383911,0.2536296546459198,0.13232944905757904,0.18876908719539642,0.2490617334842682,0.25949424505233765,0.20362521708011627,0.16517704725265503,0.13787449896335602,0.07892070710659027,0.2233564704656601,0.20345968008041382,0.11991062760353088,0.20927612483501434,0.2536296546459198,0.13589699566364288,0.17769601941108704
",",0.2132069319486618,0.18092423677444458,0.4464869201183319,0.4933079481124878,0.2301325649023056,0.23644568026065826,1.0000001192092896,0.2550550401210785,0.3060276508331299,0.4933079481124878,0.23123399913311005,0.23527590930461884,1.0000001192092896,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.2552308440208435,0.20151035487651825,0.44245919585227966,0.39254459738731384,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
paramount,0.49851900339126587,0.24635596573352814,0.19609104096889496,0.21407467126846313,0.2734318971633911,0.22587044537067413,0.23081281781196594,0.173686683177948,0.17172305285930634,0.21407467126846313,0.08735384047031403,0.2100391983985901,0.23081281781196594,0.20837625861167908,0.1655159890651703,0.15149331092834473,0.3781766891479492,0.31387844681739807,0.16977928578853607,0.16595858335494995,0.33158642053604126,0.14327478408813477,0.21407467126846313,0.2165052592754364,0.1511610448360443
paid,0.17091912031173706,1.0,0.29203978180885315,0.22871042788028717,0.21308937668800354,0.1491771936416626,0.18092423677444458,0.11509614437818527,0.13909763097763062,0.22871042788028717,0.24992325901985168,0.14778639376163483,0.18092423677444458,0.23595960438251495,0.21827414631843567,0.20844975113868713,0.11198428273200989,0.17094449698925018,0.2345556914806366,0.23184046149253845,0.19972042739391327,0.26965436339378357,0.22871042788028717,0.21526460349559784,0.20964482426643372
for,0.16913838684558868,0.29203978180885315,0.9999999403953552,0.4739971458911896,0.19174140691757202,0.22091296315193176,0.4464869201183319,0.14588850736618042,0.3172857463359833,0.4739971458911896,0.3032892048358917,0.2755418121814728,0.4464869201183319,0.5064792633056641,0.44095608592033386,0.3273986279964447,0.24293163418769836,0.1980103701353073,0.4451248347759247,0.3801851272583008,0.14468124508857727,0.3448435664176941,0.4739971458911896,0.2608485519886017,0.264628142118454
teenage,0.3011331856250763,0.1364808976650238,0.16067081689834595,0.2080013006925583,0.2997913956642151,0.23811155557632446,0.1923602968454361,0.2571026682853699,0.17622289061546326,0.2080013006925583,0.244752436876297,0.14085456728935242,0.1923602968454361,0.20996850728988647,0.1811484694480896,0.15777945518493652,0.22263997793197632,0.2176484614610672,0.21666087210178375,0.17631541192531586,0.3830242156982422,0.2767832279205322,0.2080013006925583,0.2324817031621933,0.18613165616989136
mutant,0.2455914318561554,0.12932215631008148,0.1649761199951172,0.23348142206668854,0.21944162249565125,0.21546262502670288,0.1933673471212387,0.18140892684459686,0.10278857499361038,0.23348142206668854,0.21696032583713531,0.1420881450176239,0.1933673471212387,0.2230440229177475,0.21679699420928955,0.22229282557964325,0.19367560744285583,0.2315954864025116,0.21581219136714935,0.2280927300453186,0.2642247676849365,0.168541818857193,0.23348142206668854,0.25421133637428284,0.17710834741592407
ninja,0.2524092197418213,0.16456811130046844,0.07788430154323578,0.21667362749576569,0.2176155149936676,0.22145365178585052,0.17336240410804749,0.08046018332242966,0.12828955054283142,0.21667362749576569,0.1147199273109436,0.1679653376340866,0.17336240410804749,0.2073250114917755,0.22370076179504395,0.19754981994628906,0.18047305941581726,0.19800588488578796,0.17830313742160797,0.16403579711914062,0.3160410523414612,0.2455226331949234,0.21667362749576569,0.29948890209198,0.1371469497680664
turtles,0.25051790475845337,0.12296394258737564,0.12440097332000732,0.2550264298915863,0.2692826986312866,0.16227692365646362,0.23733381927013397,0.09558994323015213,0.14071550965309143,0.2550264298915863,0.20949415862560272,0.17749878764152527,0.23733381927013397,0.27277547121047974,0.2495494931936264,0.2183939665555954,0.13579493761062622,0.14466483891010284,0.19984138011932373,0.20010755956172943,0.2873424291610718,0.1996438056230545,0.2550264298915863,0.18896366655826569,0.09554774314165115
:,-0.061742328107357025,-0.031136125326156616,-0.02522280067205429,-0.03403344005346298,-0.1240730732679367,-0.11136190593242645,-0.004729332868009806,-0.1574746072292328,-0.08687232434749603,-0.03403344005346298,-0.14861547946929932,-0.051636703312397,-0.004729332868009806,-0.04625999182462692,-0.11049769818782806,-0.0941355749964714,-0.0469588078558445,-0.10141312330961227,-0.09243495017290115,-0.09417453408241272,-0.0374361090362072,0.03165488690137863,-0.03403344005346298,0.06087861210107803,-0.07156077772378922
out,0.12993957102298737,0.21636338531970978,0.3312093913555145,0.39404502511024475,0.22307832539081573,0.17445732653141022,0.3161109685897827,0.16970764100551605,0.3849549889564514,0.39404502511024475,0.2724476754665375,0.256935715675354,0.3161109685897827,0.3881998062133789,0.37864550948143005,0.2891615033149719,0.14934955537319183,0.2418963462114334,0.42386990785598755,0.3626708686351776,0.1853143572807312,0.2754679322242737,0.39404502511024475,0.2353202998638153,0.22020699083805084
of,0.19926400482654572,0.22769756615161896,0.4185989499092102,0.733189046382904,0.1431581974029541,0.22602593898773193,0.4946078956127167,0.17534750699996948,0.3647414743900299,0.733189046382904,0.23140966892242432,0.24470314383506775,0.4946078956127167,0.5116966962814331,0.5011631846427917,0.38583824038505554,0.22166931629180908,0.1294957548379898,0.41548454761505127,0.33904364705085754,0.15519371628761292,0.3869180977344513,0.733189046382904,0.2298848181962967,0.1826142966747284
the,0.24980762600898743,0.22871042788028717,0.4739971458911896,1.0,0.2256680727005005,0.2652374505996704,0.4933079481124878,0.21022173762321472,0.44071322679519653,1.0,0.30421850085258484,0.20646950602531433,0.4933079481124878,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.2824619710445404,0.25035014748573303,0.535392165184021,0.4248143136501312,0.2525516450405121,0.4838213622570038,1.0,0.285271555185318,0.22068053483963013
shadows,0.20846585929393768,0.08819124102592468,0.21432022750377655,0.2440287470817566,0.34794965386390686,0.2766875922679901,0.2285430133342743,0.2696034610271454,0.23905253410339355,0.2440287470817566,0.2517133951187134,0.34517163038253784,0.2285430133342743,0.30044272541999817,0.21374745666980743,0.18543702363967896,0.2360106110572815,0.2213125228881836,0.14845389127731323,0.16883814334869385,0.20701412856578827,0.1582372486591339,0.2440287470817566,0.3318319022655487,0.10613467544317245
and,0.23352548480033875,0.23595960438251495,0.5064792633056641,0.5171257257461548,0.2935342788696289,0.28024056553840637,0.6633074283599854,0.23120373487472534,0.3666759729385376,0.5171257257461548,0.28787463903427124,0.2681989371776581,0.6633074283599854,1.0,0.506277859210968,0.5504306554794312,0.23832054436206818,0.1914048194885254,0.48971283435821533,0.41766801476478577,0.2092604786157608,0.36462149024009705,0.5171257257461548,0.25192898511886597,0.20544172823429108
10,0.03901686519384384,0.10452134907245636,0.07862305641174316,0.2880653440952301,0.1737968921661377,0.048250336199998856,0.1734008640050888,0.027137110009789467,0.18461163341999054,0.2880653440952301,0.08193013072013855,0.012582456693053246,0.1734008640050888,0.2397010177373886,0.15415236353874207,0.24179062247276306,-0.002916739322245121,-0.0003390664351172745,0.18753696978092194,0.13232901692390442,0.017353229224681854,0.1398424357175827,0.2880653440952301,0.01925787515938282,0.022911956533789635
cloverfield,0.28889742493629456,0.1732020378112793,0.2720806300640106,0.26082196831703186,0.35178959369659424,0.24089090526103973,0.375484824180603,0.2645026445388794,0.13011664152145386,0.26082196831703186,0.2182687371969223,0.15706169605255127,0.375484824180603,0.3303966224193573,0.25339367985725403,0.2216598242521286,0.25188806653022766,0.22667396068572998,0.23572427034378052,0.18165916204452515,0.2736803889274597,0.10797914862632751,0.26082196831703186,0.24874867498874664,0.18510612845420837
lane,0.216258704662323,0.13584472239017487,0.20664037764072418,0.17604383826255798,0.19179515540599823,0.16866753995418549,0.22369475662708282,0.2485593855381012,0.19179581105709076,0.17604383826255798,0.1820337325334549,0.23205403983592987,0.22369475662708282,0.28166595101356506,0.16527855396270752,0.1563815027475357,0.13787224888801575,0.28777849674224854,0.20980419218540192,0.21657685935497284,0.1621994823217392,0.08047500997781754,0.17604383826255798,0.1719854325056076,0.12951500713825226
",",0.2132069319486618,0.18092423677444458,0.4464869201183319,0.4933079481124878,0.2301325649023056,0.23644568026065826,1.0000001192092896,0.2550550401210785,0.3060276508331299,0.4933079481124878,0.23123399913311005,0.23527590930461884,1.0000001192092896,0.6633074283599854,0.3658004403114319,0.4446498453617096,0.2552308440208435,0.20151035487651825,0.44245919585227966,0.39254459738731384,0.2195960283279419,0.3225448727607727,0.4933079481124878,0.2653886377811432,0.31091248989105225
universal,0.3484981060028076,0.1164514496922493,0.19553370773792267,0.2359178364276886,0.19119268655776978,0.20575550198554993,0.23720639944076538,0.06599932163953781,0.1453811228275299,0.2359178364276886,0.11609301716089249,0.09782402962446213,0.23720639944076538,0.22791598737239838,0.22577796876430511,0.23028594255447388,0.26858651638031006,0.19180795550346375,0.19006553292274475,0.22472326457500458,0.1879141628742218,0.1565779447555542,0.2359178364276886,0.17893706262111664,0.2074412703514099
paid,0.17091912031173706,1.0,0.29203978180885315,0.22871042788028717,0.21308937668800354,0.1491771936416626,0.18092423677444458,0.11509614437818527,0.13909763097763062,0.22871042788028717,0.24992325901985168,0.14778639376163483,0.18092423677444458,0.23595960438251495,0.21827414631843567,0.20844975113868713,0.11198428273200989,0.17094449698925018,0.2345556914806366,0.23184046149253845,0.19972042739391327,0.26965436339378357,0.22871042788028717,0.21526460349559784,0.20964482426643372
for,0.16913838684558868,0.29203978180885315,0.9999999403953552,0.4739971458911896,0.19174140691757202,0.22091296315193176,0.4464869201183319,0.14588850736618042,0.3172857463359833,0.4739971458911896,0.3032892048358917,0.2755418121814728,0.4464869201183319,0.5064792633056641,0.44095608592033386,0.3273986279964447,0.24293163418769836,0.1980103701353073,0.4451248347759247,0.3801851272583008,0.14468124508857727,0.3448435664176941,0.4739971458911896,0.2608485519886017,0.264628142118454
the,0.24980762600898743,0.22871042788028717,0.4739971458911896,1.0,0.2256680727005005,0.2652374505996704,0.4933079481124878,0.21022173762321472,0.44071322679519653,1.0,0.30421850085258484,0.20646950602531433,0.4933079481124878,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.2824619710445404,0.25035014748573303,0.535392165184021,0.4248143136501312,0.2525516450405121,0.4838213622570038,1.0,0.285271555185318,0.22068053483963013
secret,0.16321775317192078,0.21787358820438385,0.2010081261396408,0.23541073501110077,0.2113415002822876,0.2701609134674072,0.20687520503997803,0.2733677327632904,0.20746870338916779,0.23541073501110077,0.18557032942771912,0.15476693212985992,0.20687520503997803,0.20960891246795654,0.22167983651161194,0.2186424732208252,0.1675596684217453,0.2036322057247162,0.20223848521709442,0.19345498085021973,0.21584463119506836,0.22462093830108643,0.23541073501110077,0.23715971410274506,0.16440534591674805
life,0.15056006610393524,0.18842549622058868,0.244698166847229,0.23528170585632324,0.23278208076953888,0.3097115755081177,0.24050940573215485,0.24665842950344086,0.19851860404014587,0.23528170585632324,0.21613141894340515,0.2183721661567688,0.24050940573215485,0.26095253229141235,0.26412370800971985,0.2566147446632385,0.23654942214488983,0.15427353978157043,0.24560359120368958,0.23466241359710693,0.127069354057312,0.2978016436100006,0.23528170585632324,0.17010155320167542,0.21677987277507782
of,0.19926400482654572,0.22769756615161896,0.4185989499092102,0.733189046382904,0.1431581974029541,0.22602593898773193,0.4946078956127167,0.17534750699996948,0.3647414743900299,0.733189046382904,0.23140966892242432,0.24470314383506775,0.4946078956127167,0.5116966962814331,0.5011631846427917,0.38583824038505554,0.22166931629180908,0.1294957548379898,0.41548454761505127,0.33904364705085754,0.15519371628761292,0.3869180977344513,0.733189046382904,0.2298848181962967,0.1826142966747284
pets,0.33336010575294495,0.19088652729988098,0.1955041140317917,0.18120507895946503,0.3247702717781067,0.19977623224258423,0.20324310660362244,0.16048379242420197,0.1455952227115631,0.18120507895946503,0.24554498493671417,0.24779820442199707,0.20324310660362244,0.22869957983493805,0.16773846745491028,0.30242064595222473,0.16228729486465454,0.18353646993637085,0.20982880890369415,0.2566021978855133,0.21927234530448914,0.1426982432603836,0.18120507895946503,0.22723810374736786,0.16451407968997955
and,0.23352548480033875,0.23595960438251495,0.5064792633056641,0.5171257257461548,0.2935342788696289,0.28024056553840637,0.6633074283599854,0.23120373487472534,0.3666759729385376,0.5171257257461548,0.28787463903427124,0.2681989371776581,0.6633074283599854,1.0,0.506277859210968,0.5504306554794312,0.23832054436206818,0.1914048194885254,0.48971283435821533,0.41766801476478577,0.2092604786157608,0.36462149024009705,0.5171257257461548,0.25192898511886597,0.20544172823429108
the,0.24980762600898743,0.22871042788028717,0.4739971458911896,1.0,0.2256680727005005,0.2652374505996704,0.4933079481124878,0.21022173762321472,0.44071322679519653,1.0,0.30421850085258484,0.20646950602531433,0.4933079481124878,0.5171257257461548,0.6521818041801453,0.44152235984802246,0.2824619710445404,0.25035014748573303,0.535392165184021,0.4248143136501312,0.2525516450405121,0.4838213622570038,1.0,0.285271555185318,0.22068053483963013
debut,0.1305275559425354,0.17479583621025085,0.2246619164943695,0.2226441204547882,0.19116029143333435,0.22343970835208893,0.2218245416879654,0.11884529888629913,0.13993240892887115,0.2226441204547882,0.1136949360370636,0.14917132258415222,0.2218245416879654,0.1683131754398346,0.16210904717445374,0.0930836945772171,0.24334976077079773,0.2099684327840805,0.19055314362049103,0.1324634999036789,0.3366258144378662,0.21755248308181763,0.2226441204547882,0.2770695984363556,0.10726679861545563
trailer,0.30948948860168457,0.17094449698925018,0.1980103701353073,0.25035014748573303,0.3153095245361328,0.22744227945804596,0.20151035487651825,0.28642067313194275,0.21355906128883362,0.25035014748573303,0.17106106877326965,0.16904562711715698,0.20151035487651825,0.1914048194885254,0.25188320875167847,0.1457868218421936,0.32592397928237915,1.0000001192092896,0.20060497522354126,0.21171800792217255,0.25332483649253845,0.17172709107398987,0.25035014748573303,0.3015037178993225,0.19411374628543854
for,0.16913838684558868,0.29203978180885315,0.9999999403953552,0.4739971458911896,0.19174140691757202,0.22091296315193176,0.4464869201183319,0.14588850736618042,0.3172857463359833,0.4739971458911896,0.3032892048358917,0.2755418121814728,0.4464869201183319,0.5064792633056641,0.44095608592033386,0.3273986279964447,0.24293163418769836,0.1980103701353073,0.4451248347759247,0.3801851272583008,0.14468124508857727,0.3448435664176941,0.4739971458911896,0.2608485519886017,0.264628142118454
jason,0.17150451242923737,0.13575510680675507,0.15635615587234497,0.1862032264471054,0.16509264707565308,0.1560439169406891,0.25254037976264954,0.21130943298339844,0.1440916359424591,0.1862032264471054,0.20316343009471893,0.16889958083629608,0.25254037976264954,0.2520398497581482,0.1116691306233406,0.12850478291511536,0.19156666100025177,0.2180580347776413,0.1582711786031723,0.15426214039325714,0.2154015302658081,0.16941200196743011,0.1862032264471054,0.21699731051921844,0.13378524780273438
bourne,0.1823200136423111,0.16901035606861115,0.14333486557006836,0.1838947832584381,0.24187618494033813,0.1580980271100998,0.19526463747024536,0.2604634761810303,0.11512976139783859,0.1838947832584381,0.17124579846858978,0.10430733114480972,0.19526463747024536,0.28222140669822693,0.1603873372077942,0.14348526298999786,0.13394667208194733,0.1459893137216568,0.12953627109527588,0.11980270594358444,0.2292252779006958,0.1761315017938614,0.1838947832584381,0.18863683938980103,0.059104710817337036
and,0.23352548480033875,0.23595960438251495,0.5064792633056641,0.5171257257461548,0.2935342788696289,0.28024056553840637,0.6633074283599854,0.23120373487472534,0.3666759729385376,0.5171257257461548,0.28787463903427124,0.2681989371776581,0.6633074283599854,1.0,0.506277859210968,0.5504306554794312,0.23832054436206818,0.1914048194885254,0.48971283435821533,0.41766801476478577,0.2092604786157608,0.36462149024009705,0.5171257257461548,0.25192898511886597,0.20544172823429108
disney,1.0,0.17091912031173706,0.16913838684558868,0.24980762600898743,0.322062224149704,0.23575808107852936,0.2132069319486618,0.26738038659095764,0.2213447391986847,0.24980762600898743,0.2492317110300064,0.26020288467407227,0.2132069319486618,0.23352548480033875,0.22318677604198456,0.192842036485672,0.352390319108963,0.30948948860168457,0.23984374105930328,0.20369912683963776,0.3789121210575104,0.16498379409313202,0.24980762600898743,0.23045551776885986,0.22150784730911255
paid,0.17091912031173706,1.0,0.29203978180885315,0.22871042788028717,0.21308937668800354,0.1491771936416626,0.18092423677444458,0.11509614437818527,0.13909763097763062,0.22871042788028717,0.24992325901985168,0.14778639376163483,0.18092423677444458,0.23595960438251495,0.21827414631843567,0.20844975113868713,0.11198428273200989,0.17094449698925018,0.2345556914806366,0.23184046149253845,0.19972042739391327,0.26965436339378357,0.22871042788028717,0.21526460349559784,0.20964482426643372
for,0.16913838684558868,0.29203978180885315,0.9999999403953552,0.4739971458911896,0.19174140691757202,0.22091296315193176,0.4464869201183319,0.14588850736618042,0.3172857463359833,0.4739971458911896,0.3032892048358917,0.2755418121814728,0.4464869201183319,0.5064792633056641,0.44095608592033386,0.3273986279964447,0.24293163418769836,0.1980103701353073,0.4451248347759247,0.3801851272583008,0.14468124508857727,0.3448435664176941,0.4739971458911896,0.2608485519886017,0.264628142118454
