,what,lab,does,the,university,have,a,joint,stake,in,?
particle,0.31278425455093384,0.2849271297454834,0.2093496024608612,0.2507205605506897,0.22113613784313202,0.2614513635635376,0.2823246121406555,0.18090634047985077,0.11230569332838058,0.20448297262191772,0.22597293555736542
physics,0.26464056968688965,0.3084565997123718,0.13689981400966644,0.17952929437160492,0.3489263355731964,0.15665510296821594,0.1683787703514099,0.15745587646961212,0.044337984174489975,0.2189493626356125,0.1470423936843872
laboratory,0.20190474390983582,0.6134601831436157,0.0983743742108345,0.19762322306632996,0.3646054267883301,0.1832468956708908,0.2253785878419876,0.22757107019424438,0.10953018814325333,0.2533527612686157,0.07445509731769562
",",0.3087472915649414,0.1915702074766159,0.28617382049560547,0.4933079481124878,0.3017033040523529,0.3541618287563324,0.427140474319458,0.1446857750415802,0.18645142018795013,0.5201468467712402,0.31091248989105225
as,0.31749409437179565,0.19680450856685638,0.31202155351638794,0.48381632566452026,0.21858684718608856,0.37788212299346924,0.39550232887268066,0.11799750477075577,0.16300790011882782,0.3887844979763031,0.27043893933296204
well,0.4154493808746338,0.1377355456352234,0.3239245116710663,0.42630070447921753,0.18427997827529907,0.46326565742492676,0.320642352104187,0.08301013708114624,0.10548212379217148,0.36612698435783386,0.24815571308135986
as,0.31749409437179565,0.19680450856685638,0.31202155351638794,0.48381632566452026,0.21858684718608856,0.37788212299346924,0.39550232887268066,0.11799750477075577,0.16300790011882782,0.3887844979763031,0.27043893933296204
a,0.3320399522781372,0.19764700531959534,0.38201746344566345,0.5829201340675354,0.20256656408309937,0.338716596364975,1.0,0.22126229107379913,0.21251177787780762,0.539380669593811,0.23916715383529663
stake,0.18326318264007568,0.09598615765571594,0.16702403128147125,0.23719215393066406,0.16668346524238586,0.22217008471488953,0.21251177787780762,0.21466310322284698,1.0,0.1796121448278427,0.10940878093242645
in,0.30808621644973755,0.19344905018806458,0.214483380317688,0.6662389636039734,0.3201795518398285,0.36843645572662354,0.539380669593811,0.19035212695598602,0.1796121448278427,1.0,0.20430970191955566
the,0.42745697498321533,0.19908973574638367,0.35928019881248474,1.0,0.263973206281662,0.40389683842658997,0.5829201340675354,0.2854326069355011,0.23719215393066406,0.6662389636039734,0.22068053483963013
apache,0.1297120600938797,0.11769060045480728,0.09574027359485626,0.19279393553733826,0.08099647611379623,0.1297387033700943,0.17898312211036682,0.12570582330226898,0.10303294658660889,0.13890060782432556,0.14480289816856384
point,0.3286605179309845,0.07557184994220734,0.2442251592874527,0.3084787130355835,0.18546868860721588,0.2808639109134674,0.2913021743297577,0.22464756667613983,0.2060198038816452,0.24451331794261932,0.19189560413360596
observatory,0.17872817814350128,0.2824994921684265,0.04096119850873947,0.24322111904621124,0.3824211359024048,0.17159982025623322,0.2085716277360916,0.1411116123199463,0.14893898367881775,0.22521188855171204,0.05453304573893547
in,0.30808621644973755,0.19344905018806458,0.214483380317688,0.6662389636039734,0.3201795518398285,0.36843645572662354,0.539380669593811,0.19035212695598602,0.1796121448278427,1.0,0.20430970191955566
sunspot,0.34550076723098755,0.27538636326789856,0.25336146354675293,0.30435532331466675,0.2262459248304367,0.33820173144340515,0.23808878660202026,0.07836619019508362,0.16620635986328125,0.2408602386713028,0.23880299925804138
",",0.3087472915649414,0.1915702074766159,0.28617382049560547,0.4933079481124878,0.3017033040523529,0.3541618287563324,0.427140474319458,0.1446857750415802,0.18645142018795013,0.5201468467712402,0.31091248989105225
new,0.2130378633737564,0.2394755333662033,0.1745370477437973,0.3845241069793701,0.23094747960567474,0.2689777910709381,0.3214259147644043,0.13971129059791565,0.1145709827542305,0.3758552670478821,0.14782847464084625
mexico,0.1820366233587265,0.09187652170658112,0.09436534345149994,0.2460518777370453,0.20947925746440887,0.17714332044124603,0.2049848586320877,0.14014911651611328,0.10577838122844696,0.28360357880592346,0.14739345014095306
.,0.3567904531955719,0.2572387754917145,0.3022993505001068,0.5934505462646484,0.290679007768631,0.41614407300949097,0.50484299659729,0.19999448955059052,0.2023586928844452,0.5591574311256409,0.4130953550338745
