,name,a,text,that,might,be,used,by,a,religious,teacher,to,teach,.
texts,0.19533120095729828,0.16138936579227448,0.5239423513412476,0.2429465800523758,0.279067724943161,0.20284371078014374,0.2524290680885315,0.1650606095790863,0.16138936579227448,0.360470712184906,0.2101118266582489,0.23146893084049225,0.30011484026908875,0.1962154507637024
such,0.14280109107494354,0.2706976532936096,0.21177738904953003,0.4479874074459076,0.39831793308258057,0.5239806771278381,0.4262988865375519,0.2736194431781769,0.2706976532936096,0.2574559450149536,0.174470454454422,0.2871878743171692,0.20702366530895233,0.3298943042755127
as,0.2851914167404175,0.39550232887268066,0.20700207352638245,0.4735107421875,0.3630484640598297,0.5230465531349182,0.35160550475120544,0.3815547823905945,0.39550232887268066,0.22407519817352295,0.27420735359191895,0.42092081904411316,0.2547597289085388,0.515582263469696
the,0.3171212375164032,0.5829201340675354,0.23968088626861572,0.5473989248275757,0.32504433393478394,0.4248143136501312,0.3718377649784088,0.4408751428127289,0.5829201340675354,0.22950971126556396,0.17760860919952393,0.535392165184021,0.1966347098350525,0.5934505462646484
quran,0.1351325958967209,0.1690443456172943,0.23805490136146545,0.3239424526691437,0.27186787128448486,0.24995826184749603,0.11154550313949585,0.1313374638557434,0.1690443456172943,0.42635101079940796,0.18382634222507477,0.25785526633262634,0.30680885910987854,0.17661865055561066
",",0.28145334124565125,0.427140474319458,0.21162694692611694,0.4137537479400635,0.2533247768878937,0.39254459738731384,0.3120402991771698,0.3680937886238098,0.427140474319458,0.2753547728061676,0.2884024977684021,0.44245919585227966,0.22192275524139404,0.6812511086463928
torah,0.13243235647678375,0.18873231112957,0.2957451343536377,0.28812167048454285,0.2065158486366272,0.1958886831998825,0.1748829036951065,0.13528107106685638,0.18873231112957,0.40781864523887634,0.23054465651512146,0.21223941445350647,0.3317773938179016,0.1420753300189972
or,0.19621294736862183,0.48853766918182373,0.18707682192325592,0.4729836881160736,0.534751296043396,0.5260903835296631,0.4951852560043335,0.30274316668510437,0.48853766918182373,0.2404305636882782,0.16473013162612915,0.38921234011650085,0.19306370615959167,0.36683785915374756
bible,0.2050093412399292,0.15878930687904358,0.2857360243797302,0.31875133514404297,0.22079473733901978,0.25201117992401123,0.18954835832118988,0.19745492935180664,0.15878930687904358,0.35569366812705994,0.20870926976203918,0.22778454422950745,0.35264384746551514,0.22401820123195648
.,0.24737101793289185,0.50484299659729,0.2065814584493637,0.4460422694683075,0.27493223547935486,0.4383580684661865,0.33111312985420227,0.3936232924461365,0.50484299659729,0.23880675435066223,0.225234717130661,0.4645031690597534,0.2642667293548584,1.0000001192092896
