,how,can,you,protest,against,big,companies,in,a,non,violent,way,?
gates,0.10175616294145584,0.12865330278873444,0.16980604827404022,0.19609858095645905,0.17943541705608368,0.13906224071979523,0.17059974372386932,0.18144387006759644,0.1728413850069046,0.07954385876655579,0.09964229166507721,0.09697546064853668,0.1212976723909378
and,0.33647966384887695,0.3675691485404968,0.34939926862716675,0.24044445157051086,0.3292689621448517,0.30164432525634766,0.2527635991573334,0.4954058527946472,0.3739250600337982,0.22905920445919037,0.26743313670158386,0.32150545716285706,0.20544172823429108
using,0.39886897802352905,0.5030062794685364,0.34516316652297974,0.17127181589603424,0.19664102792739868,0.14349593222141266,0.24724924564361572,0.2717311978340149,0.32226553559303284,0.19612154364585876,0.1889016181230545,0.4523937702178955,0.2804589569568634
sickles,0.17770710587501526,0.20053014159202576,0.21862390637397766,0.24363845586776733,0.21888573467731476,0.14806917309761047,0.10662588477134705,0.21777081489562988,0.25615194439888,0.12327311187982559,0.13293710350990295,0.13184428215026855,0.17036421597003937
to,0.44169697165489197,0.4979398250579834,0.4194425344467163,0.22359536588191986,0.310872346162796,0.25193607807159424,0.2619103491306305,0.45010748505592346,0.45503583550453186,0.23793834447860718,0.19071756303310394,0.4772548973560333,0.29463258385658264
deflate,0.38701438903808594,0.4619208574295044,0.4494442641735077,0.18127842247486115,0.23213860392570496,0.3523750603199005,0.22560904920101166,0.23520629107952118,0.308925986289978,0.2372366487979889,0.20647239685058594,0.3784615695476532,0.30190977454185486
one,0.3213292360305786,0.34032124280929565,0.3209226429462433,0.22410526871681213,0.2450990378856659,0.2943592369556427,0.25517022609710693,0.4129433035850525,0.4910551905632019,0.24576616287231445,0.24649611115455627,0.3798474967479706,0.2673267424106598
of,0.2480744868516922,0.2603091299533844,0.1774725764989853,0.24564224481582642,0.2669808566570282,0.2513701021671295,0.22608543932437897,0.5696388483047485,0.5052502155303955,0.20688576996326447,0.23184357583522797,0.266871839761734,0.1826142966747284
the,0.33890387415885925,0.312528520822525,0.30037742853164673,0.25126034021377563,0.3090755045413971,0.308749794960022,0.26917189359664917,0.6662389636039734,0.5829201340675354,0.21640649437904358,0.24589063227176666,0.36217406392097473,0.22068053483963013
large,0.21342547237873077,0.30512937903404236,0.17017869651317596,0.14376863837242126,0.16151541471481323,0.45738843083381653,0.23191702365875244,0.2841601073741913,0.3740714490413666,0.14963895082473755,0.23412802815437317,0.2794021666049957,0.1355665624141693
domes,0.1365819126367569,0.15724517405033112,0.16760504245758057,0.05098828300833702,0.1632707566022873,0.2126399129629135,0.16020876169204712,0.20357820391654968,0.1867896318435669,0.13853685557842255,0.18314942717552185,0.17608007788658142,0.13956885039806366
covering,0.1158037856221199,0.2068653702735901,0.137398824095726,0.16490285098552704,0.21325714886188507,0.07156992703676224,0.13228721916675568,0.31768515706062317,0.28134289383888245,0.18721605837345123,0.13051800429821014,0.16609162092208862,0.10643069446086884
two,0.2499001920223236,0.282000333070755,0.24682119488716125,0.17177730798721313,0.2102174013853073,0.22376824915409088,0.2110547125339508,0.36463531851768494,0.3289857804775238,0.1826203167438507,0.23405131697654724,0.3041468858718872,0.19645625352859497
satellite,0.10482273995876312,0.15769873559474945,0.12603138387203217,0.10278236865997314,0.0900239646434784,0.12424774467945099,0.20970892906188965,0.18927223980426788,0.1919553577899933,0.1645955890417099,0.14048485457897186,0.29217851161956787,0.13568443059921265
dishes,0.1653783917427063,0.24666161835193634,0.1795051246881485,0.06901327520608902,0.1008630022406578,0.14210008084774017,0.2470715492963791,0.16815614700317383,0.2417086511850357,0.09179919958114624,0.1338246464729309,0.22020745277404785,0.137337788939476
.,0.3287222981452942,0.35783761739730835,0.31283900141716003,0.2598128020763397,0.28705209493637085,0.27374890446662903,0.20400826632976532,0.5591574311256409,0.50484299659729,0.21391934156417847,0.2466752529144287,0.33520638942718506,0.4130953550338745
,how,can,you,protest,against,big,companies,in,a,non,violent,way,?
some,0.4180530905723572,0.5319128632545471,0.39795851707458496,0.23116612434387207,0.20105592906475067,0.2418704628944397,0.27211928367614746,0.4010399878025055,0.34539633989334106,0.34535759687423706,0.24008899927139282,0.40999090671539307,0.2562315762042999
forms,0.17325511574745178,0.3238907754421234,0.15046001970767975,0.12485563009977341,0.22592520713806152,0.13426685333251953,0.21002402901649475,0.26377561688423157,0.31878992915153503,0.28878769278526306,0.2280310094356537,0.3327917456626892,0.1196754202246666
of,0.2480744868516922,0.2603091299533844,0.1774725764989853,0.24564224481582642,0.2669808566570282,0.2513701021671295,0.22608543932437897,0.5696388483047485,0.5052502155303955,0.20688576996326447,0.23184357583522797,0.266871839761734,0.1826142966747284
civil,0.10494508594274521,0.12476041913032532,0.1578175276517868,0.29364001750946045,0.22722691297531128,0.11803942173719406,0.15918448567390442,0.26466667652130127,0.21693918108940125,0.08273036032915115,0.25602176785469055,0.19996517896652222,0.1494513899087906
disobedience,0.27056485414505005,0.15718160569667816,0.23798149824142456,0.5334797501564026,0.3858777582645416,0.07769188284873962,0.1617949903011322,0.3054615259170532,0.25352153182029724,0.27712929248809814,0.45211172103881836,0.31525278091430664,0.19890835881233215
",",0.22659391164779663,0.3139454126358032,0.3199685513973236,0.2963520884513855,0.31168749928474426,0.30276864767074585,0.28041911125183105,0.5201468467712402,0.427140474319458,0.2072257250547409,0.24642977118492126,0.2861018478870392,0.31091248989105225
such,0.307365357875824,0.396209716796875,0.273107647895813,0.14223773777484894,0.20227466523647308,0.2582313120365143,0.2765038311481476,0.2704046070575714,0.2706976532936096,0.27114319801330566,0.20337361097335815,0.33687862753868103,0.17851735651493073
as,0.33782753348350525,0.3245031237602234,0.2761067748069763,0.1851891577243805,0.24545185267925262,0.22419306635856628,0.17324307560920715,0.3887844979763031,0.39550232887268066,0.22619231045246124,0.20834365487098694,0.3409440517425537,0.27043893933296204
illegal,0.19613292813301086,0.2703831195831299,0.23548570275306702,0.3250616788864136,0.3219042718410492,0.13589373230934143,0.26412010192871094,0.21311107277870178,0.20074772834777832,0.17438983917236328,0.287419855594635,0.2883930206298828,0.1562941074371338
boycotts,0.15002377331256866,0.13681286573410034,0.17576399445533752,0.526451051235199,0.3312786817550659,0.12834081053733826,0.37541601061820984,0.26697930693626404,0.1383412927389145,0.23885564506053925,0.3760519325733185,0.22052739560604095,0.10877533257007599
",",0.22659391164779663,0.3139454126358032,0.3199685513973236,0.2963520884513855,0.31168749928474426,0.30276864767074585,0.28041911125183105,0.5201468467712402,0.427140474319458,0.2072257250547409,0.24642977118492126,0.2861018478870392,0.31091248989105225
refusals,0.3097996711730957,0.2870909869670868,0.3404707908630371,0.3697066307067871,0.3753775954246521,0.141847625374794,0.2115228921175003,0.25231045484542847,0.23980781435966492,0.210434228181839,0.27896201610565186,0.307193785905838,0.20675933361053467
to,0.44169697165489197,0.4979398250579834,0.4194425344467163,0.22359536588191986,0.310872346162796,0.25193607807159424,0.2619103491306305,0.45010748505592346,0.45503583550453186,0.23793834447860718,0.19071756303310394,0.4772548973560333,0.29463258385658264
pay,0.2167845517396927,0.15456581115722656,0.2260168045759201,0.26729005575180054,0.22977499663829803,0.19201014935970306,0.32421883940696716,0.14415781199932098,0.1940600425004959,0.15660491585731506,0.2157299816608429,0.24117766320705414,0.19821009039878845
taxes,0.23697666823863983,0.19737350940704346,0.2305755317211151,0.29204875230789185,0.2823469042778015,0.1554357260465622,0.29794642329216003,0.22342120110988617,0.19554322957992554,0.10297838598489761,0.22055478394031525,0.24284228682518005,0.18323048949241638
",",0.22659391164779663,0.3139454126358032,0.3199685513973236,0.2963520884513855,0.31168749928474426,0.30276864767074585,0.28041911125183105,0.5201468467712402,0.427140474319458,0.2072257250547409,0.24642977118492126,0.2861018478870392,0.31091248989105225
draft,0.23340849578380585,0.18114148080348969,0.2239687293767929,0.17824837565422058,0.22602050006389618,0.18559694290161133,0.14106735587120056,0.19735127687454224,0.14911261200904846,0.03968977928161621,0.08158322423696518,0.21186159551143646,0.1941390335559845
dodging,0.26509857177734375,0.30701392889022827,0.30978214740753174,0.19430986046791077,0.22154097259044647,0.2720129191875458,0.31031665205955505,0.2677752673625946,0.33118894696235657,0.2448291927576065,0.2159876972436905,0.31280431151390076,0.21169091761112213
",",0.22659391164779663,0.3139454126358032,0.3199685513973236,0.2963520884513855,0.31168749928474426,0.30276864767074585,0.28041911125183105,0.5201468467712402,0.427140474319458,0.2072257250547409,0.24642977118492126,0.2861018478870392,0.31091248989105225
distributed,0.2058178335428238,0.22870837152004242,0.13421139121055603,0.09619386494159698,0.09203878790140152,0.17625126242637634,0.3043047785758972,0.2443390041589737,0.19609881937503815,0.13586682081222534,0.13798147439956665,0.18769168853759766,0.08428370952606201
denial-of-service,0.24627083539962769,0.24424313008785248,0.33800753951072693,0.31576818227767944,0.2408372163772583,0.10864972323179245,0.2648211419582367,0.22005005180835724,0.31410717964172363,0.2640701234340668,0.2592350244522095,0.31752488017082214,0.3332744240760803
attacks,0.16443675756454468,0.23074594140052795,0.16529805958271027,0.26764413714408875,0.3442411720752716,0.11562544107437134,0.2151643931865692,0.223388671875,0.24573074281215668,0.1598266363143921,0.2894383668899536,0.2093789279460907,0.14532065391540527
",",0.22659391164779663,0.3139454126358032,0.3199685513973236,0.2963520884513855,0.31168749928474426,0.30276864767074585,0.28041911125183105,0.5201468467712402,0.427140474319458,0.2072257250547409,0.24642977118492126,0.2861018478870392,0.31091248989105225
and,0.33647966384887695,0.3675691485404968,0.34939926862716675,0.24044445157051086,0.3292689621448517,0.30164432525634766,0.2527635991573334,0.4954058527946472,0.3739250600337982,0.22905920445919037,0.26743313670158386,0.32150545716285706,0.20544172823429108
sit-ins,0.3205479681491852,0.3130585849285126,0.27222564816474915,0.24846190214157104,0.21213114261627197,0.2319534718990326,0.15673059225082397,0.30077147483825684,0.2660893201828003,0.19648200273513794,0.18495695292949677,0.3025375306606293,0.24522903561592102
",",0.22659391164779663,0.3139454126358032,0.3199685513973236,0.2963520884513855,0.31168749928474426,0.30276864767074585,0.28041911125183105,0.5201468467712402,0.427140474319458,0.2072257250547409,0.24642977118492126,0.2861018478870392,0.31091248989105225
make,0.44417309761047363,0.4845520555973053,0.39639174938201904,0.18661454319953918,0.25389260053634644,0.2918734848499298,0.2853759229183197,0.268858402967453,0.34303420782089233,0.23748567700386047,0.1683126837015152,0.4440181851387024,0.28314751386642456
it,0.36714982986450195,0.3819273114204407,0.3833105266094208,0.20172594487667084,0.19986185431480408,0.23506350815296173,0.2712874710559845,0.5130809545516968,0.5452592968940735,0.20768599212169647,0.22308076918125153,0.4001650810241699,0.25732165575027466
more,0.4319567084312439,0.4044358730316162,0.3788650929927826,0.1917165219783783,0.18851351737976074,0.19706177711486816,0.19523975253105164,0.32563260197639465,0.3452818691730499,0.27530714869499207,0.2176571935415268,0.40340936183929443,0.27894994616508484
difficult,0.4929194152355194,0.44322800636291504,0.34522745013237,0.17607182264328003,0.17737135291099548,0.24412348866462708,0.1857336461544037,0.2128705233335495,0.3425796926021576,0.2455381155014038,0.258545458316803,0.5058412551879883,0.20408590137958527
for,0.3308170735836029,0.35690054297447205,0.31656414270401,0.24352872371673584,0.3262052536010742,0.16949701309204102,0.2787042260169983,0.4322226941585541,0.44038116931915283,0.2610843777656555,0.1996546983718872,0.384344220161438,0.264628142118454
a,0.29312583804130554,0.3915780484676361,0.334549218416214,0.25490954518318176,0.2227657586336136,0.29998910427093506,0.24875247478485107,0.539380669593811,1.0,0.22783520817756653,0.2523633539676666,0.3330821096897125,0.23916715383529663
system,0.282820463180542,0.25937724113464355,0.1490362137556076,0.1060396060347557,0.1443454623222351,0.14905108511447906,0.22963885962963104,0.21978288888931274,0.2589043080806732,0.20496559143066406,0.1102304756641388,0.32246431708335876,0.15556083619594574
to,0.44169697165489197,0.4979398250579834,0.4194425344467163,0.22359536588191986,0.310872346162796,0.25193607807159424,0.2619103491306305,0.45010748505592346,0.45503583550453186,0.23793834447860718,0.19071756303310394,0.4772548973560333,0.29463258385658264
function,0.2214231640100479,0.2664915919303894,0.2485191524028778,-0.008891601115465164,0.09084667265415192,0.0779285803437233,0.06767172366380692,0.1448659598827362,0.20934805274009705,0.22839465737342834,0.061489254236221313,0.2893410921096802,0.20672395825386047
.,0.3287222981452942,0.35783761739730835,0.31283900141716003,0.2598128020763397,0.28705209493637085,0.27374890446662903,0.20400826632976532,0.5591574311256409,0.50484299659729,0.21391934156417847,0.2466752529144287,0.33520638942718506,0.4130953550338745
