,what,was,the,name,of,westinghouse,'s,company,?
tesla,0.23221199214458466,0.16455206274986267,0.1324402391910553,0.15570181608200073,0.18837453424930573,0.35764777660369873,0.06449045985937119,0.23045730590820312,0.10250775516033173
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.1840408891439438,0.37755560874938965,0.2198336273431778,-0.004401352722197771,0.19269630312919617,0.20728366076946259
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.25513118505477905,0.04866964742541313,0.22037413716316223,0.23916715383529663
viable,0.2573641240596771,0.16888673603534698,0.23321576416492462,0.12740430235862732,0.1902848780155182,0.25742802023887634,0.013676819391548634,0.17473286390304565,0.2591647803783417
ac,0.12080251425504684,0.16263911128044128,0.11894276738166809,0.09152530133724213,0.09591341018676758,0.2760004699230194,0.040544040501117706,0.0813010185956955,0.19071458280086517
motor,0.18952611088752747,0.20476558804512024,0.26024484634399414,0.12110716849565506,0.20839329063892365,0.3054238557815552,0.061700910329818726,0.284967839717865,0.0637441948056221
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.2865493595600128,0.06895173341035843,0.23788511753082275,0.20544172823429108
related,0.258600115776062,0.10734758526086807,0.26962998509407043,0.18765516579151154,0.2691357135772705,0.2141302525997162,-0.03424493595957756,0.12030794471502304,0.17689068615436554
power,0.22216427326202393,0.1794997751712799,0.2647338807582855,0.15199023485183716,0.25273123383522034,0.2210497260093689,0.05344679579138756,0.16094139218330383,0.15304024517536163
system,0.23557309806346893,0.2147521674633026,0.3233085572719574,0.13043081760406494,0.25597915053367615,0.22073955833911896,0.04329425096511841,0.18630766868591309,0.15556083619594574
—,0.15849889814853668,0.17802409827709198,0.20689499378204346,0.13224270939826965,0.2523677349090576,0.10555479675531387,0.027118824422359467,0.09203343838453293,0.23527392745018005
something,0.6258514523506165,0.21270504593849182,0.32640767097473145,0.16983245313167572,0.2189858853816986,0.206197127699852,0.09383774548768997,0.18553565442562103,0.4761815667152405
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.25690075755119324,-0.07241261005401611,0.25874319672584534,0.264628142118454
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.2770593464374542,0.03856118768453598,0.25990763306617737,0.25814583897590637
westinghouse,0.16126319766044617,0.30702054500579834,0.3101098835468292,0.1881939023733139,0.28119996190071106,0.9999999403953552,-0.008012998849153519,0.35389670729637146,0.17307911813259125
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.1840408891439438,0.37755560874938965,0.2198336273431778,-0.004401352722197771,0.19269630312919617,0.20728366076946259
been,0.2567804455757141,0.518218457698822,0.3563927710056305,0.1697598248720169,0.31685134768486023,0.218115895986557,-0.10734795778989792,0.1287740170955658,0.24354910850524902
trying,0.4177112281322479,0.19752094149589539,0.2930695712566376,0.09639829397201538,0.21177013218402863,0.12621644139289856,0.07804987579584122,0.1515769064426422,0.3144860565662384
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.22176946699619293,0.03782717138528824,0.24903783202171326,0.29463258385658264
secure,0.14779600501060486,0.18390972912311554,0.2569228410720825,0.10980851203203201,0.18617203831672668,0.22157326340675354,0.03326784074306488,0.1934654861688614,0.1604752093553543
patents,0.16317835450172424,0.15588046610355377,0.20236903429031372,0.1531408727169037,0.17704786360263824,0.39605584740638733,0.011529999785125256,0.3766961097717285,0.1148110032081604
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.3097001910209656,-0.003708066651597619,0.266353577375412,0.4130953550338745
