,who,had,the,most,receptions,out,of,all,players,for,the,year,?
for,0.37110671401023865,0.3270139992237091,0.4739971458911896,0.3906237483024597,0.25616052746772766,0.3312093913555145,0.4185989499092102,0.41144001483917236,0.3009685277938843,0.9999999403953552,0.4739971458911896,0.29294124245643616,0.264628142118454
"1,304",0.14443686604499817,0.11660747975111008,0.17036905884742737,0.015070881694555283,0.06390853226184845,0.04941485822200775,0.16279369592666626,0.004081939347088337,0.13917042315006256,0.058988723903894424,0.17036905884742737,0.1367831528186798,-0.0522308424115181
yards,0.13584628701210022,0.19894513487815857,0.16070343554019928,0.18636830151081085,0.5398510098457336,0.2550521492958069,0.14466260373592377,0.162019282579422,0.1949184536933899,0.21746347844600677,0.16070343554019928,0.21480385959148407,0.12453813850879669
and,0.41279885172843933,0.3872550129890442,0.5171257257461548,0.4309377074241638,0.24803747236728668,0.3881998062133789,0.5116966962814331,0.4542157053947449,0.24393494427204132,0.5064792633056641,0.5171257257461548,0.2506658732891083,0.20544172823429108
six,0.19475196301937103,0.3450642228126526,0.3614266812801361,0.28485143184661865,0.12470342963933945,0.26159560680389404,0.3317931592464447,0.3547627031803131,0.21676382422447205,0.2699260711669922,0.3614266812801361,0.31663334369659424,0.15298804640769958
touchdowns,0.18127667903900146,0.26631444692611694,0.20508192479610443,0.21576958894729614,0.5493815541267395,0.30319109559059143,0.18799830973148346,0.23166969418525696,0.2932244837284088,0.2948407232761383,0.20508192479610443,0.3147038221359253,0.1509619653224945
",",0.3365725874900818,0.35487717390060425,0.4933079481124878,0.3636029064655304,0.27982690930366516,0.3161109685897827,0.4946078956127167,0.425624817609787,0.21334654092788696,0.4464869201183319,0.4933079481124878,0.28560417890548706,0.31091248989105225
while,0.4068111777305603,0.3406333029270172,0.39804592728614807,0.3330796957015991,0.19255828857421875,0.3492880165576935,0.3366928696632385,0.3794350028038025,0.2433115690946579,0.4232339859008789,0.39804592728614807,0.21592243015766144,0.21076419949531555
emmanuel,0.2501235902309418,0.2567042112350464,0.19346554577350616,0.169634610414505,0.20184147357940674,0.08891232311725616,0.24001935124397278,0.102467380464077,0.14467500150203705,0.15714313089847565,0.19346554577350616,0.19192953407764435,0.15527042746543884
sanders,0.2963277995586395,0.2521907389163971,0.2733713686466217,0.19624698162078857,0.2126561552286148,0.2368309050798416,0.20887012779712677,0.18744277954101562,0.19725611805915833,0.27771610021591187,0.2733713686466217,0.19555522501468658,0.20881439745426178
caught,0.26796260476112366,0.29855453968048096,0.2087310254573822,0.24863597750663757,0.2364336997270584,0.3218633234500885,0.20060649514198303,0.23084159195423126,0.1623932272195816,0.19414915144443512,0.2087310254573822,0.1317407339811325,0.20266211032867432
76,-0.21431320905685425,-0.3065260350704193,-0.4725710153579712,-0.31740447878837585,-0.0368649885058403,-0.2973121106624603,-0.38797125220298767,-0.32954174280166626,-0.07191351056098938,-0.24215015769004822,-0.4725710153579712,-0.16712938249111176,-0.08607837557792664
passes,0.08672328293323517,0.1697654277086258,0.3752402365207672,0.18525317311286926,0.34944069385528564,0.2217904031276703,0.31505411863327026,0.241891011595726,0.12215559929609299,0.2133815735578537,0.3752402365207672,0.18027713894844055,0.09716983139514923
for,0.37110671401023865,0.3270139992237091,0.4739971458911896,0.3906237483024597,0.25616052746772766,0.3312093913555145,0.4185989499092102,0.41144001483917236,0.3009685277938843,0.9999999403953552,0.4739971458911896,0.29294124245643616,0.264628142118454
"1,135",-0.009902951307594776,-0.13821405172348022,-0.060228969901800156,-0.09034382551908493,0.006770985666662455,0.05632929131388664,-0.09990505129098892,-0.028829889371991158,-0.03895358368754387,-0.026683935895562172,-0.060228969901800156,-0.19017058610916138,0.02593619003891945
yards,0.13584628701210022,0.19894513487815857,0.16070343554019928,0.18636830151081085,0.5398510098457336,0.2550521492958069,0.14466260373592377,0.162019282579422,0.1949184536933899,0.21746347844600677,0.16070343554019928,0.21480385959148407,0.12453813850879669
and,0.41279885172843933,0.3872550129890442,0.5171257257461548,0.4309377074241638,0.24803747236728668,0.3881998062133789,0.5116966962814331,0.4542157053947449,0.24393494427204132,0.5064792633056641,0.5171257257461548,0.2506658732891083,0.20544172823429108
six,0.19475196301937103,0.3450642228126526,0.3614266812801361,0.28485143184661865,0.12470342963933945,0.26159560680389404,0.3317931592464447,0.3547627031803131,0.21676382422447205,0.2699260711669922,0.3614266812801361,0.31663334369659424,0.15298804640769958
scores,0.2209789752960205,0.1966431885957718,0.2456876039505005,0.2276778668165207,0.31638407707214355,0.2637666165828705,0.18901348114013672,0.254412978887558,0.3103248178958893,0.32975131273269653,0.2456876039505005,0.25075286626815796,0.17722187936306
",",0.3365725874900818,0.35487717390060425,0.4933079481124878,0.3636029064655304,0.27982690930366516,0.3161109685897827,0.4946078956127167,0.425624817609787,0.21334654092788696,0.4464869201183319,0.4933079481124878,0.28560417890548706,0.31091248989105225
while,0.4068111777305603,0.3406333029270172,0.39804592728614807,0.3330796957015991,0.19255828857421875,0.3492880165576935,0.3366928696632385,0.3794350028038025,0.2433115690946579,0.4232339859008789,0.39804592728614807,0.21592243015766144,0.21076419949531555
adding,0.13080903887748718,0.18419349193572998,0.30152344703674316,0.21748699247837067,0.22039499878883362,0.2659818232059479,0.26542913913726807,0.26964128017425537,0.22449815273284912,0.33405953645706177,0.30152344703674316,0.1670375019311905,0.2800346910953522
another,0.4379323124885559,0.34508684277534485,0.5019711852073669,0.3596593141555786,0.15272222459316254,0.2994861304759979,0.38147079944610596,0.2899569571018219,0.19040371477603912,0.36770403385162354,0.5019711852073669,0.22209987044334412,0.295511931180954
106,0.035781558603048325,-0.0052712541073560715,-0.03340312838554382,-0.00858274381607771,0.04017259553074837,0.025973713025450706,-0.0045046741142869,0.022183427587151527,0.017412053421139717,0.0940176323056221,-0.03340312838554382,-0.05232083424925804,0.10198672860860825
yards,0.13584628701210022,0.19894513487815857,0.16070343554019928,0.18636830151081085,0.5398510098457336,0.2550521492958069,0.14466260373592377,0.162019282579422,0.1949184536933899,0.21746347844600677,0.16070343554019928,0.21480385959148407,0.12453813850879669
returning,0.26930058002471924,0.3059900403022766,0.3807036876678467,0.2107587605714798,0.1782209724187851,0.26681268215179443,0.3265147805213928,0.28581947088241577,0.18148966133594513,0.2946810722351074,0.3807036876678467,0.18675169348716736,0.14488300681114197
punts,0.20536455512046814,0.19476783275604248,0.21641352772712708,0.2533312737941742,0.3961676061153412,0.2989848554134369,0.18177677690982819,0.27129074931144714,0.301376074552536,0.2937716543674469,0.21641352772712708,0.22743239998817444,0.19397130608558655
.,0.3541337847709656,0.37348684668540955,0.5934505462646484,0.35404038429260254,0.2116437554359436,0.34234723448753357,0.5352458953857422,0.43406882882118225,0.21414920687675476,0.4726039469242096,0.5934505462646484,0.32538118958473206,0.4130953550338745
