,who,designed,the,largest,item,from,italy,that,is,part,of,the,v,&,a,sculpture,collection,?
metres,0.115117147564888,0.1909153163433075,0.2668202519416809,0.3334539532661438,0.16817809641361237,0.15198300778865814,0.11451783031225204,0.2099045366048813,0.2701532244682312,0.22700530290603638,0.21713921427726746,0.2668202519416809,0.09280292689800262,0.051263514906167984,0.25680530071258545,0.3075067400932312,0.12781628966331482,0.11151815950870514
square,0.12807951867580414,0.19343450665473938,0.2809545397758484,0.29800933599472046,0.1253175288438797,0.10668959468603134,0.180465430021286,0.19798488914966583,0.2405121773481369,0.23491331934928894,0.2585134208202362,0.2809545397758484,0.13617964088916779,0.04123089835047722,0.22548454999923706,0.2537689208984375,0.12946464121341705,0.1201515942811966
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.26626327633857727,0.14941494166851044,0.39760664105415344,0.2497674822807312,0.4137537479400635,0.4691906273365021,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2533513307571411,0.2277175933122635,0.31091248989105225
it,0.2868398427963257,0.3057002127170563,0.6251175999641418,0.30890756845474243,0.24485835433006287,0.325604110956192,0.22874875366687775,0.5921133160591125,0.6328473687171936,0.4648587107658386,0.38761502504348755,0.6251175999641418,0.1784781813621521,0.08886928111314774,0.5452592968940735,0.18940822780132294,0.21974997222423553,0.25732165575027466
includes,0.10480155050754547,0.20878396928310394,0.3388250470161438,0.3250115215778351,0.1322864592075348,0.28263401985168457,0.15077118575572968,0.21996237337589264,0.4033885896205902,0.38102373480796814,0.4359378218650818,0.3388250470161438,0.036025527864694595,0.27284300327301025,0.25086286664009094,0.20323829352855682,0.3749653398990631,0.14011523127555847
a,0.36608949303627014,0.28430381417274475,0.5829201340675354,0.24042341113090515,0.332552045583725,0.322764128446579,0.1983879655599594,0.47537946701049805,0.658733606338501,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.19645118713378906,0.24716788530349731,0.23916715383529663
grand,0.10673706978559494,0.1386798918247223,0.305169016122818,0.20979611575603485,0.09778755158185959,0.10258761048316956,0.180589497089386,0.20241984724998474,0.212590292096138,0.21709853410720825,0.27195852994918823,0.305169016122818,0.14765168726444244,0.0639713853597641,0.22816790640354156,0.16430208086967468,0.12161290645599365,0.1168735921382904
sculpted,0.24023744463920593,0.38204461336135864,0.2524046003818512,0.2163802683353424,0.08203191310167313,0.24377743899822235,0.27840691804885864,0.2326715737581253,0.15334376692771912,0.1965004950761795,0.29075220227241516,0.2524046003818512,0.14614711701869965,0.058234844356775284,0.21799829602241516,0.8124979138374329,0.3196066915988922,0.12233168631792068
tabernacle,0.23713769018650055,0.1669469177722931,0.31963035464286804,0.2267557978630066,0.17217262089252472,0.1519453078508377,0.16848208010196686,0.2594228982925415,0.22945228219032288,0.2441006600856781,0.26991331577301025,0.31963035464286804,0.12980163097381592,0.17911645770072937,0.2690447270870209,0.30211740732192993,0.13568709790706635,0.21177785098552704
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.17839421331882477,0.14509552717208862,0.3373257517814636,0.19219915568828583,0.37496164441108704,0.3899846076965332,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17374664545059204,0.2678082287311554,0.17966607213020325
antonio,0.23815816640853882,0.20182757079601288,0.2070869356393814,0.12129103392362595,0.07103590667247772,0.16953256726264954,0.35627928376197815,0.18656514585018158,0.10257551819086075,0.12472785264253616,0.2094241827726364,0.2070869356393814,0.1799592673778534,0.08665228635072708,0.15162940323352814,0.15888769924640656,0.1160007119178772,0.09923860430717468
rossellino,0.2422410249710083,0.23175254464149475,0.25214770436286926,0.1870099902153015,0.07692082971334457,0.22643305361270905,0.5005751252174377,0.20534469187259674,0.19960863888263702,0.17239437997341156,0.2562289834022522,0.25214770436286926,0.2078031748533249,0.2134847491979599,0.2039846032857895,0.35666322708129883,0.25780096650123596,0.16639822721481323
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.24602696299552917,0.18348689377307892,0.3601827025413513,0.25207585096359253,0.4731321930885315,0.3859752118587494,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2538686692714691,0.2379438579082489,0.20544172823429108
coloured,0.15122760832309723,0.2737095355987549,0.25265178084373474,0.19587698578834534,0.16993817687034607,0.18481789529323578,0.1773122400045395,0.2569953203201294,0.19824005663394928,0.17170517146587372,0.21239319443702698,0.25265178084373474,0.09176883101463318,0.1410803496837616,0.22857744991779327,0.34051641821861267,0.20473602414131165,0.11629334092140198
terracotta,0.20448918640613556,0.2692287266254425,0.2803131341934204,0.1753539741039276,0.16356472671031952,0.24810604751110077,0.3211287260055542,0.25213539600372314,0.18985900282859802,0.1939101666212082,0.2926011085510254,0.2803131341934204,0.07616284489631653,0.158700093626976,0.2524675726890564,0.5111631155014038,0.3061861991882324,0.11132478713989258
decoration,0.18199381232261658,0.30924129486083984,0.3275705873966217,0.20493657886981964,0.19342602789402008,0.12452667951583862,0.24835026264190674,0.1992316097021103,0.18714022636413574,0.1974620372056961,0.3101682662963867,0.3275705873966217,0.06626922637224197,0.11542098224163055,0.2127392292022705,0.4550115168094635,0.2710348963737488,0.16409437358379364
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.18871670961380005,0.258804053068161,0.41536515951156616,0.26594269275665283,0.4460422694683075,0.4569662809371948,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2360875904560089,0.2516246736049652,0.4130953550338745
