,what,is,the,position,of,the,satellite,that,allowed,sky,to,broadcast,channels,almost,elclusively,for,the,united,kingdom,?
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.20755837857723236,0.42558613419532776,0.457212895154953,0.16997875273227692,0.3183255195617676,0.25512567162513733,0.19386574625968933,0.36524343490600586,0.2025444209575653,0.0931520164012909,0.30383142828941345,0.22393251955509186,0.34237727522850037,0.457212895154953,0.2064037322998047,0.15729326009750366,0.21978627145290375
28.5°e,0.1397867351770401,0.12407488375902176,0.016633067280054092,0.22853857278823853,0.08091090619564056,0.016633067280054092,0.09760996699333191,0.10282152891159058,0.14986330270767212,0.10138867050409317,0.10671314597129822,0.1374388188123703,0.06802040338516235,0.0730285495519638,0.1064031720161438,0.12255090475082397,0.016633067280054092,0.07794972509145737,0.15067791938781738,0.25977110862731934
came,0.2728535234928131,0.2892572581768036,0.39390382170677185,0.11233504861593246,0.3201526999473572,0.39390382170677185,0.14791807532310486,0.31804272532463074,0.29896438121795654,0.23754321038722992,0.3111628592014313,0.14213548600673676,0.09957689046859741,0.2096582055091858,0.17992329597473145,0.2774851322174072,0.39390382170677185,0.200972780585289,0.16454961895942688,0.1739392727613449
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2374807894229889,0.41548454761505127,0.535392165184021,0.19631412625312805,0.5436353087425232,0.42967355251312256,0.17630793154239655,1.0,0.2326623648405075,0.21767447888851166,0.2893180847167969,0.30088818073272705,0.4451248347759247,0.535392165184021,0.2715383470058441,0.19473806023597717,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.23193661868572235,0.33904364705085754,0.4248143136501312,0.18648134171962738,0.6036020517349243,0.33143940567970276,0.17031224071979523,0.4972836375236511,0.20571625232696533,0.240802600979805,0.30299675464630127,0.3475724458694458,0.3801851272583008,0.4248143136501312,0.20382754504680634,0.1342819333076477,0.3324260413646698
used,0.27546408772468567,0.3288823366165161,0.3718377649784088,0.18214157223701477,0.3075267970561981,0.3718377649784088,0.13598410785198212,0.37621384859085083,0.389469176530838,0.1796981245279312,0.40058770775794983,0.2333708107471466,0.22634491324424744,0.18791848421096802,0.28547003865242004,0.4236139953136444,0.3718377649784088,0.2768322229385376,0.22746342420578003,0.22430120408535004
almost,0.2467888444662094,0.29784226417541504,0.3341992199420929,0.14645282924175262,0.3144364058971405,0.3341992199420929,0.07783324271440506,0.394830584526062,0.24930837750434875,0.14991842210292816,0.2893180847167969,0.15885400772094727,0.12935517728328705,0.9999999403953552,0.3808770775794983,0.3211694657802582,0.3341992199420929,0.17757585644721985,0.1325811743736267,0.1372147500514984
exclusively,0.1829550862312317,0.2355491667985916,0.3155750334262848,0.14826756715774536,0.21564675867557526,0.3155750334262848,0.10155102610588074,0.28489214181900024,0.23713834583759308,0.12299167364835739,0.2837362289428711,0.2077460139989853,0.27221551537513733,0.38563257455825806,0.8147647976875305,0.2894061207771301,0.3155750334262848,0.18624573945999146,0.24189159274101257,0.09723977744579315
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.27123650908470154,0.4185989499092102,0.4739971458911896,0.25187191367149353,0.4137635827064514,0.3152953088283539,0.15601696074008942,0.4451248347759247,0.2546502649784088,0.23651212453842163,0.3211694657802582,0.3088681399822235,0.9999999403953552,0.4739971458911896,0.30487096309661865,0.19669248163700104,0.264628142118454
channels,0.1923084557056427,0.23861566185951233,0.27277594804763794,0.1621919423341751,0.17560617625713348,0.27277594804763794,0.36286452412605286,0.23954801261425018,0.2028970569372177,0.23975785076618195,0.21767447888851166,0.4576503038406372,1.0,0.12935517728328705,0.2620496451854706,0.23651212453842163,0.27277594804763794,0.18561188876628876,0.22566495835781097,0.19657258689403534
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.2627577483654022,0.41498205065727234,0.5473989248275757,0.21998104453086853,1.0,0.41059720516204834,0.27413034439086914,0.5436353087425232,0.267183780670166,0.23954801261425018,0.394830584526062,0.30214107036590576,0.4137635827064514,0.5473989248275757,0.25567954778671265,0.16809701919555664,0.32716336846351624
broadcast,0.17857211828231812,0.1702820062637329,0.2713715434074402,0.13592807948589325,0.20155203342437744,0.2713715434074402,0.40283894538879395,0.267183780670166,0.1806621551513672,0.24367868900299072,0.2326623648405075,1.0,0.4576503038406372,0.15885400772094727,0.14366962015628815,0.2546502649784088,0.2713715434074402,0.2690603733062744,0.19972392916679382,0.15760008990764618
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2374807894229889,0.41548454761505127,0.535392165184021,0.19631412625312805,0.5436353087425232,0.42967355251312256,0.17630793154239655,1.0,0.2326623648405075,0.21767447888851166,0.2893180847167969,0.30088818073272705,0.4451248347759247,0.535392165184021,0.2715383470058441,0.19473806023597717,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3183514177799225,0.733189046382904,1.0,0.22563834488391876,0.5473989248275757,0.2985120713710785,0.26521286368370056,0.535392165184021,0.2713715434074402,0.27277594804763794,0.3341992199420929,0.3051997721195221,0.4739971458911896,1.0,0.34367692470550537,0.3143408000469208,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.15401709079742432,0.3187655806541443,0.34367692470550537,0.19278563559055328,0.25567954778671265,0.19947975873947144,0.19968673586845398,0.2715383470058441,0.2690603733062744,0.18561188876628876,0.17757585644721985,0.17969626188278198,0.30487096309661865,0.34367692470550537,1.0000001192092896,0.5955035090446472,0.17266890406608582
kingdom,0.17826133966445923,0.1914215236902237,0.3143408000469208,0.13912008702754974,0.3218171298503876,0.3143408000469208,0.14706282317638397,0.16809701919555664,0.13021013140678406,0.15686266124248505,0.19473806023597717,0.19972392916679382,0.22566495835781097,0.1325811743736267,0.22214838862419128,0.19669248163700104,0.3143408000469208,0.5955035090446472,1.0000001192092896,0.12927088141441345
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24342353641986847,0.5352458953857422,0.5934505462646484,0.16136173903942108,0.4460422694683075,0.3197084665298462,0.19117935001850128,0.4645031690597534,0.2280997633934021,0.24374878406524658,0.3878043293952942,0.26821476221084595,0.4726039469242096,0.5934505462646484,0.3406063914299011,0.23047322034835815,0.4130953550338745
