,who,did,the,churches,claim,had,suggested,expulsion,of,jews,from,germany,?
after,0.32549580931663513,0.30330467224121094,0.4565047025680542,0.12612846493721008,0.19312843680381775,0.4133172631263733,0.30310091376304626,0.16252058744430542,0.3867455720901489,0.21759088337421417,0.4051513373851776,0.27179697155952454,0.16608688235282898
his,0.44966956973075867,0.3546801507472992,0.4394008219242096,0.15361304581165314,0.24642159044742584,0.4401516616344452,0.2326570600271225,0.27242565155029297,0.38364991545677185,0.19577133655548096,0.3195365369319916,0.25163260102272034,0.18075084686279297
bitter,0.22823424637317657,0.20217753946781158,0.20849020779132843,0.13403482735157013,0.1374547779560089,0.23628166317939758,0.2311396598815918,0.1977408081293106,0.19161084294319153,0.19447778165340424,0.1923871636390686,0.2178545594215393,0.14148615300655365
experience,0.33711883425712585,0.2411177009344101,0.21682339906692505,0.07645972073078156,0.27777692675590515,0.28248870372772217,0.23567786812782288,0.3110671937465668,0.228313148021698,0.1302383542060852,0.18313857913017273,0.1144171729683876,0.25203612446784973
luther,0.21013082563877106,0.23667675256729126,0.1759674996137619,0.36007383465766907,0.15138471126556396,0.16133075952529907,0.13640503585338593,0.1560841053724289,0.1719115972518921,0.24326977133750916,0.10716932266950607,0.30716460943222046,0.1732746809720993
had,0.36173108220100403,0.540525496006012,0.3875846862792969,0.20299901068210602,0.23739901185035706,0.9999999403953552,0.414527952671051,0.23996220529079437,0.37755560874938965,0.23372827470302582,0.3075238764286041,0.23828092217445374,0.20728366076946259
already,0.41363927721977234,0.3281528055667877,0.34582915902137756,0.2287522256374359,0.28776681423187256,0.4640565812587738,0.4001040756702423,0.16737237572669983,0.27917540073394775,0.19379904866218567,0.2462182343006134,0.22807560861110687,0.3477933406829834
suggested,0.2721969485282898,0.36875683069229126,0.28443726897239685,0.11981948465108871,0.28372669219970703,0.414527952671051,0.9999999403953552,0.1901925504207611,0.29373469948768616,0.09549102932214737,0.16930745542049408,0.12499654293060303,0.2549840807914734
preventive,0.21026833355426788,0.21115215122699738,0.279318243265152,0.16567842662334442,0.22425173223018646,0.17793987691402435,0.27956825494766235,0.28669625520706177,0.28949329257011414,0.21064840257167816,0.23599748313426971,0.17448659241199493,0.30507078766822815
measures,0.13279269635677338,0.179397314786911,0.263394296169281,0.15288051962852478,0.16333507001399994,0.2057977169752121,0.2450161725282669,0.23655153810977936,0.24129846692085266,0.148690864443779,0.1755973994731903,0.12290248274803162,0.18777857720851898
against,0.2942115366458893,0.22514554858207703,0.3090755045413971,0.1461246758699417,0.24766644835472107,0.2359013706445694,0.19554762542247772,0.28721415996551514,0.2669808566570282,0.28023698925971985,0.2447778731584549,0.2031944990158081,0.18095137178897858
the,0.3733934462070465,0.34736719727516174,1.0,0.2626241147518158,0.25873351097106934,0.3875846862792969,0.28443726897239685,0.2770461440086365,0.733189046382904,0.24901628494262695,0.40150508284568787,0.3181285262107849,0.22068053483963013
jews,0.3023342192173004,0.23080717027187347,0.24901628494262695,0.35537225008010864,0.16318854689598083,0.23372827470302582,0.09549102932214737,0.42412111163139343,0.2207300066947937,1.0000001192092896,0.21353460848331451,0.317192018032074,0.16730794310569763
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.27674582600593567,0.22851447761058807,0.3872550129890442,0.2645586431026459,0.22463160753250122,0.5116966962814331,0.2555774748325348,0.3601827025413513,0.29381805658340454,0.20544172823429108
their,0.3767721951007843,0.38078752160072327,0.516537070274353,0.2444210797548294,0.22127701342105865,0.4145275354385376,0.23155348002910614,0.29368579387664795,0.4329940676689148,0.2248561531305313,0.3038119673728943,0.19817201793193817,0.1898253709077835
expulsion,0.26116207242012024,0.21837115287780762,0.2770461440086365,0.32004842162132263,0.26102083921432495,0.23996220529079437,0.1901925504207611,1.0000001192092896,0.2570279836654663,0.42412111163139343,0.26798075437545776,0.13171251118183136,0.15620341897010803
from,0.27839982509613037,0.20248863101005554,0.40150508284568787,0.1632702797651291,0.1602199673652649,0.3075238764286041,0.16930745542049408,0.26798075437545776,0.4249346852302551,0.21353460848331451,1.0,0.18705032765865326,0.19969791173934937
german,0.29263320565223694,0.2048940509557724,0.256483793258667,0.2303066849708557,0.1464073359966278,0.22786232829093933,0.15879106521606445,0.12221881002187729,0.2122138887643814,0.286845862865448,0.18661607801914215,0.69117671251297,0.13978645205497742
territory,0.247842475771904,0.14672954380512238,0.3000710904598236,0.1501314640045166,0.3062542974948883,0.1965164989233017,0.12347536534070969,0.2533792555332184,0.27564212679862976,0.2566642165184021,0.25426751375198364,0.19880498945713043,0.09435105323791504
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.28599661588668823,0.24773532152175903,0.37348684668540955,0.2633555829524994,0.18592886626720428,0.5352458953857422,0.2115412801504135,0.41536515951156616,0.28498756885528564,0.4130953550338745
'',0.024401003494858742,0.01978493109345436,0.041273195296525955,0.01074663270264864,0.07775676995515823,0.024004416540265083,0.02092903107404709,0.023371800780296326,0.13035868108272552,-0.06881692260503769,-0.011389154009521008,-0.04644833132624626,0.018684765323996544
