,which,genus,is,considered,the,``,aunt,'',of,ctenophores,?
ctenophores,0.37328192591667175,0.5249719023704529,0.22332732379436493,0.23175446689128876,0.2543465793132782,0.20245838165283203,0.1269526481628418,0.021284958347678185,0.2626190483570099,1.0,0.2054179310798645
",",0.3658004403114319,0.1849420666694641,0.4691906273365021,0.32932984828948975,0.4933079481124878,0.09681109338998795,0.24286973476409912,-0.037358131259679794,0.4946078956127167,0.19362998008728027,0.31091248989105225
and,0.506277859210968,0.1453694999217987,0.3859752118587494,0.3359341621398926,0.5171257257461548,0.036644238978624344,0.23833078145980835,0.021612688899040222,0.5116966962814331,0.20973104238510132,0.20544172823429108
that,0.6894589066505432,0.19660550355911255,0.3995479643344879,0.37593913078308105,0.5473989248275757,0.05285148695111275,0.21908538043498993,0.007880004122853279,0.41498205065727234,0.3005664348602295,0.32716336846351624
ctenophores,0.37328192591667175,0.5249719023704529,0.22332732379436493,0.23175446689128876,0.2543465793132782,0.20245838165283203,0.1269526481628418,0.021284958347678185,0.2626190483570099,1.0,0.2054179310798645
originated,0.3230568468570709,0.2512822151184082,0.27118435502052307,0.32512167096138,0.3238855004310608,0.010836963541805744,0.15252871811389923,0.04157266765832901,0.27252769470214844,0.2568000853061676,0.11205674707889557
from,0.38755592703819275,0.16432522237300873,0.27355384826660156,0.21508969366550446,0.40150508284568787,0.02677825279533863,0.16504578292369843,-0.011389154009521008,0.4249346852302551,0.16507504880428314,0.19969791173934937
sessile,0.3339979946613312,0.3543766140937805,0.17504701018333435,0.20827274024486542,0.2136031985282898,0.14923571050167084,0.07186264544725418,-0.08008679002523422,0.1755376160144806,0.5594587326049805,0.15263627469539642
animals,0.34123191237449646,0.32930898666381836,0.2262406051158905,0.20390264689922333,0.2939487397670746,0.0818617045879364,0.15774419903755188,0.033727724105119705,0.2599885165691376,0.523098886013031,0.16430135071277618
whose,0.37205496430397034,0.1525108814239502,0.26491984724998474,0.37279629707336426,0.38253846764564514,0.0994773656129837,0.293415904045105,0.044685691595077515,0.37058958411216736,0.2174699455499649,0.16990536451339722
descendants,0.1771552413702011,0.32395440340042114,0.18299053609371185,0.258247047662735,0.3091757893562317,0.08489914983510971,0.2722996175289154,0.06227286532521248,0.31403958797454834,0.29634562134742737,0.10391592979431152
became,0.17613163590431213,0.07948154956102371,0.34253424406051636,0.32982197403907776,0.36325156688690186,0.03974717855453491,0.13031359016895294,-0.039430685341358185,0.3638904094696045,0.046397726982831955,0.11374033987522125
swimmers,0.18027082085609436,0.16093669831752777,0.2285085916519165,0.122406005859375,0.18212223052978516,0.15899313986301422,0.10661820322275162,-0.06562285870313644,0.15173570811748505,0.3152208924293518,0.15297546982765198
and,0.506277859210968,0.1453694999217987,0.3859752118587494,0.3359341621398926,0.5171257257461548,0.036644238978624344,0.23833078145980835,0.021612688899040222,0.5116966962814331,0.20973104238510132,0.20544172823429108
changed,0.3260992467403412,0.07040814310312271,0.22939924895763397,0.19118453562259674,0.351829469203949,0.0011804689420387149,0.12193631380796432,0.04147348552942276,0.3099449872970581,0.1367589682340622,0.21123318374156952
the,0.6521818041801453,0.17396312952041626,0.5823672413825989,0.4028765559196472,1.0,0.029072100296616554,0.12145933508872986,0.041273195296525955,0.733189046382904,0.2543465793132782,0.22068053483963013
cilia,0.3491310775279999,0.431546151638031,0.18093560636043549,0.0955120250582695,0.18933437764644623,0.1377962976694107,0.2226417511701584,-0.06040707230567932,0.18652039766311646,0.6195179224014282,0.15204964578151703
from,0.38755592703819275,0.16432522237300873,0.27355384826660156,0.21508969366550446,0.40150508284568787,0.02677825279533863,0.16504578292369843,-0.011389154009521008,0.4249346852302551,0.16507504880428314,0.19969791173934937
a,0.56894451379776,0.17700347304344177,0.658733606338501,0.36109375953674316,0.5829201340675354,0.07272057235240936,0.20406870543956757,0.04890415817499161,0.5052502155303955,0.25153061747550964,0.23916715383529663
feeding,0.3267323076725006,0.3472438454627991,0.21016475558280945,0.1899418979883194,0.27616533637046814,0.11673901230096817,0.21824322640895844,-0.09811045974493027,0.2187827229499817,0.522219717502594,0.1769361048936844
mechanism,0.37143468856811523,0.16640286147594452,0.21533295512199402,0.1801758110523224,0.24941077828407288,0.1486356556415558,0.06007063016295433,-0.032267313450574875,0.21395906805992126,0.4393734335899353,0.1732848435640335
to,0.5345056653022766,0.13711737096309662,0.42745086550712585,0.2954166829586029,0.535392165184021,0.06720756739377975,0.23476603627204895,-0.009905828163027763,0.41548454761505127,0.2038351595401764,0.29463258385658264
a,0.56894451379776,0.17700347304344177,0.658733606338501,0.36109375953674316,0.5829201340675354,0.07272057235240936,0.20406870543956757,0.04890415817499161,0.5052502155303955,0.25153061747550964,0.23916715383529663
propulsion,0.3308754563331604,0.20337402820587158,0.20891635119915009,0.14080728590488434,0.2493213713169098,0.033342037349939346,0.05382021144032478,0.025627203285694122,0.22784428298473358,0.37742671370506287,0.14722804725170135
system,0.37390631437301636,0.12358418852090836,0.2282046526670456,0.20314595103263855,0.3233085572719574,0.07236211001873016,0.0990336686372757,-0.018831472843885422,0.25597915053367615,0.2405490130186081,0.15556083619594574
.,0.45942068099975586,0.18282905220985413,0.4569662809371948,0.29356086254119873,0.5934505462646484,0.05720457062125206,0.17607949674129486,-0.07181349396705627,0.5352458953857422,0.22269779443740845,0.4130953550338745
