,in,an,adjustable,spring-loaded,valve,",",what,needs,to,be,broken,to,allow,an,operator,to,tamper,with,it,?
spring-loaded,0.3224641978740692,0.19677691161632538,0.3888380825519562,1.0000001192092896,0.28048112988471985,0.35801851749420166,0.22194227576255798,0.2394678294658661,0.26402199268341064,0.3032728433609009,0.28670766949653625,0.26402199268341064,0.24132287502288818,0.19677691161632538,0.23680667579174042,0.26402199268341064,0.3154597878456116,0.2985668182373047,0.30914774537086487,0.24810130894184113
valve,0.1291256695985794,0.17777954041957855,0.33837267756462097,0.28048112988471985,1.0000001192092896,0.1931651532649994,0.20161333680152893,0.2727445960044861,0.23422010242938995,0.26354271173477173,0.2477593570947647,0.23422010242938995,0.24034322798252106,0.17777954041957855,0.27879685163497925,0.23422010242938995,0.26174503564834595,0.2250760942697525,0.23760496079921722,0.19203683733940125
",",0.5201468467712402,0.3581022024154663,0.1652163714170456,0.35801851749420166,0.1931651532649994,1.0000001192092896,0.3087472915649414,0.2390357255935669,0.44245919585227966,0.39254459738731384,0.2498844563961029,0.44245919585227966,0.24557842314243317,0.3581022024154663,0.2986533045768738,0.44245919585227966,0.2485222965478897,0.4120737314224243,0.48329564929008484,0.31091248989105225
which,0.4840516746044159,0.3611921966075897,0.3160667419433594,0.3381684422492981,0.30738863348960876,0.3658004403114319,0.5261979103088379,0.32640475034713745,0.5345056653022766,0.476310670375824,0.36276566982269287,0.5345056653022766,0.3691171407699585,0.3611921966075897,0.24363017082214355,0.5345056653022766,0.2315099984407425,0.46403205394744873,0.616637647151947,0.25814583897590637
is,0.5394441485404968,0.4654068350791931,0.17587414383888245,0.23527199029922485,0.19948938488960266,0.4691906273365021,0.28837618231773376,0.36612293124198914,0.42745086550712585,0.4819129705429077,0.11924026906490326,0.42745086550712585,0.18020232021808624,0.4654068350791931,0.2346540242433548,0.42745086550712585,0.24083766341209412,0.3250955045223236,0.6328473687171936,0.22961433231830597
locked,0.15160386264324188,0.19466067850589752,0.3257448971271515,0.25109347701072693,0.11683475971221924,0.2272578924894333,0.262077271938324,0.24543844163417816,0.29605069756507874,0.253482848405838,0.3033543825149536,0.29605069756507874,0.2965947687625885,0.19466067850589752,0.24330101907253265,0.29605069756507874,0.22674709558486938,0.19917277991771698,0.208316370844841,0.22203628718852997
such,0.2704046070575714,0.2025681436061859,0.24015428125858307,0.23229022324085236,0.13181892037391663,0.39626169204711914,0.23989605903625488,0.2622206509113312,0.2871878743171692,0.5239806771278381,0.17852917313575745,0.2871878743171692,0.329960435628891,0.2025681436061859,0.10714766383171082,0.2871878743171692,0.18249154090881348,0.3346101939678192,0.28879642486572266,0.17851735651493073
that,0.435920387506485,0.365763783454895,0.26979511976242065,0.3021467924118042,0.20036935806274414,0.4137537479400635,0.6297725439071655,0.39744770526885986,0.5436353087425232,0.6036020517349243,0.34921130537986755,0.5436353087425232,0.4246886968612671,0.365763783454895,0.20413640141487122,0.5436353087425232,0.23005637526512146,0.4154358208179474,0.5921133160591125,0.32716336846351624
operators,0.24833154678344727,0.105421282351017,0.23684091866016388,0.2510563135147095,0.2570648193359375,0.26630493998527527,0.24600493907928467,0.2001471072435379,0.26717227697372437,0.23188939690589905,0.1364072561264038,0.26717227697372437,0.3104448616504669,0.105421282351017,0.7622590065002441,0.26717227697372437,0.1921657770872116,0.20864874124526978,0.17965400218963623,0.15860143303871155
may,0.3424151837825775,0.30457955598831177,0.16469557583332062,0.2573603093624115,0.1345014125108719,0.5007920861244202,0.25739946961402893,0.26598575711250305,0.391582727432251,0.45514434576034546,0.2184118926525116,0.391582727432251,0.27416014671325684,0.30457955598831177,0.1605936586856842,0.391582727432251,0.18684813380241394,0.23512546718120575,0.30672433972358704,0.2768254578113556
not,0.3403114080429077,0.3722182512283325,0.26391109824180603,0.2558708190917969,0.24078741669654846,0.3769696354866028,0.5449194312095642,0.43974635004997253,0.5149973034858704,0.5788898468017578,0.239683598279953,0.5149973034858704,0.5087684988975525,0.3722182512283325,0.15458814799785614,0.5149973034858704,0.2618355453014374,0.3409014642238617,0.4651523232460022,0.41942933201789856
tamper,0.12852510809898376,0.19980986416339874,0.30094876885414124,0.3154597878456116,0.26174503564834595,0.2485222965478897,0.17607970535755157,0.21148331463336945,0.22373700141906738,0.2333872765302658,0.17886976897716522,0.22373700141906738,0.2523846924304962,0.19980986416339874,0.2261514812707901,0.22373700141906738,0.9999998807907104,0.12831442058086395,0.20040807127952576,0.12035426497459412
with,0.4080928862094879,0.2730048894882202,0.24127207696437836,0.2985668182373047,0.2250760942697525,0.4120737314224243,0.2464839518070221,0.32937565445899963,0.4239959120750427,0.36101722717285156,0.2444705218076706,0.4239959120750427,0.3086503744125366,0.2730048894882202,0.14436155557632446,0.4239959120750427,0.12831442058086395,0.9999999403953552,0.3369046747684479,0.2433311939239502
its,0.3793783485889435,0.28139030933380127,0.2647247612476349,0.27668237686157227,0.1614166498184204,0.33157986402511597,0.30393704771995544,0.2206212431192398,0.3691340684890747,0.2731834948062897,0.17536333203315735,0.3691340684890747,0.255331426858902,0.28139030933380127,0.16299840807914734,0.3691340684890747,0.10407150536775589,0.3087116777896881,0.5786119699478149,0.15103481709957123
adjustment,0.1495731770992279,0.2651406228542328,0.6917831897735596,0.2273731678724289,0.23489607870578766,0.19538012146949768,0.30181142687797546,0.3104805648326874,0.2715310752391815,0.27338048815727234,0.2221979945898056,0.2715310752391815,0.30601194500923157,0.2651406228542328,0.2390427589416504,0.2715310752391815,0.2577865719795227,0.21112020313739777,0.2424171268939972,0.21492357552051544
unless,0.24363665282726288,0.27203744649887085,0.21900144219398499,0.270889014005661,0.22425109148025513,0.2220224142074585,0.4516109526157379,0.46354353427886963,0.45781534910202026,0.5114073753356934,0.23588573932647705,0.45781534910202026,0.4371682107448578,0.27203744649887085,0.21034806966781616,0.45781534910202026,0.26510119438171387,0.32924002408981323,0.35409075021743774,0.37169966101646423
a,0.539380669593811,0.44552403688430786,0.27146294713020325,0.2964494526386261,0.24269413948059082,0.427140474319458,0.3320399522781372,0.34144335985183716,0.45503583550453186,0.39883795380592346,0.2553630769252777,0.45503583550453186,0.27607089281082153,0.44552403688430786,0.2531388998031616,0.45503583550453186,0.2709391117095947,0.3783375024795532,0.5452592968940735,0.23916715383529663
seal,0.17132852971553802,0.15699821710586548,0.1613597273826599,0.24711526930332184,0.16307325661182404,0.1981591135263443,0.08656835556030273,0.11713612079620361,0.16533806920051575,0.15799058973789215,0.09837956726551056,0.16533806920051575,0.2101990282535553,0.15699821710586548,0.08747880160808563,0.16533806920051575,0.14055627584457397,0.13298574090003967,0.18805600702762604,0.1086806133389473
illegally,0.22763296961784363,0.17150725424289703,0.1414417028427124,0.2516046464443207,0.03808637708425522,0.1930791437625885,0.22521759569644928,0.2060072273015976,0.31079837679862976,0.3098202347755432,0.11294975131750107,0.31079837679862976,0.30844035744667053,0.17150725424289703,0.08890292048454285,0.31079837679862976,0.1992020308971405,0.218120738863945,0.27241426706314087,0.13064832985401154
is,0.5394441485404968,0.4654068350791931,0.17587414383888245,0.23527199029922485,0.19948938488960266,0.4691906273365021,0.28837618231773376,0.36612293124198914,0.42745086550712585,0.4819129705429077,0.11924026906490326,0.42745086550712585,0.18020232021808624,0.4654068350791931,0.2346540242433548,0.42745086550712585,0.24083766341209412,0.3250955045223236,0.6328473687171936,0.22961433231830597
broken,0.19177721440792084,0.19161412119865417,0.2699308395385742,0.28670766949653625,0.2477593570947647,0.2498844563961029,0.28858938813209534,0.22397549450397491,0.1961265206336975,0.2550603747367859,1.0000001192092896,0.1961265206336975,0.22079138457775116,0.19161412119865417,0.11263789981603622,0.1961265206336975,0.17886976897716522,0.2444705218076706,0.24383480846881866,0.1915387511253357
.,0.5591574311256409,0.3581749200820923,0.25900799036026,0.35115474462509155,0.18624946475028992,0.6812511086463928,0.3567904531955719,0.23357591032981873,0.4645031690597534,0.4383580684661865,0.24041883647441864,0.4645031690597534,0.28562283515930176,0.3581749200820923,0.2044847160577774,0.4645031690597534,0.2202138900756836,0.4446153938770294,0.5593622326850891,0.4130953550338745
