,what,rate,of,unionization,do,scandinavian,nations,have,?
historical,0.2923852205276489,0.12119356542825699,0.3218611776828766,0.2181353121995926,0.13339491188526154,0.20663832128047943,0.18290220201015472,0.1577400267124176,0.1665111482143402
pattern,0.2522786855697632,0.18532054126262665,0.16445347666740417,0.2107032984495163,0.20726656913757324,0.11479046940803528,0.14411190152168274,0.3323265314102173,0.20064511895179749
is,0.28837618231773376,0.24290183186531067,0.4854315221309662,0.26876333355903625,0.30895981192588806,0.24667227268218994,0.19151805341243744,0.3613572418689728,0.22961433231830597
clear,0.4239453375339508,0.17573317885398865,0.25915294885635376,0.2628399431705475,0.26189738512039185,0.15361428260803223,0.1442989706993103,0.34033462405204773,0.2738020122051239
;,0.10986888408660889,-0.0685785561800003,0.054534342139959335,0.08019629865884781,0.06261929124593735,0.12155263870954514,0.07370924949645996,0.10650043189525604,0.10349778085947037
the,0.42745697498321533,0.24881242215633392,0.733189046382904,0.3807361125946045,0.30239659547805786,0.25986942648887634,0.3506215214729309,0.40389683842658997,0.22068053483963013
cross-national,0.26747360825538635,0.1952255815267563,0.3531312048435211,0.4410173296928406,0.16390515863895416,0.28329357504844666,0.34935563802719116,0.23583661019802094,0.1947014182806015
pattern,0.2522786855697632,0.18532054126262665,0.16445347666740417,0.2107032984495163,0.20726656913757324,0.11479046940803528,0.14411190152168274,0.3323265314102173,0.20064511895179749
is,0.28837618231773376,0.24290183186531067,0.4854315221309662,0.26876333355903625,0.30895981192588806,0.24667227268218994,0.19151805341243744,0.3613572418689728,0.22961433231830597
clear,0.4239453375339508,0.17573317885398865,0.25915294885635376,0.2628399431705475,0.26189738512039185,0.15361428260803223,0.1442989706993103,0.34033462405204773,0.2738020122051239
:,-0.12022944539785385,-0.03394785895943642,-0.08807745575904846,-0.0012253704480826855,-0.09021914005279541,0.06364671885967255,0.09503630548715591,-0.10825085639953613,-0.07156077772378922
high,0.20466077327728271,0.2929585874080658,0.2803038954734802,0.23305033147335052,0.15005089342594147,0.1643870621919632,0.19268816709518433,0.2406233847141266,0.11137914657592773
inequality,0.30072227120399475,0.31061500310897827,0.27910974621772766,0.4639938771724701,0.2117324322462082,0.13004595041275024,0.3608638346195221,0.2617298364639282,0.23619021475315094
goes,0.3063499331474304,0.1781456023454666,0.2831191420555115,0.13686485588550568,0.2621736526489258,0.151516392827034,0.1017065942287445,0.1958812028169632,0.16808578372001648
hand-in-hand,0.32433122396469116,0.23936690390110016,0.3193982243537903,0.28104284405708313,0.22977043688297272,0.2162165492773056,0.23656009137630463,0.2892281413078308,0.2485276609659195
with,0.2464839518070221,0.12391091138124466,0.41827285289764404,0.24425917863845825,0.23744353652000427,0.22327028214931488,0.2591147720813751,0.48046383261680603,0.2433311939239502
weak,0.2838204503059387,0.17140719294548035,0.19737732410430908,0.1887764036655426,0.23850591480731964,0.1412084847688675,0.13932137191295624,0.2708694636821747,0.1458035111427307
labor,0.1943984031677246,0.12810933589935303,0.23769748210906982,0.411807656288147,0.16891427338123322,0.12365700304508209,0.26833251118659973,0.16359522938728333,0.19386747479438782
movements,0.23197974264621735,0.19293437898159027,0.24170123040676117,0.3672678470611572,0.18108947575092316,0.13854405283927917,0.30126479268074036,0.24820584058761597,0.1501890867948532
and,0.31309178471565247,0.17405889928340912,0.5116966962814331,0.2411324828863144,0.276123583316803,0.26058000326156616,0.2505394220352173,0.4711785912513733,0.20544172823429108
vice-versa,0.2030528038740158,0.20199574530124664,0.23972803354263306,0.3133787512779236,0.2760492265224457,0.15281040966510773,0.20719876885414124,0.271328866481781,0.25039002299308777
.,0.3567904531955719,0.2418757975101471,0.5352458953857422,0.2965095341205597,0.3613996207714081,0.21783997118473053,0.2933122515678406,0.41614407300949097,0.4130953550338745
'',0.08143015950918198,-0.13421151041984558,0.13035868108272552,0.01536395400762558,-0.00043653504690155387,0.003780500963330269,-0.07258028537034988,0.0312618687748909,0.018684765323996544
