,what,is,the,name,of,espn,'s,streaming,service,that,is,analogous,to,watch,abc,?
brand,0.18316686153411865,0.20519493520259857,0.18590734899044037,0.3268287181854248,0.13266319036483765,0.16174927353858948,-0.047709349542856216,0.2768034040927887,0.2048312872648239,0.20620881021022797,0.20519493520259857,0.2407228648662567,0.2430490255355835,0.2531368136405945,0.19499699771404266,0.14453907310962677
used,0.27546408772468567,0.3288823366165161,0.3718377649784088,0.275164932012558,0.3075267970561981,0.13252684473991394,0.00600846204906702,0.24855485558509827,0.22584868967533112,0.37621384859085083,0.3288823366165161,0.35540974140167236,0.40058770775794983,0.1857793927192688,0.16642345488071442,0.22430120408535004
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.17316046357154846,-0.010884488001465797,0.235761359333992,0.20538176596164703,0.37496164441108704,0.3899846076965332,0.29833337664604187,0.33534231781959534,0.19258670508861542,0.17600902915000916,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.19345609843730927,-0.01540423184633255,0.25890758633613586,0.22661015391349792,0.5473989248275757,0.5823672413825989,0.24907797574996948,0.535392165184021,0.24077482521533966,0.2068762183189392,0.22068053483963013
streaming,0.21690556406974792,0.23577673733234406,0.25890758633613586,0.2077709585428238,0.2159390151500702,0.32847169041633606,0.03539925068616867,0.9999998807907104,0.3720870912075043,0.26003655791282654,0.23577673733234406,0.2980594336986542,0.27191177010536194,0.268684446811676,0.3399188816547394,0.19690081477165222
services,0.16048473119735718,0.2128378003835678,0.2381475418806076,0.09585019946098328,0.23787347972393036,0.21385638415813446,0.0342075377702713,0.3583773970603943,0.7696225047111511,0.2574901282787323,0.2128378003835678,0.15737612545490265,0.27867045998573303,0.20018570125102997,0.20619745552539825,0.1328447163105011
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.12878696620464325,-0.03817026689648628,0.2159390151500702,0.18425606191158295,0.41498205065727234,0.4854315221309662,0.2549542188644409,0.41548454761505127,0.19463703036308289,0.14607268571853638,0.1826142966747284
disney,0.19632026553153992,0.18704643845558167,0.24980762600898743,0.1465969830751419,0.19926400482654572,0.30053627490997314,0.0786653682589531,0.2516186535358429,0.20166602730751038,0.20073425769805908,0.18704643845558167,0.12360073626041412,0.23984374105930328,0.20849260687828064,0.37895750999450684,0.22150784730911255
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,0.03143302723765373,0.9999999403953552,0.03539925068616867,0.017307469621300697,0.04397977516055107,0.02396530658006668,0.05223369225859642,0.03782717138528824,0.06111160293221474,0.06670809537172318,-0.023395681753754616
television,0.19838058948516846,0.21374565362930298,0.24569597840309143,0.1647563874721527,0.21995750069618225,0.35526788234710693,0.11021530628204346,0.2962280809879303,0.2054690420627594,0.21588699519634247,0.21374565362930298,0.2651660740375519,0.1933557242155075,0.27474769949913025,0.46871840953826904,0.16825827956199646
networks,0.18279550969600677,0.22635811567306519,0.24705806374549866,0.12626133859157562,0.17763681709766388,0.39969518780708313,0.11665306240320206,0.40011605620384216,0.345205157995224,0.27920618653297424,0.22635811567306519,0.265818327665329,0.23877078294754028,0.23910683393478394,0.350273072719574,0.17815114557743073
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.1866789162158966,0.021107977256178856,0.18717721104621887,0.17408718168735504,0.23478686809539795,0.37732169032096863,0.17399585247039795,0.31236231327056885,0.17728851735591888,0.18381085991859436,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.18262942135334015,-0.0016132977325469255,0.2369975447654724,0.2389259785413742,0.4137537479400635,0.4691906273365021,0.24147917330265045,0.44245919585227966,0.19597528874874115,0.2097204476594925,0.31091248989105225
live,0.20532001554965973,0.2694047689437866,0.2995128035545349,0.16979245841503143,0.27734068036079407,0.16924379765987396,0.0809648334980011,0.3215104639530182,0.15910929441452026,0.22191597521305084,0.2694047689437866,0.09657569229602814,0.298321396112442,0.2838585376739502,0.20379731059074402,0.19481121003627777
streams,0.12328469753265381,0.2553871273994446,0.260405570268631,0.17381468415260315,0.24870352447032928,0.1840934306383133,0.08717510104179382,0.64640212059021,0.24829673767089844,0.21131066977977753,0.2553871273994446,0.23889653384685516,0.23461183905601501,0.1981705129146576,0.1417797952890396,0.1508319228887558
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.12878696620464325,-0.03817026689648628,0.2159390151500702,0.18425606191158295,0.41498205065727234,0.4854315221309662,0.2549542188644409,0.41548454761505127,0.19463703036308289,0.14607268571853638,0.1826142966747284
abc,0.1317344456911087,0.16037321090698242,0.2068762183189392,0.1380753219127655,0.14607268571853638,0.42660194635391235,0.06670809537172318,0.3399188816547394,0.22076331079006195,0.17440107464790344,0.16037321090698242,0.14903968572616577,0.1762417107820511,0.20378684997558594,1.0000001192092896,0.19065172970294952
stations,0.1621520221233368,0.2002124935388565,0.24762700498104095,0.10590764880180359,0.20414425432682037,0.2713492512702942,0.029389679431915283,0.37398770451545715,0.33265575766563416,0.2291857898235321,0.2002124935388565,0.19656133651733398,0.21700026094913483,0.22830422222614288,0.23858611285686493,0.13192185759544373
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.13425682485103607,-0.008927806280553341,0.2822425067424774,0.14771409332752228,0.45265161991119385,0.5330929756164551,0.30845028162002563,0.3504326641559601,0.22821173071861267,0.06184951588511467,0.24591213464736938
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.2607339918613434,0.49632513523101807,0.17367592453956604,0.08984304964542389,0.2764362394809723,0.22657595574855804,0.6004067063331604,0.44708555936813354,0.3041366636753082,0.5096819996833801,0.253092885017395,0.1885126382112503,0.2767370045185089
available,0.22032985091209412,0.20822511613368988,0.26723232865333557,0.08959047496318817,0.2416580766439438,0.1992761194705963,0.03610558435320854,0.38631612062454224,0.3073113262653351,0.2840282618999481,0.20822511613368988,0.3004492521286011,0.2394571453332901,0.24725349247455597,0.17715942859649658,0.2501629889011383
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.21040675044059753,0.03782717138528824,0.27191177010536194,0.24411341547966003,0.5436353087425232,0.42745086550712585,0.23161494731903076,1.0,0.2955072224140167,0.1762417107820511,0.29463258385658264
authenticated,0.2595570385456085,0.22718870639801025,0.19585837423801422,0.19433987140655518,0.1916145235300064,0.18911685049533844,0.050452493131160736,0.35849034786224365,0.28900018334388733,0.36466243863105774,0.22718870639801025,0.42727237939834595,0.22804956138134003,0.16100673377513885,0.2063455581665039,0.25427237153053284
subscribers,0.19859471917152405,0.18236424028873444,0.2519393563270569,0.0956847295165062,0.15746498107910156,0.34952643513679504,0.027530105784535408,0.39643895626068115,0.34098511934280396,0.260335236787796,0.18236424028873444,0.2642839848995209,0.23463064432144165,0.3023950457572937,0.27086690068244934,0.2567959725856781
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.12878696620464325,-0.03817026689648628,0.2159390151500702,0.18425606191158295,0.41498205065727234,0.4854315221309662,0.2549542188644409,0.41548454761505127,0.19463703036308289,0.14607268571853638,0.1826142966747284
participating,0.2619934678077698,0.19130589067935944,0.30063968896865845,0.014621704816818237,0.23278085887432098,0.20542357861995697,0.08672703057527542,0.20464348793029785,0.1915748417377472,0.301912397146225,0.19130589067935944,0.12179137021303177,0.2747798264026642,0.26106488704681396,0.15238653123378754,0.19266076385974884
pay,0.2870062291622162,0.12657347321510315,0.1903611719608307,0.1361122727394104,0.1583462655544281,0.21014072000980377,0.11794386804103851,0.14928226172924042,0.26812008023262024,0.27300354838371277,0.12657347321510315,0.16741427779197693,0.26723966002464294,0.3243476152420044,0.2132277935743332,0.19821009039878845
television,0.19838058948516846,0.21374565362930298,0.24569597840309143,0.1647563874721527,0.21995750069618225,0.35526788234710693,0.11021530628204346,0.2962280809879303,0.2054690420627594,0.21588699519634247,0.21374565362930298,0.2651660740375519,0.1933557242155075,0.27474769949913025,0.46871840953826904,0.16825827956199646
providers,0.2401704341173172,0.19733847677707672,0.25975659489631653,0.1413966566324234,0.22307266294956207,0.3025815486907959,-0.0026536579243838787,0.4514796733856201,0.48126691579818726,0.32398760318756104,0.19733847677707672,0.26212623715400696,0.32176247239112854,0.2621792256832123,0.21184875071048737,0.21294598281383514
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.12142056226730347,-0.037580832839012146,0.19644196331501007,0.1740635335445404,0.435920387506485,0.5394441485404968,0.1728779822587967,0.45010748505592346,0.18451254069805145,0.1697147786617279,0.20430970191955566
certain,0.4561643898487091,0.28826433420181274,0.392071396112442,0.13161547482013702,0.40204232931137085,0.14867259562015533,0.002122793812304735,0.23922862112522125,0.21157178282737732,0.5381532907485962,0.28826433420181274,0.4023319184780121,0.4444960355758667,0.2409854680299759,0.13027134537696838,0.2516106069087982
markets,0.12341798096895218,0.21294242143630981,0.23818166553974152,0.10832377523183823,0.17050357162952423,0.20014141499996185,0.12300296127796173,0.29049184918403625,0.22007004916667938,0.2364654839038849,0.21294242143630981,0.22323833405971527,0.23568420112133026,0.2020178735256195,0.16946740448474884,0.11209505051374435
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.19926497340202332,-0.003708066651597619,0.23782236874103546,0.2115515172481537,0.4460422694683075,0.4569662809371948,0.21512065827846527,0.4645031690597534,0.24653306603431702,0.2567209303379059,0.4130953550338745
