,what,association,did,tesla,demonstrate,his,radio,wave,theories,to,?
1893,0.12838007509708405,0.004260020796209574,0.10365716367959976,0.030090492218732834,0.11992089450359344,0.13031509518623352,0.04973438382148743,0.034257255494594574,0.07181588560342789,0.03315379098057747,0.0544506311416626
in,0.30808621644973755,0.23660005629062653,0.2593238651752472,0.17097744345664978,0.24932757019996643,0.3598145842552185,0.22625693678855896,0.21569965779781342,0.1867285519838333,0.45010748505592346,0.20430970191955566
st.,0.10219959169626236,0.06502370536327362,0.11965964734554291,0.17469142377376556,0.0717412531375885,0.25399282574653625,0.07036491483449936,0.06586042791604996,0.10278329998254776,0.20982599258422852,0.13592876493930817
louis,0.11922219395637512,0.09056307375431061,0.21384841203689575,0.1417468637228012,0.09133505076169968,0.23487451672554016,0.12344871461391449,0.15002404153347015,0.10949842631816864,0.16961874067783356,0.09819188714027405
",",0.3087472915649414,0.19516262412071228,0.3015086054801941,0.20599327981472015,0.2733919620513916,0.3378419280052185,0.25251123309135437,0.2190956026315689,0.18424807488918304,0.44245919585227966,0.31091248989105225
missouri,0.10127124935388565,0.15150418877601624,0.17902375757694244,0.09005247801542282,0.11276746541261673,0.1955474466085434,0.06781360507011414,0.11174865067005157,0.12366745620965958,0.1851053535938263,0.12270703911781311
",",0.3087472915649414,0.19516262412071228,0.3015086054801941,0.20599327981472015,0.2733919620513916,0.3378419280052185,0.25251123309135437,0.2190956026315689,0.18424807488918304,0.44245919585227966,0.31091248989105225
the,0.42745697498321533,0.26550325751304626,0.34736719727516174,0.1324402391910553,0.2374596893787384,0.4394008219242096,0.23511973023414612,0.23117129504680634,0.24012529850006104,0.535392165184021,0.22068053483963013
franklin,0.21424500644207,0.14529171586036682,0.23010779917240143,0.2136397808790207,0.1710534244775772,0.23088344931602478,0.1969349980354309,0.2128518968820572,0.17073704302310944,0.2644219994544983,0.13006849586963654
institute,0.17608846724033356,0.3118096590042114,0.13879841566085815,0.15442416071891785,0.2090516984462738,0.18142391741275787,0.21091662347316742,0.13303028047084808,0.2203211635351181,0.18375186622142792,0.115291528403759
in,0.30808621644973755,0.23660005629062653,0.2593238651752472,0.17097744345664978,0.24932757019996643,0.3598145842552185,0.22625693678855896,0.21569965779781342,0.1867285519838333,0.45010748505592346,0.20430970191955566
philadelphia,0.15730510652065277,0.2090519517660141,0.20333942770957947,0.13968037068843842,0.13661061227321625,0.20802651345729828,0.1856301873922348,0.13433268666267395,0.09486620873212814,0.2041943073272705,0.1888369768857956
",",0.3087472915649414,0.19516262412071228,0.3015086054801941,0.20599327981472015,0.2733919620513916,0.3378419280052185,0.25251123309135437,0.2190956026315689,0.18424807488918304,0.44245919585227966,0.31091248989105225
pennsylvania,0.1857142448425293,0.178384467959404,0.16386812925338745,0.13402871787548065,0.12486789375543594,0.22442194819450378,0.1351804882287979,0.1267152577638626,0.14605580270290375,0.15052372217178345,0.14032292366027832
",",0.3087472915649414,0.19516262412071228,0.3015086054801941,0.20599327981472015,0.2733919620513916,0.3378419280052185,0.25251123309135437,0.2190956026315689,0.18424807488918304,0.44245919585227966,0.31091248989105225
and,0.31309178471565247,0.22647784650325775,0.34479495882987976,0.19560420513153076,0.22373680770397186,0.4234102666378021,0.2658638060092926,0.21877773106098175,0.2395821362733841,0.48971283435821533,0.20544172823429108
the,0.42745697498321533,0.26550325751304626,0.34736719727516174,0.1324402391910553,0.2374596893787384,0.4394008219242096,0.23511973023414612,0.23117129504680634,0.24012529850006104,0.535392165184021,0.22068053483963013
national,0.16882304847240448,0.4218963384628296,0.17743784189224243,0.10101384669542313,0.12631478905677795,0.17216522991657257,0.16566592454910278,0.10435071587562561,0.09759388864040375,0.21067756414413452,0.15643028914928436
electric,0.15451551973819733,0.14766819775104523,0.12459144741296768,0.3824412524700165,0.1876400113105774,0.1696784496307373,0.27894020080566406,0.3007845878601074,0.13035881519317627,0.2115597426891327,0.15674720704555511
light,0.22953972220420837,0.15830880403518677,0.18105649948120117,0.15772268176078796,0.13083460927009583,0.16368821263313293,0.25329476594924927,0.30654147267341614,0.20494170486927032,0.22474321722984314,0.17429810762405396
association,0.13908448815345764,0.9999999403953552,0.13464757800102234,0.03720048442482948,0.12179591506719589,0.15207505226135254,0.14591112732887268,0.10021831840276718,0.1492099165916443,0.19401024281978607,0.1542656421661377
.,0.3567904531955719,0.22905009984970093,0.35288307070732117,0.17949827015399933,0.18065162003040314,0.3119256794452667,0.20650681853294373,0.27744948863983154,0.18147483468055725,0.4645031690597534,0.4130953550338745
