,what,organization,has,continued,to,be,a,major,disruptive,force,in,palestine,?
into,0.2180619090795517,0.11545617133378983,0.29681676626205444,0.19909872114658356,0.38810545206069946,0.3462390601634979,0.3461161255836487,0.19816605746746063,0.17182302474975586,0.1669553965330124,0.38021373748779297,0.13542567193508148,0.15662476420402527
the,0.42745697498321533,0.311172217130661,0.4177538752555847,0.29953038692474365,0.535392165184021,0.4248143136501312,0.5829201340675354,0.31775903701782227,0.2171422839164734,0.2800885736942291,0.6662389636039734,0.2786056101322174,0.22068053483963013
political,0.21846716105937958,0.3284916579723358,0.1945810467004776,0.18132077157497406,0.2065112292766571,0.19028756022453308,0.21418654918670654,0.19749309122562408,0.23960626125335693,0.20141944289207458,0.22136160731315613,0.30597731471061707,0.17130474746227264
process—it,0.32083699107170105,0.27329733967781067,0.18087933957576752,0.12258031219244003,0.2972384989261627,0.3410896360874176,0.24809600412845612,0.1830841451883316,0.2557658553123474,0.09529964625835419,0.1941836029291153,0.18148747086524963,0.2519380748271942
won,0.14840687811374664,0.13576653599739075,0.24499812722206116,0.2590215504169464,0.1945943981409073,0.13813522458076477,0.22534137964248657,0.18483112752437592,0.10395415872335434,0.12079399079084396,0.3280489146709442,0.15508723258972168,0.17925700545310974
the,0.42745697498321533,0.311172217130661,0.4177538752555847,0.29953038692474365,0.535392165184021,0.4248143136501312,0.5829201340675354,0.31775903701782227,0.2171422839164734,0.2800885736942291,0.6662389636039734,0.2786056101322174,0.22068053483963013
majority,0.25967487692832947,0.21109089255332947,0.23779748380184174,0.18382900953292847,0.26316750049591064,0.26356902718544006,0.227370023727417,0.28555670380592346,0.1894475221633911,0.1763126403093338,0.2563854157924652,0.23417410254478455,0.220119908452034
of,0.33290785551071167,0.25438958406448364,0.3909035325050354,0.2527073323726654,0.41548454761505127,0.33904364705085754,0.5052502155303955,0.2641255557537079,0.18153896927833557,0.27094775438308716,0.5696388483047485,0.23739594221115112,0.1826142966747284
the,0.42745697498321533,0.311172217130661,0.4177538752555847,0.29953038692474365,0.535392165184021,0.4248143136501312,0.5829201340675354,0.31775903701782227,0.2171422839164734,0.2800885736942291,0.6662389636039734,0.2786056101322174,0.22068053483963013
seats,0.12961463630199432,0.14751353859901428,0.2280421257019043,0.0947585329413414,0.19008702039718628,0.23048973083496094,0.23492009937763214,0.15733028948307037,0.042145367711782455,0.16904985904693604,0.26510122418403625,0.17014870047569275,0.10678832978010178
",",0.3087472915649414,0.1819751113653183,0.3734780251979828,0.2681589126586914,0.44245919585227966,0.39254459738731384,0.427140474319458,0.29355156421661377,0.24832308292388916,0.22091743350028992,0.5201468467712402,0.18300923705101013,0.31091248989105225
and,0.31309178471565247,0.21951423585414886,0.43716782331466675,0.31388330459594727,0.48971283435821533,0.41766801476478577,0.3739250600337982,0.29795366525650024,0.22801727056503296,0.24372100830078125,0.4954058527946472,0.22811970114707947,0.20544172823429108
in,0.30808621644973755,0.2513086795806885,0.4173259735107422,0.2845509350299835,0.45010748505592346,0.3481820821762085,0.539380669593811,0.3249945342540741,0.21467314660549164,0.21744468808174133,1.0,0.2667962610721588,0.20430970191955566
2007,-0.15549811720848083,-0.13848112523555756,-0.17242015898227692,-0.23709961771965027,-0.1738293468952179,-0.07821867614984512,-0.06548836827278137,-0.13682475686073303,-0.14644312858581543,-0.1435982584953308,-0.2201838344335556,-0.2553311884403229,-0.1664225310087204
it,0.45803478360176086,0.2198629528284073,0.41962623596191406,0.17997480928897858,0.513711154460907,0.5203388929367065,0.5452592968940735,0.22329258918762207,0.28187295794487,0.22565218806266785,0.5130809545516968,0.19347798824310303,0.25732165575027466
drove,0.1460457593202591,0.052183158695697784,0.12065862864255905,0.3249371349811554,0.19938457012176514,0.14956411719322205,0.18235622346401215,0.10686969757080078,0.19918960332870483,0.23980003595352173,0.2219095677137375,0.12553073465824127,0.10733011364936829
the,0.42745697498321533,0.311172217130661,0.4177538752555847,0.29953038692474365,0.535392165184021,0.4248143136501312,0.5829201340675354,0.31775903701782227,0.2171422839164734,0.2800885736942291,0.6662389636039734,0.2786056101322174,0.22068053483963013
plo,0.15021194517612457,0.3225399851799011,0.14664746820926666,0.18871206045150757,0.2269028276205063,0.14557325839996338,0.23237761855125427,0.053013477474451065,0.24251727759838104,0.2620816230773926,0.13209852576255798,0.4882344603538513,0.1690802425146103
out,0.3633197546005249,0.17770901322364807,0.30727511644363403,0.1858987957239151,0.42386990785598755,0.3626708686351776,0.34264278411865234,0.13802337646484375,0.28585076332092285,0.19182319939136505,0.3576207756996155,0.1467321813106537,0.22020699083805084
of,0.33290785551071167,0.25438958406448364,0.3909035325050354,0.2527073323726654,0.41548454761505127,0.33904364705085754,0.5052502155303955,0.2641255557537079,0.18153896927833557,0.27094775438308716,0.5696388483047485,0.23739594221115112,0.1826142966747284
gaza,0.15590357780456543,0.31568726897239685,0.1528068482875824,0.2271488904953003,0.18586024641990662,0.1836085468530655,0.18339337408542633,0.09204468876123428,0.1440594494342804,0.2379801720380783,0.1529129147529602,0.6516968607902527,0.14649301767349243
.,0.3567904531955719,0.20656518638134003,0.4105546176433563,0.24624989926815033,0.4645031690597534,0.4383580684661865,0.50484299659729,0.3054012954235077,0.2360740303993225,0.2783275842666626,0.5591574311256409,0.2168932408094406,0.4130953550338745
