,what,provided,an,incentive,to,western,empires,to,colonize,africa,?
to,0.455847829580307,0.28066325187683105,0.3138085603713989,0.37372854351997375,1.0,0.18838192522525787,0.21986529231071472,1.0,0.36184147000312805,0.23667606711387634,0.29463258385658264
empire,0.21723191440105438,0.11523294448852539,0.16588738560676575,0.12458155304193497,0.21448755264282227,0.3127332925796509,0.8189548850059509,0.21448755264282227,0.3294770419597626,0.3045766353607178,0.14909450709819794
by,0.2455483376979828,0.2935292720794678,0.2719563841819763,0.17150521278381348,0.33534231781959534,0.20149661600589752,0.24326086044311523,0.33534231781959534,0.16172046959400177,0.19697435200214386,0.17966607213020325
promoting,0.2268388420343399,0.22583025693893433,0.16393674910068512,0.37173110246658325,0.25994694232940674,0.16545470058918,0.24309039115905762,0.25994694232940674,0.18582797050476074,0.14228300750255585,0.2656548321247101
",",0.3087472915649414,0.27036961913108826,0.3581022024154663,0.21777865290641785,0.44245919585227966,0.27542921900749207,0.2838084399700165,0.44245919585227966,0.23593486845493317,0.2545008063316345,0.31091248989105225
assisting,0.1995118260383606,0.30967769026756287,0.17859947681427002,0.36713770031929016,0.31891629099845886,0.055917926132678986,0.13415642082691193,0.31891629099845886,0.15110085904598236,0.1447525918483734,0.13886818289756775
",",0.3087472915649414,0.27036961913108826,0.3581022024154663,0.21777865290641785,0.44245919585227966,0.27542921900749207,0.2838084399700165,0.44245919585227966,0.23593486845493317,0.2545008063316345,0.31091248989105225
and,0.31309178471565247,0.35591721534729004,0.2838519215583801,0.2532825469970703,0.48971283435821533,0.27210789918899536,0.3538569211959839,0.48971283435821533,0.26045313477516174,0.2685798704624176,0.20544172823429108
legitimizing,0.26699507236480713,0.3602434992790222,0.2238590121269226,0.44164353609085083,0.308546781539917,0.1366758942604065,0.241821750998497,0.308546781539917,0.1951039582490921,0.11267321556806564,0.2098625898361206
the,0.42745697498321533,0.304488867521286,0.4207492768764496,0.22445659339427948,0.535392165184021,0.37920868396759033,0.33908694982528687,0.535392165184021,0.31258752942085266,0.2903064787387848,0.22068053483963013
extension,0.24965603649616241,0.25640159845352173,0.23537148535251617,0.29595738649368286,0.3166155517101288,0.17541341483592987,0.16823813319206238,0.3166155517101288,0.19764168560504913,0.0885993167757988,0.24237069487571716
of,0.33290785551071167,0.272808313369751,0.32280945777893066,0.2664257884025574,0.41548454761505127,0.32974064350128174,0.2870881259441376,0.41548454761505127,0.2946259081363678,0.2694264054298401,0.1826142966747284
french,0.17393042147159576,0.13424597680568695,0.17262065410614014,0.1566794067621231,0.1713797152042389,0.16370365023612976,0.21314498782157898,0.1713797152042389,0.2785574495792389,0.25143733620643616,0.1386883556842804
and,0.31309178471565247,0.35591721534729004,0.2838519215583801,0.2532825469970703,0.48971283435821533,0.27210789918899536,0.3538569211959839,0.48971283435821533,0.26045313477516174,0.2685798704624176,0.20544172823429108
british,0.19255435466766357,0.18414907157421112,0.21499769389629364,0.1287088245153427,0.22690963745117188,0.23690709471702576,0.3054759204387665,0.22690963745117188,0.27068424224853516,0.22958926856517792,0.09711728990077972
power,0.22216427326202393,0.17333146929740906,0.1744573563337326,0.26282748579978943,0.27001675963401794,0.1425277441740036,0.3527902364730835,0.27001675963401794,0.13744041323661804,0.1095619648694992,0.15304024517536163
into,0.2180619090795517,0.17520850896835327,0.2105669528245926,0.16695855557918549,0.38810545206069946,0.2034125179052353,0.18499170243740082,0.38810545206069946,0.2677498161792755,0.16067509353160858,0.15662476420402527
west,0.1946573108434677,0.15120099484920502,0.14246505498886108,0.05528157576918602,0.24611181020736694,0.5031110048294067,0.23010535538196564,0.24611181020736694,0.26433414220809937,0.33628568053245544,0.12088293582201004
africa,0.19696469604969025,0.10781902074813843,0.1465303897857666,0.12176603823900223,0.23667606711387634,0.2585296332836151,0.3372916281223297,0.23667606711387634,0.3864506185054779,0.9999999403953552,0.12926554679870605
'',0.08143015950918198,0.04798015207052231,0.09471100568771362,0.05537501722574234,-0.009905828163027763,0.07816781103610992,0.08285501599311829,-0.009905828163027763,0.0015067863278090954,-0.06821451336145401,0.018684765323996544
.,0.3567904531955719,0.22066283226013184,0.3581749200820923,0.22652357816696167,0.4645031690597534,0.2816847264766693,0.2821316719055176,0.4645031690597534,0.2596159875392914,0.25634920597076416,0.4130953550338745
,what,provided,an,incentive,to,western,empires,to,colonize,africa,?
during,0.24137552082538605,0.18840329349040985,0.21076080203056335,0.16698279976844788,0.2828781306743622,0.2569528818130493,0.2542705535888672,0.2828781306743622,0.26023775339126587,0.23530873656272888,0.1325719803571701
his,0.26976513862609863,0.2315002828836441,0.24025635421276093,0.2231028825044632,0.3715193271636963,0.17305071651935577,0.2266589105129242,0.3715193271636963,0.10284203290939331,0.15733219683170319,0.18075084686279297
analysis,0.2842639982700348,0.30150049924850464,0.18154343962669373,0.2840636670589447,0.21860700845718384,0.0747244581580162,0.1637861430644989,0.21860700845718384,0.14015108346939087,0.1874527633190155,0.15352053940296173
of,0.33290785551071167,0.272808313369751,0.32280945777893066,0.2664257884025574,0.41548454761505127,0.32974064350128174,0.2870881259441376,0.41548454761505127,0.2946259081363678,0.2694264054298401,0.1826142966747284
nineteenth-century,0.2100762575864792,0.19434772431850433,0.2356962412595749,0.17031008005142212,0.24242883920669556,0.27078989148139954,0.29086390137672424,0.24242883920669556,0.3344910740852356,0.26717060804367065,0.12242254614830017
cartographic,0.15486185252666473,0.2559710741043091,0.18009313941001892,0.17557787895202637,0.21821047365665436,0.1533491313457489,0.20505844056606293,0.21821047365665436,0.2548772096633911,0.25668832659721375,0.13701729476451874
techniques,0.19165433943271637,0.25340622663497925,0.14293251931667328,0.29858285188674927,0.2575913667678833,0.18299156427383423,0.18025295436382294,0.2575913667678833,0.1302938163280487,0.08887000381946564,0.1533757448196411
",",0.3087472915649414,0.27036961913108826,0.3581022024154663,0.21777865290641785,0.44245919585227966,0.27542921900749207,0.2838084399700165,0.44245919585227966,0.23593486845493317,0.2545008063316345,0.31091248989105225
he,0.3114890456199646,0.1310708373785019,0.281929612159729,0.1876385658979416,0.385390967130661,0.21872544288635254,0.21059836447238922,0.385390967130661,0.1424189805984497,0.170254185795784,0.2089974731206894
highlights,0.23293812572956085,0.28191816806793213,0.1282600462436676,0.27543383836746216,0.22284379601478577,0.10177259147167206,0.13132797181606293,0.22284379601478577,0.15778671205043793,0.06014541909098625,0.17713455855846405
the,0.42745697498321533,0.304488867521286,0.4207492768764496,0.22445659339427948,0.535392165184021,0.37920868396759033,0.33908694982528687,0.535392165184021,0.31258752942085266,0.2903064787387848,0.22068053483963013
use,0.3453877568244934,0.3348276913166046,0.24603988230228424,0.38800695538520813,0.47261837124824524,0.135614275932312,0.18718937039375305,0.47261837124824524,0.2929140031337738,0.16060954332351685,0.32795652747154236
of,0.33290785551071167,0.272808313369751,0.32280945777893066,0.2664257884025574,0.41548454761505127,0.32974064350128174,0.2870881259441376,0.41548454761505127,0.2946259081363678,0.2694264054298401,0.1826142966747284
blank,0.2176256626844406,0.19177740812301636,0.16306984424591064,0.14053934812545776,0.2217026799917221,0.15150484442710876,0.10271388292312622,0.2217026799917221,0.12455618381500244,0.11474328488111496,0.21930930018424988
space,0.20525942742824554,0.15958496928215027,0.19467206299304962,0.1880941540002823,0.22712917625904083,0.13361775875091553,0.18893687427043915,0.22712917625904083,0.2597557604312897,0.10664326697587967,0.1885536164045334
to,0.455847829580307,0.28066325187683105,0.3138085603713989,0.37372854351997375,1.0,0.18838192522525787,0.21986529231071472,1.0,0.36184147000312805,0.23667606711387634,0.29463258385658264
denote,0.2585914134979248,0.1829826980829239,0.2380082905292511,0.32070985436439514,0.2229822427034378,0.1570504754781723,0.1935163140296936,0.2229822427034378,0.1891431361436844,0.17764927446842194,0.2174435704946518
unknown,0.2441980093717575,0.1939249187707901,0.18097949028015137,0.11583927273750305,0.2203521579504013,0.15454314649105072,0.08614153414964676,0.2203521579504013,0.13305507600307465,0.1042557954788208,0.22083927690982819
or,0.33867141604423523,0.2893275320529938,0.3096676766872406,0.3304206430912018,0.38921234011650085,0.17466816306114197,0.2540554106235504,0.38921234011650085,0.20608383417129517,0.18400141596794128,0.32389625906944275
unexplored,0.2668616473674774,0.2223251909017563,0.20179924368858337,0.15679427981376648,0.23936088383197784,0.24351181089878082,0.253836452960968,0.23936088383197784,0.3909151256084442,0.2959979176521301,0.17081645131111145
territory,0.21338070929050446,0.11039819568395615,0.16477516293525696,0.13950029015541077,0.2642725706100464,0.3831290006637573,0.38218891620635986,0.2642725706100464,0.3140299320220947,0.210215225815773,0.09435105323791504
.,0.3567904531955719,0.22066283226013184,0.3581749200820923,0.22652357816696167,0.4645031690597534,0.2816847264766693,0.2821316719055176,0.4645031690597534,0.2596159875392914,0.25634920597076416,0.4130953550338745
