,what,science,fiction,writer,introduced,the,doctor,who,episodes,for,a,period,of,time,?
try,0.44086137413978577,0.13846313953399658,0.16460709273815155,0.1428782343864441,0.16869091987609863,0.28568562865257263,0.14406710863113403,0.32706883549690247,0.2290656715631485,0.27246251702308655,0.2632726728916168,0.13290007412433624,0.23224306106567383,0.2943682074546814,0.3757479786872864
to,0.455847829580307,0.2226530760526657,0.15569862723350525,0.12567701935768127,0.22615164518356323,0.535392165184021,0.22950075566768646,0.42656609416007996,0.21516069769859314,0.4451248347759247,0.45503583550453186,0.24346192181110382,0.41548454761505127,0.3679993152618408,0.29463258385658264
place,0.2689766585826874,0.25250244140625,0.24715928733348846,0.10148226469755173,0.09360254555940628,0.4179787337779999,0.20093528926372528,0.22742493450641632,0.17115628719329834,0.3033463954925537,0.3079278767108917,0.21228475868701935,0.2685627043247223,0.379790335893631,0.2455766350030899
it,0.45803478360176086,0.27087414264678955,0.2620122730731964,0.2011551558971405,0.20284441113471985,0.6251175999641418,0.24568085372447968,0.2868398427963257,0.16903024911880493,0.32171204686164856,0.5452592968940735,0.2586527168750763,0.38761502504348755,0.3375589847564697,0.25732165575027466
in,0.30808621644973755,0.269875705242157,0.2784067988395691,0.19054412841796875,0.2614979147911072,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.17357411980628967,0.4322226941585541,0.539380669593811,0.23051127791404724,0.5696388483047485,0.3431483507156372,0.20430970191955566
an,0.2821882665157318,0.1811348795890808,0.1512005627155304,0.22680628299713135,0.13903290033340454,0.4207492768764496,0.1790127456188202,0.2848317325115204,0.13370193541049957,0.3236706852912903,0.44552403688430786,0.21285568177700043,0.32280945777893066,0.17594800889492035,0.19793890416622162
educational,0.2158561795949936,0.4427984356880188,0.2522048354148865,0.2543776333332062,0.19987906515598297,0.22737358510494232,0.16346539556980133,0.21837118268013,0.1868000328540802,0.36321696639060974,0.25668084621429443,0.11962103843688965,0.3187834620475769,0.1616031527519226,0.20904642343521118
context,0.36376240849494934,0.2258540242910385,0.21326270699501038,0.10155940800905228,0.18208904564380646,0.21470476686954498,0.06025046855211258,0.17307879030704498,0.11183735728263855,0.2597399652004242,0.22736765444278717,0.261979341506958,0.21264773607254028,0.29104083776474,0.2777315378189087
in,0.30808621644973755,0.269875705242157,0.2784067988395691,0.19054412841796875,0.2614979147911072,0.6662389636039734,0.25567495822906494,0.2792111933231354,0.17357411980628967,0.4322226941585541,0.539380669593811,0.23051127791404724,0.5696388483047485,0.3431483507156372,0.20430970191955566
keeping,0.3156749904155731,0.1785535365343094,0.1906830221414566,0.08418989181518555,0.11596514284610748,0.271767258644104,0.1113920733332634,0.19002023339271545,0.15680231153964996,0.3490813970565796,0.22280260920524597,0.15624278783798218,0.21222269535064697,0.27135229110717773,0.2775583565235138
with,0.2464839518070221,0.16571007668972015,0.16807234287261963,0.11746663600206375,0.26105520129203796,0.4223487675189972,0.17277967929840088,0.3282766342163086,0.24692673981189728,0.39140474796295166,0.3783375024795532,0.20673511922359467,0.41827285289764404,0.31862112879753113,0.2433311939239502
tvo,0.1723005473613739,0.2203337699174881,0.2504681944847107,0.28479868173599243,0.1545747071504593,0.18279337882995605,0.20164626836776733,0.17353172600269318,0.21945282816886902,0.22103054821491241,0.1855187863111496,0.08772695809602737,0.1709083765745163,0.16844220459461212,0.2239391803741455
's,0.02692362666130066,0.03909866884350777,0.05805192515254021,0.06599142402410507,-0.07158663123846054,-0.01540423184633255,0.031664930284023285,0.05599616840481758,-0.013447972945868969,-0.07241261005401611,0.04866964742541313,-0.05741342157125473,-0.03817026689648628,0.01301188487559557,-0.023395681753754616
status,0.1975356787443161,0.12981802225112915,0.09583692997694016,0.08711986988782883,0.1557234823703766,0.23601171374320984,0.15669894218444824,0.16934463381767273,0.15854787826538086,0.18810321390628815,0.28739041090011597,0.19428323209285736,0.20139996707439423,0.20790182054042816,0.16403266787528992
as,0.31749409437179565,0.2104831486940384,0.15913541615009308,0.1680026799440384,0.25088563561439514,0.48381632566452026,0.17422905564308167,0.3923053741455078,0.2649470269680023,0.44774648547172546,0.39550232887268066,0.23129993677139282,0.3886612355709076,0.3239102065563202,0.27043893933296204
an,0.2821882665157318,0.1811348795890808,0.1512005627155304,0.22680628299713135,0.13903290033340454,0.4207492768764496,0.1790127456188202,0.2848317325115204,0.13370193541049957,0.3236706852912903,0.44552403688430786,0.21285568177700043,0.32280945777893066,0.17594800889492035,0.19793890416622162
educational,0.2158561795949936,0.4427984356880188,0.2522048354148865,0.2543776333332062,0.19987906515598297,0.22737358510494232,0.16346539556980133,0.21837118268013,0.1868000328540802,0.36321696639060974,0.25668084621429443,0.11962103843688965,0.3187834620475769,0.1616031527519226,0.20904642343521118
channel,0.20295917987823486,0.16442200541496277,0.18717046082019806,0.11259815096855164,0.14065808057785034,0.2860044836997986,0.14612802863121033,0.17347675561904907,0.33551710844039917,0.1936226189136505,0.20914222300052643,0.09897114336490631,0.1671900898218155,0.1799570769071579,0.20176179707050323
.,0.3567904531955719,0.21781636774539948,0.20628853142261505,0.1906910538673401,0.2799728810787201,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.22130145132541656,0.4726039469242096,0.50484299659729,0.2575049102306366,0.5352458953857422,0.371569961309433,0.4130953550338745
