,besides,baptism,",",what,shows,the,future,of,heaven,to,christians,?
life,0.12983083724975586,0.19161754846572876,0.24050940573215485,0.24693015217781067,0.21840816736221313,0.23528170585632324,0.24020206928253174,0.2788603901863098,0.2591685950756073,0.24560359120368958,0.20710773766040802,0.21677987277507782
in,0.3447916507720947,0.12040549516677856,0.5201468467712402,0.30808621644973755,0.3289647698402405,0.6662389636039734,0.15554536879062653,0.5696388483047485,0.16242490708827972,0.45010748505592346,0.19406449794769287,0.20430970191955566
heaven,0.14551196992397308,0.3174605369567871,0.22840608656406403,0.31919732689857483,0.15764647722244263,0.2808520495891571,0.18612739443778992,0.19315502047538757,1.0000001192092896,0.23186542093753815,0.44877856969833374,0.261896550655365
in,0.3447916507720947,0.12040549516677856,0.5201468467712402,0.30808621644973755,0.3289647698402405,0.6662389636039734,0.15554536879062653,0.5696388483047485,0.16242490708827972,0.45010748505592346,0.19406449794769287,0.20430970191955566
the,0.367077499628067,0.18082354962825775,0.4933079481124878,0.42745697498321533,0.36348509788513184,1.0,0.2337762415409088,0.733189046382904,0.2808520495891571,0.535392165184021,0.24734680354595184,0.22068053483963013
midst,0.17461757361888885,0.18884429335594177,0.1695466786623001,0.1721421778202057,0.23038578033447266,0.3095635175704956,0.10712894052267075,0.2776672840118408,0.25622832775115967,0.24409228563308716,0.3037870526313782,0.07043880224227905
of,0.3665722906589508,0.25157880783081055,0.4946078956127167,0.33290785551071167,0.3410852253437042,0.733189046382904,0.25455814599990845,1.0,0.19315502047538757,0.41548454761505127,0.25621283054351807,0.1826142966747284
this,0.33461904525756836,0.2781130075454712,0.4316047728061676,0.5489566326141357,0.35126274824142456,0.6274310946464539,0.26451030373573303,0.45148900151252747,0.22189393639564514,0.5759071707725525,0.24632097780704498,0.3155723512172699
life,0.12983083724975586,0.19161754846572876,0.24050940573215485,0.24693015217781067,0.21840816736221313,0.23528170585632324,0.24020206928253174,0.2788603901863098,0.2591685950756073,0.24560359120368958,0.20710773766040802,0.21677987277507782
.,0.28636154532432556,0.19639745354652405,0.6812511086463928,0.3567904531955719,0.2639692425727844,0.5934505462646484,0.24031390249729156,0.5352458953857422,0.22761376202106476,0.4645031690597534,0.2501663267612457,0.4130953550338745
