,what,did,baran,develop,during,research,at,rand
of,0.33290785551071167,0.2513895630836487,0.19897006452083588,0.2259741723537445,0.3869180977344513,0.22573977708816528,0.42558613419532776,0.18197889626026154
1961,-0.03442762792110443,-0.07450946420431137,0.03960365802049637,0.019987590610980988,0.03070082888007164,-0.007399221416562796,-0.029475152492523193,0.011876159347593784
as,0.31749409437179565,0.3596470057964325,0.20356325805187225,0.17358502745628357,0.29671990871429443,0.27755290269851685,0.28092536330223083,0.19474178552627563
briefing,0.18385592103004456,0.23687046766281128,0.2194652259349823,0.1656711846590042,0.30600354075431824,0.2949709892272949,0.27740728855133057,0.26612773537635803
b-265,0.0787566751241684,0.08187795430421829,0.0206138975918293,-0.028688298538327217,0.08117406815290451,0.05434570834040642,0.025668149814009666,0.10057190805673599
",",0.3087472915649414,0.3015086054801941,0.25993672013282776,0.17652153968811035,0.3225448727607727,0.2764695882797241,0.38314947485923767,0.33328965306282043
later,0.2517229914665222,0.38386887311935425,0.18060892820358276,0.24594208598136902,0.4405536353588104,0.22655674815177917,0.3238905966281891,0.22097566723823547
published,0.20457668602466583,0.17877818644046783,0.09122353047132492,0.24162839353084564,0.20190928876399994,0.3210430443286896,0.16002829372882843,0.2790924310684204
as,0.31749409437179565,0.3596470057964325,0.20356325805187225,0.17358502745628357,0.29671990871429443,0.27755290269851685,0.28092536330223083,0.19474178552627563
rand,0.23037707805633545,0.16993215680122375,0.26310282945632935,0.15084749460220337,0.08054034411907196,0.27823901176452637,0.10682752728462219,1.0000001192092896
report,0.2868559956550598,0.2986995279788971,0.11666057258844376,0.2230314165353775,0.1805049628019333,0.3599732220172882,0.2458806037902832,0.18373975157737732
p-2626,0.2793515920639038,0.15215688943862915,0.06717803329229355,0.10538486391305923,0.0505831204354763,0.09912827610969543,-0.006377194542437792,0.15383785963058472
in,0.30808621644973755,0.2593238651752472,0.20557019114494324,0.22882415354251862,0.4627237319946289,0.21249429881572723,0.4374977946281433,0.24292322993278503
1962,-0.001027831924147904,-0.08857343345880508,0.17229878902435303,-0.05737580358982086,-0.02444792166352272,-0.09191311150789261,-0.08754377067089081,-0.06275375187397003
",",0.3087472915649414,0.3015086054801941,0.25993672013282776,0.17652153968811035,0.3225448727607727,0.2764695882797241,0.38314947485923767,0.33328965306282043
and,0.31309178471565247,0.34479495882987976,0.2267550826072693,0.25684353709220886,0.36462149024009705,0.27611881494522095,0.3571503460407257,0.2739938795566559
finally,0.33623361587524414,0.284234881401062,0.10114893317222595,0.2312076985836029,0.33314409852027893,0.13834795355796814,0.2990627884864807,0.10422167927026749
in,0.30808621644973755,0.2593238651752472,0.20557019114494324,0.22882415354251862,0.4627237319946289,0.21249429881572723,0.4374977946281433,0.24292322993278503
report,0.2868559956550598,0.2986995279788971,0.11666057258844376,0.2230314165353775,0.1805049628019333,0.3599732220172882,0.2458806037902832,0.18373975157737732
rm,0.23775295913219452,0.08516086637973785,0.12075473368167877,0.1280965507030487,0.05049115791916847,0.1780242621898651,0.2128954380750656,0.19623714685440063
3420,0.05645347014069557,0.17023883759975433,-0.006970304995775223,-0.09630565345287323,-0.04955950379371643,-0.1494687795639038,-0.05166527256369591,0.0944528728723526
in,0.30808621644973755,0.2593238651752472,0.20557019114494324,0.22882415354251862,0.4627237319946289,0.21249429881572723,0.4374977946281433,0.24292322993278503
1964,-0.0811573788523674,-0.1228223368525505,0.011049062013626099,-0.003121943911537528,-0.057796936482191086,0.00970099400728941,0.016168752685189247,-0.03424964100122452
.,0.3567904531955719,0.35288307070732117,0.2236904501914978,0.2532461881637573,0.3485563397407532,0.2517603039741516,0.4549728035926819,0.25218135118484497
