,how,has,civil,disobedience,evolved,in,current,times,?
delinquents,0.2943812906742096,0.1784597486257553,0.22388875484466553,0.3990485966205597,0.06292582303285599,0.26524725556373596,0.18109771609306335,0.21198157966136932,0.19299890100955963
and,0.33647966384887695,0.43716782331466675,0.25259146094322205,0.3041999638080597,0.24750208854675293,0.4954058527946472,0.23919939994812012,0.2611900568008423,0.20544172823429108
political,0.1886202096939087,0.1945810467004776,0.33490484952926636,0.3612893521785736,0.0936078131198883,0.22136160731315613,0.19855530560016632,0.12034924328327179,0.17130474746227264
assassins,0.105828195810318,0.051612503826618195,0.22344624996185303,0.320488303899765,0.10614354908466339,0.10419345647096634,0.11295837163925171,0.16807608306407928,0.22511708736419678
.,0.3287222981452942,0.4105546176433563,0.2541380822658539,0.2603943943977356,0.25765469670295715,0.5591574311256409,0.29179835319519043,0.2891986668109894,0.4130953550338745
'',-0.0029843549709767103,0.004576915875077248,-0.062313709408044815,0.003403886454179883,0.02665591984987259,0.07432962208986282,0.06705592572689056,-0.032459624111652374,0.018684765323996544
,how,has,civil,disobedience,evolved,in,current,times,?
it,0.36714982986450195,0.41962623596191406,0.17707513272762299,0.2648297846317291,0.2711755037307739,0.5130809545516968,0.21736566722393036,0.21116118133068085,0.25732165575027466
has,0.26820555329322815,1.0,0.14805923402309418,0.11896127462387085,0.2690497636795044,0.4173259735107422,0.23727068305015564,0.37720999121665955,0.15994466841220856
been,0.26456597447395325,0.6162750124931335,0.16754008829593658,0.20087917149066925,0.30490806698799133,0.3515113592147827,0.24492745101451874,0.4048621952533722,0.24354910850524902
argued,0.250591516494751,0.1626124083995819,0.22184301912784576,0.387824684381485,0.2430325746536255,0.16827838122844696,0.1429365575313568,0.15304359793663025,0.18905270099639893
that,0.557814359664917,0.41272613406181335,0.16867391765117645,0.3551425039768219,0.34161505103111267,0.435920387506485,0.2016455978155136,0.2866678833961487,0.32716336846351624
the,0.33890387415885925,0.4177538752555847,0.2477465271949768,0.30963727831840515,0.28945574164390564,0.6662389636039734,0.3314409554004669,0.29093852639198303,0.22068053483963013
term,0.23617766797542572,0.1874341368675232,0.15453830361366272,0.19347046315670013,0.23539112508296967,0.27866655588150024,0.13717421889305115,0.23900550603866577,0.1901002675294876
``,-0.01591024175286293,0.06254398077726364,0.06784805655479431,0.06214885041117668,0.10495033115148544,0.04765888676047325,0.029208213090896606,0.027419542893767357,0.0685480609536171
civil,0.10494508594274521,0.14805923402309418,1.0,0.5442691445350647,0.09154366701841354,0.26466667652130127,0.1636456847190857,0.11522168666124344,0.1494513899087906
disobedience,0.27056485414505005,0.11896127462387085,0.5442691445350647,1.0,0.12745440006256104,0.3054615259170532,0.10193347185850143,0.14712707698345184,0.19890835881233215
'',-0.0029843549709767103,0.004576915875077248,-0.062313709408044815,0.003403886454179883,0.02665591984987259,0.07432962208986282,0.06705592572689056,-0.032459624111652374,0.018684765323996544
has,0.26820555329322815,1.0,0.14805923402309418,0.11896127462387085,0.2690497636795044,0.4173259735107422,0.23727068305015564,0.37720999121665955,0.15994466841220856
always,0.36267638206481934,0.33783939480781555,0.22498172521591187,0.29571831226348877,0.1673087775707245,0.2475486695766449,0.15720634162425995,0.3090476989746094,0.26136693358421326
suffered,0.10068628937005997,0.19488826394081116,0.18557174503803253,0.2571471035480499,0.22868068516254425,0.277639776468277,0.07049750536680222,0.18589693307876587,0.08963493257761002
from,0.22939439117908478,0.2621968984603882,0.11420916765928268,0.1641564965248108,0.2169586569070816,0.4274188280105591,0.20637577772140503,0.25679540634155273,0.19969791173934937
ambiguity,0.29403606057167053,0.24469465017318726,0.1572445034980774,0.2044411599636078,0.25005942583084106,0.16173802316188812,0.2080739140510559,0.20783531665802002,0.3305346965789795
and,0.33647966384887695,0.43716782331466675,0.25259146094322205,0.3041999638080597,0.24750208854675293,0.4954058527946472,0.23919939994812012,0.2611900568008423,0.20544172823429108
in,0.2601168751716614,0.4173259735107422,0.26466667652130127,0.3054615259170532,0.2083703726530075,1.0,0.1955713927745819,0.2427823841571808,0.20430970191955566
modern,0.15316444635391235,0.2644438147544861,0.15365588665008545,0.17687927186489105,0.39222463965415955,0.29808807373046875,0.18437142670154572,0.31272631883621216,0.12475407868623734
times,0.2685738503932953,0.37720999121665955,0.11522168666124344,0.14712707698345184,0.20185799896717072,0.2427823841571808,0.2071133255958557,1.0,0.18880689144134521
",",0.22659391164779663,0.3734780251979828,0.24795588850975037,0.2878543734550476,0.19764257967472076,0.5201468467712402,0.29341426491737366,0.2897866368293762,0.31091248989105225
become,0.25223416090011597,0.30010637640953064,0.17076370120048523,0.2244395911693573,0.21346786618232727,0.23238378763198853,0.14224553108215332,0.1666330248117447,0.19511328637599945
utterly,0.2822990119457245,0.13859997689723969,0.25180381536483765,0.3884568512439728,0.12179011851549149,0.1920074075460434,0.12270188331604004,0.19308413565158844,0.274373859167099
debased,0.3511980473995209,0.3065634071826935,0.24097253382205963,0.23023422062397003,0.32181620597839355,0.3575977385044098,0.2921735346317291,0.235066756606102,0.29474905133247375
.,0.3287222981452942,0.4105546176433563,0.2541380822658539,0.2603943943977356,0.25765469670295715,0.5591574311256409,0.29179835319519043,0.2891986668109894,0.4130953550338745
