,in,what,year,was,an,early,admission,program,reintroduced,?
universities,0.2965206503868103,0.1630716770887375,0.1832089126110077,0.21258553862571716,0.17611955106258392,0.16734324395656586,0.3827051818370819,0.2272653430700302,0.1807515025138855,0.16836881637573242
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.3581022024154663,0.3022546172142029,0.1946551650762558,0.17760658264160156,0.27687403559684753,0.31091248989105225
yet,0.2714422047138214,0.44080492854118347,0.23320358991622925,0.2944047451019287,0.2689274549484253,0.3110070824623108,0.2630201578140259,0.20230340957641602,0.18813925981521606,0.4011770784854889
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.3236706852912903,0.2892865538597107,0.27035728096961975,0.29441335797309875,0.2235862910747528,0.264628142118454
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.4207492768764496,0.34442198276519775,0.2620483338832855,0.22986935079097748,0.30385175347328186,0.22068053483963013
class,0.1761927455663681,0.16880196332931519,0.12345173954963684,0.12477036565542221,0.16298675537109375,0.18183638155460358,0.17823588848114014,0.18723517656326294,0.1831136792898178,0.12778934836387634
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.32280945777893066,0.30937549471855164,0.27535557746887207,0.17376001179218292,0.2668437659740448,0.1826142966747284
2016,0.05308714509010315,0.10915659368038177,0.10234657675027847,-0.009529631584882736,-0.015175946988165379,0.10148905962705612,0.15011927485466003,0.17807812988758087,-0.010348357260227203,-0.12147852033376694
an,0.2605783939361572,0.2821882665157318,0.17045794427394867,0.3694365322589874,1.0,0.21947315335273743,0.17835788428783417,0.2383636236190796,0.18653979897499084,0.19793890416622162
early,0.34672921895980835,0.2454567849636078,0.22533860802650452,0.4148794412612915,0.21947315335273743,1.0000001192092896,0.164757639169693,0.18109819293022156,0.2844419777393341,0.15272949635982513
action,0.22362500429153442,0.30170392990112305,0.13358525931835175,0.17610664665699005,0.20630431175231934,0.13019131124019623,0.22355026006698608,0.17382153868675232,0.08719604462385178,0.250188946723938
program,0.1994907110929489,0.25047802925109863,0.17092710733413696,0.1849333792924881,0.2383636236190796,0.18109819293022156,0.34782129526138306,1.0,0.1357940137386322,0.1440187245607376
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.3694365322589874,0.4148794412612915,0.2642839848995209,0.1849333792924881,0.35592347383499146,0.18412111699581146
reintroduced,0.3000187873840332,0.12958280742168427,0.21061742305755615,0.35592347383499146,0.18653979897499084,0.2844419777393341,0.1792246252298355,0.1357940137386322,1.0,0.17267918586730957
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.3581749200820923,0.3224305212497711,0.2514549791812897,0.18964338302612305,0.3462313711643219,0.4130953550338745
