,what,do,coastal,beroids,not,have,that,other,ctenophora,have,?
using,0.27984681725502014,0.31007856130599976,0.09530194848775864,0.2217250019311905,0.38508203625679016,0.3861018717288971,0.4372335970401764,0.34451326727867126,0.16283582150936127,0.3861018717288971,0.2804589569568634
huge,0.2735622227191925,0.17567957937717438,0.29060104489326477,0.11406515538692474,0.2809549570083618,0.31042835116386414,0.36601847410202026,0.2676488161087036,0.20772501826286316,0.31042835116386414,0.13631469011306763
mouths,0.24395591020584106,0.25047335028648376,0.38392922282218933,0.2704819440841675,0.26461514830589294,0.28509044647216797,0.276650607585907,0.2418767362833023,0.34297093749046326,0.28509044647216797,0.23623421788215637
armed,0.15827620029449463,0.1564347892999649,0.2672594487667084,0.23204079270362854,0.18222738802433014,0.20263224840164185,0.22047719359397888,0.16623137891292572,0.2791289985179901,0.20263224840164185,0.18816959857940674
with,0.2464839518070221,0.23744353652000427,0.18404316902160645,0.24284963309764862,0.3409014642238617,0.48046383261680603,0.4154358208179474,0.44086363911628723,0.11546863615512848,0.48046383261680603,0.2433311939239502
groups,0.23137421905994415,0.22382022440433502,0.2079678624868393,0.279494971036911,0.2124776840209961,0.3388051986694336,0.2701875567436218,0.4422121047973633,0.28752627968788147,0.3388051986694336,0.14349548518657684
of,0.33290785551071167,0.26150479912757874,0.29121753573417664,0.2541283667087555,0.3307090103626251,0.3802283704280853,0.41498205065727234,0.38583824038505554,0.241486594080925,0.3802283704280853,0.1826142966747284
large,0.2017821967601776,0.22322134673595428,0.31335049867630005,0.201179638504982,0.2738390564918518,0.33964231610298157,0.34200385212898254,0.353826105594635,0.28088679909706116,0.33964231610298157,0.1355665624141693
",",0.3087472915649414,0.3283645510673523,0.21444359421730042,0.24022561311721802,0.3769696354866028,0.3541618287563324,0.4137537479400635,0.4446498453617096,0.20480060577392578,0.3541618287563324,0.31091248989105225
stiffened,0.197576105594635,0.18333682417869568,0.2282160371541977,0.2517370581626892,0.27103960514068604,0.3376084864139557,0.31427332758903503,0.25611090660095215,0.41456058621406555,0.3376084864139557,0.1260303109884262
cilia,0.17923450469970703,0.2475823163986206,0.2171974778175354,0.4391005337238312,0.24394647777080536,0.2765101492404938,0.23379482328891754,0.23365488648414612,0.5823903679847717,0.2765101492404938,0.15204964578151703
that,0.6297725439071655,0.44533252716064453,0.20089487731456757,0.2788164019584656,0.6600887179374695,0.6182622313499451,1.0,0.5570666193962097,0.2257128357887268,0.6182622313499451,0.32716336846351624
act,0.2622668445110321,0.2193419635295868,0.16650554537773132,0.19553515315055847,0.2604115903377533,0.24975994229316711,0.2679075598716736,0.23951853811740875,0.15525126457214355,0.24975994229316711,0.1482519507408142
as,0.31749409437179565,0.38329678773880005,0.151224747300148,0.2262221872806549,0.5105602741241455,0.37788212299346924,0.4735107421875,0.42805421352386475,0.2036411315202713,0.37788212299346924,0.27043893933296204
teeth,0.22073125839233398,0.1999947726726532,0.21063010394573212,0.27946123480796814,0.23327597975730896,0.287009596824646,0.2890678346157074,0.22522826492786407,0.3786291778087616,0.287009596824646,0.1356803923845291
.,0.3567904531955719,0.3613996207714081,0.21270635724067688,0.26340216398239136,0.4824007451534271,0.41614407300949097,0.4460422694683075,0.41511186957359314,0.24174925684928894,0.41614407300949097,0.4130953550338745
