,what,european,event,caused,the,huguenots,to,abandon,charlesfort,?
outpost,0.19570578634738922,0.21426887810230255,0.18525013327598572,0.17091935873031616,0.3417457342147827,0.4003176689147949,0.25931718945503235,0.4282420575618744,0.3834233283996582,0.1001662090420723
of,0.33290785551071167,0.2507138252258301,0.19878064095973969,0.29665443301200867,0.733189046382904,0.27577435970306396,0.41548454761505127,0.21871335804462433,0.357009619474411,0.1826142966747284
charlesfort,0.24636076390743256,0.18336181342601776,0.20580217242240906,0.2029137760400772,0.3268512785434723,0.4579088091850281,0.22073926031589508,0.309878945350647,1.0,0.21091435849666595
on,0.34226128458976746,0.19710737466812134,0.21758322417736053,0.25160422921180725,0.5107308030128479,0.17342323064804077,0.41031414270401,0.2539087235927582,0.25780269503593445,0.2714994251728058
parris,0.2324005514383316,0.07324289530515671,0.17539073526859283,0.1467868685722351,0.27152594923973083,0.2412591427564621,0.22132013738155365,0.1916566640138626,0.3380396366119385,0.19006304442882538
island,0.1299295574426651,0.2145456075668335,0.15201865136623383,0.1622466892004013,0.2837921977043152,0.19714291393756866,0.18618161976337433,0.1585865020751953,0.3670746088027954,0.0887429490685463
",",0.3087472915649414,0.19684812426567078,0.22701776027679443,0.2600580155849457,0.4933079481124878,0.23394492268562317,0.44245919585227966,0.3101218044757843,0.34580498933792114,0.31091248989105225
south,0.15388517081737518,0.21514582633972168,0.1445276290178299,0.1399518847465515,0.3129390776157379,0.2368669956922531,0.25657615065574646,0.173759326338768,0.3638584315776825,0.12336621433496475
carolina,0.1956660896539688,0.16937677562236786,0.18192431330680847,0.13405679166316986,0.24749229848384857,0.20161931216716766,0.23296888172626495,0.1387399435043335,0.3951014280319214,0.11847445368766785
.,0.3567904531955719,0.2095622420310974,0.2068977802991867,0.2413787543773651,0.5934505462646484,0.2170230895280838,0.4645031690597534,0.2670864760875702,0.35002902150154114,0.4130953550338745
