,which,group,of,ctenophore,are,are,hardest,to,study,?
species,0.2846525013446808,0.20361487567424774,0.23307405412197113,0.562263011932373,0.3297041952610016,0.3297041952610016,0.17665322124958038,0.2193736732006073,0.19973009824752808,0.1957087516784668
do,0.31153854727745056,0.18869154155254364,0.26150479912757874,0.31213733553886414,0.41111594438552856,0.41111594438552856,0.22236944735050201,0.38876664638519287,0.24216023087501526,0.4093979299068451
not,0.46766895055770874,0.235062375664711,0.3307090103626251,0.3213199973106384,0.46186959743499756,0.46186959743499756,0.22732676565647125,0.5149973034858704,0.24789275228977203,0.41942933201789856
preserve,0.2889659106731415,0.12940368056297302,0.2157810926437378,0.2487141489982605,0.21305091679096222,0.21305091679096222,0.1436658501625061,0.29399949312210083,0.2607990503311157,0.11936275660991669
well,0.42522135376930237,0.2275458574295044,0.3343164324760437,0.208785280585289,0.44987359642982483,0.44987359642982483,0.32575926184654236,0.3422003388404846,0.20350757241249084,0.24815571308135986
",",0.3658004403114319,0.2809832692146301,0.4946078956127167,0.18335451185703278,0.4062570035457611,0.4062570035457611,0.2620904743671417,0.44245919585227966,0.26425549387931824,0.31091248989105225
and,0.506277859210968,0.3510662019252777,0.5116966962814331,0.19002923369407654,0.48576638102531433,0.48576638102531433,0.28122833371162415,0.48971283435821533,0.300253301858902,0.20544172823429108
are,0.42922598123550415,0.35980498790740967,0.39081433415412903,0.30906161665916443,1.0,1.0,0.27400338649749756,0.3504326641559601,0.22810009121894836,0.24591213464736938
known,0.30223485827445984,0.24512334167957306,0.35814476013183594,0.25105637311935425,0.26720109581947327,0.26720109581947327,0.338467001914978,0.14337651431560516,0.17223654687404633,0.18314571678638458
mainly,0.4569816291332245,0.3192521929740906,0.3325652480125427,0.2447459101676941,0.40445566177368164,0.40445566177368164,0.22028407454490662,0.31092169880867004,0.2871641218662262,0.07608037441968918
from,0.38755592703819275,0.2369973510503769,0.4249346852302551,0.1672898828983307,0.2674213647842407,0.2674213647842407,0.11991191655397415,0.4069952368736267,0.22416724264621735,0.19969791173934937
photographs,0.15271450579166412,0.14113707840442657,0.1805899739265442,0.21004284918308258,0.20516493916511536,0.20516493916511536,0.12063688784837723,0.1759694665670395,0.24545031785964966,0.16775095462799072
and,0.506277859210968,0.3510662019252777,0.5116966962814331,0.19002923369407654,0.48576638102531433,0.48576638102531433,0.28122833371162415,0.48971283435821533,0.300253301858902,0.20544172823429108
from,0.38755592703819275,0.2369973510503769,0.4249346852302551,0.1672898828983307,0.2674213647842407,0.2674213647842407,0.11991191655397415,0.4069952368736267,0.22416724264621735,0.19969791173934937
observers,0.3221546411514282,0.21887078881263733,0.21634218096733093,0.2675667405128479,0.29074063897132874,0.29074063897132874,0.1786995381116867,0.27909088134765625,0.2472616583108902,0.17801249027252197
',0.32852497696876526,0.2430734932422638,0.39136970043182373,0.16709434986114502,0.24618251621723175,0.24618251621723175,0.1765972375869751,0.34544456005096436,0.16595949232578278,0.330942302942276
notes,0.24873808026313782,0.12571674585342407,0.13280174136161804,0.2012883573770523,0.2348317801952362,0.2348317801952362,0.15799212455749512,0.22688092291355133,0.1242920458316803,0.23920853435993195
.,0.45942068099975586,0.27268800139427185,0.5352458953857422,0.2398306131362915,0.3452940285205841,0.3452940285205841,0.2662787437438965,0.4645031690597534,0.23432257771492004,0.4130953550338745
