,when,did,tesla,begin,researching,x-ray,imaging,?
that,0.5860282182693481,0.47518548369407654,0.22102725505828857,0.27644142508506775,0.3635145425796509,0.2786754369735718,0.27852389216423035,0.32716336846351624
worked,0.19565506279468536,0.3377852141857147,0.15985111892223358,0.2276662141084671,0.30382055044174194,0.10549537092447281,0.20942473411560059,0.0901828184723854
from,0.405669629573822,0.20248863101005554,0.10324860364198685,0.2698803246021271,0.23425300419330597,0.11980848759412766,0.14398638904094696,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.34293439984321594,0.27866730093955994,0.256484717130661,0.19243761897087097,0.22068053483963013
output,0.20044459402561188,0.14500907063484192,0.295663446187973,0.19227278232574463,0.16834010183811188,0.2016146034002304,0.27510711550712585,0.16760045289993286
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.24830074608325958,0.2797350585460663,0.19506630301475525,0.2478860467672348,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.34293439984321594,0.27866730093955994,0.256484717130661,0.19243761897087097,0.22068053483963013
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.02097291871905327,0.1925877034664154,0.07060568034648895,0.29163673520088196,0.10250775516033173
coil,0.304108202457428,0.04220382124185562,0.38700389862060547,0.19578778743743896,0.16117890179157257,0.16858847439289093,0.3271554708480835,0.07395657896995544
(,0.2459595799446106,0.18979617953300476,0.2156914919614792,0.12756820023059845,0.19036632776260376,0.24844886362552643,0.1157996729016304,0.40561532974243164
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.34293439984321594,0.27866730093955994,0.256484717130661,0.19243761897087097,0.22068053483963013
modern,0.19283193349838257,0.21376098692417145,0.2237553745508194,0.1379542350769043,0.1905452013015747,0.10009393095970154,0.20182442665100098,0.12475407868623734
term,0.2727346122264862,0.18552188575267792,0.13398443162441254,0.19593071937561035,0.19994589686393738,0.16592730581760406,0.21279579401016235,0.1901002675294876
for,0.43402108550071716,0.318512886762619,0.13983871042728424,0.29862016439437866,0.33597829937934875,0.2114228457212448,0.23348510265350342,0.264628142118454
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.34293439984321594,0.27866730093955994,0.256484717130661,0.19243761897087097,0.22068053483963013
phenomenon,0.23765529692173004,0.12384528666734695,0.22758138179779053,0.1400635689496994,0.32254552841186523,0.11125435680150986,0.399946004152298,0.19394198060035706
produced,0.194610595703125,0.16971632838249207,0.1640479862689972,0.10039957612752914,0.15259703993797302,0.058864761143922806,0.19934023916721344,0.1623450517654419
by,0.4376842677593231,0.18574509024620056,0.16513796150684357,0.16351081430912018,0.16067089140415192,0.12908144295215607,0.1603715717792511,0.17966607213020325
this,0.4959332048892975,0.3609912693500519,0.2066725641489029,0.2800110876560211,0.3245103061199188,0.19852958619594574,0.20788981020450592,0.3155723512172699
device,0.27887824177742004,0.16445718705654144,0.3621044158935547,0.10946792364120483,0.1691945344209671,0.19700269401073456,0.4058854579925537,0.09819377958774567
is,0.3471449911594391,0.19247472286224365,0.14061255753040314,0.18119797110557556,0.22242708504199982,0.21356084942817688,0.21047765016555786,0.22961433231830597
bremsstrahlung,0.2512875199317932,0.1916714757680893,0.2465837299823761,0.16294331848621368,0.2971649467945099,0.21373134851455688,0.2879570722579956,0.26713091135025024
or,0.417120099067688,0.28211739659309387,0.1529218554496765,0.216823548078537,0.22972185909748077,0.2443162053823471,0.2875167727470398,0.32389625906944275
braking,0.2899206876754761,0.19107411801815033,0.30813077092170715,0.1724761724472046,0.2207830399274826,0.2192572057247162,0.39876338839530945,0.1723463088274002
radiation,0.2353767603635788,0.17946599423885345,0.2545773386955261,0.1638263761997223,0.29473981261253357,0.19571711122989655,0.42137616872787476,0.1720895618200302
),0.2538422644138336,0.18584993481636047,0.22692398726940155,0.13078060746192932,0.18218186497688293,0.23654557764530182,0.12324066460132599,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.24827922880649567,0.29130682349205017,0.22259056568145752,0.1650768369436264,0.4130953550338745
