,what,is,luther,'s,opinion,of,what,the,law,covers,?,?
it,0.45803478360176086,0.6328473687171936,0.15365919470787048,0.06608816236257553,0.29403117299079895,0.38761502504348755,0.45803478360176086,0.6251175999641418,0.18657292425632477,0.304240345954895,0.25732165575027466,0.25732165575027466
is,0.28837618231773376,1.0,0.08282390236854553,0.02396530658006668,0.26110222935676575,0.4854315221309662,0.28837618231773376,0.5823672413825989,0.18597714602947235,0.38246777653694153,0.22961433231830597,0.22961433231830597
christ,0.2615339457988739,0.19270560145378113,0.2758595049381256,0.054941605776548386,0.161006897687912,0.27289092540740967,0.2615339457988739,0.25124865770339966,0.16689257323741913,0.12640798091888428,0.13772203028202057,0.13772203028202057
's,0.02692362666130066,0.02396530658006668,-0.009990512393414974,0.9999999403953552,0.048765089362859726,-0.03817026689648628,0.02692362666130066,-0.01540423184633255,-0.06109188124537468,-0.014781724661588669,-0.023395681753754616,-0.023395681753754616
life,0.24693015217781067,0.2110576033592224,0.20761863887310028,0.03983813151717186,0.2437891960144043,0.2788603901863098,0.24693015217781067,0.23528170585632324,0.16335415840148926,0.15474705398082733,0.21677987277507782,0.21677987277507782
",",0.3087472915649414,0.4691906273365021,0.23255878686904907,-0.0016132977325469255,0.30441099405288696,0.4946078956127167,0.3087472915649414,0.4933079481124878,0.24953721463680267,0.3396594524383545,0.31091248989105225,0.31091248989105225
christ,0.2615339457988739,0.19270560145378113,0.2758595049381256,0.054941605776548386,0.161006897687912,0.27289092540740967,0.2615339457988739,0.25124865770339966,0.16689257323741913,0.12640798091888428,0.13772203028202057,0.13772203028202057
's,0.02692362666130066,0.02396530658006668,-0.009990512393414974,0.9999999403953552,0.048765089362859726,-0.03817026689648628,0.02692362666130066,-0.01540423184633255,-0.06109188124537468,-0.014781724661588669,-0.023395681753754616,-0.023395681753754616
death,0.2267695665359497,0.17991963028907776,0.15764257311820984,0.07207932323217392,0.1864735633134842,0.23778599500656128,0.2267695665359497,0.21438048779964447,0.1834864318370819,0.05456313490867615,0.21149799227714539,0.21149799227714539
for,0.3017193675041199,0.43268078565597534,0.12958186864852905,-0.07241261005401611,0.24901410937309265,0.4185989499092102,0.3017193675041199,0.4739971458911896,0.1650637686252594,0.2426442801952362,0.264628142118454,0.264628142118454
sin,0.2028670310974121,0.22605369985103607,0.09982562065124512,-0.012886864133179188,0.14912432432174683,0.1845542937517166,0.2028670310974121,0.18401655554771423,0.23443979024887085,0.07960222661495209,0.17164617776870728,0.17164617776870728
",",0.3087472915649414,0.4691906273365021,0.23255878686904907,-0.0016132977325469255,0.30441099405288696,0.4946078956127167,0.3087472915649414,0.4933079481124878,0.24953721463680267,0.3396594524383545,0.31091248989105225,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.14215725660324097,0.06871571391820908,0.23707254230976105,0.3792596757411957,0.33867141604423523,0.4174870550632477,0.19038471579551697,0.24902546405792236,0.32389625906944275,0.32389625906944275
god,0.3127830922603607,0.2211674600839615,0.2238161414861679,0.1100120022892952,0.23609867691993713,0.2159487009048462,0.3127830922603607,0.24689088761806488,0.18292832374572754,0.08555232733488083,0.23396754264831543,0.23396754264831543
's,0.02692362666130066,0.02396530658006668,-0.009990512393414974,0.9999999403953552,0.048765089362859726,-0.03817026689648628,0.02692362666130066,-0.01540423184633255,-0.06109188124537468,-0.014781724661588669,-0.023395681753754616,-0.023395681753754616
goodness,0.4231394827365875,0.24654337763786316,0.1268264204263687,0.015701504424214363,0.3569655120372772,0.22496995329856873,0.4231394827365875,0.23833194375038147,0.17594632506370544,0.12804077565670013,0.330630362033844,0.330630362033844
experienced,0.37686559557914734,0.21743546426296234,0.04557066783308983,0.01367704663425684,0.3116951882839203,0.2707912027835846,0.37686559557914734,0.26857760548591614,0.0901036486029625,0.16175320744514465,0.23420310020446777,0.23420310020446777
in,0.30808621644973755,0.5394441485404968,0.20523880422115326,-0.037580832839012146,0.21849191188812256,0.5696388483047485,0.30808621644973755,0.6662389636039734,0.24850773811340332,0.30597710609436035,0.20430970191955566,0.20430970191955566
creation,0.2653278112411499,0.2773818373680115,0.11819861829280853,-0.01412354689091444,0.18160218000411987,0.35750406980514526,0.2653278112411499,0.34625571966171265,0.17478236556053162,0.23071688413619995,0.2407430112361908,0.2407430112361908
.,0.3567904531955719,0.4569662809371948,0.24907569587230682,-0.003708066651597619,0.2801741659641266,0.5352458953857422,0.3567904531955719,0.5934505462646484,0.24482665956020355,0.2694735527038574,0.4130953550338745,0.4130953550338745
