,what,group,can,amend,the,victorian,constitution,?
majority,0.25967487692832947,0.33155298233032227,0.24783922731876373,0.314501017332077,0.28757327795028687,0.20555023849010468,0.32891613245010376,0.220119908452034
in,0.30808621644973755,0.2304753065109253,0.26527702808380127,0.14254771173000336,0.6662389636039734,0.21606117486953735,0.27906280755996704,0.20430970191955566
both,0.3361809551715851,0.2148570716381073,0.33175474405288696,0.2236388623714447,0.4931981563568115,0.214416965842247,0.24335278570652008,0.19455738365650177
houses,0.1434021294116974,0.14165036380290985,0.24645768105983734,0.21812868118286133,0.2692612111568451,0.33944639563560486,0.21295513212680817,0.10120081901550293
",",0.3087472915649414,0.2809832692146301,0.3139454126358032,0.2583025395870209,0.4933079481124878,0.19891108572483063,0.2582484483718872,0.31091248989105225
or,0.33867141604423523,0.30503612756729126,0.5614996552467346,0.24611683189868927,0.4174870550632477,0.22272230684757233,0.2208905816078186,0.32389625906944275
the,0.42745697498321533,0.30795547366142273,0.312528520822525,0.25680017471313477,1.0,0.2753658890724182,0.3381718397140503,0.22068053483963013
approval,0.26881885528564453,0.11383477598428726,0.18200722336769104,0.44249287247657776,0.2773723006248474,0.1969616413116455,0.38154202699661255,0.23795439302921295
of,0.33290785551071167,0.25542253255844116,0.2603091299533844,0.21760649979114532,0.733189046382904,0.28338366746902466,0.3222753703594208,0.1826142966747284
the,0.42745697498321533,0.30795547366142273,0.312528520822525,0.25680017471313477,1.0,0.2753658890724182,0.3381718397140503,0.22068053483963013
victorian,0.15513519942760468,0.11387033760547638,0.18776920437812805,0.18533532321453094,0.2753658890724182,0.9999998807907104,0.17284028232097626,0.07572567462921143
people,0.32444337010383606,0.213150754570961,0.30825889110565186,0.21117277443408966,0.36838498711586,0.16350221633911133,0.24674777686595917,0.23739641904830933
in,0.30808621644973755,0.2304753065109253,0.26527702808380127,0.14254771173000336,0.6662389636039734,0.21606117486953735,0.27906280755996704,0.20430970191955566
a,0.3320399522781372,0.2594761848449707,0.3915780484676361,0.2043655961751938,0.5829201340675354,0.21096326410770416,0.21537603437900543,0.23916715383529663
referendum,0.24703842401504517,0.1510835736989975,0.15095998346805573,0.4174724221229553,0.2520652413368225,0.17161518335342407,0.527525007724762,0.18056513369083405
",",0.3087472915649414,0.2809832692146301,0.3139454126358032,0.2583025395870209,0.4933079481124878,0.19891108572483063,0.2582484483718872,0.31091248989105225
depending,0.3483159840106964,0.1336154341697693,0.5650255084037781,0.23746660351753235,0.3423977494239807,0.17427150905132294,0.11499736458063126,0.21704205870628357
on,0.34226128458976746,0.22796137630939484,0.2772369682788849,0.23017114400863647,0.5107308030128479,0.1450318843126297,0.23429356515407562,0.2714994251728058
the,0.42745697498321533,0.30795547366142273,0.312528520822525,0.25680017471313477,1.0,0.2753658890724182,0.3381718397140503,0.22068053483963013
provision,0.23705077171325684,0.2518019676208496,0.20190687477588654,0.4145294725894928,0.2599116861820221,0.07317756116390228,0.4819027781486511,0.19758205115795135
.,0.3567904531955719,0.27268800139427185,0.35783761739730835,0.24623173475265503,0.5934505462646484,0.22745303809642792,0.2279142290353775,0.4130953550338745
