,who,is,elected,to,serve,as,the,presiding,officer,at,the,beginning,of,each,parliamentary,session,?
of,0.2827862501144409,0.4854315221309662,0.2767166793346405,0.41548454761505127,0.2656401991844177,0.3886612355709076,0.733189046382904,0.3004159927368164,0.23883900046348572,0.42558613419532776,0.733189046382904,0.36558160185813904,1.0,0.38460010290145874,0.33805084228515625,0.18514622747898102,0.1826142966747284
each,0.27337536215782166,0.2954041659832001,0.16270922124385834,0.3941934108734131,0.30591481924057007,0.27854636311531067,0.470844566822052,0.17381541430950165,0.08578653633594513,0.21600523591041565,0.470844566822052,0.31690895557403564,0.38460010290145874,1.0,0.18104569613933563,0.24809309840202332,0.21173812448978424
parliamentary,0.20465344190597534,0.1731702983379364,0.5225362777709961,0.18938039243221283,0.22384315729141235,0.17422887682914734,0.2708897888660431,0.4496363401412964,0.22257617115974426,0.15703587234020233,0.2708897888660431,0.17855794727802277,0.33805084228515625,0.18104569613933563,1.0,0.30362093448638916,0.1612216979265213
session,0.198623925447464,0.1451595574617386,0.25811150670051575,0.257991760969162,0.1779121607542038,0.19179987907409668,0.2187730073928833,0.24352982640266418,0.14678184688091278,0.22211682796478271,0.2187730073928833,0.2810481786727905,0.18514622747898102,0.24809309840202332,0.30362093448638916,1.0,0.1393868774175644
",",0.3365725874900818,0.4691906273365021,0.2476319521665573,0.44245919585227966,0.2385157197713852,0.48816442489624023,0.4933079481124878,0.2921140789985657,0.2703348398208618,0.38314947485923767,0.4933079481124878,0.31347912549972534,0.4946078956127167,0.207483172416687,0.23071794211864471,0.20594055950641632,0.31091248989105225
parliament,0.237068772315979,0.19676777720451355,0.5323356986045837,0.20290622115135193,0.18732470273971558,0.1639251410961151,0.26521381735801697,0.3959604501724243,0.2183782458305359,0.17480722069740295,0.26521381735801697,0.16858810186386108,0.2885259687900543,0.14252392947673798,0.8464457392692566,0.31762444972991943,0.1586504578590393
elects,0.28590357303619385,0.23961922526359558,0.7680076360702515,0.21650031208992004,0.3219679892063141,0.21193920075893402,0.2653489410877228,0.5090497732162476,0.26364731788635254,0.14964944124221802,0.2653489410877228,0.20884554088115692,0.2989093065261841,0.2256547510623932,0.5551483631134033,0.2209954857826233,0.19486498832702637
one,0.40083858370780945,0.4544198513031006,0.1864463835954666,0.4025384783744812,0.2658191919326782,0.3954789340496063,0.5514441132545471,0.16901779174804688,0.12196572124958038,0.32580816745758057,0.5514441132545471,0.32498449087142944,0.4999135136604309,0.5339822173118591,0.1377386599779129,0.19057919085025787,0.2673267424106598
msp,0.20189756155014038,0.22696147859096527,0.41458553075790405,0.22173245251178741,0.2320089489221573,0.21805118024349213,0.23818017542362213,0.29176217317581177,0.23019707202911377,0.2765771746635437,0.23818017542362213,0.1285053938627243,0.2572315037250519,0.1825912445783615,0.48363927006721497,0.270656019449234,0.18440690636634827
to,0.42656609416007996,0.42745086550712585,0.21424545347690582,1.0,0.3411368131637573,0.42092081904411316,0.535392165184021,0.2064446657896042,0.2198503315448761,0.36524343490600586,0.535392165184021,0.32582011818885803,0.41548454761505127,0.3941934108734131,0.18938039243221283,0.257991760969162,0.29463258385658264
serve,0.2677389681339264,0.22737301886081696,0.3709721863269806,0.3411368131637573,0.9999998807907104,0.3768509030342102,0.2749462425708771,0.2809017598628998,0.22246409952640533,0.1923348307609558,0.2749462425708771,0.16519008576869965,0.2656401991844177,0.30591481924057007,0.22384315729141235,0.1779121607542038,0.19925682246685028
as,0.3923053741455078,0.43216490745544434,0.22274595499038696,0.42092081904411316,0.3768509030342102,1.0,0.48381632566452026,0.2643457055091858,0.24963532388210297,0.28092536330223083,0.48381632566452026,0.3335636258125305,0.3886612355709076,0.27854636311531067,0.17422887682914734,0.19179987907409668,0.27043893933296204
presiding,0.24317249655723572,0.2072397768497467,0.5560697913169861,0.2064446657896042,0.2809017598628998,0.2643457055091858,0.3267684876918793,1.0000001192092896,0.33943602442741394,0.16788043081760406,0.3267684876918793,0.21263986825942993,0.3004159927368164,0.17381541430950165,0.4496363401412964,0.24352982640266418,0.177648663520813
officer,0.31437572836875916,0.19916827976703644,0.27544930577278137,0.2198503315448761,0.22246409952640533,0.24963532388210297,0.25777485966682434,0.33943602442741394,0.9999998807907104,0.15344186127185822,0.25777485966682434,0.14947956800460815,0.23883900046348572,0.08578653633594513,0.22257617115974426,0.14678184688091278,0.119948610663414
",",0.3365725874900818,0.4691906273365021,0.2476319521665573,0.44245919585227966,0.2385157197713852,0.48816442489624023,0.4933079481124878,0.2921140789985657,0.2703348398208618,0.38314947485923767,0.4933079481124878,0.31347912549972534,0.4946078956127167,0.207483172416687,0.23071794211864471,0.20594055950641632,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,0.23167964816093445,0.535392165184021,0.2749462425708771,0.48381632566452026,1.0,0.3267684876918793,0.25777485966682434,0.457212895154953,1.0,0.49622642993927,0.733189046382904,0.470844566822052,0.2708897888660431,0.2187730073928833,0.22068053483963013
equivalent,0.13101550936698914,0.31158339977264404,0.18057240545749664,0.2572562098503113,0.2702503204345703,0.29047077894210815,0.25884127616882324,0.19216777384281158,0.2239827662706375,0.2507818341255188,0.25884127616882324,0.12135820835828781,0.294894814491272,0.3098903000354767,0.13797450065612793,0.18062160909175873,0.19755122065544128
of,0.2827862501144409,0.4854315221309662,0.2767166793346405,0.41548454761505127,0.2656401991844177,0.3886612355709076,0.733189046382904,0.3004159927368164,0.23883900046348572,0.42558613419532776,0.733189046382904,0.36558160185813904,1.0,0.38460010290145874,0.33805084228515625,0.18514622747898102,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.23167964816093445,0.535392165184021,0.2749462425708771,0.48381632566452026,1.0,0.3267684876918793,0.25777485966682434,0.457212895154953,1.0,0.49622642993927,0.733189046382904,0.470844566822052,0.2708897888660431,0.2187730073928833,0.22068053483963013
speaker,0.2956448793411255,0.23745733499526978,0.3712816834449768,0.24891553819179535,0.2550957500934601,0.24382005631923676,0.24416065216064453,0.4357675015926361,0.24567334353923798,0.22048266232013702,0.24416065216064453,0.18406549096107483,0.2137414962053299,0.16363215446472168,0.3837071359157562,0.3066171109676361,0.1758522391319275
(,0.2443375140428543,0.35393038392066956,0.19558116793632507,0.30882009863853455,0.177357017993927,0.32029855251312256,0.33289089798927307,0.18819591403007507,0.20257292687892914,0.23315078020095825,0.33289089798927307,0.2096392959356308,0.35032153129577637,0.17427405714988708,0.1985132098197937,0.17357461154460907,0.40561532974243164
currently,0.3362814784049988,0.4011616110801697,0.17495857179164886,0.2719990611076355,0.21458934247493744,0.32914450764656067,0.2945235073566437,0.17026902735233307,0.12953808903694153,0.210249125957489,0.2945235073566437,0.16042281687259674,0.2655649185180664,0.19868072867393494,0.20997026562690735,0.17038266360759735,0.1861555278301239
tricia,0.17589399218559265,0.079879991710186,0.1604786217212677,0.14961157739162445,0.12570318579673767,0.19760869443416595,0.08832257986068726,0.19728712737560272,0.258897989988327,0.10513313114643097,0.08832257986068726,0.09706313908100128,0.04233246669173241,0.06949262320995331,0.10024352371692657,0.08947086334228516,0.17469912767410278
marwick,0.2555413246154785,0.2389296144247055,0.20778439939022064,0.26076215505599976,0.13782860338687897,0.23797747492790222,0.24286772310733795,0.21901753544807434,0.2627197504043579,0.2931552827358246,0.24286772310733795,0.12388825416564941,0.23818182945251465,0.13257761299610138,0.2567601501941681,0.22205783426761627,0.1366611123085022
),0.2457384318113327,0.37732169032096863,0.16710518300533295,0.31236231327056885,0.17221702635288239,0.32161882519721985,0.3456730246543884,0.1879853457212448,0.22641605138778687,0.23338089883327484,0.3456730246543884,0.21312928199768066,0.3680361211299896,0.18692907691001892,0.2113300859928131,0.19736696779727936,0.42300865054130554
",",0.3365725874900818,0.4691906273365021,0.2476319521665573,0.44245919585227966,0.2385157197713852,0.48816442489624023,0.4933079481124878,0.2921140789985657,0.2703348398208618,0.38314947485923767,0.4933079481124878,0.31347912549972534,0.4946078956127167,0.207483172416687,0.23071794211864471,0.20594055950641632,0.31091248989105225
and,0.41279885172843933,0.3859752118587494,0.19514460861682892,0.48971283435821533,0.27672067284584045,0.49487000703811646,0.5171257257461548,0.2103288769721985,0.22929392755031586,0.3571503460407257,0.5171257257461548,0.2640784680843353,0.5116966962814331,0.2984027564525604,0.30461975932121277,0.19851624965667725,0.20544172823429108
two,0.2791741192340851,0.2315155267715454,0.19714367389678955,0.3343428373336792,0.2198297083377838,0.3029302954673767,0.43858039379119873,0.18284930288791656,0.1404828429222107,0.32178381085395813,0.43858039379119873,0.27757659554481506,0.37726253271102905,0.524709939956665,0.22198894619941711,0.17803841829299927,0.19645625352859497
msps,0.2761230170726776,0.24139109253883362,0.4629737436771393,0.23906059563159943,0.2959034740924835,0.2611616849899292,0.3199247419834137,0.3441396653652191,0.23027870059013367,0.1785036027431488,0.3199247419834137,0.21074362099170685,0.32335641980171204,0.34248900413513184,0.5806832313537598,0.29931485652923584,0.14526908099651337
to,0.42656609416007996,0.42745086550712585,0.21424545347690582,1.0,0.3411368131637573,0.42092081904411316,0.535392165184021,0.2064446657896042,0.2198503315448761,0.36524343490600586,0.535392165184021,0.32582011818885803,0.41548454761505127,0.3941934108734131,0.18938039243221283,0.257991760969162,0.29463258385658264
serve,0.2677389681339264,0.22737301886081696,0.3709721863269806,0.3411368131637573,0.9999998807907104,0.3768509030342102,0.2749462425708771,0.2809017598628998,0.22246409952640533,0.1923348307609558,0.2749462425708771,0.16519008576869965,0.2656401991844177,0.30591481924057007,0.22384315729141235,0.1779121607542038,0.19925682246685028
as,0.3923053741455078,0.43216490745544434,0.22274595499038696,0.42092081904411316,0.3768509030342102,1.0,0.48381632566452026,0.2643457055091858,0.24963532388210297,0.28092536330223083,0.48381632566452026,0.3335636258125305,0.3886612355709076,0.27854636311531067,0.17422887682914734,0.19179987907409668,0.27043893933296204
deputies,0.27502986788749695,0.17188584804534912,0.527967095375061,0.22492347657680511,0.3498769700527191,0.23325175046920776,0.2915080487728119,0.5164067149162292,0.36285513639450073,0.17622040212154388,0.2915080487728119,0.2021646797657013,0.29084333777427673,0.27249741554260254,0.5017610788345337,0.31277790665626526,0.0984673723578453
(,0.2443375140428543,0.35393038392066956,0.19558116793632507,0.30882009863853455,0.177357017993927,0.32029855251312256,0.33289089798927307,0.18819591403007507,0.20257292687892914,0.23315078020095825,0.33289089798927307,0.2096392959356308,0.35032153129577637,0.17427405714988708,0.1985132098197937,0.17357461154460907,0.40561532974243164
currently,0.3362814784049988,0.4011616110801697,0.17495857179164886,0.2719990611076355,0.21458934247493744,0.32914450764656067,0.2945235073566437,0.17026902735233307,0.12953808903694153,0.210249125957489,0.2945235073566437,0.16042281687259674,0.2655649185180664,0.19868072867393494,0.20997026562690735,0.17038266360759735,0.1861555278301239
elaine,0.2660266160964966,0.18816767632961273,0.1994180977344513,0.13959486782550812,0.12938441336154938,0.17147032916545868,0.17783528566360474,0.21870842576026917,0.21702821552753448,0.1740514636039734,0.17783528566360474,0.11902245879173279,0.12552502751350403,0.07620484381914139,0.14035506546497345,0.16165533661842346,0.2216685265302658
smith,0.3096564710140228,0.1372288465499878,0.11721649765968323,0.17354577779769897,0.08854463696479797,0.22142812609672546,0.24611686170101166,0.12188032269477844,0.16625748574733734,0.22215299308300018,0.24611686170101166,0.17767271399497986,0.1941387802362442,0.15537914633750916,0.1219777911901474,0.22402241826057434,0.21930724382400513
and,0.41279885172843933,0.3859752118587494,0.19514460861682892,0.48971283435821533,0.27672067284584045,0.49487000703811646,0.5171257257461548,0.2103288769721985,0.22929392755031586,0.3571503460407257,0.5171257257461548,0.2640784680843353,0.5116966962814331,0.2984027564525604,0.30461975932121277,0.19851624965667725,0.20544172823429108
john,0.30388808250427246,0.16449548304080963,0.2228623926639557,0.2070634365081787,0.2142912596464157,0.1664888858795166,0.2230520099401474,0.21439412236213684,0.20829103887081146,0.2018798142671585,0.2230520099401474,0.1540311872959137,0.2407056987285614,0.15755504369735718,0.1685054451227188,0.1586824357509613,0.13162356615066528
scott,0.23192273080348969,0.16574665904045105,0.11914662271738052,0.15144622325897217,0.08353299647569656,0.15908750891685486,0.20135091245174408,0.13662827014923096,0.1309608519077301,0.18165113031864166,0.20135091245174408,0.0446157231926918,0.17038246989250183,0.0664273127913475,0.07358337938785553,0.1904604732990265,0.0875725969672203
),0.2457384318113327,0.37732169032096863,0.16710518300533295,0.31236231327056885,0.17221702635288239,0.32161882519721985,0.3456730246543884,0.1879853457212448,0.22641605138778687,0.23338089883327484,0.3456730246543884,0.21312928199768066,0.3680361211299896,0.18692907691001892,0.2113300859928131,0.19736696779727936,0.42300865054130554
.,0.3541337847709656,0.4569662809371948,0.2512674033641815,0.4645031690597534,0.26939791440963745,0.515582263469696,0.5934505462646484,0.2744200527667999,0.20371799170970917,0.4549728035926819,0.5934505462646484,0.33853423595428467,0.5352458953857422,0.31204065680503845,0.21747009456157684,0.20088720321655273,0.4130953550338745
