,when,did,hitler,order,the,annihilation,of,the,warsaw,ghetto,?
april,0.2554110586643219,0.2925565242767334,0.1557568609714508,0.10228096693754196,0.23232673108577728,0.09519384801387787,0.18706536293029785,0.23232673108577728,0.24514928460121155,0.18774618208408356,0.25704094767570496
1943,-0.037551648914813995,0.0630604550242424,-0.09765737503767014,-0.05032327398657799,0.09359575062990189,-0.11230851709842682,0.13030758500099182,0.09359575062990189,0.13555891811847687,-0.0020393340382725,-0.08025530725717545
",",0.36674630641937256,0.3015086054801941,0.1857338845729828,0.22478096187114716,0.4933079481124878,0.22004924714565277,0.4946078956127167,0.4933079481124878,0.25300899147987366,0.2404474914073944,0.31091248989105225
jewish,0.19109971821308136,0.19554156064987183,0.35254430770874023,0.12822231650352478,0.19492539763450623,0.1657717227935791,0.14794707298278809,0.19492539763450623,0.3298863470554352,0.42248719930648804,0.15521590411663055
fighters,0.1635880172252655,0.21428541839122772,0.2160576730966568,0.09288869798183441,0.21890133619308472,0.2688746750354767,0.14516127109527588,0.21890133619308472,0.21419073641300201,0.24548229575157166,0.11213357746601105
launched,0.20492124557495117,0.1794346421957016,0.1969185769557953,0.07331451028585434,0.2547066807746887,0.20852050185203552,0.20039688050746918,0.2547066807746887,0.10472298413515091,0.10202375054359436,0.1803835779428482
the,0.5091903209686279,0.34736719727516174,0.2337159663438797,0.3284194767475128,1.0,0.2876872718334198,0.733189046382904,1.0,0.23137180507183075,0.20106086134910583,0.22068053483963013
warsaw,0.1615014374256134,0.1939365565776825,0.3572941720485687,0.12403468042612076,0.23137180507183075,0.18587560951709747,0.19253842532634735,0.23137180507183075,1.0,0.3894329071044922,0.09769917279481888
ghetto,0.14344099164009094,0.14965032041072845,0.33106711506843567,0.1002039909362793,0.20106086134910583,0.3008423447608948,0.1721765398979187,0.20106086134910583,0.3894329071044922,0.9999999403953552,0.1595032513141632
uprising,0.1701411008834839,0.175702303647995,0.3162378668785095,0.14107440412044525,0.2853594124317169,0.35273075103759766,0.2703337073326111,0.2853594124317169,0.4463900625705719,0.38954538106918335,0.13645027577877045
.,0.475719153881073,0.35288307070732117,0.1747298538684845,0.20712141692638397,0.5934505462646484,0.2159053385257721,0.5352458953857422,0.5934505462646484,0.26825499534606934,0.16494348645210266,0.4130953550338745
