,what,is,unknown,about,the,complexity,classes,between,l,and,p,that,further,prevents,determining,the,value,relationship,between,l,and,p,?
set,0.28954121470451355,0.21148966252803802,0.17786316573619843,0.2134382575750351,0.2927955985069275,0.2327800840139389,0.16317911446094513,0.21248877048492432,0.07017737627029419,0.27649927139282227,0.12864716351032257,0.2916346788406372,0.19828712940216064,0.18485797941684723,0.23814985156059265,0.2927955985069275,0.26047879457473755,0.15669091045856476,0.21248877048492432,0.07017737627029419,0.27649927139282227,0.12864716351032257,0.1698019951581955
of,0.33290785551071167,0.4854315221309662,0.2853793799877167,0.40939709544181824,0.733189046382904,0.23338180780410767,0.19099700450897217,0.3737983703613281,0.1817270964384079,0.5116966962814331,0.18174134194850922,0.41498205065727234,0.24797867238521576,0.26218757033348083,0.3374442756175995,0.733189046382904,0.14933855831623077,0.22000651061534882,0.3737983703613281,0.1817270964384079,0.5116966962814331,0.18174134194850922,0.1826142966747284
all,0.41981086134910583,0.2553904056549072,0.24445608258247375,0.2926684319972992,0.4860881567001343,0.29204535484313965,0.31225159764289856,0.22774523496627808,0.16879071295261383,0.4542157053947449,0.1652599275112152,0.53305584192276,0.22847576439380646,0.27720820903778076,0.27943241596221924,0.4860881567001343,0.20989727973937988,0.19351141154766083,0.22774523496627808,0.16879071295261383,0.4542157053947449,0.1652599275112152,0.29575422406196594
problems,0.3306994140148163,0.16985496878623962,0.17743396759033203,0.2563410997390747,0.2659202516078949,0.45911696553230286,0.2519468665122986,0.2324794977903366,0.10165426135063171,0.285793662071228,0.1230422630906105,0.3758413791656494,0.2456052005290985,0.3628878891468048,0.2660902738571167,0.2659202516078949,0.12662145495414734,0.3387733995914459,0.2324794977903366,0.10165426135063171,0.285793662071228,0.1230422630906105,0.2638136148452759
that,0.6297725439071655,0.3995479643344879,0.2580740749835968,0.4500710964202881,0.5473989248275757,0.3234518766403198,0.281128466129303,0.299440860748291,0.11878139525651932,0.4731321930885315,0.15546166896820068,1.0,0.34756001830101013,0.3700583577156067,0.387045294046402,0.5473989248275757,0.2545641362667084,0.33911964297294617,0.299440860748291,0.11878139525651932,0.4731321930885315,0.15546166896820068,0.32716336846351624
can,0.34502777457237244,0.44256699085235596,0.1978122591972351,0.27397462725639343,0.312528520822525,0.31849509477615356,0.2676023244857788,0.23827335238456726,0.13262878358364105,0.3675691485404968,0.15593776106834412,0.4522190988063812,0.2710544764995575,0.3947858214378357,0.32965201139450073,0.312528520822525,0.2730748653411865,0.1539314240217209,0.23827335238456726,0.13262878358364105,0.3675691485404968,0.15593776106834412,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.20627230405807495,0.26362910866737366,0.4248143136501312,0.34982410073280334,0.2610863149166107,0.2079806923866272,0.13495628535747528,0.41766801476478577,0.12313798069953918,0.6036020517349243,0.41813594102859497,0.3687707185745239,0.3475683033466339,0.4248143136501312,0.2929580807685852,0.22063963115215302,0.2079806923866272,0.13495628535747528,0.41766801476478577,0.12313798069953918,0.3324260413646698
solved,0.247396320104599,0.16888999938964844,0.2361428141593933,0.14520280063152313,0.21140827238559723,0.4075605869293213,0.2010076940059662,0.22921574115753174,0.1327025443315506,0.20209883153438568,0.18734224140644073,0.32926955819129944,0.19388175010681152,0.19456690549850464,0.3525058329105377,0.21140827238559723,0.21522584557533264,0.30540159344673157,0.22921574115753174,0.1327025443315506,0.20209883153438568,0.18734224140644073,0.2692696750164032
in,0.30808621644973755,0.5394441485404968,0.2559037208557129,0.39797019958496094,0.6662389636039734,0.20012179017066956,0.20728561282157898,0.41100412607192993,0.20132999122142792,0.4954058527946472,0.10853569954633713,0.435920387506485,0.233941450715065,0.17510715126991272,0.2913265824317932,0.6662389636039734,0.12795600295066833,0.20233847200870514,0.41100412607192993,0.20132999122142792,0.4954058527946472,0.10853569954633713,0.20430970191955566
logarithmic,0.23448531329631805,0.20164749026298523,0.18876545131206512,0.14991186559200287,0.19849702715873718,0.4725891053676605,0.2682410478591919,0.23633833229541779,0.15284618735313416,0.17867621779441833,0.18974214792251587,0.27547046542167664,0.19082196056842804,0.23145121335983276,0.46462318301200867,0.19849702715873718,0.32488101720809937,0.2795816659927368,0.23633833229541779,0.15284618735313416,0.17867621779441833,0.18974214792251587,0.2397754192352295
space,0.20525942742824554,0.18578536808490753,0.14592131972312927,0.1689152717590332,0.24495907127857208,0.2585889995098114,0.12879815697669983,0.17911486327648163,0.16587825119495392,0.22901733219623566,0.17297589778900146,0.2368461638689041,0.2102172076702118,0.18845349550247192,0.2232942432165146,0.24495907127857208,0.20628590881824493,0.14220720529556274,0.17911486327648163,0.16587825119495392,0.22901733219623566,0.17297589778900146,0.1885536164045334
),0.26259949803352356,0.37732169032096863,0.25940844416618347,0.2775460183620453,0.3456730246543884,0.21122688055038452,0.16316144168376923,0.2502231299877167,0.24393987655639648,0.4961937665939331,0.26532381772994995,0.23478686809539795,0.21232472360134125,0.16636395454406738,0.2063930779695511,0.3456730246543884,0.25211983919143677,0.16473416984081268,0.2502231299877167,0.24393987655639648,0.4961937665939331,0.26532381772994995,0.42300865054130554
is,0.28837618231773376,1.0,0.2287159115076065,0.3532065451145172,0.5823672413825989,0.2541271150112152,0.13611210882663727,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.3995479643344879,0.13372796773910522,0.26185330748558044,0.3241519629955292,0.5823672413825989,0.22550974786281586,0.22806847095489502,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.22961433231830597
strictly,0.2703031599521637,0.25468918681144714,0.104160837829113,0.15053455531597137,0.24418626725673676,0.2799482047557831,0.24143250286579132,0.13501861691474915,0.1264687329530716,0.2713325321674347,0.1115163117647171,0.36408135294914246,0.2789232134819031,0.23591026663780212,0.3448893129825592,0.24418626725673676,0.20361213386058807,0.2334742248058319,0.13501861691474915,0.1264687329530716,0.2713325321674347,0.1115163117647171,0.20292048156261444
contained,0.18997789919376373,0.3143906593322754,0.23556546866893768,0.35950636863708496,0.31440216302871704,0.21822910010814667,0.18198399245738983,0.2030835598707199,0.09740065038204193,0.3102993071079254,0.1349617838859558,0.32780370116233826,0.18822155892848969,0.2735412120819092,0.28357234597206116,0.31440216302871704,0.16789871454238892,0.1364859938621521,0.2030835598707199,0.09740065038204193,0.3102993071079254,0.1349617838859558,0.171995609998703
in,0.30808621644973755,0.5394441485404968,0.2559037208557129,0.39797019958496094,0.6662389636039734,0.20012179017066956,0.20728561282157898,0.41100412607192993,0.20132999122142792,0.4954058527946472,0.10853569954633713,0.435920387506485,0.233941450715065,0.17510715126991272,0.2913265824317932,0.6662389636039734,0.12795600295066833,0.20233847200870514,0.41100412607192993,0.20132999122142792,0.4954058527946472,0.10853569954633713,0.20430970191955566
p,0.18586504459381104,0.11757151037454605,0.177029088139534,0.12012457847595215,0.16481639444828033,0.2279624342918396,0.15806759893894196,0.13939055800437927,0.30408549308776855,0.198231041431427,1.0,0.15546166896820068,0.10533730685710907,0.018792249262332916,0.15018078684806824,0.16481639444828033,0.1914234757423401,0.11486398428678513,0.13939055800437927,0.30408549308776855,0.198231041431427,1.0,0.20840544998645782
or,0.33867141604423523,0.41870999336242676,0.20597419142723083,0.3335071802139282,0.4174870550632477,0.2691935896873474,0.29647108912467957,0.22536349296569824,0.15560133755207062,0.4713204801082611,0.1296345591545105,0.4729836881160736,0.29069530963897705,0.42041465640068054,0.3387509286403656,0.4174870550632477,0.3006470203399658,0.12278161197900772,0.22536349296569824,0.15560133755207062,0.4713204801082611,0.1296345591545105,0.32389625906944275
equal,0.2397335022687912,0.20287640392780304,0.18267184495925903,0.20458774268627167,0.21154357492923737,0.3023853600025177,0.18877439200878143,0.24162505567073822,0.1542811244726181,0.26747193932533264,0.13015535473823547,0.32840782403945923,0.20261114835739136,0.19746960699558258,0.3297485113143921,0.21154357492923737,0.3270202577114105,0.23122231662273407,0.24162505567073822,0.1542811244726181,0.26747193932533264,0.13015535473823547,0.15421567857265472
to,0.455847829580307,0.42745086550712585,0.2203521579504013,0.391953706741333,0.535392165184021,0.28336837887763977,0.2503586411476135,0.3639189600944519,0.13000278174877167,0.48971283435821533,0.14269764721393585,0.5436353087425232,0.4001762866973877,0.3236422538757324,0.3152051270008087,0.535392165184021,0.23921877145767212,0.25194117426872253,0.3639189600944519,0.13000278174877167,0.48971283435821533,0.14269764721393585,0.29463258385658264
p.,0.07387562096118927,-0.03573467582464218,0.21000686287879944,0.08307456970214844,0.00706930598244071,0.20480020344257355,0.07176056504249573,0.09663451462984085,0.17538222670555115,0.1284850388765335,0.04494840279221535,0.08159788697957993,0.10222884267568588,0.09992009401321411,0.15706242620944977,0.00706930598244071,0.10431777685880661,0.18476331233978271,0.09663451462984085,0.17538222670555115,0.1284850388765335,0.04494840279221535,0.11662347614765167
again,0.3921525180339813,0.2348884791135788,0.08038561046123505,0.21811693906784058,0.4104243218898773,0.1848970502614975,0.1357845813035965,0.20258280634880066,0.04810541123151779,0.34503087401390076,0.10218457132577896,0.3886644244194031,0.2701694071292877,0.21073362231254578,0.2053595632314682,0.4104243218898773,0.11983783543109894,0.19844824075698853,0.20258280634880066,0.04810541123151779,0.34503087401390076,0.10218457132577896,0.2679590880870819
",",0.3087472915649414,0.4691906273365021,0.26479753851890564,0.3877100944519043,0.4933079481124878,0.27822354435920715,0.26848307251930237,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.4137537479400635,0.2694096863269806,0.19073960185050964,0.22378280758857727,0.4933079481124878,0.23697449266910553,0.23936419188976288,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.31091248989105225
there,0.35085538029670715,0.3904260993003845,0.21364176273345947,0.463201105594635,0.47025805711746216,0.24157792329788208,0.22966980934143066,0.37209540605545044,0.1321951150894165,0.4242868423461914,0.08984465152025223,0.6006520986557007,0.2850147485733032,0.27329593896865845,0.2762293815612793,0.47025805711746216,0.1565297394990921,0.16667471826076508,0.37209540605545044,0.1321951150894165,0.4242868423461914,0.08984465152025223,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.18115395307540894,0.36165615916252136,0.40399202704429626,0.27680158615112305,0.2913099527359009,0.2766000032424927,0.1573498249053955,0.48576638102531433,0.0965256616473198,0.45265161991119385,0.2482294738292694,0.32416895031929016,0.30304640531539917,0.40399202704429626,0.1797625571489334,0.13166306912899017,0.2766000032424927,0.1573498249053955,0.48576638102531433,0.0965256616473198,0.24591213464736938
many,0.36131182312965393,0.2649032473564148,0.20950357615947723,0.3800397515296936,0.4335206151008606,0.2883065640926361,0.2907905578613281,0.29423660039901733,0.1558690071105957,0.5296266674995422,0.10583154857158661,0.5391656160354614,0.22751253843307495,0.2837643027305603,0.2201344072818756,0.4335206151008606,0.157600536942482,0.2436794638633728,0.29423660039901733,0.1558690071105957,0.5296266674995422,0.10583154857158661,0.2124512493610382
complexity,0.33747240900993347,0.2541271150112152,0.17333564162254333,0.21445316076278687,0.21171598136425018,1.0,0.29931116104125977,0.17702509462833405,0.14342622458934784,0.2520415782928467,0.2279624342918396,0.3234518766403198,0.27257153391838074,0.2549144923686981,0.4361807405948639,0.21171598136425018,0.2969542145729065,0.325389564037323,0.17702509462833405,0.14342622458934784,0.2520415782928467,0.2279624342918396,0.23062916100025177
classes,0.20746955275535583,0.13611210882663727,0.08786803483963013,0.17572610080242157,0.21469499170780182,0.29931116104125977,1.0000001192092896,0.24480338394641876,0.0897289589047432,0.2892279624938965,0.15806759893894196,0.281128466129303,0.14855685830116272,0.15994788706302643,0.18609638512134552,0.21469499170780182,0.1714668571949005,0.20431296527385712,0.24480338394641876,0.0897289589047432,0.2892279624938965,0.15806759893894196,0.14397528767585754
between,0.2462156116962433,0.26809602975845337,0.1526695042848587,0.38609597086906433,0.39067012071609497,0.17702509462833405,0.24480338394641876,0.9999999403953552,0.14240337908267975,0.40645647048950195,0.13939055800437927,0.299440860748291,0.24998696148395538,0.2096945345401764,0.3077845871448517,0.39067012071609497,0.14342129230499268,0.3674123287200928,0.9999999403953552,0.14240337908267975,0.40645647048950195,0.13939055800437927,0.12887074053287506
the,0.42745697498321533,0.5823672413825989,0.23777544498443604,0.37995871901512146,1.0,0.21171598136425018,0.21469499170780182,0.39067012071609497,0.18770581483840942,0.5171257257461548,0.16481639444828033,0.5473989248275757,0.32531118392944336,0.3293589949607849,0.35818397998809814,1.0,0.16908381879329681,0.21018025279045105,0.39067012071609497,0.18770581483840942,0.5171257257461548,0.16481639444828033,0.22068053483963013
two,0.23363454639911652,0.2315155267715454,0.1941431611776352,0.29597052931785583,0.43858039379119873,0.22918272018432617,0.27455952763557434,0.4709945023059845,0.10488928854465485,0.4671151638031006,0.16460318863391876,0.3858162462711334,0.25127604603767395,0.19016607105731964,0.25438717007637024,0.43858039379119873,0.0562245212495327,0.25299593806266785,0.4709945023059845,0.10488928854465485,0.4671151638031006,0.16460318863391876,0.19645625352859497
",",0.3087472915649414,0.4691906273365021,0.26479753851890564,0.3877100944519043,0.4933079481124878,0.27822354435920715,0.26848307251930237,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.4137537479400635,0.2694096863269806,0.19073960185050964,0.22378280758857727,0.4933079481124878,0.23697449266910553,0.23936419188976288,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.1315656304359436,0.24973522126674652,0.3575236201286316,0.33842724561691284,0.2389480322599411,0.17754530906677246,0.1489139199256897,0.44540345668792725,0.12065056711435318,0.4479874074459076,0.3753099739551544,0.34670135378837585,0.2732090353965759,0.3575236201286316,0.21093715727329254,0.16115595400333405,0.17754530906677246,0.1489139199256897,0.44540345668792725,0.12065056711435318,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.21361470222473145,0.2989700436592102,0.48381632566452026,0.22960948944091797,0.2623615860939026,0.22009976208209991,0.195956751704216,0.49487000703811646,0.1706937700510025,0.4735107421875,0.28184258937835693,0.2843379080295563,0.30650195479393005,0.48381632566452026,0.1832757443189621,0.2814804017543793,0.22009976208209991,0.195956751704216,0.49487000703811646,0.1706937700510025,0.27043893933296204
nl,0.22163839638233185,0.14661051332950592,0.13136447966098785,0.13838337361812592,0.22028346359729767,0.07034372538328171,0.1296829730272293,0.13866038620471954,0.1349189728498459,0.14796419441699982,0.15879639983177185,0.16709959506988525,0.1282578706741333,0.09574230015277863,0.1530768722295761,0.22028346359729767,0.17332671582698822,0.008378815837204456,0.13866038620471954,0.1349189728498459,0.14796419441699982,0.15879639983177185,0.2914738655090332
and,0.31309178471565247,0.3859752118587494,0.22126422822475433,0.3875081241130829,0.5171257257461548,0.2520415782928467,0.2892279624938965,0.40645647048950195,0.2232794463634491,1.0,0.198231041431427,0.4731321930885315,0.3426179587841034,0.2817623019218445,0.25574207305908203,0.5171257257461548,0.24539050459861755,0.3086830675601959,0.40645647048950195,0.2232794463634491,1.0,0.198231041431427,0.20544172823429108
nc,0.15436547994613647,0.10941392183303833,0.11383884400129318,0.17154483497142792,0.17021754384040833,0.1345045417547226,0.14629296958446503,0.07921214401721954,0.17307205498218536,0.11925461143255234,0.1330573409795761,0.1291745901107788,0.18929286301136017,0.16909503936767578,0.10494430363178253,0.17021754384040833,0.13622763752937317,0.11247304081916809,0.07921214401721954,0.17307205498218536,0.11925461143255234,0.1330573409795761,0.1283540427684784
",",0.3087472915649414,0.4691906273365021,0.26479753851890564,0.3877100944519043,0.4933079481124878,0.27822354435920715,0.26848307251930237,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.4137537479400635,0.2694096863269806,0.19073960185050964,0.22378280758857727,0.4933079481124878,0.23697449266910553,0.23936419188976288,0.27714940905570984,0.2714451849460602,0.6633074283599854,0.291064590215683,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.22126422822475433,0.3875081241130829,0.5171257257461548,0.2520415782928467,0.2892279624938965,0.40645647048950195,0.2232794463634491,1.0,0.198231041431427,0.4731321930885315,0.3426179587841034,0.2817623019218445,0.25574207305908203,0.5171257257461548,0.24539050459861755,0.3086830675601959,0.40645647048950195,0.2232794463634491,1.0,0.198231041431427,0.20544172823429108
it,0.45803478360176086,0.6328473687171936,0.15812928974628448,0.4291239380836487,0.6251175999641418,0.2516402304172516,0.22729383409023285,0.311247855424881,0.15249915421009064,0.40957894921302795,0.14431746304035187,0.5921133160591125,0.27744895219802856,0.23874956369400024,0.28921452164649963,0.6251175999641418,0.21908211708068848,0.23314040899276733,0.311247855424881,0.15249915421009064,0.40957894921302795,0.14431746304035187,0.25732165575027466
is,0.28837618231773376,1.0,0.2287159115076065,0.3532065451145172,0.5823672413825989,0.2541271150112152,0.13611210882663727,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.3995479643344879,0.13372796773910522,0.26185330748558044,0.3241519629955292,0.5823672413825989,0.22550974786281586,0.22806847095489502,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.22961433231830597
not,0.5449194312095642,0.3776007890701294,0.2684744596481323,0.36646416783332825,0.4310511648654938,0.2915634512901306,0.24143658578395844,0.18732105195522308,0.0853256806731224,0.39099299907684326,0.18450647592544556,0.6600887179374695,0.3125629127025604,0.37253913283348083,0.39096108078956604,0.4310511648654938,0.24114683270454407,0.2483322024345398,0.18732105195522308,0.0853256806731224,0.39099299907684326,0.18450647592544556,0.41942933201789856
known,0.20381177961826324,0.41921812295913696,0.2759796380996704,0.25154873728752136,0.3624623417854309,0.17207187414169312,0.16189859807491302,0.19939005374908447,0.14100603759288788,0.3468935489654541,0.14122170209884644,0.20813259482383728,0.07636407762765884,0.18303099274635315,0.190949946641922,0.3624623417854309,0.07550203800201416,0.18717947602272034,0.19939005374908447,0.14100603759288788,0.3468935489654541,0.14122170209884644,0.18314571678638458
if,0.5277165174484253,0.30927813053131104,0.26627132296562195,0.30191555619239807,0.33724796772003174,0.3077995181083679,0.22395169734954834,0.21807901561260223,0.08853445202112198,0.3498523235321045,0.17701710760593414,0.5634250640869141,0.2947865426540375,0.35805845260620117,0.4116392433643341,0.33724796772003174,0.43458178639411926,0.20794260501861572,0.21807901561260223,0.08853445202112198,0.3498523235321045,0.17701710760593414,0.4441644251346588
they,0.4431931674480438,0.330102801322937,0.1869329810142517,0.34267860651016235,0.49925389885902405,0.21973589062690735,0.33271142840385437,0.26771068572998047,0.1423724889755249,0.5073080658912659,0.16361002624034882,0.5710820555686951,0.2851434350013733,0.2487531453371048,0.28277406096458435,0.49925389885902405,0.1699339598417282,0.24580129981040955,0.26771068572998047,0.1423724889755249,0.5073080658912659,0.16361002624034882,0.2753053903579712
are,0.29724663496017456,0.5330929756164551,0.18115395307540894,0.36165615916252136,0.40399202704429626,0.27680158615112305,0.2913099527359009,0.2766000032424927,0.1573498249053955,0.48576638102531433,0.0965256616473198,0.45265161991119385,0.2482294738292694,0.32416895031929016,0.30304640531539917,0.40399202704429626,0.1797625571489334,0.13166306912899017,0.2766000032424927,0.1573498249053955,0.48576638102531433,0.0965256616473198,0.24591213464736938
distinct,0.2610252797603607,0.23772971332073212,0.16672293841838837,0.23261038959026337,0.28305986523628235,0.30872291326522827,0.33036181330680847,0.3063254654407501,0.15569375455379486,0.3309379518032074,0.11675146222114563,0.34265080094337463,0.23459960520267487,0.1845443844795227,0.29254764318466187,0.28305986523628235,0.21942707896232605,0.25468742847442627,0.3063254654407501,0.15569375455379486,0.3309379518032074,0.11675146222114563,0.09523114562034607
or,0.33867141604423523,0.41870999336242676,0.20597419142723083,0.3335071802139282,0.4174870550632477,0.2691935896873474,0.29647108912467957,0.22536349296569824,0.15560133755207062,0.4713204801082611,0.1296345591545105,0.4729836881160736,0.29069530963897705,0.42041465640068054,0.3387509286403656,0.4174870550632477,0.3006470203399658,0.12278161197900772,0.22536349296569824,0.15560133755207062,0.4713204801082611,0.1296345591545105,0.32389625906944275
equal,0.2397335022687912,0.20287640392780304,0.18267184495925903,0.20458774268627167,0.21154357492923737,0.3023853600025177,0.18877439200878143,0.24162505567073822,0.1542811244726181,0.26747193932533264,0.13015535473823547,0.32840782403945923,0.20261114835739136,0.19746960699558258,0.3297485113143921,0.21154357492923737,0.3270202577114105,0.23122231662273407,0.24162505567073822,0.1542811244726181,0.26747193932533264,0.13015535473823547,0.15421567857265472
classes,0.20746955275535583,0.13611210882663727,0.08786803483963013,0.17572610080242157,0.21469499170780182,0.29931116104125977,1.0000001192092896,0.24480338394641876,0.0897289589047432,0.2892279624938965,0.15806759893894196,0.281128466129303,0.14855685830116272,0.15994788706302643,0.18609638512134552,0.21469499170780182,0.1714668571949005,0.20431296527385712,0.24480338394641876,0.0897289589047432,0.2892279624938965,0.15806759893894196,0.14397528767585754
.,0.3567904531955719,0.4569662809371948,0.287919819355011,0.42038556933403015,0.5934505462646484,0.21340465545654297,0.24851149320602417,0.30295518040657043,0.25591427087783813,0.588965117931366,0.2982616722583771,0.4460422694683075,0.25690746307373047,0.23939263820648193,0.2779275178909302,0.5934505462646484,0.21357886493206024,0.22535671293735504,0.30295518040657043,0.25591427087783813,0.588965117931366,0.2982616722583771,0.4130953550338745
