,what,impact,does,workers,working,harder,have,on,productivity,of,a,business,?
.,0.3567904531955719,0.2026742696762085,0.3022993505001068,0.17509925365447998,0.28468647599220276,0.27393993735313416,0.41614407300949097,0.49257001280784607,0.2515305280685425,0.5352458953857422,0.50484299659729,0.25987809896469116,0.4130953550338745
,what,impact,does,workers,working,harder,have,on,productivity,of,a,business,?
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.23066683113574982,0.25857484340667725,0.232576385140419,0.40389683842658997,0.5107308030128479,0.22987580299377441,0.733189046382904,0.5829201340675354,0.2389037162065506,0.22068053483963013
substitution,0.19002631306648254,0.1347332000732422,0.2475362867116928,0.13614995777606964,0.13023890554904938,0.22967493534088135,0.19197571277618408,0.15858682990074158,0.22956958413124084,0.11923876404762268,0.2509247660636902,0.21658794581890106,0.24351200461387634
of,0.33290785551071167,0.21139270067214966,0.3119818866252899,0.20827822387218475,0.19986772537231445,0.1802113950252533,0.3802283704280853,0.3966929316520691,0.2269303798675537,1.0,0.5052502155303955,0.23985227942466736,0.1826142966747284
capital,0.17967931926250458,0.07172868400812149,0.08225840330123901,0.169990673661232,0.07325049489736557,0.11266233026981354,0.07304227352142334,0.15679915249347687,0.20106995105743408,0.30823585391044617,0.16007359325885773,0.135894313454628,0.0907452180981636
equipment,0.21531300246715546,0.20720426738262177,0.18076495826244354,0.3307946026325226,0.3054283857345581,0.2775242328643799,0.2735784351825714,0.20764270424842834,0.29755234718322754,0.18924570083618164,0.23026658594608307,0.29568421840667725,0.0920877456665039
for,0.3017193675041199,0.24428735673427582,0.35159170627593994,0.2527289092540741,0.3632623255252838,0.26836904883384705,0.41175219416618347,0.36199691891670227,0.2784219980239868,0.4185989499092102,0.44038116931915283,0.2736336290836334,0.264628142118454
labor,0.1943984031677246,0.2033383548259735,0.12007958441972733,0.5137044787406921,0.2523679733276367,0.2164081484079361,0.16359522938728333,0.17969153821468353,0.30172038078308105,0.23769748210906982,0.17354394495487213,0.26324376463890076,0.19386747479438782
(,0.2411840260028839,0.17425116896629333,0.2728188931941986,0.11125283688306808,0.18173585832118988,0.09559103101491928,0.23072676360607147,0.28656116127967834,0.16263160109519958,0.35032153129577637,0.3206180930137634,0.18105436861515045,0.40561532974243164
mechanization,0.25148388743400574,0.21864117681980133,0.23469750583171844,0.3393888473510742,0.31666019558906555,0.24652038514614105,0.2619464099407196,0.21373552083969116,0.38495492935180664,0.2939010560512543,0.31509238481521606,0.33101195096969604,0.21008428931236267
and,0.31309178471565247,0.19650109112262726,0.3461615741252899,0.22632038593292236,0.30510061979293823,0.33005550503730774,0.4711785912513733,0.4077630043029785,0.25397828221321106,0.5116966962814331,0.3739250600337982,0.33353009819984436,0.20544172823429108
automation,0.29592621326446533,0.2116878181695938,0.24750173091888428,0.17528240382671356,0.2237228900194168,0.2270686775445938,0.22083278000354767,0.2400067299604416,0.35425975918769836,0.2094230204820633,0.29348644614219666,0.29166942834854126,0.26651784777641296
),0.26259949803352356,0.1697939932346344,0.2575884759426117,0.1238962784409523,0.19382897019386292,0.11901316046714783,0.22866283357143402,0.29937487840652466,0.1793261021375656,0.3680361211299896,0.3640355169773102,0.19904294610023499,0.42300865054130554
raises,0.22388479113578796,0.1736738383769989,0.41275256872177124,0.147055983543396,0.1803371012210846,0.2805280089378357,0.2671903371810913,0.21100302040576935,0.23332341015338898,0.23968493938446045,0.3027688264846802,0.18485970795154572,0.20082814991474152
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.23066683113574982,0.25857484340667725,0.232576385140419,0.40389683842658997,0.5107308030128479,0.22987580299377441,0.733189046382904,0.5829201340675354,0.2389037162065506,0.22068053483963013
productivity,0.2654266059398651,0.33763396739959717,0.23334884643554688,0.2605060636997223,0.2664370834827423,0.19473455846309662,0.2912588119506836,0.19299808144569397,1.0,0.2269303798675537,0.21406765282154083,0.3153378963470459,0.23359106481075287
of,0.33290785551071167,0.21139270067214966,0.3119818866252899,0.20827822387218475,0.19986772537231445,0.1802113950252533,0.3802283704280853,0.3966929316520691,0.2269303798675537,1.0,0.5052502155303955,0.23985227942466736,0.1826142966747284
each,0.3353266417980194,0.19952170550823212,0.31699198484420776,0.19554735720157623,0.23383015394210815,0.30562594532966614,0.4084063768386841,0.30782750248908997,0.2121284455060959,0.38460010290145874,0.434999018907547,0.18842463195323944,0.21173812448978424
worker,0.17877663671970367,0.13569363951683044,0.18225565552711487,0.7420186996459961,0.45173168182373047,0.1704828143119812,0.1686469316482544,0.14378856122493744,0.22641438245773315,0.1631152182817459,0.3212657570838928,0.23286698758602142,0.1447860300540924
",",0.3087472915649414,0.2012101411819458,0.28617382049560547,0.17716385424137115,0.29007792472839355,0.25041988492012024,0.3541618287563324,0.49057599902153015,0.2500196099281311,0.4946078956127167,0.427140474319458,0.2952407896518707,0.31091248989105225
resulting,0.17960047721862793,0.3362067937850952,0.23127596080303192,0.17990702390670776,0.09892334789037704,0.22355510294437408,0.27875980734825134,0.2551211416721344,0.3009547293186188,0.3631994426250458,0.3510841131210327,0.16292281448841095,0.10813049972057343
in,0.30808621644973755,0.18933768570423126,0.214483380317688,0.2254374474287033,0.3062970042228699,0.13953028619289398,0.36843645572662354,0.46853652596473694,0.18360760807991028,0.5696388483047485,0.539380669593811,0.2298729121685028,0.20430970191955566
a,0.3320399522781372,0.24985632300376892,0.38201746344566345,0.25033822655677795,0.2998538911342621,0.25577613711357117,0.338716596364975,0.3848365545272827,0.21406765282154083,0.5052502155303955,1.0,0.2670866549015045,0.23916715383529663
situation,0.4481324255466461,0.2745633125305176,0.3203280568122864,0.22579796612262726,0.24213959276676178,0.24904879927635193,0.31848999857902527,0.26678118109703064,0.27838990092277527,0.22593308985233307,0.2909733057022095,0.235942080616951,0.2714049518108368
of,0.33290785551071167,0.21139270067214966,0.3119818866252899,0.20827822387218475,0.19986772537231445,0.1802113950252533,0.3802283704280853,0.3966929316520691,0.2269303798675537,1.0,0.5052502155303955,0.23985227942466736,0.1826142966747284
relatively,0.24081343412399292,0.2064361572265625,0.2948732376098633,0.15604238212108612,0.20160984992980957,0.2579691708087921,0.4228270351886749,0.23900939524173737,0.3179240822792053,0.2916591167449951,0.3819689452648163,0.1328163743019104,0.1281091868877411
stagnant,0.2158070057630539,0.18086782097816467,0.27650779485702515,0.1572982221841812,0.22371716797351837,0.2784353494644165,0.34471482038497925,0.3021165728569031,0.3340776562690735,0.2744353413581848,0.28808900713920593,0.1606660783290863,0.20977488160133362
wages,0.20351257920265198,0.21256376802921295,0.22873397171497345,0.5291796326637268,0.3549249768257141,0.25533121824264526,0.22623831033706665,0.2082594633102417,0.42547154426574707,0.17478904128074646,0.19376714527606964,0.35723575949668884,0.19884631037712097
for,0.3017193675041199,0.24428735673427582,0.35159170627593994,0.2527289092540741,0.3632623255252838,0.26836904883384705,0.41175219416618347,0.36199691891670227,0.2784219980239868,0.4185989499092102,0.44038116931915283,0.2736336290836334,0.264628142118454
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.23066683113574982,0.25857484340667725,0.232576385140419,0.40389683842658997,0.5107308030128479,0.22987580299377441,0.733189046382904,0.5829201340675354,0.2389037162065506,0.22068053483963013
working,0.2846863269805908,0.15310868620872498,0.22897255420684814,0.3975767493247986,1.0,0.23514917492866516,0.27710407972335815,0.2811677157878876,0.2664370834827423,0.19986772537231445,0.2998538911342621,0.2738184332847595,0.17154020071029663
class,0.16880196332931519,0.15409497916698456,0.11460405588150024,0.12829099595546722,0.2860308885574341,0.13136065006256104,0.19084791839122772,0.1869632750749588,0.1888626217842102,0.19740594923496246,0.23462694883346558,0.17490868270397186,0.12778934836387634
amidst,0.18651680648326874,0.19321388006210327,0.12919127941131592,0.23909901082515717,0.11912940442562103,0.10037734359502792,0.271904319524765,0.2377501130104065,0.17927813529968262,0.3044624328613281,0.1507498323917389,0.16826273500919342,0.1263405978679657
rising,0.18883290886878967,0.24190513789653778,0.12623584270477295,0.17918771505355835,0.20040194690227509,0.17176611721515656,0.25338900089263916,0.18414045870304108,0.2388313114643097,0.27970030903816223,0.2153616100549698,0.19357730448246002,0.07955946773290634
levels,0.21641245484352112,0.1522357314825058,0.24911271035671234,0.1642984002828598,0.12490521371364594,0.2491009384393692,0.37333425879478455,0.1644611656665802,0.30657410621643066,0.23668165504932404,0.21465790271759033,0.14168846607208252,0.1541307419538498
of,0.33290785551071167,0.21139270067214966,0.3119818866252899,0.20827822387218475,0.19986772537231445,0.1802113950252533,0.3802283704280853,0.3966929316520691,0.2269303798675537,1.0,0.5052502155303955,0.23985227942466736,0.1826142966747284
property,0.24978817999362946,0.18436896800994873,0.20449848473072052,0.23628714680671692,0.13141250610351562,0.15959715843200684,0.21833796799182892,0.1105850338935852,0.24933674931526184,0.2299845814704895,0.237611323595047,0.3492300808429718,0.16865147650241852
income,0.21837803721427917,0.25017058849334717,0.18851257860660553,0.2732676565647125,0.1998022496700287,0.17580683529376984,0.21030287444591522,0.12938405573368073,0.3879470229148865,0.2581324577331543,0.2084353119134903,0.33915218710899353,0.14935168623924255
for,0.3017193675041199,0.24428735673427582,0.35159170627593994,0.2527289092540741,0.3632623255252838,0.26836904883384705,0.41175219416618347,0.36199691891670227,0.2784219980239868,0.4185989499092102,0.44038116931915283,0.2736336290836334,0.264628142118454
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.23066683113574982,0.25857484340667725,0.232576385140419,0.40389683842658997,0.5107308030128479,0.22987580299377441,0.733189046382904,0.5829201340675354,0.2389037162065506,0.22068053483963013
capitalist,0.21623632311820984,0.13459181785583496,0.21669161319732666,0.3610039949417114,0.23430775105953217,0.1974663883447647,0.1631188839673996,0.12136265635490417,0.277466356754303,0.1508098989725113,0.20432332158088684,0.2874073386192322,0.13302330672740936
class,0.16880196332931519,0.15409497916698456,0.11460405588150024,0.12829099595546722,0.2860308885574341,0.13136065006256104,0.19084791839122772,0.1869632750749588,0.1888626217842102,0.19740594923496246,0.23462694883346558,0.17490868270397186,0.12778934836387634
.,0.3567904531955719,0.2026742696762085,0.3022993505001068,0.17509925365447998,0.28468647599220276,0.27393993735313416,0.41614407300949097,0.49257001280784607,0.2515305280685425,0.5352458953857422,0.50484299659729,0.25987809896469116,0.4130953550338745
