,how,many,different,tv,networks,are,considered,to,be,the,principal,partners,",",when,it,comes,to,broadcasting,nfl,events,?
as,0.33782753348350525,0.4070141911506653,0.2646806538105011,0.21589502692222595,0.17501045763492584,0.3826591968536377,0.4031961262226105,0.42092081904411316,0.5230465531349182,0.48381632566452026,0.32747477293014526,0.22904761135578156,0.48816442489624023,0.4437963366508484,0.4461488723754883,0.1183735579252243,0.42092081904411316,0.19734740257263184,0.18464252352714539,0.1924285739660263,0.27043893933296204
part,0.218691885471344,0.2827394902706146,0.22353963553905487,0.17670081555843353,0.2125251591205597,0.3086032569408417,0.3409821689128876,0.2875264883041382,0.24258971214294434,0.527681291103363,0.24863338470458984,0.11930442601442337,0.3376222252845764,0.35435768961906433,0.4648587107658386,0.19672788679599762,0.2875264883041382,0.23856082558631897,0.14112962782382965,0.2261151671409607,0.08557961881160736
of,0.2480744868516922,0.37253960967063904,0.3747533857822418,0.19364769756793976,0.17763681709766388,0.39081433415412903,0.4190242290496826,0.41548454761505127,0.33904364705085754,0.733189046382904,0.25824129581451416,0.1523641049861908,0.4946078956127167,0.3757161796092987,0.38761502504348755,0.2978210747241974,0.41548454761505127,0.25924646854400635,0.1524115800857544,0.20782610774040222,0.1826142966747284
a,0.29312583804130554,0.2872205972671509,0.29175353050231934,0.2169625610113144,0.16109517216682434,0.265255331993103,0.36109375953674316,0.45503583550453186,0.39883795380592346,0.5829201340675354,0.15884900093078613,0.15446726977825165,0.427140474319458,0.44397395849227905,0.5452592968940735,0.2963891625404358,0.45503583550453186,0.2170335054397583,0.1210956797003746,0.21595865488052368,0.23916715383529663
cycle,0.24716903269290924,0.20147281885147095,0.19731204211711884,0.11141592264175415,0.13504429161548615,0.17850318551063538,0.18736477196216583,0.17373278737068176,0.198247030377388,0.2701641917228699,0.028431622311472893,0.11468812823295593,0.16122886538505554,0.2033594697713852,0.16807562112808228,0.17623747885227203,0.17373278737068176,0.15190428495407104,0.07121109217405319,0.2081032544374466,0.07156776636838913
between,0.2747800648212433,0.29423660039901733,0.3495357930660248,0.08107287436723709,0.2605300545692444,0.2766000032424927,0.17185887694358826,0.3639189600944519,0.2079806923866272,0.39067012071609497,0.12317293882369995,0.23590955138206482,0.27714940905570984,0.38258615136146545,0.311247855424881,0.16043789684772491,0.3639189600944519,0.18035443127155304,0.0223811287432909,0.21024581789970398,0.12887074053287506
the,0.33890387415885925,0.4335206151008606,0.36412742733955383,0.20034731924533844,0.24705806374549866,0.40399202704429626,0.4028765559196472,0.535392165184021,0.4248143136501312,1.0,0.23882900178432465,0.13242726027965546,0.4933079481124878,0.5091903209686279,0.6251175999641418,0.32399529218673706,0.535392165184021,0.29916465282440186,0.15305201709270477,0.3102840185165405,0.22068053483963013
three,0.23807744681835175,0.4501400589942932,0.41553589701652527,0.16803818941116333,0.1424666941165924,0.38895705342292786,0.22601662576198578,0.3043823838233948,0.25663426518440247,0.43452659249305725,0.20390260219573975,0.15942122042179108,0.3347506821155548,0.2820437252521515,0.27537038922309875,0.1766592115163803,0.3043823838233948,0.19870886206626892,0.13591039180755615,0.1324525773525238,0.20928427577018738
main,0.1668178290128708,0.27179279923439026,0.3297710716724396,0.13004860281944275,0.19411075115203857,0.2828797399997711,0.1758175939321518,0.26116618514060974,0.21960048377513885,0.38631999492645264,0.30209437012672424,0.07749895006418228,0.2989408075809479,0.19500647485256195,0.2827725112438202,0.17902357876300812,0.26116618514060974,0.20994046330451965,0.06873493641614914,0.1612408459186554,0.1665669083595276
broadcast,0.17885947227478027,0.1890401542186737,0.19385403394699097,0.5626955032348633,0.4932264983654022,0.10163930803537369,0.19066140055656433,0.2326623648405075,0.20571625232696533,0.2713715434074402,0.18208682537078857,0.15330234169960022,0.24917922914028168,0.2190258502960205,0.24714356660842896,0.14715158939361572,0.2326623648405075,0.843898594379425,0.26023104786872864,0.25261011719703674,0.15760008990764618
television,0.20427560806274414,0.23433995246887207,0.20614928007125854,0.7039412260055542,0.4588569104671478,0.1666387915611267,0.14308030903339386,0.1933557242155075,0.21234801411628723,0.24569597840309143,0.2014283984899521,0.20087167620658875,0.27995240688323975,0.19077982008457184,0.17099279165267944,0.08720145374536514,0.1933557242155075,0.6134137511253357,0.2618465721607208,0.22056695818901062,0.16825827956199646
partners,0.15874885022640228,0.20208625495433807,0.1448650360107422,0.16788092255592346,0.2808736264705658,0.19274717569351196,0.14121709764003754,0.17785939574241638,0.19123926758766174,0.13242726027965546,0.21099215745925903,1.0,0.2323409467935562,0.1821286827325821,0.12962430715560913,0.08946842700242996,0.17785939574241638,0.2307332158088684,0.13060657680034637,0.11887017637491226,0.10955255478620529
of,0.2480744868516922,0.37253960967063904,0.3747533857822418,0.19364769756793976,0.17763681709766388,0.39081433415412903,0.4190242290496826,0.41548454761505127,0.33904364705085754,0.733189046382904,0.25824129581451416,0.1523641049861908,0.4946078956127167,0.3757161796092987,0.38761502504348755,0.2978210747241974,0.41548454761505127,0.25924646854400635,0.1524115800857544,0.20782610774040222,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.36412742733955383,0.20034731924533844,0.24705806374549866,0.40399202704429626,0.4028765559196472,0.535392165184021,0.4248143136501312,1.0,0.23882900178432465,0.13242726027965546,0.4933079481124878,0.5091903209686279,0.6251175999641418,0.32399529218673706,0.535392165184021,0.29916465282440186,0.15305201709270477,0.3102840185165405,0.22068053483963013
nfl,0.09207417815923691,0.09887322783470154,0.09396432340145111,0.3075942099094391,0.2624918520450592,0.10710634291172028,0.09908604621887207,0.1526731252670288,0.12418080866336823,0.15305201709270477,0.1446840912103653,0.13060657680034637,0.18939071893692017,0.13304822146892548,0.11547107994556427,0.07457268983125687,0.1526731252670288,0.28441962599754333,1.0,0.17293478548526764,0.10610254108905792
.,0.3287222981452942,0.3974229395389557,0.31511759757995605,0.27196308970451355,0.24027101695537567,0.3452940285205841,0.29356086254119873,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.20513196289539337,0.2235448807477951,0.6812511086463928,0.475719153881073,0.5593622326850891,0.17545032501220703,0.4645031690597534,0.20697949826717377,0.1964210718870163,0.1484961062669754,0.4130953550338745
