,under,what,treaty,can,the,european,commission,take,action,against,member,states,?
into,0.24985390901565552,0.2180619090795517,0.14437498152256012,0.301788330078125,0.39493247866630554,0.09915032237768173,0.11390335857868195,0.3026293218135834,0.11914210021495819,0.20955826342105865,0.126095712184906,0.1779397875070572,0.15662476420402527
the,0.3348022699356079,0.42745697498321533,0.2690109610557556,0.312528520822525,1.0,0.3423081040382385,0.24418850243091583,0.31620436906814575,0.28415048122406006,0.3090755045413971,0.2806392312049866,0.3463578522205353,0.22068053483963013
laws,0.23199844360351562,0.29636016488075256,0.31174036860466003,0.21583211421966553,0.2587076723575592,0.21827232837677002,0.3362603485584259,0.2301820069551468,0.1903996467590332,0.3110208213329315,0.19865256547927856,0.27461767196655273,0.17911791801452637
of,0.32766106724739075,0.33290785551071167,0.2602092921733856,0.2603091299533844,0.733189046382904,0.2507138252258301,0.2698368728160858,0.29282352328300476,0.23570318520069122,0.2669808566570282,0.2701796889305115,0.30884552001953125,0.1826142966747284
member,0.15988416969776154,0.09932345896959305,0.19731877744197845,0.09298814088106155,0.2806392312049866,0.24138560891151428,0.2733510732650757,0.09906142204999924,0.18496346473693848,0.19290821254253387,0.9999998807907104,0.18290899693965912,0.06826172769069672
states,0.19016794860363007,0.21526020765304565,0.25450411438941956,0.18360939621925354,0.3463578522205353,0.25554242730140686,0.30205851793289185,0.15556275844573975,0.18195515871047974,0.19694998860359192,0.18290899693965912,1.0,0.16272737085819244
",",0.24875585734844208,0.3087472915649414,0.21270246803760529,0.3139454126358032,0.4933079481124878,0.19684812426567078,0.19528092443943024,0.2881867289543152,0.22599565982818604,0.31168749928474426,0.25757819414138794,0.3315127193927765,0.31091248989105225
such,0.17895449697971344,0.23989605903625488,0.12551523745059967,0.396209716796875,0.3575236201286316,0.24026738107204437,0.16709741950035095,0.23985615372657776,0.24586212635040283,0.20227466523647308,0.14228516817092896,0.20258460938930511,0.17851735651493073
as,0.29018887877464294,0.31749409437179565,0.21985258162021637,0.3245031237602234,0.48381632566452026,0.20210161805152893,0.19155941903591156,0.26337623596191406,0.21881477534770966,0.24545185267925262,0.2264706939458847,0.26192235946655273,0.27043893933296204
directives,0.22457724809646606,0.19725696742534637,0.19648122787475586,0.23547402024269104,0.24181346595287323,0.24995045363903046,0.27206331491470337,0.2410426288843155,0.25196754932403564,0.24245306849479675,0.15160991251468658,0.24161919951438904,0.14184632897377014
",",0.24875585734844208,0.3087472915649414,0.21270246803760529,0.3139454126358032,0.4933079481124878,0.19684812426567078,0.19528092443943024,0.2881867289543152,0.22599565982818604,0.31168749928474426,0.25757819414138794,0.3315127193927765,0.31091248989105225
the,0.3348022699356079,0.42745697498321533,0.2690109610557556,0.312528520822525,1.0,0.3423081040382385,0.24418850243091583,0.31620436906814575,0.28415048122406006,0.3090755045413971,0.2806392312049866,0.3463578522205353,0.22068053483963013
european,0.17218957841396332,0.15324164927005768,0.25059598684310913,0.14084136486053467,0.3423081040382385,0.9999998807907104,0.32984089851379395,0.14595600962638855,0.1562477946281433,0.19689327478408813,0.24138560891151428,0.25554242730140686,0.14560863375663757
commission,0.22514739632606506,0.22273972630500793,0.34969329833984375,0.1267329305410385,0.24418850243091583,0.32984089851379395,0.9999998807907104,0.13277173042297363,0.18748454749584198,0.22691772878170013,0.2733510732650757,0.30205851793289185,0.16231559216976166
can,0.12717050313949585,0.34502777457237244,0.07892066240310669,1.0,0.312528520822525,0.14084136486053467,0.1267329305410385,0.32599925994873047,0.22690324485301971,0.14655618369579315,0.09298814088106155,0.18360939621925354,0.3226337134838104
take,0.22284775972366333,0.3275112509727478,0.18740344047546387,0.32599925994873047,0.31620436906814575,0.14595600962638855,0.13277173042297363,1.0,0.2290688157081604,0.24572813510894775,0.09906142204999924,0.15556275844573975,0.21897350251674652
proceedings,0.24666987359523773,0.22622688114643097,0.22556138038635254,0.1991308629512787,0.26050370931625366,0.24838371574878693,0.39084216952323914,0.23858997225761414,0.2644950747489929,0.23406389355659485,0.2637280523777008,0.19653309881687164,0.17969121038913727
against,0.313276469707489,0.24561616778373718,0.22625397145748138,0.14655618369579315,0.3090755045413971,0.19689327478408813,0.22691772878170013,0.24572813510894775,0.2129010707139969,1.0,0.19290821254253387,0.19694998860359192,0.18095137178897858
the,0.3348022699356079,0.42745697498321533,0.2690109610557556,0.312528520822525,1.0,0.3423081040382385,0.24418850243091583,0.31620436906814575,0.28415048122406006,0.3090755045413971,0.2806392312049866,0.3463578522205353,0.22068053483963013
member,0.15988416969776154,0.09932345896959305,0.19731877744197845,0.09298814088106155,0.2806392312049866,0.24138560891151428,0.2733510732650757,0.09906142204999924,0.18496346473693848,0.19290821254253387,0.9999998807907104,0.18290899693965912,0.06826172769069672
state,0.18260222673416138,0.24273863434791565,0.20049017667770386,0.13665424287319183,0.3097178041934967,0.17396335303783417,0.2685767114162445,0.16119998693466187,0.13126446306705475,0.17673520743846893,0.15961596369743347,0.5370627045631409,0.1160883978009224
under,0.9999999403953552,0.20154598355293274,0.24186494946479797,0.12717050313949585,0.3348022699356079,0.17218957841396332,0.22514739632606506,0.22284775972366333,0.21092699468135834,0.313276469707489,0.15988416969776154,0.19016794860363007,0.18233340978622437
the,0.3348022699356079,0.42745697498321533,0.2690109610557556,0.312528520822525,1.0,0.3423081040382385,0.24418850243091583,0.31620436906814575,0.28415048122406006,0.3090755045413971,0.2806392312049866,0.3463578522205353,0.22068053483963013
treaty,0.24186494946479797,0.17237819731235504,1.0,0.07892066240310669,0.2690109610557556,0.25059598684310913,0.34969329833984375,0.18740344047546387,0.10017765313386917,0.22625397145748138,0.19731877744197845,0.25450411438941956,0.1174844279885292
on,0.3075410723686218,0.34226128458976746,0.19638824462890625,0.2772369682788849,0.5107308030128479,0.19710737466812134,0.19109804928302765,0.27423644065856934,0.2646212875843048,0.3163113296031952,0.1643621176481247,0.2692825198173523,0.2714994251728058
the,0.3348022699356079,0.42745697498321533,0.2690109610557556,0.312528520822525,1.0,0.3423081040382385,0.24418850243091583,0.31620436906814575,0.28415048122406006,0.3090755045413971,0.2806392312049866,0.3463578522205353,0.22068053483963013
functioning,0.13827931880950928,0.3041251599788666,0.10220587253570557,0.29789867997169495,0.2907642722129822,0.14831213653087616,0.18772099912166595,0.1824675053358078,0.22870071232318878,0.08936458826065063,0.0989837497472763,0.17595136165618896,0.1929340660572052
of,0.32766106724739075,0.33290785551071167,0.2602092921733856,0.2603091299533844,0.733189046382904,0.2507138252258301,0.2698368728160858,0.29282352328300476,0.23570318520069122,0.2669808566570282,0.2701796889305115,0.30884552001953125,0.1826142966747284
the,0.3348022699356079,0.42745697498321533,0.2690109610557556,0.312528520822525,1.0,0.3423081040382385,0.24418850243091583,0.31620436906814575,0.28415048122406006,0.3090755045413971,0.2806392312049866,0.3463578522205353,0.22068053483963013
european,0.17218957841396332,0.15324164927005768,0.25059598684310913,0.14084136486053467,0.3423081040382385,0.9999998807907104,0.32984089851379395,0.14595600962638855,0.1562477946281433,0.19689327478408813,0.24138560891151428,0.25554242730140686,0.14560863375663757
union,0.1701658070087433,0.1396910548210144,0.3147597312927246,0.1335739940404892,0.24421639740467072,0.3571677803993225,0.3547646701335907,0.15059058368206024,0.17619958519935608,0.1828596144914627,0.23030449450016022,0.30693942308425903,0.07797172665596008
.,0.2901604175567627,0.3567904531955719,0.17410176992416382,0.35783761739730835,0.5934505462646484,0.2095622420310974,0.20309296250343323,0.3045158088207245,0.2625104486942291,0.28705209493637085,0.19907453656196594,0.33941102027893066,0.4130953550338745
