,what,soap,operas,did,abc,cancel,in,2011,?
hulu,0.20991778373718262,0.2059602588415146,0.15359726548194885,0.1325419396162033,0.31298986077308655,0.22987517714500427,0.2071504443883896,0.03455642983317375,0.2140095978975296
for,0.3017193675041199,0.26051539182662964,0.2899700999259949,0.318512886762619,0.22510288655757904,0.26013731956481934,0.4322226941585541,0.10438573360443115,0.264628142118454
one,0.376489520072937,0.154017373919487,0.26433733105659485,0.27659472823143005,0.1300981342792511,0.19536830484867096,0.4129433035850525,0.10516269505023956,0.2673267424106598
additional,0.20172064006328583,0.09069860726594925,0.15792357921600342,0.20902137458324432,0.1623675376176834,0.2799469232559204,0.21390613913536072,0.04880733788013458,0.24309562146663666
season,0.12117787450551987,0.26784420013427734,0.19805249571800232,0.19368280470371246,0.29887476563453674,0.2635456621646881,0.2184021919965744,-0.07172565162181854,0.16793298721313477
in,0.30808621644973755,0.27619147300720215,0.2928618788719177,0.2593238651752472,0.1697147786617279,0.1661502867937088,1.0,0.08290185779333115,0.20430970191955566
2013,-0.3886653184890747,-0.17273227870464325,-0.1856941431760788,-0.264662504196167,-0.1548854112625122,-0.27145567536354065,-0.2606481909751892,-0.07868275046348572,-0.2969330847263336
and,0.31309178471565247,0.1829628199338913,0.2702268958091736,0.34479495882987976,0.16453155875205994,0.2417221963405609,0.4954058527946472,0.0998905599117279,0.20544172823429108
with,0.2464839518070221,0.16912664473056793,0.1932155042886734,0.25472134351730347,0.17432008683681488,0.24042828381061554,0.4080928862094879,0.062362536787986755,0.2433311939239502
both,0.3361809551715851,0.12726718187332153,0.1897110491991043,0.34255191683769226,0.1231609657406807,0.23225398361682892,0.3960166871547699,0.08423738181591034,0.19455738365650177
companies,0.20801754295825958,0.18871749937534332,0.26179295778274536,0.22622764110565186,0.11513935029506683,0.17729295790195465,0.2321794629096985,0.1828332096338272,0.14365637302398682
suing,0.313215970993042,0.0598440058529377,0.15518911182880402,0.355366975069046,0.12873093783855438,0.21907736361026764,0.21143022179603577,0.03376511111855507,0.19600792229175568
one,0.376489520072937,0.154017373919487,0.26433733105659485,0.27659472823143005,0.1300981342792511,0.19536830484867096,0.4129433035850525,0.10516269505023956,0.2673267424106598
another,0.4190070629119873,0.1321263164281845,0.18287017941474915,0.29175329208374023,0.16896098852157593,0.22549472749233246,0.3397690951824188,0.02032933570444584,0.295511931180954
for,0.3017193675041199,0.26051539182662964,0.2899700999259949,0.318512886762619,0.22510288655757904,0.26013731956481934,0.4322226941585541,0.10438573360443115,0.264628142118454
allegations,0.23008185625076294,0.11969753354787827,0.16097162663936615,0.29910725355148315,0.17865297198295593,0.2984062731266022,0.23326563835144043,0.09455925971269608,0.23546560108661652
of,0.33290785551071167,0.20267286896705627,0.22887961566448212,0.2513895630836487,0.14607268571853638,0.21339769661426544,0.5696388483047485,0.09709474444389343,0.1826142966747284
interference,0.28147435188293457,0.16704440116882324,0.13520438969135284,0.2506895363330841,0.1528707593679428,0.3461892902851105,0.20951542258262634,0.059447031468153,0.11166875064373016
with,0.2464839518070221,0.16912664473056793,0.1932155042886734,0.25472134351730347,0.17432008683681488,0.24042828381061554,0.4080928862094879,0.062362536787986755,0.2433311939239502
the,0.42745697498321533,0.19385820627212524,0.24942722916603088,0.34736719727516174,0.2068762183189392,0.2552810311317444,0.6662389636039734,0.07811610400676727,0.22068053483963013
process,0.3466717302799225,0.17185968160629272,0.1823386549949646,0.1973760724067688,0.08570899814367294,0.25583675503730774,0.19851736724376678,0.084112249314785,0.2460896074771881
of,0.33290785551071167,0.20267286896705627,0.22887961566448212,0.2513895630836487,0.14607268571853638,0.21339769661426544,0.5696388483047485,0.09709474444389343,0.1826142966747284
reviving,0.181111142039299,0.17552271485328674,0.19852015376091003,0.21115802228450775,0.16570621728897095,0.08675031363964081,0.2984650135040283,0.03161899745464325,0.09287013113498688
the,0.42745697498321533,0.19385820627212524,0.24942722916603088,0.34736719727516174,0.2068762183189392,0.2552810311317444,0.6662389636039734,0.07811610400676727,0.22068053483963013
shows,0.30282244086265564,0.23132741451263428,0.2457040250301361,0.22659285366535187,0.3304527997970581,0.2735755145549774,0.3289647698402405,0.04799028858542442,0.2040930688381195
",",0.3087472915649414,0.18956468999385834,0.27272358536720276,0.3015086054801941,0.2097204476594925,0.19993051886558533,0.5201468467712402,0.08851227909326553,0.31091248989105225
failure,0.19130942225456238,0.047555845230817795,0.20475104451179504,0.20153479278087616,0.09946519881486893,0.2585759162902832,0.2055809497833252,0.03865404799580574,0.12142058461904526
to,0.455847829580307,0.16551382839679718,0.20823907852172852,0.4452643394470215,0.1762417107820511,0.347001850605011,0.45010748505592346,0.03410811722278595,0.29463258385658264
pay,0.2870062291622162,0.09438402205705643,0.17611506581306458,0.29416757822036743,0.2132277935743332,0.28804630041122437,0.14415781199932098,-0.035771679133176804,0.19821009039878845
licensing,0.2864918112754822,0.08401824533939362,0.11252295970916748,0.2698881924152374,0.18817384541034698,0.27859023213386536,0.16309748589992523,0.07164327055215836,0.23048727214336395
fees,0.19752082228660583,0.04857766255736351,0.1556016206741333,0.2814892828464508,0.18158289790153503,0.24957996606826782,0.17004510760307312,0.04264029487967491,0.18385712802410126
and,0.31309178471565247,0.1829628199338913,0.2702268958091736,0.34479495882987976,0.16453155875205994,0.2417221963405609,0.4954058527946472,0.0998905599117279,0.20544172823429108
issues,0.33279702067375183,0.06549067795276642,0.10583920031785965,0.22840259969234467,0.18246594071388245,0.29023781418800354,0.17748555541038513,0.08401624858379364,0.320565789937973
over,0.28007611632347107,0.14929193258285522,0.18829397857189178,0.2535076439380646,0.13036851584911346,0.1767452210187912,0.3605569899082184,0.023964660242199898,0.25742942094802856
abc,0.1317344456911087,0.30289196968078613,0.23779888451099396,0.13353709876537323,1.0000001192092896,0.20842468738555908,0.1697147786617279,-0.02057783305644989,0.19065172970294952
's,0.02692362666130066,0.08452301472425461,0.0722050666809082,0.05069678649306297,0.06670809537172318,-0.01627003587782383,-0.037580832839012146,-0.07039705663919449,-0.023395681753754616
use,0.3453877568244934,0.21941091120243073,0.21898558735847473,0.32446643710136414,0.1775941103696823,0.29157620668411255,0.2715643048286438,0.17856596410274506,0.32795652747154236
of,0.33290785551071167,0.20267286896705627,0.22887961566448212,0.2513895630836487,0.14607268571853638,0.21339769661426544,0.5696388483047485,0.09709474444389343,0.1826142966747284
certain,0.4561643898487091,0.17451775074005127,0.14630438387393951,0.3046872019767761,0.13027134537696838,0.3202362060546875,0.2942397892475128,0.21257027983665466,0.2516106069087982
characters,0.20830649137496948,0.24706321954727173,0.31435081362724304,0.17622163891792297,0.23251117765903473,0.1709432154893875,0.21530529856681824,-0.005220986437052488,0.21720224618911743
from,0.2737620174884796,0.10265012085437775,0.09461399912834167,0.20248863101005554,0.12159302085638046,0.13182199001312256,0.4274188280105591,0.035411104559898376,0.19969791173934937
one,0.376489520072937,0.154017373919487,0.26433733105659485,0.27659472823143005,0.1300981342792511,0.19536830484867096,0.4129433035850525,0.10516269505023956,0.2673267424106598
live,0.20532001554965973,0.1426546275615692,0.20127743482589722,0.2321666032075882,0.20379731059074402,0.07519329339265823,0.3068392276763916,-0.005618393886834383,0.19481121003627777
to,0.455847829580307,0.16551382839679718,0.20823907852172852,0.4452643394470215,0.1762417107820511,0.347001850605011,0.45010748505592346,0.03410811722278595,0.29463258385658264
live,0.20532001554965973,0.1426546275615692,0.20127743482589722,0.2321666032075882,0.20379731059074402,0.07519329339265823,0.3068392276763916,-0.005618393886834383,0.19481121003627777
on,0.34226128458976746,0.18588966131210327,0.177606463432312,0.2670976221561432,0.2862928807735443,0.27477315068244934,0.46853652596473694,0.08962488919496536,0.2714994251728058
general,0.24928055703639984,0.1758154332637787,0.14237573742866516,0.19499315321445465,0.1430114507675171,0.06978917866945267,0.259066641330719,0.023395387455821037,0.1972234547138214
hospital,0.14525319635868073,0.19461235404014587,0.1697297990322113,0.16173575818538666,0.1614045947790146,0.1386464387178421,0.3125908672809601,0.04073290899395943,0.12508831918239594
during,0.24137552082538605,0.14858154952526093,0.2768036723136902,0.30679523944854736,0.18870772421360016,0.19261333346366882,0.4627237319946289,0.041660550981760025,0.1325719803571701
the,0.42745697498321533,0.19385820627212524,0.24942722916603088,0.34736719727516174,0.2068762183189392,0.2552810311317444,0.6662389636039734,0.07811610400676727,0.22068053483963013
transition,0.26982825994491577,0.12329426407814026,0.09636164456605911,0.15600939095020294,0.12583263218402863,0.26427415013313293,0.2444610297679901,0.15070655941963196,0.15479432046413422
),0.26259949803352356,0.14658145606517792,0.2072715014219284,0.18584993481636047,0.18381085991859436,0.1809842884540558,0.3326910734176636,-0.002760703209787607,0.42300865054130554
.,0.3567904531955719,0.22153060138225555,0.2566703259944916,0.35288307070732117,0.2567209303379059,0.25903600454330444,0.5591574311256409,0.10024500638246536,0.4130953550338745
