,what,has,recently,undergone,extensive,restoration,?
newcastle,0.16276082396507263,0.18862372636795044,0.12196730077266693,0.1329517513513565,0.10461175441741943,0.13019905984401703,0.0902252271771431
as,0.31749409437179565,0.351646363735199,0.3720467984676361,0.2794550657272339,0.24885810911655426,0.23916301131248474,0.27043893933296204
england,0.21399550139904022,0.22343678772449493,0.18831545114517212,0.13049449026584625,0.20978251099586487,0.21410530805587769,0.13436897099018097
's,0.02692362666130066,-0.040683966130018234,0.005367393139749765,-0.06605419516563416,-0.018995417281985283,-0.05900873243808746,-0.023395681753754616
best-looking,0.3572845160961151,0.27964285016059875,0.30399465560913086,0.24154476821422577,0.3067052662372589,0.299472838640213,0.282106876373291
city,0.17493832111358643,0.2476206123828888,0.14215371012687683,0.1528756320476532,0.11507904529571533,0.22176165878772736,0.13423943519592285
and,0.31309178471565247,0.43716782331466675,0.3316797614097595,0.22034253180027008,0.2675752341747284,0.2590578496456146,0.20544172823429108
the,0.42745697498321533,0.4177538752555847,0.2774651348590851,0.29906165599823,0.2952674925327301,0.3766564130783081,0.22068053483963013
late,0.1576872020959854,0.21857158839702606,0.3514998257160187,0.3258654773235321,0.20398318767547607,0.232419952750206,0.11339222639799118
german-born,0.2481076419353485,0.19647766649723053,0.13164342939853668,0.14696764945983887,0.17368726432323456,0.19929425418376923,0.210899218916893
british,0.19255435466766357,0.15839195251464844,0.17775903642177582,0.15490223467350006,0.13174684345722198,0.17532847821712494,0.09711728990077972
scholar,0.18881338834762573,0.15249113738536835,0.17007145285606384,0.11174538731575012,0.2036120444536209,0.2619635760784149,0.1606755405664444
of,0.33290785551071167,0.3909035325050354,0.21953822672367096,0.3123916685581207,0.2948661148548126,0.3782297372817993,0.1826142966747284
architecture,0.23286667466163635,0.18328659236431122,0.1731245070695877,0.19511167705059052,0.27500924468040466,0.3029964864253998,0.14343059062957764
",",0.3087472915649414,0.3734780251979828,0.3094431459903717,0.17090114951133728,0.23814105987548828,0.2286204993724823,0.31091248989105225
nikolaus,0.17223574221134186,0.09441393613815308,0.1067865639925003,0.07150666415691376,0.12730687856674194,0.12568619847297668,0.12306723743677139
pevsner,0.19973064959049225,0.1985805779695511,0.23262591660022736,0.10596325248479843,0.2091236114501953,0.24498815834522247,0.2196682095527649
",",0.3087472915649414,0.3734780251979828,0.3094431459903717,0.17090114951133728,0.23814105987548828,0.2286204993724823,0.31091248989105225
describes,0.28796884417533875,0.2606778144836426,0.08881577849388123,0.2282724678516388,0.18673013150691986,0.1461828500032425,0.13134142756462097
grey,0.13404807448387146,0.17681418359279633,0.16365058720111847,0.1261676847934723,0.1099991500377655,0.08840307593345642,0.1291438490152359
street,0.14271703362464905,0.2090589851140976,0.19349360466003418,0.22037865221500397,0.14198067784309387,0.2083873599767685,0.07315441966056824
as,0.31749409437179565,0.351646363735199,0.3720467984676361,0.2794550657272339,0.24885810911655426,0.23916301131248474,0.27043893933296204
one,0.376489520072937,0.43032392859458923,0.2796787917613983,0.2635790705680847,0.17366302013397217,0.23103220760822296,0.2673267424106598
of,0.33290785551071167,0.3909035325050354,0.21953822672367096,0.3123916685581207,0.2948661148548126,0.3782297372817993,0.1826142966747284
the,0.42745697498321533,0.4177538752555847,0.2774651348590851,0.29906165599823,0.2952674925327301,0.3766564130783081,0.22068053483963013
finest,0.22646312415599823,0.1571817547082901,0.1332731992006302,0.18426643311977386,0.2643139064311981,0.2531605362892151,0.1559486985206604
streets,0.11891741305589676,0.20076723396778107,0.18078187108039856,0.15645624697208405,0.1331479698419571,0.22768795490264893,0.0894271582365036
in,0.30808621644973755,0.4173259735107422,0.32725074887275696,0.24893659353256226,0.3108808398246765,0.2518605589866638,0.20430970191955566
england,0.21399550139904022,0.22343678772449493,0.18831545114517212,0.13049449026584625,0.20978251099586487,0.21410530805587769,0.13436897099018097
.,0.3567904531955719,0.4105546176433563,0.2900089621543884,0.24800708889961243,0.20579655468463898,0.2780206799507141,0.4130953550338745
