,which,book,discussed,the,theory,about,low,populations,in,the,amazon,rainforest,?
",",0.3658004403114319,0.23644568026065826,0.28613337874412537,0.4933079481124878,0.18095813691616058,0.3877100944519043,0.25131091475486755,0.2880891263484955,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
as,0.41006597876548767,0.23037776350975037,0.3007197678089142,0.48381632566452026,0.18675357103347778,0.2989700436592102,0.22321817278862,0.24266624450683594,0.3887844979763031,0.48381632566452026,0.1877562403678894,0.15180876851081848,0.27043893933296204
described,0.2776082456111908,0.30015361309051514,0.47622841596603394,0.2878154516220093,0.27029064297676086,0.31044402718544006,0.12046021968126297,0.22272974252700806,0.28813880681991577,0.2878154516220093,0.18942902982234955,0.17349986732006073,0.1374269425868988
in,0.4840516746044159,0.2527170181274414,0.26130932569503784,0.6662389636039734,0.16955126821994781,0.39797019958496094,0.21458278596401215,0.29535284638404846,1.0,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.20430970191955566
her,0.3091151714324951,0.2892954647541046,0.1482640653848648,0.354963481426239,0.14065544307231903,0.2598254084587097,0.13290691375732422,0.06454790383577347,0.30892789363861084,0.354963481426239,0.20009556412696838,0.14486649632453918,0.20310723781585693
book,0.24807968735694885,1.0,0.31360194087028503,0.2652374505996704,0.23477663099765778,0.29224592447280884,0.08489613234996796,0.14697322249412537,0.2527170181274414,0.2652374505996704,0.30601218342781067,0.21573308110237122,0.20572158694267273
amazonia,0.2199927568435669,0.22337089478969574,0.14349137246608734,0.27672475576400757,0.040134090930223465,0.2926355004310608,0.12047845125198364,0.32169806957244873,0.21502399444580078,0.27672475576400757,0.7831899523735046,0.5159031748771667,0.15856796503067017
:,-0.11049769818782806,-0.11136190593242645,-0.07358121126890182,-0.03403344005346298,-0.05145213007926941,-0.14031879603862762,-0.08991409093141556,-0.06641127914190292,0.020521078258752823,-0.03403344005346298,-0.12260514497756958,-0.15356512367725372,-0.07156077772378922
man,0.20038147270679474,0.284382700920105,0.22390276193618774,0.23171134293079376,0.15938948094844818,0.2580140233039856,0.19137729704380035,0.09408080577850342,0.19554144144058228,0.23171134293079376,0.20862756669521332,0.176812544465065,0.2528940737247467
and,0.506277859210968,0.28024056553840637,0.22636206448078156,0.5171257257461548,0.1765792816877365,0.3875081241130829,0.2962470054626465,0.26962190866470337,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.26834338903427124,0.20544172823429108
culture,0.21281319856643677,0.16621463000774384,0.2454446405172348,0.27157285809516907,0.21409067511558533,0.23713050782680511,0.10746463388204575,0.2525147795677185,0.2512284517288208,0.27157285809516907,0.19349196553230286,0.18047985434532166,0.13093146681785583
in,0.4840516746044159,0.2527170181274414,0.26130932569503784,0.6662389636039734,0.16955126821994781,0.39797019958496094,0.21458278596401215,0.29535284638404846,1.0,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.20430970191955566
a,0.56894451379776,0.19186489284038544,0.20171397924423218,0.5829201340675354,0.2233850657939911,0.34171196818351746,0.24393533170223236,0.20712152123451233,0.539380669593811,0.5829201340675354,0.1865728348493576,0.2497720569372177,0.23916715383529663
counterfeit,0.3012487590312958,0.21588711440563202,0.1956625133752823,0.2676233947277069,0.20883488655090332,0.19140833616256714,0.22623075544834137,0.1141783818602562,0.21174396574497223,0.2676233947277069,0.17082272469997406,0.073883056640625,0.09599736332893372
paradise,0.23275887966156006,0.2621779143810272,0.10303861647844315,0.20165380835533142,0.14349408447742462,0.2523109018802643,0.1124020665884018,0.15254345536231995,0.1939360797405243,0.20165380835533142,0.18222296237945557,0.33965662121772766,0.16137857735157013
.,0.45942068099975586,0.21435262262821198,0.2701408565044403,0.5934505462646484,0.18047811090946198,0.42038556933403015,0.2639716863632202,0.25785329937934875,0.5591574311256409,0.5934505462646484,0.262887567281723,0.25713270902633667,0.4130953550338745
