,which,famous,germain,renaissance,painter,and,printmaker,is,represented,in,the,drawings,collection,of,the,v,&,a,?
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
giovanni,0.1761956363916397,0.2914877235889435,0.3159553110599518,0.4420333504676819,0.3139130771160126,0.20159152150154114,0.36029428243637085,0.09566495567560196,0.06869260221719742,0.15815386176109314,0.16284190118312836,0.21443013846874237,0.1363195925951004,0.18752416968345642,0.16284190118312836,0.14237019419670105,0.12406846880912781,0.17958615720272064,0.13561689853668213
benedetto,0.16615256667137146,0.22577343881130219,0.4121459126472473,0.4420967400074005,0.43498119711875916,0.19092044234275818,0.4289233982563019,0.1278565675020218,0.09905248880386353,0.1845807135105133,0.19872620701789856,0.24215717613697052,0.16631589829921722,0.24889785051345825,0.19872620701789856,0.21728938817977905,0.11180485785007477,0.19269663095474243,0.25279513001441956
castiglione,0.18716248869895935,0.28074032068252563,0.3382982611656189,0.4132597744464874,0.3831169903278351,0.31109172105789185,0.4126474857330322,0.22739122807979584,0.1403108537197113,0.3097412884235382,0.30627307295799255,0.2603987753391266,0.22581747174263,0.3281422257423401,0.30627307295799255,0.16847734153270721,0.12521077692508698,0.2182239592075348,0.1528071165084839
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
bernardo,0.1773013323545456,0.1990663707256317,0.30850839614868164,0.28644880652427673,0.3103119134902954,0.2424507588148117,0.2926601767539978,0.16960135102272034,0.06558988988399506,0.238566592335701,0.23935143649578094,0.22464656829833984,0.0693463534116745,0.21924100816249847,0.23935143649578094,0.1387273371219635,0.14516235888004303,0.21217109262943268,0.11246369034051895
buontalenti,0.23066453635692596,0.33702635765075684,0.4841272532939911,0.3780406713485718,0.42196768522262573,0.28364425897598267,0.47379812598228455,0.2205628901720047,0.20377974212169647,0.261213093996048,0.25555747747421265,0.2754124402999878,0.2617388367652893,0.2568659484386444,0.25555747747421265,0.20652057230472565,0.22456799447536469,0.2749694585800171,0.23699690401554108
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
rembrandt,0.16259396076202393,0.2627871036529541,0.3460443317890167,0.37576764822006226,0.5181296467781067,0.1924757957458496,0.48478934168815613,0.18082065880298615,0.14455494284629822,0.19755259156227112,0.16912591457366943,0.45066118240356445,0.2952265441417694,0.22973763942718506,0.16912591457366943,0.0823482796549797,0.07446708530187607,0.2051539421081543,0.22640541195869446
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
antonio,0.17034529149532318,0.22992347180843353,0.18808139860630035,0.2926205098628998,0.25184041261672974,0.2293640375137329,0.2658529281616211,0.10257551819086075,0.06810407340526581,0.16966992616653442,0.2070869356393814,0.16866716742515564,0.1160007119178772,0.2094241827726364,0.2070869356393814,0.1799592673778534,0.08665228635072708,0.15162940323352814,0.09923860430717468
verrio,0.16076302528381348,0.21243703365325928,0.34732940793037415,0.30918243527412415,0.32817980647087097,0.22212544083595276,0.35850220918655396,0.17778046429157257,0.15446221828460693,0.1894386112689972,0.1978490650653839,0.23059959709644318,0.17969803512096405,0.13358087837696075,0.1978490650653839,0.24335505068302155,0.11119163781404495,0.24842163920402527,0.2797500193119049
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
paul,0.15805208683013916,0.12448831647634506,0.27538061141967773,0.15148650109767914,0.2643537223339081,0.2447807937860489,0.24059328436851501,0.18022699654102325,0.1423024833202362,0.21331322193145752,0.19191958010196686,0.17512787878513336,0.1638609915971756,0.14511796832084656,0.19191958010196686,0.1338740587234497,0.17826934158802032,0.13667120039463043,0.16611461341381073
sandby,0.30030587315559387,0.18714837729930878,0.2836228311061859,0.1788763552904129,0.1746743619441986,0.322686105966568,0.24401740729808807,0.23067043721675873,0.16869843006134033,0.2848673164844513,0.24723881483078003,0.2144666463136673,0.1828925907611847,0.18716053664684296,0.24723881483078003,0.20707131922245026,0.11912203580141068,0.3144772946834564,0.24216556549072266
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.20415355265140533,0.22112208604812622,0.2257092446088791,0.25886744260787964,0.19098889827728271,0.21634717285633087,0.2501201033592224,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12626059353351593,0.14187732338905334,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
russell,0.14376436173915863,0.2362579107284546,0.21257264912128448,0.17612811923027039,0.16229259967803955,0.24111106991767883,0.22049970924854279,0.21315249800682068,0.16518741846084595,0.22963611781597137,0.2413037121295929,0.18649254739284515,0.0948466807603836,0.21486875414848328,0.2413037121295929,0.1724885255098343,0.12409015744924545,0.18258225917816162,0.11642709374427795
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
angelica,0.08564567565917969,0.1591997593641281,0.2556461989879608,0.2140662670135498,0.2967325747013092,0.11321324110031128,0.2747175395488739,0.14407482743263245,0.07810983061790466,0.11892448365688324,0.14534907042980194,0.17629985511302948,0.14559295773506165,0.1420925110578537,0.14534907042980194,0.13136997818946838,0.13079442083835602,0.1587238907814026,0.19822736084461212
kauffman,0.17502962052822113,0.21809302270412445,0.21548044681549072,0.2052798718214035,0.31123924255371094,0.28754922747612,0.3706027865409851,0.23165081441402435,0.17106127738952637,0.28209009766578674,0.2655191421508789,0.2414986938238144,0.19164332747459412,0.250521719455719,0.2655191421508789,0.1326993703842163,0.21522293984889984,0.22006161510944366,0.17178326845169067
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.20415355265140533,0.22112208604812622,0.2257092446088791,0.25886744260787964,0.19098889827728271,0.21634717285633087,0.2501201033592224,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12626059353351593,0.14187732338905334,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
flaxman,0.2881503999233246,0.31041955947875977,0.20675159990787506,0.23410862684249878,0.3257102072238922,0.3533051908016205,0.4680136740207672,0.2727881669998169,0.1957920342683792,0.28192105889320374,0.3222133219242096,0.30332043766975403,0.2447238713502884,0.2958856523036957,0.3222133219242096,0.2674000561237335,0.25550803542137146,0.3530634939670563,0.1984574794769287
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
hugh,0.11573401838541031,0.1901206523180008,0.25216004252433777,0.22570815682411194,0.1774093508720398,0.23075641691684723,0.2549227476119995,0.10511639714241028,0.09046531468629837,0.18993298709392548,0.24369864165782928,0.1698141098022461,0.0481608584523201,0.23160827159881592,0.24369864165782928,0.19455187022686005,0.17555378377437592,0.1478407233953476,0.12381613999605179
douglas,0.10685979574918747,0.1629316657781601,0.1931765079498291,0.16743822395801544,0.16074374318122864,0.22993189096450806,0.21816560626029968,0.14269384741783142,0.1030551940202713,0.17743754386901855,0.18504364788532257,0.18172085285186768,0.12040972709655762,0.13222047686576843,0.18504364788532257,0.09603535383939743,0.16055870056152344,0.15485304594039917,0.1281188279390335
hamilton,0.20252017676830292,0.21394772827625275,0.19305278360843658,0.11530017107725143,0.17851753532886505,0.2861165404319763,0.19314363598823547,0.14254130423069,0.13341528177261353,0.2069321870803833,0.24943995475769043,0.10915408283472061,0.15871797502040863,0.2026616632938385,0.24943995475769043,0.19062469899654388,0.12696991860866547,0.2237759679555893,0.16491469740867615
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
thomas,0.20158961415290833,0.18261981010437012,0.2110140472650528,0.1626632660627365,0.2582206130027771,0.20946627855300903,0.3144833445549011,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.18178868293762207,0.1858091503381729,0.18699592351913452,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.16133050620555878
rowlandson,0.1847062110900879,0.243505597114563,0.27900949120521545,0.1673874706029892,0.29846087098121643,0.3210841715335846,0.31547319889068604,0.17110946774482727,0.17377205193042755,0.25160765647888184,0.22991494834423065,0.21179212629795074,0.14915351569652557,0.25045666098594666,0.22991494834423065,0.19104446470737457,0.20554731786251068,0.2431790977716446,0.18764621019363403
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
william,0.13988013565540314,0.16922372579574585,0.1821652054786682,0.25250720977783203,0.2389470487833023,0.2535148561000824,0.31630146503448486,0.13717274367809296,0.07601814717054367,0.21605195105075836,0.21537061035633087,0.21193835139274597,0.1617477536201477,0.20272590219974518,0.21537061035633087,0.18227645754814148,0.1375914216041565,0.19269351661205292,0.14462219178676605
kilburn,0.2017192244529724,0.16940677165985107,0.18735022842884064,0.10035751014947891,0.219121515750885,0.2808300256729126,0.27718034386634827,0.22522278130054474,0.12554340064525604,0.24660691618919373,0.21308137476444244,0.16882333159446716,0.10632961988449097,0.2127806842327118,0.21308137476444244,0.2645983397960663,0.21421748399734497,0.23915046453475952,0.19079868495464325
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
thomas,0.20158961415290833,0.18261981010437012,0.2110140472650528,0.1626632660627365,0.2582206130027771,0.20946627855300903,0.3144833445549011,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.18178868293762207,0.1858091503381729,0.18699592351913452,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.16133050620555878
girtin,0.30738365650177,0.27281832695007324,0.4379243850708008,0.2698836624622345,0.2764667868614197,0.3489406406879425,0.3635302484035492,0.3070039749145508,0.14205773174762726,0.283529669046402,0.31849709153175354,0.32221361994743347,0.2317536175251007,0.28263330459594727,0.31849709153175354,0.09213287383317947,0.2177601009607315,0.3325401842594147,0.13964176177978516
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
jean,0.11219283938407898,0.1634303480386734,0.46822798252105713,0.20061491429805756,0.2901603579521179,0.18732817471027374,0.24894976615905762,0.14914077520370483,0.16078059375286102,0.19998259842395782,0.2186683863401413,0.22356320917606354,0.24194449186325073,0.14357218146324158,0.2186683863401413,0.06389088928699493,0.05770741030573845,0.19298788905143738,0.1531364470720291
auguste,0.14753739535808563,0.2706635594367981,0.49445271492004395,0.33631712198257446,0.4010227918624878,0.22298647463321686,0.471247136592865,0.15298309922218323,0.19796691834926605,0.2284879982471466,0.18969763815402985,0.36511677503585815,0.2737104892730713,0.229461669921875,0.18969763815402985,0.12022212892770767,0.092386394739151,0.22253604233264923,0.17689163982868195
dominique,0.08100323379039764,0.2283555120229721,0.44125494360923767,0.30412065982818604,0.3477025330066681,0.2284020036458969,0.33026260137557983,0.10579884052276611,0.12749794125556946,0.14559809863567352,0.12689374387264252,0.16421525180339813,0.1706787496805191,0.14352527260780334,0.12689374387264252,0.12587504088878632,0.20650556683540344,0.19313062727451324,0.18719474971294403
ingres,0.11337044090032578,0.2794528007507324,0.4366111755371094,0.2847306728363037,0.41466912627220154,0.23653921484947205,0.392381876707077,0.17344927787780762,0.14811675250530243,0.20508749783039093,0.19489136338233948,0.3891015350818634,0.27812889218330383,0.20122623443603516,0.19489136338233948,0.11505771428346634,0.17144040763378143,0.20255963504314423,0.21079476177692413
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
david,0.16383904218673706,0.19392549991607666,0.2614035904407501,0.1926204115152359,0.20527204871177673,0.22867785394191742,0.2243182212114334,0.14622443914413452,0.16012918949127197,0.17107756435871124,0.2237231284379959,0.1756264716386795,0.17162975668907166,0.191870778799057,0.2237231284379959,0.1434764564037323,0.14487789571285248,0.19156141579151154,0.04158485680818558
wilkie,0.1315290480852127,0.20299279689788818,0.2862967252731323,0.2062162458896637,0.3211990296840668,0.3060518503189087,0.4147968590259552,0.16934245824813843,0.16971544921398163,0.2423786073923111,0.2626578211784363,0.2882160544395447,0.16974714398384094,0.19975170493125916,0.2626578211784363,0.15775929391384125,0.288770467042923,0.23975518345832825,0.12453664839267731
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
john,0.20415355265140533,0.22112208604812622,0.2257092446088791,0.25886744260787964,0.19098889827728271,0.21634717285633087,0.2501201033592224,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12626059353351593,0.14187732338905334,0.2407056987285614,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.13162356615066528
martin,0.16745753586292267,0.19598796963691711,0.35190320014953613,0.1804940551519394,0.18426288664340973,0.2544763386249542,0.23232631385326385,0.17765893042087555,0.06123057380318642,0.22752496600151062,0.22029393911361694,0.20743045210838318,0.10485804080963135,0.13722093403339386,0.22029393911361694,0.0985867902636528,0.1907685548067093,0.2163310945034027,0.060103293508291245
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
samuel,0.11138984560966492,0.27291417121887207,0.21730341017246246,0.2168222814798355,0.26498252153396606,0.19269035756587982,0.265039324760437,0.11145944148302078,0.08915358781814575,0.20420196652412415,0.15008985996246338,0.10266450047492981,0.18018369376659393,0.08824485540390015,0.15008985996246338,0.16941829025745392,0.13068073987960815,0.19971542060375214,0.09954892843961716
palmer,0.12601616978645325,0.2160848081111908,0.2549046576023102,0.13418671488761902,0.19846507906913757,0.28115057945251465,0.24901841580867767,0.17985011637210846,0.12586139142513275,0.24593520164489746,0.22820298373699188,0.16363312304019928,0.1220477744936943,0.185878187417984,0.22820298373699188,0.17672628164291382,0.15313544869422913,0.21307571232318878,0.17918962240219116
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
sir,0.16247086226940155,0.2768409848213196,0.15740476548671722,0.18422868847846985,0.23723918199539185,0.19441749155521393,0.25658032298088074,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.13647843897342682,0.14995771646499634,0.17569157481193542,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.10503887385129929
edwin,0.13674814999103546,0.12012460082769394,0.18663917481899261,0.14816561341285706,0.24060676991939545,0.25578629970550537,0.26426181197166443,0.1269298642873764,0.11516810953617096,0.1589140146970749,0.19826023280620575,0.17634046077728271,0.12794066965579987,0.1521919071674347,0.19826023280620575,0.10939733684062958,0.11553803086280823,0.16274982690811157,0.1910800039768219
henry,0.16498084366321564,0.20166604220867157,0.24352841079235077,0.26262298226356506,0.1984911412000656,0.2218981832265854,0.2916681170463562,0.17977802455425262,0.11656971275806427,0.21735817193984985,0.2542637586593628,0.16041259467601776,0.230765700340271,0.2390729784965515,0.2542637586593628,0.2619577944278717,0.058544356375932693,0.24300003051757812,0.16836383938789368
landseer,0.20276670157909393,0.2552631199359894,0.29801028966903687,0.2055022418498993,0.37652388215065,0.3179846704006195,0.3429194688796997,0.24270547926425934,0.18592044711112976,0.29278597235679626,0.3042328953742981,0.24381119012832642,0.1601874977350235,0.28116604685783386,0.3042328953742981,0.14143866300582886,0.12408410757780075,0.2875571846961975,0.14386266469955444
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
lord,0.14450834691524506,0.17277714610099792,0.2323804497718811,0.1571039855480194,0.10584505647420883,0.22902889549732208,0.15784120559692383,0.14423592388629913,0.10011780261993408,0.18930333852767944,0.2489406019449234,0.1440519094467163,0.10136507451534271,0.20127125084400177,0.2489406019449234,0.1054067611694336,0.11174142360687256,0.13542361557483673,0.09544310718774796
frederic,0.12168190628290176,0.15639135241508484,0.2519265413284302,0.3520166277885437,0.34107664227485657,0.22279146313667297,0.32885900139808655,0.12632788717746735,0.10221223533153534,0.22266332805156708,0.20718425512313843,0.25684797763824463,0.22178559005260468,0.2330915480852127,0.20718425512313843,0.18278957903385162,0.15453018248081207,0.20821769535541534,0.17339737713336945
leighton,0.18539553880691528,0.14811037480831146,0.2962912321090698,0.1665462702512741,0.14782775938510895,0.19641678035259247,0.19896240532398224,0.16037052869796753,0.1503181904554367,0.2492104470729828,0.22797054052352905,0.14439019560813904,0.20380839705467224,0.1484784036874771,0.22797054052352905,0.07069961726665497,0.19889022409915924,0.17653104662895203,0.1328769028186798
",",0.3658004403114319,0.2816491723060608,0.25499609112739563,0.23687973618507385,0.2570912837982178,0.6633074283599854,0.27885860204696655,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.2235531359910965,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.31091248989105225
