,how,successful,was,initial,effort,by,braddock,?
army,0.13502483069896698,0.12051590532064438,0.30177709460258484,0.11712928861379623,0.29426974058151245,0.2323688417673111,0.30646201968193054,0.180583193898201
commander,0.13780447840690613,0.14455796778202057,0.23336075246334076,0.20032818615436554,0.2922378182411194,0.15240271389484406,0.3160761296749115,0.2315494865179062
",",0.22659391164779663,0.28826844692230225,0.45456063747406006,0.1954146921634674,0.21392761170864105,0.3680937886238098,0.3523558974266052,0.31091248989105225
and,0.33647966384887695,0.2795376479625702,0.3740963041782379,0.2253544181585312,0.25185704231262207,0.4289871156215668,0.28598496317863464,0.20544172823429108
planned,0.16940928995609283,0.23588864505290985,0.3590250015258789,0.32790786027908325,0.2782052457332611,0.25277236104011536,0.18951371312141418,0.16188396513462067
a,0.29312583804130554,0.28627005219459534,0.4508470594882965,0.2933337092399597,0.2670682966709137,0.32094135880470276,0.25109121203422546,0.23916715383529663
four-way,0.21741537749767303,0.20731626451015472,0.3649303913116455,0.22123347222805023,0.21328383684158325,0.33439069986343384,0.2871224582195282,0.20900198817253113
attack,0.11827468127012253,0.2504829466342926,0.22693441808223724,0.21712380647659302,0.1895039826631546,0.1761384904384613,0.31883400678634644,0.126759335398674
on,0.32655060291290283,0.22642658650875092,0.3909217119216919,0.25930091738700867,0.21822676062583923,0.33887791633605957,0.22984135150909424,0.2714994251728058
the,0.33890387415885925,0.31354787945747375,0.48711544275283813,0.29837024211883545,0.25344645977020264,0.4408751428127289,0.2864013612270355,0.22068053483963013
french,0.14884154498577118,0.20162765681743622,0.2523815333843231,0.18084698915481567,0.18285039067268372,0.23343317210674286,0.31502044200897217,0.1386883556842804
.,0.3287222981452942,0.361310213804245,0.40146201848983765,0.24195235967636108,0.24835355579853058,0.3936232924461365,0.3080593943595886,0.4130953550338745
